"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","winner_runs","method","outcome","player_of_match"
1118548,6,"Canterbury","Wellington","male","2017/18",2017-12-28,"Super Smash","15","Basin Reserve","Wellington","Canterbury","bat","A Mehrotra","JM Dempsey",NA,NA,"K Pulley","Wellington",5,NA,NA,NA,NA
1118549,6,"Central Districts","Northern Districts","male","2017/18",2017-12-30,"Super Smash","16","Pukekura Park","New Plymouth","Central Districts","bat","A Mehrotra","Damian Morrow",NA,NA,"GAV Baxter","Northern Districts",5,NA,NA,NA,NA
1118550,6,"Otago","Wellington","male","2017/18",2017-12-31,"Super Smash","17","Basin Reserve","Wellington","Wellington","field","BF Bowden","DJ Walker","C Black","JAK Bromley","K Pulley","Wellington",7,NA,NA,NA,NA
1118551,6,"Auckland","Canterbury","male","2017/18",2018-01-01,"Super Smash","18","Hagley Oval","Christchurch","Auckland","bat","JAK Bromley","TJ Parlane","Kim Cotton","ED Sanders","GAV Baxter","Auckland",NA,7,NA,NA,NA
1118552,6,"Otago","Northern Districts","male","2017/18",2018-01-02,"Super Smash","19","University Oval","Dunedin","Otago","bat","DJ Walker","AL Gillies","KS Jagannathan","ED Sanders","RA Dykes","Northern Districts",9,NA,NA,NA,NA
1118555,6,"Central Districts","Otago","male","2017/18",2018-01-06,"Super Smash","22","Pukekura Park","New Plymouth","Central Districts","bat","ED Sanders","TJ Parlane",NA,NA,NA,"Otago",3,NA,NA,NA,NA
1118556,6,"Auckland","Northern Districts","male","2017/18",2018-01-07,"Super Smash","24","Eden Park Outer Oval","Auckland","Northern Districts","field","A Mehrotra","BF Bowden","D Venter","JAK Bromley","RA Dykes","Northern Districts",6,NA,NA,NA,NA
1118557,6,"Canterbury","Wellington","male","2017/18",2018-01-07,"Super Smash","23","Hagley Oval","Christchurch","Wellington","field","DJ Walker","AL Gillies",NA,NA,"GAV Baxter","Canterbury",NA,62,NA,NA,NA
1118558,6,"Central Districts","Otago","male","2017/18",2018-01-09,"Super Smash","25","Queen's Park","Invercargill","Otago","field","DJ Walker","ED Sanders",NA,NA,"K Pulley","Central Districts",NA,118,NA,NA,NA
1118559,6,"Canterbury","Auckland","male","2017/18",2018-01-10,"Super Smash","26","Eden Park Outer Oval","Auckland","Auckland","field","BF Bowden","TJ Parlane","JM Dempsey","AL Gillies","RA Dykes","Auckland",4,NA,NA,NA,NA
1118560,6,"Central Districts","Wellington","male","2017/18",2018-01-12,"Super Smash","27","Pukekura Park","New Plymouth","Central Districts","bat","A Mehrotra","GA Stirrat",NA,NA,NA,"Central Districts",NA,56,NA,NA,NA
1118561,6,"Canterbury","Northern Districts","male","2017/18",2018-01-14,"Super Smash","28","Seddon Park","Hamilton","Northern Districts","field","DJ Walker","GA Stirrat",NA,NA,"GAV Baxter","Northern Districts",4,NA,NA,NA,NA
1118562,6,"Central Districts","Wellington","male","2017/18",2018-01-14,"Super Smash","29","Basin Reserve","Wellington","Central Districts","bat","JAK Bromley","TJ Parlane",NA,NA,"K Pulley","Central Districts",NA,29,NA,NA,NA
