"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","match_number","outcome","method","eliminator"
1320202,6,"Oman","Singapore","female","2022",2022-06-20,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Singapore","field","Vinu Kumar","L Poobalan","Samad Akbar","V Kalidas",NA,"Edwin Seah","Singapore",NA,5,NA,NA,NA,NA
1320203,6,"Singapore","Qatar","female","2022",2022-06-21,"Asian Cricket Council Women's T20 Championship","UKM-YSD Cricket Oval, Bangi","Bangi","Qatar","field","A Mare","DN Subedi","Tabarak Dar","Samad Akbar",NA,"Edwin Seah","Qatar",NA,5,NA,NA,NA,NA
1320204,6,"Bhutan","Kuwait","female","2022",2022-06-21,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Kuwait","field","Maryam Omar","A Natarajan","N Sivan","L Poobalan",NA,"Ramesh Menon","Kuwait",NA,3,NA,NA,NA,NA
1320205,6,"Nepal","Hong Kong","female","2022",2022-06-21,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Nepal","bat","M Hill","A Natarajan","L Poobalan","N Sivan",NA,"Ramesh Menon","Hong Kong",NA,7,NA,NA,NA,NA
1320206,6,"Malaysia","Oman","female","2022",2022-06-22,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Oman","field","WA Duraisingam","A Natarajan","Samad Akbar","DN Subedi",NA,"Edwin Seah","Malaysia",53,NA,NA,NA,NA,NA
1320207,6,"Hong Kong","Kuwait","female","2022",2022-06-22,"Asian Cricket Council Women's T20 Championship","UKM-YSD Cricket Oval, Bangi","Bangi","Kuwait","field","M Bibi","L Poobalan","V Kalidas","N Sivan",NA,"Ramesh Menon","Hong Kong",30,NA,NA,NA,NA,NA
1320208,6,"United Arab Emirates","Qatar","female","2022",2022-06-22,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","United Arab Emirates","bat","ER Oza","DN Subedi","Samad Akbar","A Natarajan",NA,"Edwin Seah","United Arab Emirates",153,NA,NA,NA,NA,NA
1320209,6,"Bhutan","Bahrain","female","2022",2022-06-22,"Asian Cricket Council Women's T20 Championship","UKM-YSD Cricket Oval, Bangi","Bangi","Bahrain","field","D Wangmo","L Poobalan","N Sivan","V Kalidas",NA,"Ramesh Menon","Bhutan",63,NA,NA,NA,NA,NA
1319709,6,"India","Sri Lanka","female","2022",2022-06-23,"India Women tour of Sri Lanka","Rangiri Dambulla International Stadium","Dambulla","India","bat","JI Rodrigues","ID Gunawardene","Susantha Dissanayake","JWHD Boteju","REJ Martinesz","GF Labrooy","India",34,NA,"1",NA,NA,NA
1320210,6,"United Arab Emirates","Nepal","female","2022",2022-06-24,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Nepal","field",NA,"Tabarak Dar","V Kalidas","N Sivan",NA,"Ramesh Menon",NA,NA,NA,NA,"no result",NA,NA
1320211,6,"Malaysia","Hong Kong","female","2022",2022-06-24,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Hong Kong","field","Mas Elysa","DN Subedi","Sarika Prasad","A Natarajan",NA,"Edwin Seah","Malaysia",12,NA,NA,NA,NA,NA
1319710,6,"Sri Lanka","India","female","2022",2022-06-25,"India Women tour of Sri Lanka","Rangiri Dambulla International Stadium","Dambulla","Sri Lanka","bat","H Kaur","ID Gunawardene","REJ Martinesz","Susantha Dissanayake","JWHD Boteju","GF Labrooy","India",NA,5,"2",NA,NA,NA
1320212,6,"Malaysia","United Arab Emirates","female","2022",2022-06-25,"Asian Cricket Council Women's T20 Championship","Kinrara Academy Oval, Kuala Lumpur","Kuala Lumpur","Malaysia","bat","Theertha Satish","A Natarajan","DN Subedi","N Sivan",NA,"Edwin Seah","United Arab Emirates",NA,5,NA,NA,NA,NA
1320997,6,"Jersey","Guernsey","female","2022",2022-06-25,"Inter-Insular Women's Twenty20 Series","Grainville, St Saviour","St Saviour","Guernsey","field",NA,NA,NA,NA,NA,NA,"Jersey",69,NA,"2",NA,NA,NA
1319711,6,"India","Sri Lanka","female","2022",2022-06-27,"India Women tour of Sri Lanka","Rangiri Dambulla International Stadium","Dambulla","India","bat","AC Jayangani","REJ Martinesz","Susantha Dissanayake","JWHD Boteju","ID Gunawardene","GF Labrooy","Sri Lanka",NA,7,"3",NA,NA,NA
1321335,6,"Netherlands","Namibia","female","2022",2022-06-28,"Namibia Women tour of Netherlands","Sportpark Harga, Schiedam","Schiedam","Netherlands","bat",NA,"M Hancock","N Bathi","M Prabhudesa",NA,NA,"Netherlands",70,NA,"3",NA,NA,NA
1321336,6,"Namibia","Netherlands","female","2022",2022-06-30,"Namibia Women tour of Netherlands","Sportpark Westvliet, Voorburg","The Hague","Netherlands","field",NA,"M Hancock","N Bathi","M Prabhudesa",NA,NA,"Netherlands",5,NA,"5",NA,"D/L",NA
1322176,6,"Netherlands","Namibia","female","2022",2022-06-30,"Namibia Women tour of Netherlands","Sportpark Westvliet, Voorburg","The Hague","Namibia","field",NA,"M Prabhudesa","N Bathi","M Hancock",NA,NA,"Namibia",NA,3,"4",NA,NA,NA
1321337,6,"Netherlands","Namibia","female","2022",2022-07-01,"Namibia Women tour of Netherlands","Sportpark Westvliet, Voorburg","The Hague","Namibia","field",NA,"M Hancock","M Prabhudesa","N Bathi",NA,NA,"Netherlands",2,NA,"6",NA,NA,NA
1322018,6,"Singapore","Malaysia","female","2022",2022-07-08,"Saudari Cup","Indian Association Ground, Singapore","Singapore","Singapore","bat","Sasha Azmi","Ravi Putcha","R Selvaratnam","KSVP Venu Madhav",NA,"Sarika Prasad","Malaysia",NA,6,"1",NA,NA,NA
1322019,6,"Malaysia","Singapore","female","2022",2022-07-09,"Saudari Cup","Indian Association Ground, Singapore","Singapore","Singapore","field","Siow Tzin Yee","Foyes Ahmed","Pramesh Parab","Ravi Putcha",NA,"Sarika Prasad","Malaysia",75,NA,"2",NA,NA,NA
1322020,6,"Malaysia","Singapore","female","2022",2022-07-10,"Saudari Cup","Indian Association Ground, Singapore","Singapore","Malaysia","bat","Siow Tzin Yee","Foyes Ahmed","Sathish Balasubramaniam","T Senthil Kumar",NA,"Sarika Prasad","Malaysia",79,NA,"3",NA,NA,NA
1317635,6,"Pakistan","Australia","female","2022",2022-07-16,"Ireland Tri-Nation Women's T20I Series","Bready Cricket Club, Magheramason, Bready","Bready","Pakistan","bat",NA,"Aidan Seaver","M Hawthorne","Jonathan Kennedy",NA,"Philip Thompson",NA,NA,NA,"1","no result",NA,NA
1317636,6,"Ireland","Australia","female","2022",2022-07-17,"Ireland Tri-Nation Women's T20I Series","Bready Cricket Club, Magheramason, Bready","Bready","Australia","field","A King","Jonathan Kennedy","M Hawthorne","Aidan Seaver",NA,"Philip Thompson","Australia",NA,9,"2",NA,NA,NA
1317637,6,"Pakistan","Ireland","female","2022",2022-07-19,"Ireland Tri-Nation Women's T20I Series","Bready Cricket Club, Magheramason, Bready","Bready","Pakistan","bat","Nida Dar","Aidan Seaver","M Hawthorne","Jonathan Kennedy",NA,"Philip Thompson","Pakistan",13,NA,"3",NA,"D/L",NA
1301331,6,"South Africa","England","female","2022",2022-07-21,"South Africa Women tour of England","County Ground, Chelmsford","Chelmsford","England","field","KH Brunt","RJ Bailey","SM Bartlett","SJ O'Shaughnessy","S Redfern","Phil Whitticase","England",NA,6,"1",NA,NA,NA
1317638,6,"Australia","Ireland","female","2022",2022-07-21,"Ireland Tri-Nation Women's T20I Series","Bready Cricket Club, Magheramason, Bready","Bready","Ireland","field","TM McGrath","Jonathan Kennedy","M Hawthorne","Aidan Seaver",NA,"Philip Thompson","Australia",63,NA,"4",NA,NA,NA
1301332,6,"South Africa","England","female","2022",2022-07-23,"South Africa Women tour of England","County Ground, New Road, Worcester","Worcester","England","field","DN Wyatt","SJ O'Shaughnessy","S Redfern","SM Bartlett","RJ Bailey","Phil Whitticase","England",NA,6,"2",NA,NA,NA
1317639,6,"Pakistan","Australia","female","2022",2022-07-23,"Ireland Tri-Nation Women's T20I Series","Bready Cricket Club, Magheramason, Bready","Bready","Pakistan","bat",NA,"Aidan Seaver","M Hawthorne","Jonathan Kennedy",NA,"Philip Thompson",NA,NA,NA,"5","no result",NA,NA
1301333,6,"England","South Africa","female","2022",2022-07-25,"South Africa Women tour of England","County Ground, Derby","Derby","England","bat","S Ecclestone","RJ Bailey","SM Bartlett","SJ O'Shaughnessy","S Redfern","Phil Whitticase","England",38,NA,"3",NA,NA,NA
1289259,6,"India","Australia","female","2022",2022-07-29,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","India","bat",NA,"Lauren Agenbag","S Redfern","Shivani Mishra","Kim Cotton","SA Fritz","Australia",NA,3,"1",NA,NA,NA
1289260,6,"Barbados","Pakistan","female","2022",2022-07-29,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Pakistan","field",NA,"Kim Cotton","Shivani Mishra","S Redfern","Lauren Agenbag","SA Fritz","Barbados",15,NA,"2",NA,NA,NA
1289261,6,"New Zealand","South Africa","female","2022",2022-07-30,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","South Africa","field",NA,"CA Polosak","VG Rathi","JM Williams","Eloise Sheridan","GS Lakshmi","New Zealand",13,NA,"3",NA,NA,NA
1289262,6,"Sri Lanka","England","female","2022",2022-07-30,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Sri Lanka","bat",NA,"Eloise Sheridan","JM Williams","VG Rathi","CA Polosak","GS Lakshmi","England",NA,5,"4",NA,NA,NA
1289263,6,"Pakistan","India","female","2022",2022-07-31,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Pakistan","bat",NA,"Kim Cotton","Lauren Agenbag","Shivani Mishra","S Redfern","SA Fritz","India",NA,8,"5",NA,NA,NA
1289264,6,"Barbados","Australia","female","2022",2022-07-31,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Australia","field",NA,"Shivani Mishra","S Redfern","Lauren Agenbag","Kim Cotton","SA Fritz","Australia",NA,9,"6",NA,NA,NA
1289265,6,"England","South Africa","female","2022",2022-08-02,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","South Africa","field",NA,"CA Polosak","VG Rathi","Eloise Sheridan","JM Williams","GS Lakshmi","England",26,NA,"7",NA,NA,NA
1289266,6,"New Zealand","Sri Lanka","female","2022",2022-08-02,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","New Zealand","bat",NA,"Eloise Sheridan","JM Williams","VG Rathi","CA Polosak","GS Lakshmi","New Zealand",45,NA,"8",NA,NA,NA
1289267,6,"Australia","Pakistan","female","2022",2022-08-03,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Australia","bat",NA,"Lauren Agenbag","S Redfern","Shivani Mishra","Kim Cotton","SA Fritz","Australia",44,NA,"9",NA,NA,NA
1289268,6,"India","Barbados","female","2022",2022-08-03,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Barbados","field",NA,"Kim Cotton","Shivani Mishra","Lauren Agenbag","S Redfern","SA Fritz","India",100,NA,"10",NA,NA,NA
1289269,6,"Sri Lanka","South Africa","female","2022",2022-08-04,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","South Africa","field",NA,"CA Polosak","JM Williams","VG Rathi","Eloise Sheridan","GS Lakshmi","South Africa",NA,10,"11",NA,NA,NA
1289270,6,"New Zealand","England","female","2022",2022-08-04,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","New Zealand","bat",NA,"Eloise Sheridan","VG Rathi","CA Polosak","JM Williams","GS Lakshmi","England",NA,7,"12",NA,NA,NA
1289271,6,"India","England","female","2022",2022-08-06,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","India","bat",NA,"Eloise Sheridan","Kim Cotton","Shivani Mishra","CA Polosak","SA Fritz","India",4,NA,NA,NA,NA,NA
1289272,6,"New Zealand","Australia","female","2022",2022-08-06,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Australia","field",NA,"JM Williams","Lauren Agenbag","VG Rathi","S Redfern","GS Lakshmi","Australia",NA,5,NA,NA,NA,NA
1289273,6,"England","New Zealand","female","2022",2022-08-07,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","England","bat",NA,"Eloise Sheridan","Lauren Agenbag","VG Rathi","CA Polosak","GS Lakshmi","New Zealand",NA,8,NA,NA,NA,NA
1289274,6,"Australia","India","female","2022",2022-08-07,"Commonwealth Games Women's Cricket Competition","Edgbaston, Birmingham","Birmingham","Australia","bat",NA,"JM Williams","Kim Cotton","Shivani Mishra","S Redfern","SA Fritz","Australia",9,NA,NA,NA,NA,NA
1330807,6,"Scotland","Ireland","female","2022",2022-09-05,"Ireland Women tour of Scotland","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Ireland","field",NA,"DH Mclean","S Redfern","AM Baird",NA,"DT Jukes","Ireland",NA,8,"1",NA,NA,NA
1330808,6,"Scotland","Ireland","female","2022",2022-09-06,"Ireland Women tour of Scotland","Grange Cricket Club Ground, Raeburn Place, Edinburgh","Edinburgh","Ireland","field","S Horley","DH Mclean","S Redfern","I McDonald",NA,"DT Jukes","Ireland",16,NA,"2",NA,"D/L",NA
1301334,6,"India","England","female","2022",2022-09-10,"India Women tour of England","Riverside Ground, Chester-le-Street","Chester-le-Street","England","field","S Glenn","J Naeem","PR Pollard","James Middlebrook","S Redfern","Wayne Noon","England",NA,9,"1",NA,NA,NA
1329247,6,"Zimbabwe","United Arab Emirates","female","2022",2022-09-12,"Women's T20I Quadrangular Series (in UAE)","ICC Academy, Dubai","Dubai","Zimbabwe","bat","M Mupachikwa","Akbar Ali","Shiju Sam","H Yerzal",NA,"Iftikhar Ali","Zimbabwe",47,NA,"3",NA,NA,NA
1301335,6,"England","India","female","2022",2022-09-13,"India Women tour of England","County Ground, Derby","Derby","England","bat","S Mandhana","PR Pollard","S Redfern","RJ Warren","PK Baldwin","Wayne Noon","India",NA,8,"2",NA,NA,NA
1329250,6,"United States of America","United Arab Emirates","female","2022",2022-09-13,"Women's T20I Quadrangular Series (in UAE)","ICC Academy, Dubai","Dubai","United States of America","bat",NA,"Aasif Iqbal","Shiju Sam","H Yerzal",NA,"Iftikhar Ali","United States of America",25,NA,"6",NA,NA,NA
1301336,6,"India","England","female","2022",2022-09-15,"India Women tour of England","County Ground, Bristol","Bristol","England","field","S Ecclestone","PR Pollard","S Redfern","J Naeem","NL Bainton","Wayne Noon","England",NA,7,"3",NA,NA,NA
1331384,6,"United Arab Emirates","Thailand","female","2022",2022-09-18,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","United Arab Emirates","bat","N Boochatham","BB Pradhan","RR Wimalasiri","N Janani",NA,"SA Fritz","Thailand",NA,7,"1",NA,NA,NA
1331385,6,"Bangladesh","Ireland","female","2022",2022-09-18,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Bangladesh","bat","Nigar Sultana","BB Pradhan","N Janani","RR Wimalasiri",NA,"SA Fritz","Bangladesh",14,NA,"3",NA,NA,NA
1331386,6,"Papua New Guinea","Zimbabwe","female","2022",2022-09-18,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","Papua New Guinea","bat","SM Mayers","Lauren Agenbag","Sharfuddoula","VG Rathi",NA,"SA Fritz","Zimbabwe",NA,8,"2",NA,NA,NA
1331387,6,"Scotland","United States of America","female","2022",2022-09-18,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","Scotland","bat","SJ Bryce","Lauren Agenbag","VG Rathi","Sharfuddoula",NA,"SA Fritz","Scotland",79,NA,"4",NA,NA,NA
1331388,6,"Thailand","Zimbabwe","female","2022",2022-09-19,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Thailand","bat","K Ndlovu","N Janani","RR Wimalasiri","BB Pradhan",NA,"SA Fritz","Zimbabwe",NA,6,"5",NA,NA,NA
1331389,6,"Scotland","Bangladesh","female","2022",2022-09-19,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Scotland","bat","Shohely Akhter","BB Pradhan","RR Wimalasiri","N Janani",NA,"SA Fritz","Bangladesh",NA,6,"7",NA,NA,NA
1331390,6,"Papua New Guinea","United Arab Emirates","female","2022",2022-09-19,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","United Arab Emirates","field","T Ruma","Sharfuddoula","VG Rathi","Lauren Agenbag",NA,"SA Fritz","Papua New Guinea",29,NA,"6",NA,NA,NA
1331391,6,"United States of America","Ireland","female","2022",2022-09-19,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","United States of America","bat","A Hunter","Lauren Agenbag","Sharfuddoula","VG Rathi",NA,"SA Fritz","Ireland",NA,9,"8",NA,NA,NA
1331392,6,"Bangladesh","United States of America","female","2022",2022-09-21,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Bangladesh","bat","Murshida Khatun","BB Pradhan","VG Rathi","RR Wimalasiri",NA,"SA Fritz","Bangladesh",55,NA,"9",NA,NA,NA
1331394,6,"Ireland","Scotland","female","2022",2022-09-21,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","Ireland","bat","GH Lewis","N Janani","Sharfuddoula","Lauren Agenbag",NA,"SA Fritz","Ireland",19,NA,"10",NA,NA,NA
1331395,6,"Zimbabwe","United Arab Emirates","female","2022",2022-09-21,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","Zimbabwe","bat",NA,"Lauren Agenbag","N Janani","Sharfuddoula",NA,"SA Fritz","United Arab Emirates",NA,4,"12",NA,NA,NA
1331396,6,"Ireland","Zimbabwe","female","2022",2022-09-23,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Zimbabwe","field","J Maguire","Sharfuddoula","VG Rathi","Lauren Agenbag",NA,"SA Fritz","Ireland",4,NA,NA,NA,NA,NA
1331397,6,"Scotland","United Arab Emirates","female","2022",2022-09-23,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","United Arab Emirates","field","A Lister","N Janani","RR Wimalasiri","BB Pradhan",NA,"SA Fritz","Scotland",85,NA,NA,NA,NA,NA
1331398,6,"Bangladesh","Thailand","female","2022",2022-09-23,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Thailand","field","N Chantam","BB Pradhan","Lauren Agenbag","VG Rathi",NA,"SA Fritz","Bangladesh",11,NA,NA,NA,NA,NA
1331399,6,"United States of America","Papua New Guinea","female","2022",2022-09-23,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","Papua New Guinea","field","S Jimmy","RR Wimalasiri","Sharfuddoula","N Janani",NA,"SA Fritz","Papua New Guinea",NA,7,NA,NA,NA,NA
1331400,6,"Zimbabwe","Thailand","female","2022",2022-09-25,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Thailand","field","K Ndlovu","BB Pradhan","Sharfuddoula","VG Rathi",NA,"SA Fritz","Zimbabwe",7,NA,NA,NA,NA,NA
1331401,6,"Bangladesh","Ireland","female","2022",2022-09-25,"ICC Women's T20 World Cup Qualifier","Sheikh Zayed Stadium, Abu Dhabi","Abu Dhabi","Bangladesh","bat",NA,"Lauren Agenbag","VG Rathi","BB Pradhan",NA,"SA Fritz","Bangladesh",7,NA,NA,NA,NA,NA
1331402,6,"United States of America","United Arab Emirates","female","2022",2022-09-25,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","United States of America","bat",NA,"N Janani","RR Wimalasiri","Lauren Agenbag",NA,"SA Fritz","United Arab Emirates",NA,5,NA,NA,NA,NA
1331403,6,"Scotland","Papua New Guinea","female","2022",2022-09-25,"ICC Women's T20 World Cup Qualifier","Tolerance Oval, Abu Dhabi","Abu Dhabi","Scotland","bat",NA,"N Janani","Sharfuddoula","RR Wimalasiri",NA,"SA Fritz","Papua New Guinea",NA,8,NA,NA,NA,NA
1334415,6,"West Indies","New Zealand","female","2022",2022-09-28,"New Zealand Women tour of West Indies","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","New Zealand","field","CA Henry","CM Tuckett","S Crawford","Danesh Ramdhanie",NA,"M Ragoonath","West Indies",1,NA,"1",NA,NA,NA
1334416,6,"West Indies","New Zealand","female","2022",2022-10-01,"New Zealand Women tour of West Indies","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","New Zealand","field","SW Bates","JM Williams","S Crawford","CM Tuckett",NA,"M Ragoonath","New Zealand",NA,6,"2",NA,NA,NA
1335785,6,"Thailand","Bangladesh","female","2022/23",2022-10-01,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Thailand","bat","Shamima Sultana","Gayathri Venugopal","Humaira Farah","N Perera","LDVV Silva","GS Lakshmi","Bangladesh",NA,9,"1",NA,NA,NA
1335786,6,"India","Sri Lanka","female","2022/23",2022-10-01,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Sri Lanka","field","JI Rodrigues","Nur Hijrah","Saleema Imtiaz","H Yerzal","Shivani Mishra","V Bowen","India",41,NA,"2",NA,NA,NA
1334417,6,"West Indies","New Zealand","female","2022",2022-10-02,"New Zealand Women tour of West Indies","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","New Zealand","field","ML Green","CM Tuckett","Danesh Ramdhanie","S Crawford",NA,"M Ragoonath","New Zealand",NA,5,"3",NA,NA,NA
1335787,6,"Malaysia","Pakistan","female","2022/23",2022-10-02,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Pakistan","field","Tuba Hassan","H Yerzal","N Perera","Humaira Farah","Gayathri Venugopal","V Bowen","Pakistan",NA,9,"3",NA,NA,NA
1335788,6,"Sri Lanka","United Arab Emirates","female","2022/23",2022-10-02,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Sri Lanka","bat","H Madavi","Shivani Mishra","VG Rathi","Nur Hijrah","Saleema Imtiaz","GS Lakshmi","Sri Lanka",11,NA,"4",NA,"D/L",NA
1335789,6,"Bangladesh","Pakistan","female","2022/23",2022-10-03,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Pakistan","field","Sidra Ameen","LDVV Silva","Gayathri Venugopal","Nur Hijrah","VG Rathi","GS Lakshmi","Pakistan",NA,9,"5",NA,NA,NA
1335790,6,"India","Malaysia","female","2022/23",2022-10-03,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Malaysia","field","S Meghana","H Yerzal","N Perera","Shivani Mishra","Humaira Farah","V Bowen","India",30,NA,"6",NA,"D/L",NA
1335791,6,"Sri Lanka","Thailand","female","2022/23",2022-10-04,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Sri Lanka","bat","H Madavi","Nur Hijrah","VG Rathi","H Yerzal","Saleema Imtiaz","GS Lakshmi","Sri Lanka",49,NA,"7",NA,NA,NA
1335792,6,"India","United Arab Emirates","female","2022/23",2022-10-04,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","India","bat","JI Rodrigues","Humaira Farah","Shivani Mishra","LDVV Silva","N Perera","V Bowen","India",104,NA,"8",NA,NA,NA
1334418,6,"New Zealand","West Indies","female","2022",2022-10-05,"New Zealand Women tour of West Indies","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","West Indies","field","SFM Devine","Danesh Ramdhanie","JM Williams","S Crawford",NA,"M Ragoonath",NA,NA,NA,"4","tie",NA,"New Zealand"
1335793,6,"Malaysia","United Arab Emirates","female","2022/23",2022-10-05,"Women's Asia Cup","Sylhet International Cricket Stadium, Academy Ground","Sylhet","Malaysia","bat","Theertha Satish","N Perera","VG Rathi","Saleema Imtiaz","Gayathri Venugopal","V Bowen","United Arab Emirates",NA,7,"9",NA,NA,NA
1334419,6,"West Indies","New Zealand","female","2022",2022-10-06,"New Zealand Women tour of West Indies","Sir Vivian Richards Stadium, North Sound, Antigua","North Sound","New Zealand","field","ML Green","CM Tuckett","S Crawford","JM Williams",NA,"M Ragoonath","New Zealand",NA,5,"5",NA,NA,NA
1335794,6,"Pakistan","Thailand","female","2022/23",2022-10-06,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","Pakistan","bat","N Chantam","Gayathri Venugopal","Nur Hijrah","VG Rathi","LDVV Silva","GS Lakshmi","Thailand",NA,4,"10",NA,NA,NA
1335795,6,"Bangladesh","Malaysia","female","2022/23",2022-10-06,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","Bangladesh","bat","Nigar Sultana","Humaira Farah","N Perera","Shivani Mishra","H Yerzal","V Bowen","Bangladesh",88,NA,"11",NA,NA,NA
1335796,6,"Thailand","United Arab Emirates","female","2022/23",2022-10-07,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","United Arab Emirates","field","T Putthawong","Saleema Imtiaz","VG Rathi","Nur Hijrah","Gayathri Venugopal","GS Lakshmi","Thailand",19,NA,"12",NA,NA,NA
1335797,6,"Pakistan","India","female","2022/23",2022-10-07,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","Pakistan","bat","Nida Dar","LDVV Silva","H Yerzal","Shivani Mishra","N Perera","V Bowen","Pakistan",13,NA,"13",NA,NA,NA
1335798,6,"Sri Lanka","Malaysia","female","2022/23",2022-10-08,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","Sri Lanka","bat","M Shehani","Gayathri Venugopal","Humaira Farah","Shivani Mishra","VG Rathi","GS Lakshmi","Sri Lanka",72,NA,"14",NA,NA,NA
1335799,6,"India","Bangladesh","female","2022/23",2022-10-08,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","India","bat","Shafali Verma","N Perera","Saleema Imtiaz","H Yerzal","LDVV Silva","V Bowen","India",59,NA,"15",NA,NA,NA
1335800,6,"Thailand","Malaysia","female","2022/23",2022-10-09,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","Malaysia","field","N Koncharoenkai","LDVV Silva","Shivani Mishra","Saleema Imtiaz","Humaira Farah","GS Lakshmi","Thailand",50,NA,"16",NA,NA,NA
1335801,6,"Pakistan","United Arab Emirates","female","2022/23",2022-10-09,"Women's Asia Cup","Sylhet International Cricket Stadium","Sylhet","United Arab Emirates","field","Aliya Riaz","Gayathri Venugopal","VG Rathi","N Perera","Nur Hijrah","V Bowen","Pakistan",71,NA,"17",NA,NA,NA
