"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","match_number","outcome","method","eliminator"
355988,6,"India","New Zealand","female","2009",2009-06-18,"ICC Women's World Twenty20","Trent Bridge","Nottingham","New Zealand","bat","AL Watkins","Asad Rauf","MR Benson","NJ Llong","IJ Gould","BC Broad","New Zealand",52,NA,NA,NA,NA,NA
355989,6,"England","Australia","female","2009",2009-06-19,"ICC Women's World Twenty20","Kennington Oval","London","England","field","SC Taylor","BR Doctrove","AL Hill","M Erasmus","EAR de Silva","AG Hurst","England",NA,8,NA,NA,NA,NA
391794,6,"England","Australia","female","2009",2009-06-25,NA,"County Ground","Derby","Australia","bat","S Nitschke","SA Garratt","P Willey",NA,"JW Holder","DT Jukes","Australia",34,NA,NA,NA,NA,NA
423391,6,"South Africa","West Indies","female","2009/10",2009-10-28,"West Indies Women in South Africa T20I Series","Boland Bank Park","Paarl","South Africa","field","DJS Dottin","AT Holdstock","CD Isaacs","IH van Kerwel",NA,"CJ Mitchley","West Indies",2,NA,"3",NA,NA,NA
412716,6,"Australia","India","female","2010",2010-05-13,"ICC Women's World Twenty20","Beausejour Stadium, Gros Islet","St Lucia","India","bat","AJ Blackwell","M Erasmus","AL Hill","RJ Tucker","Asad Rauf","AJ Pycroft","Australia",NA,7,NA,NA,NA,NA
412717,6,"West Indies","New Zealand","female","2010",2010-05-14,"ICC Women's World Twenty20","Beausejour Stadium, Gros Islet","St Lucia","West Indies","field","SJ McGlashan","EAR de Silva","RJ Tucker","M Erasmus","SK Tarapore","AJ Pycroft","New Zealand",56,NA,NA,NA,NA,NA
412718,6,"Australia","New Zealand","female","2010",2010-05-16,"ICC Women's World Twenty20","Kensington Oval, Bridgetown","Barbados","Australia","bat","EA Perry","EAR de Silva","M Erasmus","RJ Tucker","Asad Rauf","AJ Pycroft","Australia",3,NA,NA,NA,NA,NA
476947,6,"New Zealand","Australia","female","2010/11",2010-12-30,"Rose Bowl","Saxton Oval","Nelson","New Zealand","bat","SJ Coyte","WR Knights","DG Paterson",NA,"DJ Walker","BL Aldridge","Australia",NA,4,"2",NA,NA,NA
492547,6,"England","India","female","2011",2011-06-26,"NatWest Women's T20 Quadrangular Series","County Ground","Taunton","England","bat","SC Taylor","PK Baldwin","TE Jesty",NA,"SJ O'Shaughnessy","DT Jukes","England",46,NA,NA,NA,NA,NA
527683,6,"South Africa","England","female","2011/12",2011-10-29,"England Women in South Africa T20I Series","Senwes Park","Potchefstroom","South Africa","bat",NA,"R Ellis","CD Isaacs","LB Gcuma",NA,"D Govindjee",NA,NA,NA,"2","no result",NA,NA
527688,6,"New Zealand","England","female","2011/12",2012-02-17,"England Women in New Zealand T20I Series","Westpac Stadium","Wellington","England","field","A Shrubsole","CB Gaffaney","PD Jones",NA,"EA Watkin",NA,"England",NA,6,"1",NA,NA,NA
527689,6,"New Zealand","England","female","2011/12",2012-02-19,"England Women in New Zealand T20I Series","Seddon Park","Hamilton","New Zealand","field","LA Marsh","BG Frost","PD Jones",NA,"EA Watkin",NA,"England",48,NA,"2",NA,NA,NA
527690,6,"New Zealand","England","female","2011/12",2012-02-22,"England Women in New Zealand T20I Series","Eden Park","Auckland","New Zealand","field","JL Gunn","BG Frost","DJ Walker",NA,"WR Knights",NA,"England",10,NA,"3",NA,"D/L",NA
542850,6,"England","India","female","2012",2012-06-26,"India Women in England T20I Series","St Lawrence Ground","Canterbury","India","field","SJ Taylor","TE Jesty","G Sharp",NA,"MJD Bodenham","DT Jukes","England",33,NA,"1",NA,NA,NA
542851,6,"England","India","female","2012",2012-06-28,"India Women in England T20I Series","County Ground","Chelmsford","India","bat","SJ Taylor","NGC Cowley","MJ Saggers",NA,"MA Gough","DT Jukes","England",NA,8,"2",NA,NA,NA
565844,6,"England","Pakistan","female","2012",2012-09-04,"Pakistan Women in England T20I Series","Haslegrave Ground","Loughborough","Pakistan","bat","A Shrubsole","MA Gough","PJ Hartley",NA,NA,"DT Jukes","England",NA,7,"1",NA,NA,NA
565845,6,"England","Pakistan","female","2012",2012-09-05,"Pakistan Women in England T20I Series","Haslegrave Ground","Loughborough","England","bat","DN Wyatt","MA Gough","PJ Hartley",NA,NA,"DT Jukes","England",81,NA,"2",NA,NA,NA
551593,6,"England","West Indies","female","2012",2012-09-08,"West Indies Women in England T20I Series","Riverside Ground","Chester-le-Street","West Indies","bat","LA Marsh","MA Gough","PJ Hartley",NA,"RK Illingworth","DT Jukes","England",NA,8,"1",NA,NA,NA
551594,6,"England","West Indies","female","2012",2012-09-10,"West Indies Women in England T20I Series","Old Trafford","Manchester","West Indies","field","SJ Taylor","MA Gough","RT Robinson",NA,"RJ Bailey","DT Jukes","England",28,NA,"2",NA,NA,NA
551595,6,"England","West Indies","female","2012",2012-09-13,"West Indies Women in England T20I Series","County Ground","Northampton","England","bat","A Brindle","PK Baldwin","PJ Hartley",NA,NA,"DT Jukes","England",10,NA,"3",NA,NA,NA
551596,6,"England","West Indies","female","2012",2012-09-15,"West Indies Women in England T20I Series","County Ground","Hove","England","bat","LS Greenway","GD Lloyd","P Willey",NA,NA,"DT Jukes","England",84,NA,"4",NA,NA,NA
551597,6,"England","West Indies","female","2012",2012-09-16,"West Indies Women in England T20I Series","Arundel Castle Cricket Club Ground",NA,"West Indies","field","DJS Dottin","GD Lloyd","P Willey",NA,NA,"DT Jukes","West Indies",NA,3,"5",NA,NA,NA
533299,6,"Sri Lanka","South Africa","female","2012/13",2012-09-26,"ICC Women's World Twenty20","Galle International Stadium",NA,"South Africa","field","T Chetty","BF Bowden","AL Hill","NJ Llong",NA,"GF Labrooy","South Africa",NA,6,"1",NA,NA,NA
533300,6,"New Zealand","West Indies","female","2012/13",2012-09-26,"ICC Women's World Twenty20","Galle International Stadium",NA,"West Indies","field","DJS Dottin","NJ Llong","BNJ Oxenford","M Erasmus",NA,"GF Labrooy","West Indies",NA,7,"2",NA,NA,NA
533301,6,"England","Pakistan","female","2012/13",2012-09-27,"ICC Women's World Twenty20","Galle International Stadium",NA,"Pakistan","field","LA Marsh","AL Hill","BNJ Oxenford","BF Bowden",NA,"GF Labrooy","England",43,NA,"3",NA,NA,NA
533302,6,"Australia","India","female","2012/13",2012-09-27,"ICC Women's World Twenty20","Galle International Stadium",NA,"India","bat","EA Osborne","BF Bowden","M Erasmus","AL Hill",NA,"GF Labrooy","Australia",NA,8,"4",NA,NA,NA
533303,6,"New Zealand","South Africa","female","2012/13",2012-09-28,"ICC Women's World Twenty20","Galle International Stadium",NA,"South Africa","field","SFM Devine","NJ Llong","BNJ Oxenford","M Erasmus",NA,"GF Labrooy","New Zealand",22,NA,"5",NA,NA,NA
533304,6,"Sri Lanka","West Indies","female","2012/13",2012-09-28,"ICC Women's World Twenty20","Galle International Stadium",NA,"West Indies","field","CR Seneviratna","BF Bowden","AL Hill","BNJ Oxenford",NA,"GF Labrooy","Sri Lanka",5,NA,"6",NA,"D/L",NA
533305,6,"Australia","Pakistan","female","2012/13",2012-09-29,"ICC Women's World Twenty20","Galle International Stadium",NA,"Australia","bat","JE Cameron","BF Bowden","NJ Llong","AL Hill",NA,"GF Labrooy","Australia",25,NA,"7",NA,"D/L",NA
533306,6,"England","India","female","2012/13",2012-09-29,"ICC Women's World Twenty20","Galle International Stadium",NA,"India","bat","CM Edwards","AL Hill","BNJ Oxenford","M Erasmus",NA,"GF Labrooy","England",NA,9,"8",NA,NA,NA
533307,6,"South Africa","West Indies","female","2012/13",2012-09-30,"ICC Women's World Twenty20","Galle International Stadium",NA,"West Indies","field","SR Taylor","AL Hill","NJ Llong","BF Bowden",NA,"GF Labrooy","West Indies",NA,10,"9",NA,NA,NA
533308,6,"Sri Lanka","New Zealand","female","2012/13",2012-09-30,"ICC Women's World Twenty20","Galle International Stadium",NA,"Sri Lanka","bat","SJ McGlashan","M Erasmus","BNJ Oxenford","NJ Llong",NA,"GF Labrooy","New Zealand",NA,8,"10",NA,NA,NA
533309,6,"India","Pakistan","female","2012/13",2012-10-01,"ICC Women's World Twenty20","Galle International Stadium",NA,"Pakistan","bat","Nida Dar","BF Bowden","NJ Llong","BNJ Oxenford",NA,"GF Labrooy","Pakistan",1,NA,"11",NA,NA,NA
533310,6,"Australia","England","female","2012/13",2012-10-01,"ICC Women's World Twenty20","Galle International Stadium",NA,"Australia","bat","SJ Taylor","M Erasmus","AL Hill","BF Bowden",NA,"GF Labrooy","England",NA,7,"12",NA,NA,NA
584772,6,"Sri Lanka","India","female","2012/13",2012-10-03,"ICC Women's World Twenty20","Nondescripts Cricket Club Ground","Colombo","Sri Lanka","bat","E Bisht","BF Bowden","M Erasmus","Asad Rauf",NA,"GF Labrooy","India",NA,9,NA,NA,NA,NA
533311,6,"England","New Zealand","female","2012/13",2012-10-04,"ICC Women's World Twenty20","R Premadasa Stadium","Colombo","England","field","CM Edwards","M Erasmus","BNJ Oxenford","NJ Llong","AL Hill","GF Labrooy","England",NA,7,NA,NA,NA,NA
533312,6,"Australia","West Indies","female","2012/13",2012-10-05,"ICC Women's World Twenty20","R Premadasa Stadium","Colombo","Australia","bat","EA Perry","BF Bowden","AL Hill","M Erasmus","NJ Llong","GF Labrooy","Australia",28,NA,NA,NA,NA,NA
533313,6,"Australia","England","female","2012/13",2012-10-07,"ICC Women's World Twenty20","R Premadasa Stadium","Colombo","England","field","JE Cameron","BF Bowden","M Erasmus","NJ Llong","AL Hill","GF Labrooy","Australia",4,NA,NA,NA,NA,NA
584923,6,"Bangladesh","Sri Lanka","female","2012/13",2012-10-28,"Asian Cricket Council Women's Twenty20 Asia Cup","Guanggong International Cricket Stadium",NA,"Sri Lanka","field","Salma Khatun","B Ramani","SV Sarda","Liu Jingming",NA,"Iqbal Sikander","Bangladesh",5,NA,NA,NA,NA,NA
584924,6,"India","Pakistan","female","2012/13",2012-10-28,"Asian Cricket Council Women's Twenty20 Asia Cup","Guanggong International Cricket Stadium",NA,"Pakistan","bat","M Raj","BB Pradhan","Sarika Prasad","S Jianxin",NA,"RJ Ratnayake","India",NA,8,NA,NA,NA,NA
584928,6,"Bangladesh","Pakistan","female","2012/13",2012-10-30,"Asian Cricket Council Women's Twenty20 Asia Cup","Guanggong International Cricket Stadium",NA,"Pakistan","field","Nida Dar","Sarika Prasad","B Ramani","Han Guangze",NA,"RJ Ratnayake","Pakistan",NA,6,NA,NA,NA,NA
584929,6,"India","Pakistan","female","2012/13",2012-10-31,"Asian Cricket Council Women's Twenty20 Asia Cup","Guanggong International Cricket Stadium",NA,"India","bat","PG Raut","BB Pradhan","Sarika Prasad","S Jianxin",NA,"Aminul Islam","India",18,NA,NA,NA,NA,NA
588498,6,"West Indies","South Africa","female","2012/13",2013-01-19,"South Africa Women in West Indies T20I Series","Beausejour Stadium, Gros Islet","St Lucia","South Africa","bat","DJS Dottin","GO Brathwaite","LS Reifer","PA Gustard","PJ Nero","DT Jukes","West Indies",NA,8,"1",NA,NA,NA
588499,6,"West Indies","South Africa","female","2012/13",2013-01-20,"South Africa Women in West Indies T20I Series","Beausejour Stadium, Gros Islet","St Lucia","West Indies","field","SF Daley","PJ Nero","JS Wilson","N Shivsankar","N Duguid","DT Jukes","West Indies",NA,6,"2",NA,NA,NA
603243,6,"Sri Lanka","West Indies","female","2012/13",2013-03-03,"West Indies Women in Sri Lanka T20I Series","R Premadasa Stadium","Colombo","Sri Lanka","bat",NA,"ID Gunawardene","RD Kottahachchi","HMNC Danasinghe",NA,"BCMS Mendis","West Indies",NA,6,"2",NA,NA,NA
603244,6,"Sri Lanka","West Indies","female","2012/13",2013-03-05,"West Indies Women in Sri Lanka T20I Series","R Premadasa Stadium","Colombo","Sri Lanka","field",NA,"HMNC Dhanasinghe","RD Kottahachchi","RMPJ Rambukwella",NA,"BCMS Mendis","West Indies",34,NA,"3",NA,NA,NA
603246,6,"Sri Lanka","West Indies","female","2012/13",2013-03-08,"West Indies Women in Sri Lanka T20I Series","R Premadasa Stadium","Colombo","West Indies","bat",NA,"HMNC Dhanasinghe","LE Hannibal","RD Kottahachchi",NA,"BCMS Mendis","West Indies",7,NA,"5",NA,NA,NA
627008,6,"England","Pakistan","female","2013",2013-07-05,"Pakistan Women in England T20I Series","Haslegrave Ground","Loughborough","England","bat","SJ Taylor","RK Illingworth","AG Wharf",NA,NA,NA,"England",70,NA,"1",NA,NA,NA
627009,6,"England","Pakistan","female","2013",2013-07-05,"Pakistan Women in England T20I Series","Haslegrave Ground","Loughborough","Pakistan","bat","Sana Mir","RK Illingworth","AG Wharf",NA,NA,NA,"Pakistan",1,NA,"2",NA,NA,NA
644941,6,"Ireland","Pakistan","female","2013",2013-07-16,NA,"YMCA Cricket Club","Dublin","Pakistan","bat",NA,"GH Black","L Fourie","J McGeehan",NA,"DT Jukes","Pakistan",38,NA,NA,NA,NA,NA
640947,6,"Ireland","Pakistan","female","2013",2013-07-29,"ICC Women's World Twenty20 Qualifier","YMCA Cricket Club","Dublin","Pakistan","field","Sadia Yousuf","N Duguid","IN Ramage","K Cross",NA,"D Govindjee","Pakistan",NA,9,NA,NA,NA,NA
640955,6,"Pakistan","Sri Lanka","female","2013",2013-07-31,"ICC Women's World Twenty20 Qualifier","YMCA Cricket Club","Dublin","Sri Lanka","field",NA,"K Cross","Sharfuddoula","IN Ramage",NA,"D Govindjee",NA,NA,NA,NA,"no result",NA,NA
593726,6,"England","Australia","female","2013",2013-08-27,"Women's Ashes","County Ground","Chelmsford","England","bat","SJ Taylor","NGB Cook","NJ Llong",NA,"NA Mallender","DT Jukes","England",15,NA,"1",NA,NA,NA
593727,6,"England","Australia","female","2013",2013-08-29,"Women's Ashes","The Rose Bowl","Southampton","Australia","bat","LS Greenway","MA Gough","DJ Millns",NA,"RJ Bailey","DT Jukes","England",NA,5,"2",NA,NA,NA
593728,6,"England","Australia","female","2013",2013-08-31,"Women's Ashes","Riverside Ground","Chester-le-Street","England","field","KH Brunt","RT Robinson","MJ Saggers","RJ Bailey","MA Gough","DT Jukes","England",NA,7,"3",NA,NA,NA
664293,6,"South Africa","Bangladesh","female","2013/14",2013-09-14,"Bangladesh Women in South Africa T20I Series","Senwes Park","Potchefstroom","Bangladesh","bat","M Kapp","DJ Smith","BM White","R Ellis",NA,"D Govindjee","South Africa",NA,9,"2",NA,NA,NA
664295,6,"South Africa","Bangladesh","female","2013/14",2013-09-15,"Bangladesh Women in South Africa T20I Series","Senwes Park","Potchefstroom","South Africa","bat","M du Preez","R Ellis","BM White","DJ Smith",NA,"D Govindjee","South Africa",3,NA,"3",NA,NA,NA
668515,6,"South Africa","Sri Lanka","female","2013/14",2013-10-31,"Sri Lanka Women in South Africa T20I Series","Senwes Park","Potchefstroom","South Africa","field","HML Madushani","RN Birkenstock","PJ Vosloo","R Ellis",NA,"D Govindjee","South Africa",NA,7,"1",NA,NA,NA
668517,6,"South Africa","Sri Lanka","female","2013/14",2013-11-02,"Sri Lanka Women in South Africa T20I Series","Senwes Park","Potchefstroom","South Africa","field","HASD Siriwardene","R Ellis","PJ Vosloo","RN Birkenstock",NA,"D Govindjee","Sri Lanka",20,NA,"2",NA,NA,NA
668519,6,"South Africa","Sri Lanka","female","2013/14",2013-11-04,"Sri Lanka Women in South Africa T20I Series","Senwes Park","Potchefstroom","South Africa","field","S Loubser","RN Birkenstock","R Ellis","PJ Vosloo",NA,"D Govindjee","South Africa",NA,5,"3",NA,NA,NA
698983,6,"Pakistan","South Africa","female","2013/14",2014-01-19,"PCB Qatar Women's 20-over Tri-Series","West End Park International Cricket Stadium","Doha","Pakistan","field","Nain Abidi","Ahmed Shahab","Nadeem Malik",NA,NA,"GF Labrooy","Pakistan",NA,6,"1",NA,NA,NA
698985,6,"Ireland","Pakistan","female","2013/14",2014-01-19,"PCB Qatar Women's 20-over Tri-Series","West End Park International Cricket Stadium","Doha","Ireland","field","IMHC Joyce","Kamal Merchant","Mohammad Nasim",NA,NA,"GF Labrooy","Ireland",NA,6,"2",NA,NA,NA
698987,6,"Ireland","South Africa","female","2013/14",2014-01-20,"PCB Qatar Women's 20-over Tri-Series","West End Park International Cricket Stadium","Doha","Ireland","field","L Lee","Ahmed Shahab","Tahir Shah",NA,NA,"Iqbal Sikander","South Africa",46,NA,"3",NA,NA,NA
698995,6,"Pakistan","South Africa","female","2013/14",2014-01-24,"PCB Qatar Women's 20-over Tri-Series","West End Park International Cricket Stadium","Doha","Pakistan","field","Javeria Khan","Ahmed Shahab","Kamal Merchant",NA,NA,"Iqbal Sikander","Pakistan",NA,7,NA,NA,NA,NA
666047,6,"Australia","England","female","2013/14",2014-01-31,"Women's Ashes","Melbourne Cricket Ground",NA,"Australia","field","HL Ferling","SAJ Craig","AP Ward",NA,"GC Joshua","SR Bernard","Australia",NA,7,"2",NA,NA,NA
666049,6,"Australia","England","female","2013/14",2014-02-02,"Women's Ashes","Stadium Australia","Sydney","Australia","field","RM Farrell","DB Mealey","AK Wilds",NA,"GA Abood","SR Bernard","Australia",NA,7,"3",NA,NA,NA
682967,6,"Australia","New Zealand","female","2013/14",2014-03-23,"Women's World T20","Sylhet Stadium",NA,"Australia","field","NJ Browne","M Erasmus","IJ Gould","REJ Martinesz",NA,"DC Boon","New Zealand",7,NA,"1",NA,NA,NA
682971,6,"England","West Indies","female","2013/14",2014-03-24,"Women's World T20","Sylhet Stadium",NA,"England","field","DJS Dottin","SJ Davis","REJ Martinesz","BF Bowden",NA,"DC Boon","West Indies",9,NA,"3",NA,NA,NA
682973,6,"India","Sri Lanka","female","2013/14",2014-03-24,"Women's World T20","Sylhet Stadium",NA,"Sri Lanka","bat","KDU Prabodhani","BF Bowden","BNJ Oxenford","SJ Davis",NA,"DC Boon","Sri Lanka",22,NA,"4",NA,NA,NA
682975,6,"Ireland","New Zealand","female","2013/14",2014-03-25,"Women's World T20","Sylhet Stadium",NA,"New Zealand","bat","SW Bates","M Erasmus","IJ Gould","REJ Martinesz",NA,"RS Mahanama","New Zealand",42,NA,"5",NA,NA,NA
682979,6,"Bangladesh","West Indies","female","2013/14",2014-03-26,"Women's World T20","Sylhet Stadium",NA,"West Indies","bat","SL Quintyne","BF Bowden","IJ Gould","M Erasmus",NA,"RS Mahanama","West Indies",36,NA,"7",NA,NA,NA
682981,6,"England","India","female","2013/14",2014-03-26,"Women's World T20","Sylhet Stadium",NA,"India","bat","A Shrubsole","M Erasmus","REJ Martinesz","BF Bowden",NA,"RS Mahanama","England",NA,5,"8",NA,NA,NA
682985,6,"New Zealand","Pakistan","female","2013/14",2014-03-27,"Women's World T20","Sylhet Stadium",NA,"New Zealand","bat","SW Bates","REJ Martinesz","PR Reiffel","S Ravi",NA,"J Srinath","New Zealand",59,NA,"10",NA,NA,NA
682989,6,"Sri Lanka","West Indies","female","2013/14",2014-03-28,"Women's World T20","Sylhet Stadium",NA,"Sri Lanka","bat","SF Daley","RK Illingworth","NJ Llong","PR Reiffel",NA,"RS Mahanama","West Indies",NA,8,"12",NA,NA,NA
682991,6,"Ireland","South Africa","female","2013/14",2014-03-29,"Women's World T20","Sylhet Stadium",NA,"South Africa","bat","CL Tryon","RK Illingworth","PR Reiffel","NJ Llong",NA,"J Srinath","South Africa",86,NA,"13",NA,NA,NA
682993,6,"Australia","Pakistan","female","2013/14",2014-03-29,"Women's World T20","Sylhet Stadium",NA,"Australia","bat","EJ Villani","NJ Llong","S Ravi","RK Illingworth",NA,"J Srinath","Australia",94,NA,"14",NA,NA,NA
682995,6,"Bangladesh","India","female","2013/14",2014-03-30,"Women's World T20","Sylhet Stadium",NA,"India","bat","H Kaur","REJ Martinesz","PR Reiffel","BF Bowden",NA,"RS Mahanama","India",79,NA,"15",NA,NA,NA
682997,6,"England","Sri Lanka","female","2013/14",2014-03-30,"Women's World T20","Sylhet Stadium",NA,"Sri Lanka","bat","A Shrubsole","BF Bowden","S Ravi","PR Reiffel",NA,"RS Mahanama","England",NA,7,"16",NA,NA,NA
682999,6,"Ireland","Pakistan","female","2013/14",2014-03-31,"Women's World T20","Sylhet Stadium",NA,"Pakistan","bat","Bismah Maroof","BF Bowden","RK Illingworth","REJ Martinesz",NA,"J Srinath","Pakistan",14,NA,"17",NA,NA,NA
683001,6,"New Zealand","South Africa","female","2013/14",2014-03-31,"Women's World T20","Sylhet Stadium",NA,"New Zealand","bat","M du Preez","NJ Llong","REJ Martinesz","RK Illingworth",NA,"J Srinath","South Africa",NA,5,"18",NA,NA,NA
683003,6,"Bangladesh","Sri Lanka","female","2013/14",2014-04-01,"Women's World T20","Sylhet Stadium",NA,"Bangladesh","bat","Rumana Ahmed","NJ Llong","S Ravi","PR Reiffel",NA,"RS Mahanama","Bangladesh",3,NA,"19",NA,NA,NA
683005,6,"India","West Indies","female","2013/14",2014-04-01,"Women's World T20","Sylhet Stadium",NA,"West Indies","bat","PG Raut","RK Illingworth","PR Reiffel","NJ Llong",NA,"RS Mahanama","India",NA,9,"20",NA,NA,NA
683007,6,"New Zealand","Sri Lanka","female","2013/14",2014-04-02,"Women's World T20","Sylhet Stadium",NA,"Sri Lanka","bat","RH Priest","NJ Llong","S Ravi","RK Illingworth",NA,"J Srinath","New Zealand",NA,6,NA,NA,NA,NA
683009,6,"India","Pakistan","female","2013/14",2014-04-02,"Women's World T20","Sylhet Stadium",NA,"India","bat","Soniya Dabir","BF Bowden","RK Illingworth","PR Reiffel",NA,"J Srinath","India",6,NA,NA,NA,NA,NA
683011,6,"Australia","West Indies","female","2013/14",2014-04-03,"Women's World T20","Shere Bangla National Stadium","Mirpur","Australia","bat","EA Osborne","Aleem Dar","M Erasmus","IJ Gould","HDPK Dharmasena","RS Madugalle","Australia",8,NA,NA,NA,NA,NA
718465,6,"Pakistan","Sri Lanka","female","2013/14",2014-04-03,"Women's World T20","Sylhet Stadium",NA,"Pakistan","bat","Bismah Maroof","NJ Llong","PR Reiffel","RK Illingworth",NA,"J Srinath","Pakistan",14,NA,NA,NA,NA,NA
718467,6,"Bangladesh","Ireland","female","2013/14",2014-04-03,"Women's World T20","Sylhet Stadium",NA,"Bangladesh","bat","Panna Ghosh","RK Illingworth","S Ravi","BF Bowden",NA,"J Srinath","Bangladesh",17,NA,NA,NA,NA,NA
683013,6,"England","South Africa","female","2013/14",2014-04-04,"Women's World T20","Shere Bangla National Stadium","Mirpur","England","field","A Shrubsole","SJ Davis","BNJ Oxenford","Aleem Dar","RJ Tucker","DC Boon","England",NA,9,NA,NA,NA,NA
683015,6,"Australia","England","female","2013/14",2014-04-06,"Women's World T20","Shere Bangla National Stadium","Mirpur","Australia","field","SJ Coyte","Aleem Dar","M Erasmus","S Ravi","BF Bowden","RS Madugalle","Australia",NA,6,NA,NA,NA,NA
754793,6,"Australia","Pakistan","female","2014",2014-08-30,"Pakistan Women in Australia T20I Series","Kerrydale Oval","Gold Coast","Pakistan","bat","EA Osborne","GA Abood","GC Joshua","SJ Nogajski",NA,"D Talalla","Australia",NA,9,"1",NA,NA,NA
754795,6,"Australia","Pakistan","female","2014",2014-08-31,"Pakistan Women in Australia T20I Series","Kerrydale Oval","Gold Coast","Australia","bat","DM Kimmince","GC Joshua","SJ Nogajski","GA Abood",NA,"D Talalla","Australia",63,NA,"2",NA,NA,NA
693433,6,"England","South Africa","female","2014",2014-09-01,"South Africa Women in England T20I Series","County Ground","Chelmsford","England","field","CM Edwards","JW Lloyds","NA Mallender",NA,"PR Pollard","DT Jukes","England",NA,9,"1",NA,NA,NA
693435,6,"England","South Africa","female","2014",2014-09-03,"South Africa Women in England T20I Series","County Ground","Northampton","England","bat","CM Edwards","JW Lloyds","NA Mallender",NA,"RJ Bailey","DT Jukes","England",42,NA,"2",NA,NA,NA
754797,6,"Australia","Pakistan","female","2014",2014-09-03,"Pakistan Women in Australia T20I Series","Kerrydale Oval","Gold Coast","Pakistan","bat","EJ Villani","GA Abood","SJ Nogajski","GC Joshua",NA,"D Talalla","Australia",NA,8,"3",NA,NA,NA
754799,6,"Australia","Pakistan","female","2014",2014-09-05,"Pakistan Women in Australia T20I Series","Kerrydale Oval","Gold Coast","Australia","bat","MM Lanning","GA Abood","GC Joshua","SJ Nogajski",NA,"D Talalla","Australia",20,NA,"4",NA,NA,NA
693437,6,"England","South Africa","female","2014",2014-09-07,"South Africa Women in England T20I Series","Edgbaston","Birmingham","South Africa","field","L Winfield","RJ Bailey","DJ Millns","IJ Gould","RT Robinson","DT Jukes","England",8,NA,"3",NA,NA,NA
757511,6,"Sri Lanka","South Africa","female","2014/15",2014-10-23,"South Africa Women in Sri Lanka T20I Series","Colts Cricket Club Ground","Colombo","Sri Lanka","bat","HASD Siriwardene","LE Hannibal","RD Kottahachchi","HMNC Dhanasinghe",NA,"WMJK de Silva","Sri Lanka",7,NA,"1",NA,NA,NA
757513,6,"Sri Lanka","South Africa","female","2014/15",2014-10-25,"South Africa Women in Sri Lanka T20I Series","Colts Cricket Club Ground","Colombo","Sri Lanka","bat","D van Niekerk","EJAPAM Jayasooriya","RMPJ Rambukwella","PN Udawatta",NA,"M Pethiyagoda","South Africa",NA,7,"2",NA,NA,NA
757515,6,"Sri Lanka","South Africa","female","2014/15",2014-10-26,"South Africa Women in Sri Lanka T20I Series","Mercantile Cricket Association Ground","Colombo","Sri Lanka","bat","D van Niekerk","ID Gunawardene","RD Kottahachchi","RMPJ Rambukwella",NA,"WC Labrooy","South Africa",NA,9,"3",NA,NA,NA
754801,6,"Australia","West Indies","female","2014/15",2014-11-02,"West Indies Women in Australia T20I Series","North Sydney Oval","Sydney","Australia","field","JL Jonassen","GJ Davidson","AK Wilds",NA,NA,"SR Bernard","Australia",NA,4,"1",NA,NA,NA
754805,6,"Australia","West Indies","female","2014/15",2014-11-07,"West Indies Women in Australia T20I Series","Melbourne Cricket Ground",NA,"West Indies","bat","SR Taylor","GJ Davidson","AK Wilds",NA,"MW Graham-Smith","SR Bernard","Australia",NA,4,"3",NA,NA,NA
808869,6,"Pakistan","Sri Lanka","female","2014/15",2015-01-16,"Pakistan Women v Sri Lanka Women T20I Series","Sharjah Cricket Stadium",NA,"Pakistan","bat","Sana Mir","Farooq Ali Khan","Rashid Riaz","Iftikhar Ali",NA,"GF Labrooy","Pakistan",55,NA,"2",NA,NA,NA
808871,6,"Pakistan","Sri Lanka","female","2014/15",2015-01-17,"Pakistan Women v Sri Lanka Women T20I Series","Sharjah Cricket Stadium",NA,"Pakistan","bat","AC Jayangani","Farooq Ali Khan","Rashid Riaz","Iftikhar Ali",NA,"GF Labrooy","Sri Lanka",NA,5,"3",NA,NA,NA
828247,6,"Pakistan","South Africa","female","2014/15",2015-03-19,"Pakistan Women v South Africa Women T20I Series","Sharjah Cricket Stadium",NA,"Pakistan","field","Asmavia Iqbal","Ahsan Raza","Khalid Mahmood","Akbar Ali",NA,"GF Labrooy","Pakistan",NA,5,"1",NA,NA,NA
828249,6,"Pakistan","South Africa","female","2014/15",2015-03-20,"Pakistan Women v South Africa Women T20I Series","Sharjah Cricket Stadium",NA,"South Africa","bat","Asmavia Iqbal","Ahsan Raza","Khalid Mahmood","Iftikhar Ali",NA,"GF Labrooy","Pakistan",NA,6,"2",NA,NA,NA
828251,6,"Pakistan","South Africa","female","2014/15",2015-03-22,"Pakistan Women v South Africa Women T20I Series","Sharjah Cricket Stadium",NA,"South Africa","field","D van Niekerk","Ahsan Raza","Khalid Mahmood","Iftikhar Ali",NA,"GF Labrooy","South Africa",NA,7,"3",NA,NA,NA
856117,6,"Sri Lanka","West Indies","female","2015",2015-05-23,"West Indies Women tour of Sri Lanka","R Premadasa Stadium","Colombo","Sri Lanka","field","SS Weerakkody","PN Udawatta","RR Wimalasiri","LE Hannibal",NA,"WAA Wasantha","Sri Lanka",5,NA,"1",NA,"D/L",NA
