"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","umpire1","umpire2","match_referee","outcome","winner","winner_wickets","winner_runs","player_of_match","winner_innings","tv_umpire","toss_uncontested","reserve_umpire","match_number"
804431,6,"Kent","Gloucestershire","male","2015",2015-09-14,"LV= County Championship","St Lawrence Ground, Canterbury","Canterbury","Gloucestershire","field","DJ Millns","PK Baldwin",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
804433,6,"Surrey","Lancashire","male","2015",2015-09-14,"LV= County Championship","Old Trafford, Manchester","Manchester","Surrey","bat","JH Evans","RJ Evans",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
804435,6,"Leicestershire","Essex","male","2015",2015-09-14,"LV= County Championship","Grace Road, Leicester","Leicester","Essex","field","GD Lloyd","SA Garratt",NA,NA,"Essex",5,NA,NA,NA,NA,NA,NA,NA
804437,6,"Glamorgan","Northamptonshire","male","2015",2015-09-14,"LV= County Championship","County Ground, Northampton","Northampton","Northamptonshire","field","NL Bainton","SC Gale",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
804295,6,"Nottinghamshire","Hampshire","male","2015",2015-09-22,"LV= County Championship","Trent Bridge, Nottingham","Nottingham","Hampshire","field","JW Lloyds","SJ O'Shaughnessy",NA,NA,"Hampshire",8,NA,NA,NA,NA,NA,NA,NA
804297,6,"Somerset","Warwickshire","male","2015",2015-09-22,"LV= County Championship","County Ground, Taunton","Taunton","Somerset","bat","AG Wharf","RJ Bailey",NA,NA,"Somerset",NA,17,NA,NA,NA,NA,NA,NA
804299,6,"Middlesex","Worcestershire","male","2015",2015-09-22,"LV= County Championship","County Ground, New Road, Worcester","Worcester","Worcestershire","field","IJ Gould","RT Robinson",NA,NA,"Worcestershire",NA,128,NA,"1",NA,NA,NA,NA
804301,6,"Yorkshire","Sussex","male","2015",2015-09-22,"LV= County Championship","Headingley, Leeds","Leeds","Sussex","field","DJ Millns","MA Gough",NA,NA,"Yorkshire",NA,100,NA,NA,NA,NA,NA,NA
804439,6,"Leicestershire","Derbyshire","male","2015",2015-09-22,"LV= County Championship","County Ground, Derby","Derby","Derbyshire","field","MJD Bodenham","NA Mallender",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
804441,6,"Essex","Lancashire","male","2015",2015-09-22,"LV= County Championship","County Ground, Chelmsford","Chelmsford","Lancashire","field","M Burns","NGB Cook",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
804443,6,"Glamorgan","Gloucestershire","male","2015",2015-09-22,"LV= County Championship","County Ground, Bristol","Bristol","Glamorgan","bat","NGC Cowley","PK Baldwin",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
804445,6,"Surrey","Northamptonshire","male","2015",2015-09-22,"LV= County Championship","Kennington Oval, London","London","Surrey","bat","NJ Llong","SA Garratt",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946803,6,"Durham","Somerset","male","2016",2016-04-10,"Specsavers County Championship","Riverside Ground, Chester-le-Street","Chester-le-Street","Somerset","field","NGC Cowley","RJ Bailey",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946805,6,"Nottinghamshire","Surrey","male","2016",2016-04-10,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Surrey","field","DJ Millns","RT Robinson",NA,NA,"Nottinghamshire",3,NA,NA,NA,NA,"true",NA,NA
946807,6,"Hampshire","Warwickshire","male","2016",2016-04-10,"Specsavers County Championship","The Rose Bowl, Southampton","Southampton","Warwickshire","field","MJ Saggers","SJ O'Shaughnessy",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946947,6,"Gloucestershire","Essex","male","2016",2016-04-10,"Specsavers County Championship","County Ground, Chelmsford","Chelmsford","Gloucestershire","bat","JH Evans","MA Gough",NA,NA,"Essex",10,NA,NA,NA,NA,NA,NA,NA
946809,6,"Yorkshire","Hampshire","male","2016",2016-04-17,"Specsavers County Championship","Headingley, Leeds","Leeds","Hampshire","field","NJ Llong","SC Gale",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946811,6,"Nottinghamshire","Lancashire","male","2016",2016-04-17,"Specsavers County Championship","Old Trafford, Manchester","Manchester","Nottinghamshire","bat","NA Mallender","RK Illingworth",NA,NA,"Lancashire",8,NA,NA,NA,NA,NA,NA,NA
946813,6,"Middlesex","Warwickshire","male","2016",2016-04-17,"Specsavers County Championship","Lord's, London","London","Warwickshire","field","PJ Hartley","RA Kettleborough",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946953,6,"Derbyshire","Gloucestershire","male","2016",2016-04-17,"Specsavers County Championship","County Ground, Bristol","Bristol","Derbyshire","bat","AG Wharf","NGB Cook",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946955,6,"Sussex","Essex","male","2016",2016-04-17,"Specsavers County Championship","County Ground, Hove","Brighton","Sussex","bat","PK Baldwin","RT Robinson",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946957,6,"Glamorgan","Leicestershire","male","2016",2016-04-17,"Specsavers County Championship","Sophia Gardens, Cardiff","Cardiff","Glamorgan","bat","SA Garratt","SJ O'Shaughnessy",NA,NA,"Leicestershire",10,NA,NA,NA,NA,NA,NA,NA
946815,6,"Middlesex","Durham","male","2016",2016-04-24,"Specsavers County Championship","Riverside Ground, Chester-le-Street","Chester-le-Street","Middlesex","bat","GD Lloyd","IJ Gould",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946817,6,"Surrey","Somerset","male","2016",2016-04-24,"Specsavers County Championship","Kennington Oval, London","London","Surrey","bat","PK Baldwin","RK Illingworth",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946819,6,"Yorkshire","Warwickshire","male","2016",2016-04-24,"Specsavers County Championship","Edgbaston, Birmingham","Birmingham","Yorkshire","bat","JW Lloyds","NGC Cowley",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946959,6,"Glamorgan","Derbyshire","male","2016",2016-04-24,"Specsavers County Championship","County Ground, Derby","Derby","Glamorgan","bat","NL Bainton","NJ Llong",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946961,6,"Kent","Leicestershire","male","2016",2016-04-24,"Specsavers County Championship","Grace Road, Leicester","Leicester","Kent","bat","RJ Evans","SC Gale",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946963,6,"Essex","Northamptonshire","male","2016",2016-04-24,"Specsavers County Championship","County Ground, Chelmsford","Chelmsford","Northamptonshire","field","DJ Millns","M Burns",NA,NA,"Essex",NA,92,NA,"1",NA,"true",NA,NA
946965,6,"Gloucestershire","Worcestershire","male","2016",2016-04-24,"Specsavers County Championship","County Ground, Bristol","Bristol","Worcestershire","field","ID Blackwell","MJ Saggers",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946821,6,"Surrey","Durham","male","2016",2016-05-01,"Specsavers County Championship","Kennington Oval, London","London","Surrey","bat","BV Taylor","SJ O'Shaughnessy",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946823,6,"Lancashire","Somerset","male","2016",2016-05-01,"Specsavers County Championship","County Ground, Taunton","Taunton","Lancashire","bat","AG Wharf","JH Evans",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946825,6,"Hampshire","Middlesex","male","2016",2016-05-01,"Specsavers County Championship","The Rose Bowl, Southampton","Southampton","Middlesex","field","NGC Cowley","RT Robinson",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946827,6,"Nottinghamshire","Yorkshire","male","2016",2016-05-01,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Yorkshire","field","MA Gough","RA Kettleborough",NA,"draw",NA,NA,NA,"AZ Lees",NA,"RK Illingworth","true",NA,NA
946967,6,"Derbyshire","Northamptonshire","male","2016",2016-05-01,"Specsavers County Championship","County Ground, Northampton","Northampton","Derbyshire","bat","MJ Saggers","RJ Evans",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946969,6,"Essex","Worcestershire","male","2016",2016-05-01,"Specsavers County Championship","County Ground, New Road, Worcester","Worcester","Essex","bat","M Burns","NA Mallender",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946971,6,"Glamorgan","Kent","male","2016",2016-05-01,"Specsavers County Championship","St Lawrence Ground, Canterbury","Canterbury","Glamorgan","bat","NGB Cook","RJ Bailey",NA,NA,"Kent",10,NA,NA,NA,NA,NA,NA,NA
946973,6,"Sussex","Leicestershire","male","2016",2016-05-01,"Specsavers County Championship","County Ground, Hove","Brighton","Sussex","bat","IJ Gould","NJ Llong",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946829,6,"Hampshire","Lancashire","male","2016",2016-05-08,"Specsavers County Championship","Old Trafford, Manchester","Manchester","Hampshire","bat","MA Gough","NJ Llong",NA,NA,"Lancashire",NA,94,NA,"1",NA,NA,NA,NA
946831,6,"Nottinghamshire","Middlesex","male","2016",2016-05-08,"Specsavers County Championship","Lord's, London","London","Nottinghamshire","bat","BV Taylor","RJ Bailey",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946833,6,"Somerset","Warwickshire","male","2016",2016-05-08,"Specsavers County Championship","Edgbaston, Birmingham","Birmingham","Somerset","bat","IJ Gould","NA Mallender",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946835,6,"Surrey","Yorkshire","male","2016",2016-05-08,"Specsavers County Championship","Headingley, Leeds","Leeds","Surrey","bat","AG Wharf","SA Garratt",NA,NA,"Yorkshire",NA,20,NA,"1",NA,NA,NA,NA
946975,6,"Gloucestershire","Kent","male","2016",2016-05-08,"Specsavers County Championship","St Lawrence Ground, Canterbury","Canterbury","Gloucestershire","bat","RA Kettleborough","RJ Evans",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946977,6,"Leicestershire","Northamptonshire","male","2016",2016-05-08,"Specsavers County Championship","Grace Road, Leicester","Leicester","Northamptonshire","field","PK Baldwin","PJ Hartley",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946979,6,"Derbyshire","Sussex","male","2016",2016-05-08,"Specsavers County Championship","County Ground, Derby","Derby","Sussex","field","M Burns","RT Robinson",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946981,6,"Worcestershire","Glamorgan","male","2016",2016-05-08,"Specsavers County Championship","Sophia Gardens, Cardiff","Cardiff","Worcestershire","bat","JW Lloyds","PR Pollard",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946837,6,"Durham","Lancashire","male","2016",2016-05-15,"Specsavers County Championship","Riverside Ground, Chester-le-Street","Chester-le-Street","Durham","bat","RA Kettleborough","SC Gale",NA,NA,"Durham",NA,73,NA,NA,NA,NA,NA,NA
946839,6,"Middlesex","Surrey","male","2016",2016-05-15,"Specsavers County Championship","Kennington Oval, London","London","Middlesex","bat","NJ Llong","PK Baldwin",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946841,6,"Warwickshire","Nottinghamshire","male","2016",2016-05-15,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Warwickshire","bat","DJ Millns","RJ Evans",NA,NA,"Warwickshire",NA,53,NA,NA,NA,NA,NA,NA
946843,6,"Somerset","Yorkshire","male","2016",2016-05-15,"Specsavers County Championship","County Ground, Taunton","Taunton","Yorkshire","field","BV Taylor","SJ O'Shaughnessy",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946983,6,"Essex","Derbyshire","male","2016",2016-05-15,"Specsavers County Championship","County Ground, Chelmsford","Chelmsford","Derbyshire","field","BJ Debenham","IJ Gould",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946987,6,"Kent","Northamptonshire","male","2016",2016-05-15,"Specsavers County Championship","County Ground, Northampton","Northampton","Kent","bat","ID Blackwell","JW Lloyds",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946989,6,"Worcestershire","Sussex","male","2016",2016-05-15,"Specsavers County Championship","County Ground, New Road, Worcester","Worcester","Worcestershire","bat","MA Gough","SA Garratt",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946845,6,"Warwickshire","Durham","male","2016",2016-05-22,"Specsavers County Championship","Edgbaston, Birmingham","Birmingham","Durham","field","AG Wharf","RK Illingworth",NA,NA,"Durham",4,NA,NA,NA,NA,"true",NA,NA
946847,6,"Hampshire","Nottinghamshire","male","2016",2016-05-22,"Specsavers County Championship","The Rose Bowl, Southampton","Southampton","Nottinghamshire","field","GD Lloyd","NGB Cook",NA,NA,"Hampshire",NA,69,NA,NA,NA,"true",NA,NA
946849,6,"Somerset","Middlesex","male","2016",2016-05-22,"Specsavers County Championship","Lord's, London","London","Somerset","bat","MA Gough","NL Bainton",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946851,6,"Surrey","Lancashire","male","2016",2016-05-22,"Specsavers County Championship","Old Trafford, Manchester","Manchester","Surrey","bat","RJ Evans","RT Robinson",NA,NA,"Lancashire",NA,96,NA,"1",NA,NA,NA,NA
946991,6,"Glamorgan","Essex","male","2016",2016-05-22,"Specsavers County Championship","Sophia Gardens, Cardiff","Cardiff","Essex","field","RJ Bailey","Verdayne Smith",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946993,6,"Derbyshire","Kent","male","2016",2016-05-22,"Specsavers County Championship","County Ground, Derby","Derby","Derbyshire","bat","DJ Millns","NA Mallender",NA,NA,"Kent",7,NA,NA,NA,NA,NA,NA,NA
946995,6,"Northamptonshire","Gloucestershire","male","2016",2016-05-22,"Specsavers County Championship","County Ground, Bristol","Bristol","Northamptonshire","bat","MJ Saggers","M Burns",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946997,6,"Leicestershire","Worcestershire","male","2016",2016-05-22,"Specsavers County Championship","Grace Road, Leicester","Leicester","Worcestershire","field","BV Taylor","NGC Cowley",NA,NA,"Worcestershire",7,NA,NA,NA,NA,"true",NA,NA
946853,6,"Nottinghamshire","Durham","male","2016",2016-05-28,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Nottinghamshire","bat","NGB Cook","SA Garratt",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946855,6,"Surrey","Somerset","male","2016",2016-05-28,"Specsavers County Championship","County Ground, Taunton","Taunton","Surrey","bat","BV Taylor","JH Evans",NA,NA,"Somerset",1,NA,NA,NA,NA,NA,NA,NA
946999,6,"Derbyshire","Sussex","male","2016",2016-05-28,"Specsavers County Championship","County Ground, Hove","Brighton","Sussex","field","MJ Saggers","Verdayne Smith",NA,NA,"Sussex",10,NA,NA,NA,NA,NA,NA,NA
947001,6,"Northamptonshire","Essex","male","2016",2016-05-28,"Specsavers County Championship","County Ground, Northampton","Northampton","Essex","field","GD Lloyd","NL Bainton",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946857,6,"Middlesex","Hampshire","male","2016",2016-05-29,"Specsavers County Championship","Merchant Taylors' School Ground, Northwood","Northwood","Middlesex","bat","JW Lloyds","NA Mallender",NA,NA,"Middlesex",NA,116,NA,"1",NA,NA,NA,NA
946859,6,"Yorkshire","Lancashire","male","2016",2016-05-29,"Specsavers County Championship","Headingley, Leeds","Leeds","Lancashire","field","M Burns","PJ Hartley",NA,NA,"Yorkshire",NA,175,NA,NA,NA,"true",NA,NA
947003,6,"Worcestershire","Gloucestershire","male","2016",2016-05-29,"Specsavers County Championship","County Ground, New Road, Worcester","Worcester","Gloucestershire","field","SC Gale","SJ O'Shaughnessy",NA,NA,"Gloucestershire",5,NA,NA,NA,NA,"true",NA,NA
947005,6,"Leicestershire","Kent","male","2016",2016-05-29,"Specsavers County Championship","St Lawrence Ground, Canterbury","Canterbury","Leicestershire","bat","AG Wharf","PR Pollard",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946861,6,"Surrey","Nottinghamshire","male","2016",2016-06-19,"Specsavers County Championship","Kennington Oval, London","London","Surrey","bat","NL Bainton","NGB Cook",NA,NA,"Surrey",NA,228,NA,NA,NA,NA,NA,NA
947007,6,"Glamorgan","Kent","male","2016",2016-06-19,"Specsavers County Championship","Sophia Gardens, Cardiff","Cardiff","Kent","field","SC Gale","RT Robinson",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
947009,6,"Essex","Leicestershire","male","2016",2016-06-19,"Specsavers County Championship","County Ground, Chelmsford","Chelmsford","Leicestershire","field","PJ Hartley","RJ Evans",NA,NA,"Leicestershire",4,NA,NA,NA,NA,"true",NA,NA
946863,6,"Lancashire","Warwickshire","male","2016",2016-06-20,"Specsavers County Championship","Old Trafford, Manchester","Manchester","Warwickshire","field","GD Lloyd","JH Evans",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946865,6,"Durham","Yorkshire","male","2016",2016-06-20,"Specsavers County Championship","Riverside Ground, Chester-le-Street","Chester-le-Street","Yorkshire","field","JW Lloyds","SA Garratt",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
947011,6,"Derbyshire","Worcestershire","male","2016",2016-06-20,"Specsavers County Championship","County Ground, Derby","Derby","Worcestershire","field","NGC Cowley","PK Baldwin",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
947013,6,"Sussex","Northamptonshire","male","2016",2016-06-22,"Specsavers County Championship","Arundel Castle Cricket Club Ground","Arundel","Northamptonshire","field","BJ Debenham","SJ O'Shaughnessy",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946867,6,"Lancashire","Middlesex","male","2016",2016-06-26,"Specsavers County Championship","Lord's, London","London","Lancashire","bat","NGB Cook","PK Baldwin",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946869,6,"Nottinghamshire","Warwickshire","male","2016",2016-06-26,"Specsavers County Championship","Edgbaston, Birmingham","Birmingham","Nottinghamshire","bat","BV Taylor","JW Lloyds",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946871,6,"Hampshire","Somerset","male","2016",2016-06-26,"Specsavers County Championship","The Rose Bowl, Southampton","Southampton","Hampshire","bat","PJ Hartley","SC Gale",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
947015,6,"Kent","Derbyshire","male","2016",2016-06-26,"Specsavers County Championship","St Lawrence Ground, Canterbury","Canterbury","Derbyshire","field","NL Bainton","SJ O'Shaughnessy",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
947017,6,"Leicestershire","Gloucestershire","male","2016",2016-06-27,"Specsavers County Championship","Grace Road, Leicester","Leicester","Gloucestershire","field","NGC Cowley","SA Garratt",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
946873,6,"Surrey","Warwickshire","male","2016",2016-07-02,"Specsavers County Championship","Woodbridge Road, Guildford","Guildford","Surrey","bat","IJ Gould","NJ Llong",NA,NA,"Warwickshire",10,NA,NA,NA,NA,NA,NA,NA
947019,6,"Glamorgan","Sussex","male","2016",2016-07-02,"Specsavers County Championship","County Ground, Hove","Brighton","Glamorgan","bat","PK Baldwin","RA Kettleborough",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946875,6,"Hampshire","Durham","male","2016",2016-07-03,"Specsavers County Championship","Riverside Ground, Chester-le-Street","Chester-le-Street","Durham","field","RJ Evans","SJ O'Shaughnessy",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946877,6,"Lancashire","Nottinghamshire","male","2016",2016-07-03,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Lancashire","bat","AG Wharf","MJ Saggers",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946879,6,"Yorkshire","Middlesex","male","2016",2016-07-03,"Specsavers County Championship","North Marine Road Ground, Scarborough","Scarborough","Yorkshire","bat","JH Evans","PJ Hartley",NA,NA,"Middlesex",NA,4,NA,"1",NA,NA,NA,NA
947021,6,"Kent","Essex","male","2016",2016-07-03,"Specsavers County Championship","County Ground, Chelmsford","Chelmsford","Essex","field","DJ Millns","SA Garratt",NA,NA,"Essex",10,NA,NA,NA,NA,NA,NA,NA
947023,6,"Leicestershire","Worcestershire","male","2016",2016-07-03,"Specsavers County Championship","County Ground, New Road, Worcester","Worcester","Leicestershire","bat","GD Lloyd","JW Lloyds",NA,NA,"Worcestershire",3,NA,NA,NA,NA,NA,NA,NA
946881,6,"Hampshire","Warwickshire","male","2016",2016-07-10,"Specsavers County Championship","Edgbaston, Birmingham","Birmingham","Hampshire","bat","PK Baldwin","RJ Bailey",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946883,6,"Somerset","Middlesex","male","2016",2016-07-10,"Specsavers County Championship","County Ground, Taunton","Taunton","Middlesex","field","DJ Millns","SA Garratt",NA,NA,"Middlesex",2,NA,NA,NA,NA,"true",NA,NA
947027,6,"Worcestershire","Northamptonshire","male","2016",2016-07-10,"Specsavers County Championship","County Ground, Northampton","Northampton","Worcestershire","bat","AG Wharf","VK Sharma",NA,NA,"Worcestershire",NA,311,NA,NA,NA,NA,NA,NA
946885,6,"Surrey","Yorkshire","male","2016",2016-07-11,"Specsavers County Championship","Kennington Oval, London","London","Surrey","bat","MJ Saggers","NL Bainton",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946887,6,"Lancashire","Durham","male","2016",2016-07-16,"Specsavers County Championship","Trafalgar Road Ground, Southport","Southport","Lancashire","bat","RA Kettleborough","RJ Bailey",NA,NA,"Durham",2,NA,NA,NA,NA,NA,NA,NA
946889,6,"Nottinghamshire","Somerset","male","2016",2016-07-17,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Nottinghamshire","bat","NL Bainton","SJ O'Shaughnessy",NA,NA,"Somerset",10,NA,NA,NA,NA,NA,NA,NA
946891,6,"Surrey","Hampshire","male","2016",2016-07-17,"Specsavers County Championship","The Rose Bowl, Southampton","Southampton","Surrey","bat","JW Lloyds","M Burns",NA,NA,"Surrey",NA,13,NA,"1",NA,NA,NA,NA
947031,6,"Glamorgan","Derbyshire","male","2016",2016-07-17,"Specsavers County Championship","Penrhyn Avenue, Rhos-on-Sea, Colwyn Bay","Colwyn Bay","Glamorgan","bat","NGC Cowley","SC Gale",NA,NA,"Glamorgan",4,NA,NA,NA,NA,NA,NA,NA
947033,6,"Kent","Sussex","male","2016",2016-07-17,"Specsavers County Championship","Nevill Ground, Tunbridge Wells","Tunbridge Wells","Kent","bat","NGB Cook","VK Sharma",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
947035,6,"Gloucestershire","Leicestershire","male","2016",2016-07-20,"Specsavers County Championship","College Ground, Cheltenham","Cheltenham","Leicestershire","field","GD Lloyd","MA Gough",NA,NA,"Leicestershire",6,NA,NA,NA,NA,"true",NA,NA
947037,6,"Worcestershire","Kent","male","2016",2016-08-03,"Specsavers County Championship","St Lawrence Ground, Canterbury","Canterbury","Kent","field","AG Wharf","BV Taylor",NA,NA,"Kent",10,NA,NA,NA,NA,NA,NA,NA
946893,6,"Somerset","Durham","male","2016",2016-08-04,"Specsavers County Championship","County Ground, Taunton","Taunton","Somerset","bat","MJ Saggers","PK Baldwin",NA,NA,"Somerset",NA,39,NA,NA,NA,NA,NA,NA
946895,6,"Hampshire","Lancashire","male","2016",2016-08-04,"Specsavers County Championship","The Rose Bowl, Southampton","Southampton","Hampshire","bat","NA Mallender","RT Robinson",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946897,6,"Surrey","Middlesex","male","2016",2016-08-04,"Specsavers County Championship","Lord's, London","London","Surrey","bat","DJ Millns","GD Lloyd",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946899,6,"Yorkshire","Warwickshire","male","2016",2016-08-04,"Specsavers County Championship","Headingley, Leeds","Leeds","Yorkshire","bat","JH Evans","SJ O'Shaughnessy",NA,NA,"Yorkshire",NA,48,NA,NA,NA,NA,NA,NA
947041,6,"Leicestershire","Derbyshire","male","2016",2016-08-04,"Specsavers County Championship","Grace Road, Leicester","Leicester","Leicestershire","bat","M Burns","RJ Bailey",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946901,6,"Durham","Middlesex","male","2016",2016-08-13,"Specsavers County Championship","Lord's, London","London","Durham","bat","AG Wharf","M Burns",NA,NA,"Middlesex",NA,80,NA,"1",NA,NA,NA,NA
946903,6,"Hampshire","Nottinghamshire","male","2016",2016-08-13,"Specsavers County Championship","Trent Bridge, Nottingham","Nottingham","Hampshire","bat","MJ Saggers","RJ Evans",NA,NA,"Hampshire",NA,176,NA,NA,NA,NA,NA,NA
946905,6,"Surrey","Warwickshire","male","2016",2016-08-13,"Specsavers County Championship","Edgbaston, Birmingham","Birmingham","Surrey","bat","NGC Cowley","RT Robinson",NA,NA,"Surrey",NA,226,NA,NA,NA,NA,NA,NA
946907,6,"Lancashire","Yorkshire","male","2016",2016-08-13,"Specsavers County Championship","Old Trafford, Manchester","Manchester","Lancashire","bat","DJ Millns","PK Baldwin",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
947045,6,"Essex","Derbyshire","male","2016",2016-08-13,"Specsavers County Championship","County Ground, Derby","Derby","Essex","bat","JW Lloyds","SC Gale",NA,NA,"Essex",NA,62,NA,"1",NA,NA,NA,NA
947047,6,"Worcestershire","Glamorgan","male","2016",2016-08-13,"Specsavers County Championship","County Ground, New Road, Worcester","Worcester","Glamorgan","field","PJ Hartley","SA Garratt",NA,NA,"Glamorgan",5,NA,NA,NA,NA,"true",NA,NA
947049,6,"Gloucestershire","Sussex","male","2016",2016-08-13,"Specsavers County Championship","County Ground, Hove","Brighton","Gloucestershire","bat","BV Taylor","GD Lloyd",NA,NA,"Sussex",NA,2,NA,"1",NA,NA,NA,NA
947051,6,"Leicestershire","Northamptonshire","male","2016",2016-08-13,"Specsavers County Championship","County Ground, Northampton","Northampton","Leicestershire","bat","JH Evans","NL Bainton",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946909,6,"Hampshire","Somerset","male","2016",2016-08-23,"Specsavers County Championship","County Ground, Taunton","Taunton","Hampshire","bat","JW Lloyds","RJ Evans",NA,"draw",NA,NA,NA,NA,NA,NA,NA,NA,NA
946911,6,"Lancashire","Surrey","male","2016",2016-08-23,"Specsavers County Championship","Kennington Oval, London","London","Lancashire","bat","MJ Saggers","SJ O'Shaughnessy",NA,NA,"Surrey",10,NA,NA,NA,NA,NA,NA,NA
946913,6,"Yorkshire","Nottinghamshire","male","2016",2016-08-23,"Specsavers County Championship","North Marine Road Ground, Scarborough","Scarborough","Nottinghamshire","field","M Burns","NA Mallender",NA,NA,"Yorkshire",NA,305,NA,NA,NA,"true",NA,NA
946915,6,"Durham","Warwickshire","male","2016",2016-08-23,"Specsavers County Championship","Riverside Ground, Chester-le-Street","Chester-le-Street","Warwickshire","field","NL Bainton","PJ Hartley",NA,"draw",NA,NA,NA,NA,NA,NA,"true",NA,NA
947053,6,"Leicestershire","Essex","male","2016",2016-08-23,"Specsavers County Championship","Grace Road, Leicester","Leicester","Essex","field","BV Taylor","NGB Cook",NA,NA,"Essex",NA,10,NA,"1",NA,"true",NA,NA
947055,6,"Gloucestershire","Kent","male","2016",2016-08-23,"Specsavers County Championship","County Ground, Bristol","Bristol","Kent","field","AG Wharf","PK Baldwin",NA,NA,"Kent",NA,69,NA,"1",NA,"true",NA,NA
947057,6,"Northamptonshire","Worcestershire","male","2016",2016-08-23,"Specsavers County Championship","County Ground, New Road, Worcester","Worcester","Worcestershire","field","GD Lloyd","SC Gale",NA,NA,"Worcestershire",2,NA,NA,NA,NA,NA,NA,NA
