"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","outcome","eliminator","match_number","winner_runs","method"
1226852,6,"Hobart Hurricanes","Sydney Sixers","male","2020/21",2020-12-10,"Big Bash League","Bellerive Oval","Hobart","Sydney Sixers","field","TH David","P Wilson","SJ Nogajski","MW Graham-Smith","DM Koch","Dave Gilbert","Hobart Hurricanes",NA,NA,NA,"1",16,NA
1226872,6,"Brisbane Heat","Melbourne Stars","male","2020/21",2020-12-11,"Big Bash League","Manuka Oval","Canberra","Melbourne Stars","field","NM Coulter-Nile","PJ Gillespie","SAJ Craig","BC Treloar","GJ Davidson","RL Parry","Melbourne Stars",6,NA,NA,"2",NA,NA
1226828,6,"Melbourne Stars","Sydney Thunder","male","2020/21",2020-12-12,"Big Bash League","Manuka Oval","Canberra","Melbourne Stars","bat","A Zampa","GJ Davidson","PJ Gillespie","BC Treloar","SAJ Craig","RL Parry","Melbourne Stars",NA,NA,NA,"3",22,NA
1226841,6,"Perth Scorchers","Melbourne Renegades","male","2020/21",2020-12-12,"Big Bash League","Bellerive Oval","Hobart","Perth Scorchers","bat","JK Lalor","DM Koch","MW Graham-Smith","NR Johnstone","DR Close","David Johnston","Melbourne Renegades",7,NA,NA,"4",NA,NA
1226837,6,"Sydney Sixers","Melbourne Renegades","male","2020/21",2020-12-13,"Big Bash League","Bellerive Oval","Hobart","Melbourne Renegades","field","JR Philippe","DM Koch","MW Graham-Smith","M Qureshi","P Wilson","David Johnston","Sydney Sixers",NA,NA,NA,"6",145,NA
1226850,6,"Hobart Hurricanes","Adelaide Strikers","male","2020/21",2020-12-13,"Big Bash League","Bellerive Oval","Hobart","Adelaide Strikers","field","DJM Short","DR Close","NR Johnstone","M Qureshi","P Wilson","Dave Gilbert","Hobart Hurricanes",NA,NA,NA,"5",11,NA
1226866,6,"Brisbane Heat","Sydney Thunder","male","2020/21",2020-12-14,"Big Bash League","Manuka Oval","Canberra","Brisbane Heat","bat","DR Sams","GJ Davidson","SAJ Craig","BC Treloar","PJ Gillespie","RL Parry","Sydney Thunder",4,NA,NA,"7",NA,NA
1226863,6,"Hobart Hurricanes","Adelaide Strikers","male","2020/21",2020-12-15,"Big Bash League","Aurora Stadium","Launceston","Adelaide Strikers","field","PM Siddle","DM Koch","P Wilson","DR Close","NR Johnstone","Dave Gilbert","Adelaide Strikers",5,NA,NA,"8",NA,NA
1226867,6,"Perth Scorchers","Melbourne Stars","male","2020/21",2020-12-16,"Big Bash League","Aurora Stadium","Launceston","Melbourne Stars","field",NA,"MW Graham-Smith","SJ Nogajski","P Wilson","DM Koch","David Johnston",NA,NA,"no result",NA,"9",NA,NA
1226830,6,"Melbourne Renegades","Hobart Hurricanes","male","2020/21",2020-12-19,"Big Bash League","Bellerive Oval","Hobart","Hobart Hurricanes","field","BR McDermott","DR Close","P Wilson","SJ Nogajski","NR Johnstone","Dave Gilbert","Hobart Hurricanes",6,NA,NA,"10",NA,NA
1226873,6,"Sydney Sixers","Adelaide Strikers","male","2020/21",2020-12-20,"Big Bash League","Bellerive Oval","Hobart","Adelaide Strikers","field","DT Christian","MW Graham-Smith","SJ Nogajski","NR Johnstone","DR Close","David Johnston","Sydney Sixers",NA,NA,NA,"11",38,NA
1226831,6,"Perth Scorchers","Sydney Thunder","male","2020/21",2020-12-22,"Big Bash League","Manuka Oval","Canberra","Sydney Thunder","field","CJ Ferguson","DM Koch","SA Lightbody","NR Johnstone","P Wilson","Kent Hannam","Sydney Thunder",7,NA,NA,"12",NA,NA
1226881,6,"Adelaide Strikers","Brisbane Heat","male","2020/21",2020-12-23,"Big Bash League","Brisbane Cricket Ground","Brisbane","Brisbane Heat","field","JJ Peirson","D Taylor","AK Wilds",NA,"PJ Gillespie","Kepler Wessels","Adelaide Strikers",NA,NA,NA,"13",2,NA
1226846,6,"Melbourne Stars","Sydney Sixers","male","2020/21",2020-12-26,"Big Bash League","Carrara Oval","Carrara","Sydney Sixers","field","DP Hughes","PJ Gillespie","SJ Nogajski","D Taylor","AK Wilds","Kepler Wessels","Sydney Sixers",1,NA,NA,"15",NA,NA
1226874,6,"Sydney Thunder","Melbourne Renegades","male","2020/21",2020-12-26,"Big Bash League","Manuka Oval","Canberra","Melbourne Renegades","field","O Davies","DM Koch","NR Johnstone","Andrew Crozier","SA Lightbody","Kent Hannam","Sydney Thunder",NA,NA,NA,"14",129,NA
1226868,6,"Hobart Hurricanes","Brisbane Heat","male","2020/21",2020-12-27,"Big Bash League","Brisbane Cricket Ground","Brisbane","Brisbane Heat","field","L Gregory","SJ Nogajski","AK Wilds","D Taylor","PJ Gillespie","Kepler Wessels","Brisbane Heat",4,NA,NA,"16",NA,NA
1226845,6,"Adelaide Strikers","Perth Scorchers","male","2020/21",2020-12-28,"Big Bash League","Adelaide Oval","Adelaide","Perth Scorchers","field","Rashid Khan","DR Close","SJ Nogajski","Eloise Sheridan","MW Graham-Smith","SJ Davis","Adelaide Strikers",NA,NA,NA,"17",71,NA
1226854,6,"Sydney Thunder","Melbourne Stars","male","2020/21",2020-12-29,"Big Bash League","Manuka Oval","Canberra","Melbourne Stars","field","AD Hales","DM Koch","SA Lightbody","Andrew Crozier","NR Johnstone","Kent Hannam","Sydney Thunder",NA,NA,NA,"19",75,NA
1226877,6,"Melbourne Renegades","Sydney Sixers","male","2020/21",2020-12-29,"Big Bash League","Carrara Oval","Carrara","Melbourne Renegades","bat","JO Holder","PJ Gillespie","AK Wilds","Steven Farrell","D Taylor","Kepler Wessels","Sydney Sixers",2,NA,NA,"18",NA,NA
1226875,6,"Hobart Hurricanes","Brisbane Heat","male","2020/21",2020-12-30,"Big Bash League","Brisbane Cricket Ground","Brisbane","Brisbane Heat","field","Mujeeb Ur Rahman","DM Koch","AK Wilds","D Taylor","PJ Gillespie","Kepler Wessels","Hobart Hurricanes",NA,NA,NA,"20",1,NA
1226870,6,"Adelaide Strikers","Perth Scorchers","male","2020/21",2020-12-31,"Big Bash League","Adelaide Oval","Adelaide","Perth Scorchers","field","JA Richardson","DR Close","MW Graham-Smith","Eloise Sheridan","SJ Nogajski","SJ Davis","Perth Scorchers",7,NA,NA,"21",NA,NA
1226856,6,"Melbourne Renegades","Sydney Thunder","male","2020/21",2021-01-01,"Big Bash League","Carrara Oval","Carrara","Sydney Thunder","field","AD Hales","D Taylor","PJ Gillespie","Steven Farrell","DM Koch","Kepler Wessels","Sydney Thunder",NA,NA,NA,"22",7,"D/L"
1226832,6,"Sydney Sixers","Brisbane Heat","male","2020/21",2021-01-02,"Big Bash League","Brisbane Cricket Ground","Brisbane","Sydney Sixers","bat","MT Steketee","GJ Davidson","PJ Gillespie","Steven Farrell","AK Wilds","Kepler Wessels","Brisbane Heat",4,NA,NA,"24",NA,NA
1226844,6,"Hobart Hurricanes","Melbourne Stars","male","2020/21",2021-01-02,"Big Bash League","Bellerive Oval","Hobart","Melbourne Stars","field","SM Boland","GA Abood","NR Johnstone",NA,"TJ Matibiri","David Johnston","Hobart Hurricanes",NA,NA,NA,"23",21,NA
1226842,6,"Adelaide Strikers","Sydney Sixers","male","2020/21",2021-01-03,"Big Bash League","Carrara Oval","Carrara","Sydney Sixers","field","JR Philippe","GJ Davidson","AK Wilds","Steven Farrell","D Taylor","Kepler Wessels","Sydney Sixers",7,NA,NA,"26",NA,NA
1226853,6,"Perth Scorchers","Melbourne Renegades","male","2020/21",2021-01-03,"Big Bash League","Perth Stadium","Perth","Melbourne Renegades","field","JP Inglis","MW Graham-Smith","SA Lightbody","Ashlee Gibbons","DM Koch","SD Fry","Perth Scorchers",NA,NA,NA,"25",96,NA
1226851,6,"Sydney Thunder","Brisbane Heat","male","2020/21",2021-01-04,"Big Bash League","Brisbane Cricket Ground","Brisbane","Sydney Thunder","bat","JA Burns","PJ Gillespie","AK Wilds","Steven Farrell","D Taylor","Kepler Wessels","Brisbane Heat",5,NA,NA,"28",NA,NA
1226879,6,"Melbourne Stars","Hobart Hurricanes","male","2020/21",2021-01-04,"Big Bash League","Bellerive Oval","Hobart","Hobart Hurricanes","field","MP Stoinis","GA Abood","NR Johnstone",NA,"TJ Matibiri","David Johnston","Melbourne Stars",NA,NA,NA,"27",10,NA
1226833,6,"Adelaide Strikers","Melbourne Renegades","male","2020/21",2021-01-05,"Big Bash League","Adelaide Oval","Adelaide","Adelaide Strikers","bat","RJ Gibson","DR Close","SJ Nogajski","D Taylor","Eloise Sheridan","SJ Davis","Adelaide Strikers",NA,NA,NA,"29",60,NA
1226829,6,"Perth Scorchers","Sydney Sixers","male","2020/21",2021-01-06,"Big Bash League","Perth Stadium","Perth","Sydney Sixers","field","MR Marsh","DM Koch","MW Graham-Smith","NR Johnstone","SA Lightbody","SD Fry","Perth Scorchers",NA,NA,NA,"30",86,NA
1226835,6,"Brisbane Heat","Melbourne Stars","male","2020/21",2021-01-07,"Big Bash League","Carrara Oval","Carrara","Melbourne Stars","field","CA Lynn","GA Abood","PJ Gillespie","AK Wilds","GJ Davidson","RW Stratford","Brisbane Heat",NA,NA,NA,"32",17,"D/L"
1226871,6,"Sydney Thunder","Hobart Hurricanes","male","2020/21",2021-01-07,"Big Bash League","Perth Stadium","Perth","Hobart Hurricanes","field","N McAndrew","DM Koch","NR Johnstone","SA Lightbody","MW Graham-Smith","SD Fry","Sydney Thunder",NA,NA,NA,"31",39,NA
1226826,6,"Adelaide Strikers","Melbourne Renegades","male","2020/21",2021-01-08,"Big Bash League","Adelaide Oval","Adelaide","Adelaide Strikers","bat","Mohammad Nabi","DR Close","D Taylor","Eloise Sheridan","SJ Nogajski","SJ Davis","Melbourne Renegades",6,NA,NA,"33",NA,NA
1226878,6,"Perth Scorchers","Sydney Thunder","male","2020/21",2021-01-09,"Big Bash League","Perth Stadium","Perth","Sydney Thunder","field","JA Richardson","DM Koch","MW Graham-Smith","NR Johnstone","SA Lightbody","SD Fry","Perth Scorchers",NA,NA,NA,"34",17,NA
1226855,6,"Brisbane Heat","Sydney Sixers","male","2020/21",2021-01-10,"Big Bash League","Carrara Oval","Carrara","Sydney Sixers","field","DT Christian","GJ Davidson","AK Wilds","PJ Gillespie","GA Abood","RW Stratford","Sydney Sixers",3,NA,NA,"35",NA,NA
1226876,6,"Melbourne Stars","Adelaide Strikers","male","2020/21",2021-01-11,"Big Bash League","Adelaide Oval","Adelaide","Melbourne Stars","bat","WA Agar","D Taylor","SJ Nogajski","Eloise Sheridan","DR Close","SJ Davis","Adelaide Strikers",5,NA,NA,"36",NA,NA
1226857,6,"Hobart Hurricanes","Perth Scorchers","male","2020/21",2021-01-12,"Big Bash League","Perth Stadium","Perth","Hobart Hurricanes","bat","JJ Roy","MW Graham-Smith","NR Johnstone","SA Lightbody","DM Koch","SD Fry","Perth Scorchers",9,NA,NA,"37",NA,NA
1226861,6,"Sydney Thunder","Sydney Sixers","male","2020/21",2021-01-13,"Big Bash League","Manuka Oval","Canberra","Sydney Sixers","field","SNJ O'Keefe","GA Abood","AK Wilds","Andrew Crozier","GJ Davidson","RW Stratford","Sydney Sixers",5,NA,NA,"38",NA,"D/L"
1226843,6,"Melbourne Renegades","Brisbane Heat","male","2020/21",2021-01-14,"Big Bash League","Manuka Oval","Canberra","Brisbane Heat","field","JA Burns","GA Abood","GJ Davidson","Andrew Crozier","AK Wilds","RW Stratford","Brisbane Heat",5,NA,NA,"39",NA,NA
1226839,6,"Melbourne Stars","Adelaide Strikers","male","2020/21",2021-01-15,"Big Bash League","Melbourne Cricket Ground","Melbourne","Adelaide Strikers","field","ADS Fletcher","SJ Nogajski","SAJ Craig","DR Close","MW Graham-Smith","RL Parry","Melbourne Stars",NA,NA,NA,"40",111,NA
1226865,6,"Perth Scorchers","Sydney Sixers","male","2020/21",2021-01-16,"Big Bash League","Manuka Oval","Canberra","Perth Scorchers","bat","JR Philippe","GA Abood","AK Wilds","SA Lightbody","GJ Davidson","RW Stratford","Sydney Sixers",7,NA,NA,"41",NA,NA
1226864,6,"Melbourne Renegades","Melbourne Stars","male","2020/21",2021-01-17,"Big Bash League","Melbourne Cricket Ground","Melbourne","Melbourne Renegades","bat","LC Hatcher","DM Koch","SAJ Craig","MW Graham-Smith","SJ Nogajski","RL Parry","Melbourne Stars",6,NA,NA,"42",NA,NA
1226840,6,"Sydney Thunder","Hobart Hurricanes","male","2020/21",2021-01-18,"Big Bash League","Manuka Oval","Canberra","Hobart Hurricanes","field","BR McDermott","GJ Davidson","AK Wilds","SA Lightbody","GA Abood","RW Stratford","Hobart Hurricanes",6,NA,NA,"43",NA,NA
1226838,6,"Perth Scorchers","Brisbane Heat","male","2020/21",2021-01-19,"Big Bash League","Docklands Stadium","Melbourne","Brisbane Heat","field","C Munro","DR Close","MW Graham-Smith","DM Koch","SAJ Craig","RL Parry","Perth Scorchers",NA,NA,NA,"44",59,NA
1226869,6,"Melbourne Stars","Melbourne Renegades","male","2020/21",2021-01-20,"Big Bash League","Docklands Stadium","Melbourne","Melbourne Stars","bat","MW Harvey","SJ Nogajski","SAJ Craig","PJ Gillespie","MW Graham-Smith","RW Stratford","Melbourne Renegades",5,NA,NA,"45",NA,NA
1226859,6,"Adelaide Strikers","Brisbane Heat","male","2020/21",2021-01-21,"Big Bash League","Adelaide Oval","Adelaide","Adelaide Strikers","bat","AT Carey","GA Abood","GJ Davidson","SA Lightbody","NR Johnstone","SD Fry","Adelaide Strikers",NA,NA,NA,"46",82,NA
1226834,6,"Perth Scorchers","Hobart Hurricanes","male","2020/21",2021-01-22,"Big Bash League","Docklands Stadium","Melbourne","Perth Scorchers","bat","JA Richardson","PJ Gillespie","SAJ Craig","D Taylor","SJ Nogajski","Kent Hannam","Perth Scorchers",NA,NA,NA,"47",22,NA
1226880,6,"Sydney Thunder","Sydney Sixers","male","2020/21",2021-01-22,"Big Bash League","Adelaide Oval","Adelaide","Sydney Sixers","field","AD Hales","GJ Davidson","AK Wilds","SA Lightbody","GA Abood","SD Fry","Sydney Thunder",NA,NA,NA,"48",46,NA
1226848,6,"Brisbane Heat","Melbourne Renegades","male","2020/21",2021-01-23,"Big Bash League","Docklands Stadium","Melbourne","Brisbane Heat","bat","M Labuschagne","DM Koch","SJ Nogajski","CA Polosak","DR Close","RW Stratford","Brisbane Heat",NA,NA,NA,"49",26,NA
1226849,6,"Perth Scorchers","Melbourne Stars","male","2020/21",2021-01-23,"Big Bash League","Melbourne Cricket Ground","Melbourne","Melbourne Stars","field","JJ Roy","MW Graham-Smith","PJ Gillespie","Mattis van Eck","SAJ Craig","Kent Hannam","Perth Scorchers",NA,NA,NA,"50",11,NA
1226827,6,"Hobart Hurricanes","Sydney Sixers","male","2020/21",2021-01-24,"Big Bash League","Melbourne Cricket Ground","Melbourne","Sydney Sixers","field","MS Wade","DR Close","SAJ Craig","D Taylor","CA Polosak","Kent Hannam","Hobart Hurricanes",NA,NA,NA,"52",7,NA
1226847,6,"Adelaide Strikers","Sydney Thunder","male","2020/21",2021-01-24,"Big Bash League","Adelaide Oval","Adelaide","Adelaide Strikers","bat","PM Siddle","GA Abood","AK Wilds","NR Johnstone","GJ Davidson","SJ Davis","Adelaide Strikers",NA,NA,NA,"51",6,NA
1226836,6,"Adelaide Strikers","Sydney Thunder","male","2020/21",2021-01-25,"Big Bash League","Adelaide Oval","Adelaide","Sydney Thunder","field","AD Hales","GA Abood","GJ Davidson","MV Waldron","SA Lightbody","SJ Davis","Sydney Thunder",9,NA,NA,"53",NA,NA
1226858,6,"Melbourne Stars","Sydney Sixers","male","2020/21",2021-01-26,"Big Bash League","Melbourne Cricket Ground","Melbourne","Sydney Sixers","field","BJ Dwarshuis","PJ Gillespie","SAJ Craig","CA Polosak","SJ Nogajski","RW Stratford","Sydney Sixers",5,NA,NA,"56",NA,NA
1226860,6,"Melbourne Renegades","Hobart Hurricanes","male","2020/21",2021-01-26,"Big Bash League","Melbourne Cricket Ground","Melbourne","Hobart Hurricanes","field","Z Evans","DR Close","MW Graham-Smith","Mattis van Eck","P Wilson","Kent Hannam","Melbourne Renegades",NA,NA,NA,"55",11,NA
1226862,6,"Brisbane Heat","Perth Scorchers","male","2020/21",2021-01-26,"Big Bash League","Adelaide Oval","Adelaide","Perth Scorchers","field","M Labuschagne","GJ Davidson","AK Wilds","NR Johnstone",NA,"SJ Davis","Brisbane Heat",NA,NA,NA,"54",6,NA
1226883,6,"Adelaide Strikers","Brisbane Heat","male","2020/21",2021-01-29,"Big Bash League","Brisbane Cricket Ground","Brisbane","Adelaide Strikers","bat","JJ Peirson","DM Koch","MW Graham-Smith","AK Wilds","PJ Gillespie","SJ Davis","Brisbane Heat",6,NA,NA,NA,NA,NA
1226884,6,"Perth Scorchers","Sydney Sixers","male","2020/21",2021-01-30,"Big Bash League","Manuka Oval","Canberra","Perth Scorchers","bat","JM Vince","P Wilson","SJ Nogajski","GA Abood","SAJ Craig","RW Stratford","Sydney Sixers",9,NA,NA,NA,NA,NA
1226885,6,"Sydney Thunder","Brisbane Heat","male","2020/21",2021-01-31,"Big Bash League","Manuka Oval","Canberra","Brisbane Heat","field","SD Heazlett","DM Koch","MW Graham-Smith","AK Wilds","PJ Gillespie","SJ Davis","Brisbane Heat",7,NA,NA,NA,NA,NA
1226886,6,"Perth Scorchers","Brisbane Heat","male","2020/21",2021-02-04,"Big Bash League","Manuka Oval","Canberra","Brisbane Heat","field","LS Livingstone","GA Abood","SAJ Craig","SJ Nogajski","P Wilson","RW Stratford","Perth Scorchers",NA,NA,NA,NA,49,"D/L"
1226882,6,"Sydney Sixers","Perth Scorchers","male","2020/21",2021-02-06,"Big Bash League","Sydney Cricket Ground","Sydney","Perth Scorchers","field","JM Vince","P Wilson","SJ Nogajski","SAJ Craig","GA Abood","RW Stratford","Sydney Sixers",NA,NA,NA,NA,27,NA
1269638,6,"Sydney Sixers","Melbourne Stars","male","2021/22",2021-12-05,"Big Bash League","Sydney Cricket Ground","Sydney","Melbourne Stars","field","JR Philippe","MW Graham-Smith","PJ Gillespie","Roberto Howard","GA Abood","Dave Gilbert","Sydney Sixers",NA,NA,NA,"1",152,NA
1269639,6,"Brisbane Heat","Sydney Thunder","male","2021/22",2021-12-06,"Big Bash League","Manuka Oval, Canberra","Canberra","Sydney Thunder","field","AI Ross","GJ Davidson","AK Wilds","SA Lightbody","D Taylor","SR Bernard","Sydney Thunder",7,NA,NA,"2",NA,NA
1269640,6,"Melbourne Renegades","Adelaide Strikers","male","2021/22",2021-12-07,"Big Bash League","Docklands Stadium, Melbourne","Melbourne","Melbourne Renegades","bat","Zahir Khan","MW Graham-Smith","PJ Gillespie","Mattis van Eck","Troy Penman","RW Stratford","Melbourne Renegades",NA,NA,NA,"3",2,NA
1269641,6,"Sydney Sixers","Hobart Hurricanes","male","2021/22",2021-12-08,"Big Bash League","Aurora Stadium, Launceston","Launceston","Hobart Hurricanes","field","MC Henriques","BNJ Oxenford","DR Close","Roberto Howard","AK Wilds","Dave Gilbert","Sydney Sixers",NA,NA,NA,"4",14,NA
1269642,6,"Perth Scorchers","Brisbane Heat","male","2021/22",2021-12-08,"Big Bash League","Perth Stadium","Perth","Perth Scorchers","bat","M Kelly","GA Abood","GJ Davidson","D Taylor","SA Lightbody","SR Bernard","Perth Scorchers",NA,NA,NA,"5",6,NA
1269643,6,"Adelaide Strikers","Melbourne Renegades","male","2021/22",2021-12-09,"Big Bash League","Adelaide Oval","Adelaide","Adelaide Strikers","bat","WA Agar","BC Treloar","MW Graham-Smith","Eloise Sheridan","PJ Gillespie","SJ Davis","Adelaide Strikers",NA,NA,NA,"6",49,NA
1269644,6,"Melbourne Stars","Sydney Thunder","male","2021/22",2021-12-10,"Big Bash League","Melbourne Cricket Ground","Melbourne","Sydney Thunder","field","NCR Larkin","DR Close","GJ Davidson","Mattis van Eck","Troy Penman","RW Stratford","Melbourne Stars",NA,NA,NA,"7",4,NA
1269645,6,"Hobart Hurricanes","Sydney Sixers","male","2021/22",2021-12-11,"Big Bash League","Sydney Cricket Ground","Sydney","Hobart Hurricanes","bat","MS Wade","BNJ Oxenford","MW Graham-Smith","D Taylor","SA Lightbody","SR Bernard","Hobart Hurricanes",NA,NA,NA,"8",44,"D/L"
1269646,6,"Perth Scorchers","Adelaide Strikers","male","2021/22",2021-12-11,"Big Bash League","Sydney Showground Stadium","Sydney","Perth Scorchers","bat","C Munro","NR Johnstone","AK Wilds","AR Hamilton","GA Abood","RL Parry","Perth Scorchers",NA,NA,NA,"9",49,NA
1269647,6,"Sydney Thunder","Melbourne Stars","male","2021/22",2021-12-12,"Big Bash League","Sydney Showground Stadium","Sydney","Melbourne Stars","field","AD Russell","BC Treloar","GA Abood","Troy Penman","PJ Gillespie","Dave Gilbert","Melbourne Stars",6,NA,NA,"10",NA,NA
1269648,6,"Melbourne Renegades","Brisbane Heat","male","2021/22",2021-12-13,"Big Bash League","Carrara Oval","Carrara","Brisbane Heat","field","JJ Bazley","BNJ Oxenford","D Taylor","NR Johnstone","AK Wilds","SR Bernard","Brisbane Heat",5,NA,NA,"11",NA,NA
1269649,6,"Perth Scorchers","Hobart Hurricanes","male","2021/22",2021-12-14,"Big Bash League","Bellerive Oval, Hobart","Hobart","Perth Scorchers","bat","MR Marsh","DM Koch","GA Abood","M Qureshi","DR Close","David Johnston","Perth Scorchers",NA,NA,NA,"12",53,NA
1269650,6,"Melbourne Stars","Sydney Sixers","male","2021/22",2021-12-15,"Big Bash League","Melbourne Cricket Ground","Melbourne","Sydney Sixers","field","JR Philippe","BNJ Oxenford","SAJ Craig","Mattis van Eck","SA Lightbody","RL Parry","Sydney Sixers",7,NA,NA,"13",NA,NA
1269651,6,"Sydney Thunder","Brisbane Heat","male","2021/22",2021-12-19,"Big Bash League","Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Brisbane Heat","field","S Mahmood","DR Close","DM Koch","SE Dionysius","BC Treloar","Kepler Wessels","Sydney Thunder",NA,NA,NA,"14",53,NA
1269652,6,"Perth Scorchers","Hobart Hurricanes","male","2021/22",2021-12-20,"Big Bash League","Bellerive Oval, Hobart","Hobart","Perth Scorchers","bat","KR Patterson","GA Abood","AK Wilds","Bede Sajowitz","NR Johnstone","Dave Gilbert","Perth Scorchers",NA,NA,NA,"15",42,NA
1269653,6,"Adelaide Strikers","Sydney Sixers","male","2021/22",2021-12-21,"Big Bash League","Sydney Cricket Ground","Sydney","Adelaide Strikers","bat","SA Abbott","BNJ Oxenford","D Taylor","Troy Penman","GJ Davidson","SR Bernard","Sydney Sixers",4,NA,NA,"16",NA,NA
1269654,6,"Perth Scorchers","Melbourne Renegades","male","2021/22",2021-12-22,"Big Bash League","Docklands Stadium, Melbourne","Melbourne","Perth Scorchers","bat","MR Marsh","BC Treloar","DM Koch","D Brigham","SAJ Craig","RL Parry","Perth Scorchers",NA,NA,NA,"17",21,NA
1269655,6,"Brisbane Heat","Adelaide Strikers","male","2021/22",2021-12-23,"Big Bash League","Adelaide Oval","Adelaide","Brisbane Heat","bat","BM Duckett","BNJ Oxenford","NR Johnstone","Harsimran Singh","PJ Gillespie","SD Fry","Brisbane Heat",NA,NA,NA,"18",39,NA
1269656,6,"Hobart Hurricanes","Melbourne Stars","male","2021/22",2021-12-24,"Big Bash League","Bellerive Oval, Hobart","Hobart","Hobart Hurricanes","bat","NT Ellis","DR Close","MW Graham-Smith","TJ Matibiri","GA Abood","SJ Davis","Hobart Hurricanes",NA,NA,NA,"19",24,NA
1269657,6,"Sydney Sixers","Sydney Thunder","male","2021/22",2021-12-26,"Big Bash League","Sydney Showground Stadium","Sydney","Sydney Thunder","field","DT Christian","BNJ Oxenford","GJ Davidson","BC Treloar","D Taylor","SR Bernard","Sydney Sixers",NA,NA,NA,"20",30,"D/L"
1269658,6,"Melbourne Renegades","Perth Scorchers","male","2021/22",2021-12-26,"Big Bash League","Docklands Stadium, Melbourne","Melbourne","Melbourne Renegades","bat","MR Marsh","NR Johnstone","PJ Gillespie","Greg Azzopardi","DM Koch","Kent Hannam","Perth Scorchers",8,NA,NA,"21",NA,NA
1269659,6,"Adelaide Strikers","Hobart Hurricanes","male","2021/22",2021-12-27,"Big Bash League","Bellerive Oval, Hobart","Hobart","Adelaide Strikers","bat","BR McDermott","SJ Nogajski","SA Lightbody","TJ Matibiri","MW Graham-Smith","SJ Davis","Hobart Hurricanes",7,NA,NA,"22",NA,NA
1269660,6,"Melbourne Stars","Brisbane Heat","male","2021/22",2021-12-27,"Big Bash League","Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane","Brisbane Heat","field","JM Clarke","GA Abood","AK Wilds","Steven Farrell","Troy Penman","Kepler Wessels","Melbourne Stars",NA,NA,NA,"23",20,NA
1269661,6,"Sydney Thunder","Perth Scorchers","male","2021/22",2021-12-28,"Big Bash League","Manuka Oval, Canberra","Canberra","Perth Scorchers","field","SW Billings","D Taylor","DM Koch","Andrew Crozier","GJ Davidson","SR Bernard","Sydney Thunder",NA,NA,NA,"24",34,NA
1269662,6,"Brisbane Heat","Sydney Sixers","male","2021/22",2021-12-29,"Big Bash League","Sydney Cricket Ground","Sydney","Brisbane Heat","bat","SA Abbott","DR Close","SJ Nogajski","CA Polosak","BNJ Oxenford","Dave Gilbert","Sydney Sixers",2,NA,NA,"25",NA,NA
1269663,6,"Hobart Hurricanes","Melbourne Renegades","male","2021/22",2021-12-29,"Big Bash League","Docklands Stadium, Melbourne","Melbourne","Melbourne Renegades","field","BR McDermott","MW Graham-Smith","AK Wilds","D Brigham","NR Johnstone","RL Parry","Hobart Hurricanes",NA,NA,NA,"26",85,NA
1269665,6,"Sydney Thunder","Adelaide Strikers","male","2021/22",2021-12-31,"Big Bash League","Adelaide Oval","Adelaide","Sydney Thunder","bat","JJS Sangha","DR Close","GJ Davidson","D Bhatt","Eloise Sheridan","SD Fry","Sydney Thunder",NA,NA,NA,"28",22,NA
1269666,6,"Brisbane Heat","Hobart Hurricanes","male","2021/22",2022-01-01,"Big Bash League","Bellerive Oval, Hobart","Hobart","Hobart Hurricanes","field","XC Bartlett","MW Graham-Smith","NR Johnstone","M Qureshi","BC Treloar","David Johnston","Brisbane Heat",NA,NA,NA,"29",14,NA
1269668,6,"Perth Scorchers","Melbourne Stars","male","2021/22",2022-01-02,"Big Bash League","Junction Oval, Melbourne","Melbourne","Perth Scorchers","bat","P Hatzoglou","BNJ Oxenford","Geoff Davidson","AR Hamilton","CA Polosak","RL Parry","Perth Scorchers",NA,NA,NA,"31",50,NA
1269669,6,"Sydney Thunder","Adelaide Strikers","male","2021/22",2022-01-02,"Big Bash League","Sydney Showground Stadium","Sydney","Sydney Thunder","bat","M Gilkes","GA Abood","SA Lightbody","AR Hamilton","Troy Penman","Kent Hannam","Sydney Thunder",NA,NA,NA,"32",28,NA
1269670,6,"Melbourne Stars","Melbourne Renegades","male","2021/22",2022-01-03,"Big Bash League","Melbourne Cricket Ground","Melbourne","Melbourne Stars","bat","KW Richardson","BNJ Oxenford","Geoff Davidson","Greg Azzopardi","PJ Gillespie","RW Stratford","Melbourne Renegades",5,NA,NA,"33",NA,NA
1269675,6,"Perth Scorchers","Sydney Sixers","male","2021/22",2022-01-04,"Big Bash League","Carrara Oval","Carrara","Perth Scorchers","bat","AM Hardie","GA Abood","Troy Penman","Steven Farrell","D Taylor","Kepler Wessels","Perth Scorchers",NA,NA,NA,"38",10,NA
1269672,6,"Hobart Hurricanes","Adelaide Strikers","male","2021/22",2022-01-05,"Big Bash League","Adelaide Oval","Adelaide","Adelaide Strikers","field","MW Short","PJ Gillespie","AK Wilds","D Bhatt","SJ Nogajski","SJ Davis","Adelaide Strikers",7,NA,NA,"35",NA,NA
