"striker","start_date","batting_team","bowling_team","innings","RunsScored","BallsFaced","Fours","Sixes","StrikeRate","NotOut","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"L Winfield-Hill",2021-05-29,"Northern Diamonds","Central Sparks",1,110,126,11,3,87.3015873015873,FALSE,"Rachael Heyhoe Flint Trophy",2021,1252264,"Headingley, Leeds","Leeds","Northern Diamonds","Central Sparks","Central Sparks","field",NA,"Central Sparks","2",NA
"KE Bryce",2022-07-09,"Lightning","Thunder",2,109,133,15,0,81.9548872180451,TRUE,"Rachael Heyhoe Flint Trophy",2022,1297933,"Haslegrave Ground, Loughborough","Loughborough","Thunder","Lightning","Thunder","bat",NA,"Lightning","5",NA
"EL Lamb",2024-05-08,"Thunder","Central Sparks",1,107,104,9,0,102.884615384615,FALSE,"Rachael Heyhoe Flint Trophy",2024,1427828,"Old Trafford, Manchester","Manchester","Thunder","Central Sparks","Thunder","bat",NA,"Central Sparks","3",NA
"E Threlkeld",2023-09-16,"Thunder","Western Storm",2,107,115,14,0,93.0434782608696,TRUE,"Rachael Heyhoe Flint Trophy",2023,1347456,"Old Trafford, Manchester","Manchester","Western Storm","Thunder","Western Storm","bat",NA,"Thunder","5",NA
"G Scrivens",2023-09-13,"Sunrisers","The Blaze",1,107,136,9,0,78.6764705882353,FALSE,"Rachael Heyhoe Flint Trophy",2023,1347453,"Haslegrave Ground, Loughborough","Loughborough","Sunrisers","The Blaze","The Blaze","field",NA,"Sunrisers",NA,"30"
"AJ Freeborn",2023-09-10,"Central Sparks","Sunrisers",1,107,140,8,0,76.4285714285714,TRUE,"Rachael Heyhoe Flint Trophy",2023,1347449,"County Ground, Chelmsford","Chelmsford","Central Sparks","Sunrisers","Central Sparks","bat",NA,"Sunrisers","4",NA
"HJ Armitage",2023-09-05,"Northern Diamonds","Southern Vipers",2,106,107,11,0,99.0654205607477,TRUE,"Rachael Heyhoe Flint Trophy",2023,1347446,"Roseworth Terrace, Gosforth","Gosforth","Southern Vipers","Northern Diamonds","Southern Vipers","bat",NA,"Southern Vipers",NA,"3"
"N de Klerk",2024-05-08,"The Blaze","Western Storm",2,106,113,12,1,93.8053097345133,TRUE,"Rachael Heyhoe Flint Trophy",2024,1427829,"Trent Bridge, Nottingham","Nottingham","Western Storm","The Blaze","The Blaze","field",NA,"The Blaze","4",NA
"A Dowse",2023-09-13,"Sunrisers","The Blaze",1,105,110,13,1,95.4545454545455,FALSE,"Rachael Heyhoe Flint Trophy",2023,1347453,"Haslegrave Ground, Loughborough","Loughborough","Sunrisers","The Blaze","The Blaze","field",NA,"Sunrisers",NA,"30"
"GM Hennessy",2020-09-19,"Western Storm","Sunrisers",1,105,110,14,0,95.4545454545455,FALSE,"Rachael Heyhoe Flint Trophy",2020,1229349,"County Ground, Bristol","Bristol","Western Storm","Sunrisers","Sunrisers","field",NA,"Western Storm",NA,"47"
"SIR Dunkley",2021-05-29,"South East Stars","Sunrisers",1,104,93,13,0,111.827956989247,TRUE,"Rachael Heyhoe Flint Trophy",2021,1252266,"County Ground, Chelmsford","Chelmsford","South East Stars","Sunrisers","Sunrisers","field",NA,"South East Stars",NA,"135"
"KE Bryce",2022-09-11,"Lightning","Sunrisers",1,104,109,9,0,95.4128440366973,FALSE,"Rachael Heyhoe Flint Trophy",2022,1297949,"County Ground, Chelmsford","Chelmsford","Lightning","Sunrisers","Sunrisers","field",NA,"Lightning",NA,"70"
"NR Sciver",2020-08-31,"Northern Diamonds","Lightning",1,104,116,13,0,89.6551724137931,FALSE,"Rachael Heyhoe Flint Trophy",2020,1229333,"Riverside Ground, Chester-le-Street","Chester-le-Street","Northern Diamonds","Lightning","Northern Diamonds","bat",NA,"Northern Diamonds",NA,"9"
"GEB Boyce",2023-09-13,"The Blaze","Sunrisers",2,104,126,9,0,82.5396825396825,FALSE,"Rachael Heyhoe Flint Trophy",2023,1347453,"Haslegrave Ground, Loughborough","Loughborough","Sunrisers","The Blaze","The Blaze","field",NA,"Sunrisers",NA,"30"
"SN Luff",2020-09-11,"Western Storm","South East Stars",2,104,133,12,1,78.1954887218045,TRUE,"Rachael Heyhoe Flint Trophy",2020,1229339,"County Ground, Bristol","Bristol","South East Stars","Western Storm","South East Stars","bat",NA,"Western Storm","7",NA
"HJ Armitage",2024-04-24,"Northern Diamonds","Western Storm",1,103,114,13,0,90.3508771929825,FALSE,"Rachael Heyhoe Flint Trophy",2024,1427811,"Headingley, Leeds","Leeds","Northern Diamonds","Western Storm","Western Storm","field",NA,"Northern Diamonds",NA,"10"
"CR Knott",2024-05-04,"Southern Vipers","Western Storm",1,102,112,12,0,91.0714285714286,FALSE,"Rachael Heyhoe Flint Trophy",2024,1427823,"County Ground, Bristol","Bristol","Southern Vipers","Western Storm","Western Storm","field",NA,"Southern Vipers",NA,"4"
"SIR Dunkley",2023-05-10,"South East Stars","Northern Diamonds",1,101,101,7,1,100,TRUE,"Rachael Heyhoe Flint Trophy",2023,1347420,"North Marine Road Ground, Scarborough","Scarborough","South East Stars","Northern Diamonds","Northern Diamonds","field",NA,"Northern Diamonds","3",NA
