"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","umpire1","umpire2","match_referee","winner","winner_runs","winner_wickets","player_of_match","reserve_umpire","method","match_number","outcome","tv_umpire"
1347428,6,"Central Sparks","South East Stars","female","2023",2023-07-07,"Rachael Heyhoe Flint Trophy","Woodbridge Road, Guildford","Guildford","Central Sparks","bat","J Jarvis","Mark Newell","SM Bartlett","Central Sparks",21,NA,NA,NA,NA,"26",NA,NA
1347429,6,"Southern Vipers","Thunder","female","2023",2023-07-07,"Rachael Heyhoe Flint Trophy","Trafalgar Road Ground, Southport","Southport","Southern Vipers","bat","G Bambury","Hassan Adnan","H Pack",NA,NA,NA,NA,NA,NA,"27","tie",NA
1347431,6,"South East Stars","Sunrisers","female","2023",2023-07-11,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","F Richards","S Widdup","SM Bartlett","South East Stars",19,NA,NA,NA,"D/L","29",NA,NA
1347432,6,"Southern Vipers","The Blaze","female","2023",2023-07-11,"Rachael Heyhoe Flint Trophy","New Close County Cricket Ground, Newport, Isle-of-Wight","Newport","The Blaze","field","J Jarvis","WRP Fernando","H Pack","The Blaze",NA,4,NA,NA,NA,"30",NA,NA
1347433,6,"Northern Diamonds","Thunder","female","2023",2023-07-11,"Rachael Heyhoe Flint Trophy","Roseworth Terrace, Gosforth","Gosforth","Thunder","field","A Clark","AC Harris","IL Herbert","Thunder",NA,6,NA,NA,NA,"31",NA,NA
1347434,6,"Northern Diamonds","Central Sparks","female","2023",2023-07-15,"Rachael Heyhoe Flint Trophy","Headingley, Leeds","Leeds","Central Sparks","field","G Bambury","S Widdup","IL Herbert","Central Sparks",NA,5,NA,NA,"D/L","32",NA,NA
1347435,6,"Western Storm","Southern Vipers","female","2023",2023-07-15,"Rachael Heyhoe Flint Trophy","Millfield School, Street","Street","Southern Vipers","field","BJ Peverall","S McLelland","SM Bartlett","Southern Vipers",NA,4,NA,NA,"D/L","33",NA,NA
1347437,6,"The Blaze","South East Stars","female","2023",2023-07-17,"Rachael Heyhoe Flint Trophy","The John Fretwell Sporting Complex, Nettleworth","Nettleworth","The Blaze","bat","Chris Watts","G Bambury","H Pack","South East Stars",NA,2,NA,NA,"D/L","35",NA,NA
1347438,6,"Northern Diamonds","Southern Vipers","female","2023",2023-07-22,"Rachael Heyhoe Flint Trophy","Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","field","AC Harris","BJ Peverall","SM Bartlett",NA,NA,NA,NA,NA,NA,"36","no result",NA
1347441,6,"Western Storm","South East Stars","female","2023",2023-07-22,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","field","JC Tredwell","J Jarvis",NA,NA,NA,NA,NA,NA,NA,"39","no result",NA
1347442,6,"Western Storm","Sunrisers","female","2023",2023-07-24,"Rachael Heyhoe Flint Trophy","College Ground, Cheltenham","Cheltenham","Sunrisers","field","AC Harris","J Ibbotson","SG Hinks","Western Storm",6,NA,NA,NA,NA,"40",NA,NA
1347443,6,"South East Stars","Thunder","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","Woodbridge Road, Guildford","Guildford","South East Stars","bat","F Richards","W Mohammed","SJ Davis","Thunder",NA,6,NA,NA,NA,"41",NA,NA
1347444,6,"Central Sparks","The Blaze","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","Edgbaston Foundation Community Sports Ground, Birmingham","Birmingham","Central Sparks","bat","PK Baldwin","WRP Fernando","SM Bartlett","The Blaze",NA,3,NA,NA,NA,"42",NA,NA
1347445,6,"Western Storm","Sunrisers","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","Radlett Cricket Club, Radlett","Radlett","Western Storm","bat","G Brown","NJ Llong","H Pack","Sunrisers",NA,4,NA,NA,NA,"43",NA,NA
1347446,6,"Southern Vipers","Northern Diamonds","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","Roseworth Terrace, Gosforth","Gosforth","Southern Vipers","bat","A Clark","James Middlebrook","DE Malcolm","Southern Vipers",3,NA,NA,NA,NA,"44",NA,NA
1347448,6,"Southern Vipers","Thunder","female","2023",2023-09-09,"Rachael Heyhoe Flint Trophy","Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","bat","AC Harris","Hassan Adnan","AJ Swann","Southern Vipers",64,NA,NA,NA,NA,"46",NA,NA
1347447,6,"South East Stars","The Blaze","female","2023",2023-09-10,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","G Bambury","Surendiran Shanmugam","SM Bartlett","South East Stars",107,NA,NA,NA,NA,"45",NA,NA
1347449,6,"Central Sparks","Sunrisers","female","2023",2023-09-10,"Rachael Heyhoe Flint Trophy","County Ground, Chelmsford","Chelmsford","Central Sparks","bat","AC Harris","JC Tredwell","H Pack","Sunrisers",NA,4,NA,NA,NA,"47",NA,NA
1347450,6,"Northern Diamonds","Western Storm","female","2023",2023-09-10,"Rachael Heyhoe Flint Trophy","The Cooper Associates County Ground, Taunton","Taunton","Western Storm","field","WRP Fernando","S Widdup","SJ Davis","Northern Diamonds",31,NA,NA,NA,NA,"48",NA,NA
1347451,6,"Southern Vipers","South East Stars","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","The Rose Bowl, Southampton","Southampton","Southern Vipers","bat","BJ Peverall","WRP Fernando","SM Bartlett","Southern Vipers",58,NA,NA,NA,NA,"49",NA,NA
1347452,6,"Northern Diamonds","Thunder","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","Rookwood, Sale","Sale","Thunder","field","J Ibbotson","Naeem Ashraf","IL Herbert","Northern Diamonds",48,NA,NA,NA,NA,"50",NA,NA
1347453,6,"Sunrisers","The Blaze","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","Haslegrave Ground, Loughborough","Loughborough","The Blaze","field","AC Harris","Hassan Adnan","WR Smith","Sunrisers",30,NA,NA,NA,NA,"51",NA,NA
1347454,6,"Western Storm","Central Sparks","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","The Cooper Associates County Ground, Taunton","Taunton","Central Sparks","field","G Brown","ID Blackwell","H Pack","Central Sparks",NA,7,NA,NA,NA,"52",NA,NA
1347455,6,"South East Stars","Central Sparks","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","Edgbaston, Birmingham","Birmingham","Central Sparks","field","J Ibbotson","Naeem Ashraf","H Pack","South East Stars",152,NA,NA,NA,NA,"53",NA,NA
1347456,6,"Western Storm","Thunder","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","Old Trafford, Manchester","Manchester","Western Storm","bat","BJ Peverall","G Bambury","SM Bartlett","Thunder",NA,5,NA,NA,NA,"54",NA,NA
1347457,6,"Southern Vipers","The Blaze","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","Haslegrave Ground, Loughborough","Loughborough","The Blaze","field","AC Harris","J Naeem","JJ Swift","Southern Vipers",126,NA,NA,NA,NA,"55",NA,NA
1347458,6,"Northern Diamonds","Sunrisers","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","Riverside Ground, Chester-le-Street","Chester-le-Street","Sunrisers","field","G Brown","Hassan Adnan","SG Hinks","Sunrisers",NA,6,NA,NA,"D/L","56",NA,NA
1347459,6,"South East Stars","The Blaze","female","2023",2023-09-21,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","G Bambury","JC Tredwell","SM Bartlett","The Blaze",NA,8,NA,NA,"D/L",NA,NA,NA
1347460,6,"The Blaze","Southern Vipers","female","2023",2023-09-24,"Rachael Heyhoe Flint Trophy","County Ground, Northampton","Northampton","Southern Vipers","field","BJ Peverall","WRP Fernando","H Pack","Southern Vipers",NA,5,NA,NA,NA,NA,NA,NA
1427806,6,"Thunder","Northern Diamonds","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","Riverside Ground, Chester-le-Street","Chester-le-Street","Northern Diamonds","field","J Naeem","S Widdup","WR Smith","Northern Diamonds",NA,9,NA,NA,NA,"1",NA,NA
1427807,6,"Central Sparks","The Blaze","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","Edgbaston, Birmingham","Birmingham","Central Sparks","bat","G Bambury","Rob White","AJ Swann","Central Sparks",78,NA,NA,NA,NA,"2",NA,NA
1427808,6,"Southern Vipers","South East Stars","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","field","JC Tredwell","S McLelland","H Pack","South East Stars",NA,4,NA,NA,NA,"3",NA,NA
1427809,6,"Western Storm","Sunrisers","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","Sophia Gardens, Cardiff","Cardiff","Sunrisers","field","AY Harris","ID Blackwell","AW Smith","Sunrisers",NA,8,NA,NA,NA,"4",NA,NA
1427810,6,"The Blaze","South East Stars","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","Grace Road, Leicester","Leicester","The Blaze","bat","J Naeem","PK Baldwin","Phil Whitticase","South East Stars",NA,8,NA,NA,NA,"5",NA,NA
1427811,6,"Northern Diamonds","Western Storm","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","Headingley, Leeds","Leeds","Western Storm","field","Chris Watts","G Brown","H Pack","Northern Diamonds",10,NA,NA,NA,NA,"6",NA,NA
1427812,6,"Thunder","Sunrisers","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","Old Trafford, Manchester","Manchester","Sunrisers","field","A Clark","S Widdup","Wayne Noon","Thunder",142,NA,NA,NA,NA,"7",NA,NA
1427813,6,"Central Sparks","Southern Vipers","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","Sir Paul Getty's Ground, Wormsley","Wormsley","Southern Vipers","field","ID Blackwell","WRP Fernando","SJ Davis","Southern Vipers",NA,7,NA,NA,NA,"8",NA,NA
1427814,6,"South East Stars","Central Sparks","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","JC Tredwell","S McLelland","JJ Swift","South East Stars",71,NA,NA,NA,"D/L","9",NA,NA
1427815,6,"The Blaze","Sunrisers","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","County Ground, Chelmsford","Chelmsford","Sunrisers","field","F Richards","S Widdup","PM Such","Sunrisers",NA,7,NA,NA,NA,"10",NA,NA
1427816,6,"Western Storm","Thunder","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","Old Trafford, Manchester","Manchester","Thunder","field","G Bambury","PK Baldwin","IL Herbert","Western Storm",66,NA,NA,NA,NA,"11",NA,NA
1427817,6,"Southern Vipers","Northern Diamonds","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","The Rose Bowl, Southampton","Southampton","Northern Diamonds","field","BJ Peverall","WRP Fernando","H Pack","Southern Vipers",70,NA,NA,NA,"D/L","12",NA,NA
1427818,6,"Northern Diamonds","The Blaze","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","North Marine Road Ground, Scarborough","Scarborough","Northern Diamonds","bat","A Clark","S Redfern","IL Herbert","The Blaze",NA,2,NA,NA,NA,"13",NA,NA
1427819,6,"Central Sparks","Sunrisers","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","Chester Road North Ground, Kidderminster","Kidderminster","Sunrisers","field","J Ibbotson","Naeem Ashraf","Wayne Noon","Sunrisers",NA,5,NA,NA,NA,"14",NA,NA
1427820,6,"South East Stars","Western Storm","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","The Cooper Associates County Ground, Taunton","Taunton","Western Storm","field","AC Harris","G Brown","Phil Whitticase","Western Storm",8,NA,NA,NA,"D/L","15",NA,NA
1427821,6,"Thunder","Southern Vipers","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","Sir Paul Getty's Ground, Wormsley","Wormsley","Southern Vipers","field","BJ Peverall","J Jarvis","SJ Davis","Southern Vipers",NA,3,NA,NA,NA,"16",NA,NA
1427822,6,"Northern Diamonds","Central Sparks","female","2024",2024-05-04,"Rachael Heyhoe Flint Trophy","Edgbaston, Birmingham","Birmingham","Northern Diamonds","bat","AC Harris","G Bambury","IL Herbert","Northern Diamonds",1,NA,NA,NA,NA,"17",NA,NA
1427823,6,"Southern Vipers","Western Storm","female","2024",2024-05-04,"Rachael Heyhoe Flint Trophy","County Ground, Bristol","Bristol","Western Storm","field","F Richards","S Redfern","JJ Swift","Southern Vipers",4,NA,NA,NA,NA,"18",NA,NA
1427824,6,"Sunrisers","South East Stars","female","2024",2024-05-04,"Rachael Heyhoe Flint Trophy","County Ground, Northampton","Northampton","Sunrisers","bat","J Ibbotson","NL Bainton","H Pack","South East Stars",NA,5,NA,NA,NA,"19",NA,NA
1427825,6,"The Blaze","Thunder","female","2024",2024-05-06,"Rachael Heyhoe Flint Trophy","Trent Bridge, Nottingham","Nottingham","Thunder","field","Chris Watts","WRP Fernando","JJ Whitaker","Thunder",NA,1,NA,NA,NA,"20",NA,NA
1427826,6,"Northern Diamonds","South East Stars","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","Northern Diamonds","bat","J Jarvis","Surendiran Shanmugam","PM Such","Northern Diamonds",3,NA,NA,NA,NA,"21",NA,NA
1427827,6,"Southern Vipers","Sunrisers","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","Radlett Cricket Club, Radlett","Radlett","Sunrisers","field","G Brown","JD Shantry","AM Smith","Sunrisers",NA,3,NA,NA,NA,"22",NA,NA
1427828,6,"Thunder","Central Sparks","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","Old Trafford, Manchester","Manchester","Thunder","bat","A Clark","Naeem Ashraf","SG Hinks","Central Sparks",NA,3,NA,NA,NA,"23",NA,NA
1427829,6,"Western Storm","The Blaze","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","Trent Bridge, Nottingham","Nottingham","The Blaze","field","AC Harris","J Naeem","WR Smith","The Blaze",NA,4,NA,NA,NA,"24",NA,NA
1427830,6,"Central Sparks","Northern Diamonds","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","North Marine Road Ground, Scarborough","Scarborough","Central Sparks","bat","G Brown","James Middlebrook","AW Smith","Northern Diamonds",NA,4,NA,NA,NA,"25",NA,NA
1427831,6,"The Blaze","South East Stars","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","field","JD Shantry","S McLelland","PM Such","The Blaze",133,NA,NA,NA,"D/L","26",NA,NA
1427832,6,"Sunrisers","Thunder","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","County Ground, Chelmsford","Chelmsford","Sunrisers","bat","J Jarvis","S Widdup","SM Bartlett","Sunrisers",30,NA,NA,NA,"D/L","27",NA,NA
1427833,6,"Western Storm","Southern Vipers","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","New County Ground, Hove, Brighton","Brighton","Southern Vipers","field","JC Tredwell","WRP Fernando","H Pack","Southern Vipers",NA,7,NA,NA,NA,"28",NA,NA
1427834,6,"The Blaze","Southern Vipers","female","2024",2024-07-05,"Rachael Heyhoe Flint Trophy","Queen's Park, Chesterfield","Chesterfield","The Blaze","bat","A Clark","PR Pollard","Wayne Noon","Southern Vipers",NA,4,NA,NA,NA,"29",NA,NA
1427835,6,"Western Storm","Northern Diamonds","female","2024",2024-07-07,"Rachael Heyhoe Flint Trophy","College Ground, Cheltenham","Cheltenham","Northern Diamonds","field","PR Pollard","S McLelland","JJ Swift","Northern Diamonds",NA,6,NA,NA,"D/L","30",NA,NA
1427836,6,"Central Sparks","Sunrisers","female","2024",2024-07-07,"Rachael Heyhoe Flint Trophy","Radlett Cricket Club, Radlett","Radlett","Sunrisers","field","AC Harris","F Richards","Phil Whitticase",NA,NA,NA,NA,NA,NA,"31","no result",NA
1427837,6,"South East Stars","Thunder","female","2024",2024-07-07,"Rachael Heyhoe Flint Trophy","Whitegate Park, Blackpool","Blackpool","South East Stars","bat","Hassan Adnan","J Ibbotson","JJ Whitaker","South East Stars",82,NA,NA,NA,NA,"32",NA,NA
