"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"PE Kruger",2024-01-31,"Joburg Super Kings","Sunrisers Eastern Cape",1,"2.0",0,8,3,4,9,"SA20","2023/24",1392676,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","DJ Worrall","Sunrisers Eastern Cape","9",NA
"A Nortje",2023-01-18,"Joburg Super Kings","Pretoria Capitals",1,"4.0",0,12,3,3,16,"SA20","2022/23",1343953,"SuperSport Park, Centurion","Centurion","Joburg Super Kings","Pretoria Capitals","Pretoria Capitals","field","JDS Neesham","Pretoria Capitals","6",NA
"E Bosch",2023-01-17,"Joburg Super Kings","Pretoria Capitals",1,"3.0",0,12,3,4,13,"SA20","2022/23",1343951,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Pretoria Capitals","Pretoria Capitals","field","JL du Plooy","Joburg Super Kings",NA,"6"
"S Muthusamy",2023-01-20,"Durban's Super Giants","Pretoria Capitals",1,"4.0",0,12,3,3,14,"SA20","2022/23",1343955,"Kingsmead, Durban","Durban","Durban's Super Giants","Pretoria Capitals","Durban's Super Giants","bat","S Muthusamy","Pretoria Capitals","8",NA
"BC Fortuin",2023-01-17,"Durban's Super Giants","Paarl Royals",2,"4.0",0,14,3,3.5,15,"SA20","2022/23",1343950,"Boland Park, Paarl","Paarl","Paarl Royals","Durban's Super Giants","Durban's Super Giants","field","BC Fortuin","Paarl Royals",NA,"10"
"WD Parnell",2023-01-23,"MI Cape Town","Pretoria Capitals",2,"3.1",0,14,3,4.42105263157895,11,"SA20","2022/23",1343960,"Newlands, Cape Town","Cape Town","Pretoria Capitals","MI Cape Town","MI Cape Town","field","WG Jacks","Pretoria Capitals",NA,"52"
"BC Fortuin",2024-01-21,"MI Cape Town","Paarl Royals",2,"4.0",0,15,3,3.75,11,"SA20","2023/24",1392665,"Boland Park, Paarl","Paarl","Paarl Royals","MI Cape Town","MI Cape Town","field","BC Fortuin","Paarl Royals",NA,"59"
"BC Fortuin",2023-01-13,"Joburg Super Kings","Paarl Royals",1,"4.0",0,16,3,4,11,"SA20","2022/23",1343944,"Boland Park, Paarl","Paarl","Joburg Super Kings","Paarl Royals","Joburg Super Kings","bat","BC Fortuin","Paarl Royals","7",NA
"Rashid Khan",2023-01-23,"Pretoria Capitals","MI Cape Town",1,"4.0",0,16,3,4,11,"SA20","2022/23",1343960,"Newlands, Cape Town","Cape Town","Pretoria Capitals","MI Cape Town","MI Cape Town","field","WG Jacks","Pretoria Capitals",NA,"52"
"L Ngidi",2024-01-17,"Joburg Super Kings","Paarl Royals",1,"3.5",0,17,3,4.43478260869565,12,"SA20","2023/24",1392660,"Boland Park, Paarl","Paarl","Joburg Super Kings","Paarl Royals","Joburg Super Kings","bat","JC Buttler","Paarl Royals","7",NA
"MP Stoinis",2024-01-23,"MI Cape Town","Durban's Super Giants",2,"4.0",0,18,3,4.5,12,"SA20","2023/24",1392667,"Newlands, Cape Town","Cape Town","Durban's Super Giants","MI Cape Town","MI Cape Town","field","GF Linde","Durban's Super Giants",NA,"36"
"RJW Topley",2024-01-15,"Joburg Super Kings","Durban's Super Giants",2,"4.0",0,19,3,4.75,14,"SA20","2023/24",1392658,"Kingsmead, Durban","Durban","Durban's Super Giants","Joburg Super Kings","Durban's Super Giants","bat","H Klaasen","Durban's Super Giants",NA,"37"
"BC Fortuin",2023-01-19,"Sunrisers Eastern Cape","Paarl Royals",2,"4.0",1,20,3,5,14,"SA20","2022/23",1343954,"Boland Park, Paarl","Paarl","Paarl Royals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","AK Markram","Sunrisers Eastern Cape","5",NA
"DJ Worrall",2024-01-31,"Joburg Super Kings","Sunrisers Eastern Cape",1,"4.0",0,20,3,5,16,"SA20","2023/24",1392676,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","DJ Worrall","Sunrisers Eastern Cape","9",NA
"TP Kaber",2024-01-19,"Paarl Royals","MI Cape Town",1,"4.0",0,20,3,5,14,"SA20","2023/24",1392662,"Newlands, Cape Town","Cape Town","Paarl Royals","MI Cape Town","MI Cape Town","field","RD Rickelton","MI Cape Town","8",NA
"E Jones",2023-01-13,"Joburg Super Kings","Paarl Royals",1,"2.2",0,21,3,9,5,"SA20","2022/23",1343944,"Boland Park, Paarl","Paarl","Joburg Super Kings","Paarl Royals","Joburg Super Kings","bat","BC Fortuin","Paarl Royals","7",NA
"G Coetzee",2023-01-24,"Durban's Super Giants","Joburg Super Kings",1,"3.0",0,21,3,7,7,"SA20","2022/23",1343962,"The Wanderers Stadium, Johannesburg","Johannesburg","Durban's Super Giants","Joburg Super Kings","Joburg Super Kings","field","F du Plessis","Joburg Super Kings","8",NA
"A Nortje",2023-01-23,"MI Cape Town","Pretoria Capitals",2,"4.0",0,22,3,5.5,13,"SA20","2022/23",1343960,"Newlands, Cape Town","Cape Town","Pretoria Capitals","MI Cape Town","MI Cape Town","field","WG Jacks","Pretoria Capitals",NA,"52"
"DJ Worrall",2024-01-22,"Pretoria Capitals","Sunrisers Eastern Cape",1,"4.0",0,22,3,5.5,14,"SA20","2023/24",1392666,"St George's Park, Gqeberha","Gqeberha","Pretoria Capitals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","OEG Baartman","Sunrisers Eastern Cape","9",NA
"K Rabada",2023-02-02,"Durban's Super Giants","MI Cape Town",2,"4.0",0,22,3,5.5,13,"SA20","2022/23",1343963,"Kingsmead, Durban","Durban","MI Cape Town","Durban's Super Giants","Durban's Super Giants","field","Q de Kock","Durban's Super Giants","5",NA
"Noor Ahmad",2024-01-23,"MI Cape Town","Durban's Super Giants",2,"4.0",0,22,3,5.5,13,"SA20","2023/24",1392667,"Newlands, Cape Town","Cape Town","Durban's Super Giants","MI Cape Town","MI Cape Town","field","GF Linde","Durban's Super Giants",NA,"36"
"KI Simmonds",2023-02-05,"Sunrisers Eastern Cape","Joburg Super Kings",2,"4.0",0,23,3,5.75,7,"SA20","2022/23",1343967,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Sunrisers Eastern Cape","Joburg Super Kings","bat","F du Plessis","Joburg Super Kings",NA,"24"
"KI Simmonds",2023-02-06,"MI Cape Town","Joburg Super Kings",2,"3.0",0,23,3,7.66666666666667,6,"SA20","2022/23",1343969,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","MI Cape Town","MI Cape Town","field","JL du Plooy","Joburg Super Kings",NA,"76"
"OF Smith",2023-01-16,"Sunrisers Eastern Cape","MI Cape Town",2,"2.3",0,23,3,9.2,5,"SA20","2022/23",1343949,"St George's Park, Gqeberha","Gqeberha","MI Cape Town","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","AK Markram","Sunrisers Eastern Cape","4",NA
"MP Stoinis",2024-01-26,"Paarl Royals","Durban's Super Giants",2,"4.0",0,24,3,6,9,"SA20","2023/24",1392670,"Boland Park, Paarl","Paarl","Durban's Super Giants","Paarl Royals","Durban's Super Giants","bat","Q de Kock","Durban's Super Giants",NA,"57"
"DM Dupavillon",2024-01-30,"Durban's Super Giants","Pretoria Capitals",1,"4.0",0,25,3,6.25,12,"SA20","2023/24",1392675,"Kingsmead, Durban","Durban","Durban's Super Giants","Pretoria Capitals","Durban's Super Giants","bat","MP Breetzke","Durban's Super Giants",NA,"8"
"LB Williams",2024-01-20,"Pretoria Capitals","Joburg Super Kings",1,"4.0",0,26,3,6.5,9,"SA20","2023/24",1392664,"The Wanderers Stadium, Johannesburg","Johannesburg","Pretoria Capitals","Joburg Super Kings","Pretoria Capitals","bat","D Ferreira","Joburg Super Kings","6",NA
"N Burger",2024-02-07,"Paarl Royals","Joburg Super Kings",1,"4.0",0,26,3,6.5,16,"SA20","2023/24",1392683,"The Wanderers Stadium, Johannesburg","Johannesburg","Paarl Royals","Joburg Super Kings","Joburg Super Kings","field","SJ Cook","Joburg Super Kings","9",NA
"S Muthusamy",2024-01-30,"Durban's Super Giants","Pretoria Capitals",1,"4.0",0,26,3,6.5,9,"SA20","2023/24",1392675,"Kingsmead, Durban","Durban","Durban's Super Giants","Pretoria Capitals","Durban's Super Giants","bat","MP Breetzke","Durban's Super Giants",NA,"8"
"SM Curran",2023-02-04,"Pretoria Capitals","MI Cape Town",2,"4.0",0,26,3,6.5,13,"SA20","2022/23",1343966,"SuperSport Park, Centurion","Centurion","MI Cape Town","Pretoria Capitals","Pretoria Capitals","field","RR Rossouw","Pretoria Capitals","1",NA
"G Coetzee",2023-02-06,"MI Cape Town","Joburg Super Kings",2,"3.5",0,27,3,7.04347826086956,13,"SA20","2022/23",1343969,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","MI Cape Town","MI Cape Town","field","JL du Plooy","Joburg Super Kings",NA,"76"
"JC Archer",2023-01-10,"Paarl Royals","MI Cape Town",1,"4.0",1,27,3,6.75,12,"SA20","2022/23",1343941,"Newlands, Cape Town","Cape Town","Paarl Royals","MI Cape Town","MI Cape Town","field","D Brevis","MI Cape Town","8",NA
"M Jansen",2024-01-25,"Pretoria Capitals","Sunrisers Eastern Cape",1,"3.3",0,27,3,7.71428571428571,12,"SA20","2023/24",1392669,"SuperSport Park, Centurion","Centurion","Pretoria Capitals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","E Bosch","Pretoria Capitals",NA,"3"
"JDS Neesham",2023-02-07,"Paarl Royals","Pretoria Capitals",2,"2.0",0,28,3,14,4,"SA20","2022/23",1343970,"SuperSport Park, Centurion","Centurion","Pretoria Capitals","Paarl Royals","Paarl Royals","field","BKG Mendis","Pretoria Capitals",NA,"59"
"AL Phehlukwayo",2023-02-08,"Pretoria Capitals","Paarl Royals",1,"4.0",0,29,3,7.25,8,"SA20","2022/23",1343971,"The Wanderers Stadium, Johannesburg","Johannesburg","Pretoria Capitals","Paarl Royals","Paarl Royals","field","RR Rossouw","Pretoria Capitals",NA,"29"
"AU Rashid",2024-01-25,"Sunrisers Eastern Cape","Pretoria Capitals",2,"4.0",0,30,3,7.5,9,"SA20","2023/24",1392669,"SuperSport Park, Centurion","Centurion","Pretoria Capitals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","E Bosch","Pretoria Capitals",NA,"3"
"M Theekshana",2023-01-24,"Durban's Super Giants","Joburg Super Kings",1,"4.0",0,30,3,7.5,13,"SA20","2022/23",1343962,"The Wanderers Stadium, Johannesburg","Johannesburg","Durban's Super Giants","Joburg Super Kings","Joburg Super Kings","field","F du Plessis","Joburg Super Kings","8",NA
"AL Phehlukwayo",2024-02-04,"Sunrisers Eastern Cape","Paarl Royals",2,"4.0",0,33,3,8.25,8,"SA20","2023/24",1392681,"St George's Park, Gqeberha","Gqeberha","Paarl Royals","Sunrisers Eastern Cape","Paarl Royals","bat","PE Kruger","Sunrisers Eastern Cape","5",NA
"CJ Dala",2023-02-05,"Pretoria Capitals","Durban's Super Giants",2,"4.0",0,33,3,8.25,12,"SA20","2022/23",1343968,"SuperSport Park, Centurion","Centurion","Durban's Super Giants","Pretoria Capitals","Pretoria Capitals","field","H Klaasen","Durban's Super Giants",NA,"151"
"WD Parnell",2024-01-25,"Sunrisers Eastern Cape","Pretoria Capitals",2,"4.0",1,33,3,8.25,13,"SA20","2023/24",1392669,"SuperSport Park, Centurion","Centurion","Pretoria Capitals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","E Bosch","Pretoria Capitals",NA,"3"
"K Rabada",2023-01-18,"Sunrisers Eastern Cape","MI Cape Town",2,"4.0",0,34,3,8.5,14,"SA20","2022/23",1343952,"Newlands, Cape Town","Cape Town","MI Cape Town","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","M Jansen","Sunrisers Eastern Cape","2",NA
"RJW Topley",2023-01-15,"Paarl Royals","Durban's Super Giants",2,"4.0",0,34,3,8.5,8,"SA20","2022/23",1343948,"Kingsmead, Durban","Durban","Durban's Super Giants","Paarl Royals","Durban's Super Giants","bat","H Klaasen","Durban's Super Giants",NA,"27"
"RJW Topley",2024-01-18,"Pretoria Capitals","Durban's Super Giants",1,"4.0",1,34,3,8.5,14,"SA20","2023/24",1392661,"SuperSport Park, Centurion","Centurion","Pretoria Capitals","Durban's Super Giants","Pretoria Capitals","bat","WG Jacks","Pretoria Capitals",NA,"17"
"OEG Baartman",2024-01-16,"MI Cape Town","Sunrisers Eastern Cape",2,"4.0",0,35,3,8.75,10,"SA20","2023/24",1392659,"Newlands, Cape Town","Cape Town","Sunrisers Eastern Cape","MI Cape Town","Sunrisers Eastern Cape","bat","J Hermann","Sunrisers Eastern Cape",NA,"4"
"JC Archer",2023-01-23,"Pretoria Capitals","MI Cape Town",1,"4.0",0,37,3,9.25,11,"SA20","2022/23",1343960,"Newlands, Cape Town","Cape Town","Pretoria Capitals","MI Cape Town","MI Cape Town","field","WG Jacks","Pretoria Capitals",NA,"52"
"N Thushara",2024-02-01,"Pretoria Capitals","MI Cape Town",2,"4.0",0,37,3,9.25,11,"SA20","2023/24",1392677,"SuperSport Park, Centurion","Centurion","MI Cape Town","Pretoria Capitals","MI Cape Town","bat","K Verreynne","MI Cape Town",NA,"34"
"R Shepherd",2024-01-20,"Pretoria Capitals","Joburg Super Kings",1,"4.0",0,39,3,9.75,8,"SA20","2023/24",1392664,"The Wanderers Stadium, Johannesburg","Johannesburg","Pretoria Capitals","Joburg Super Kings","Pretoria Capitals","bat","D Ferreira","Joburg Super Kings","6",NA
"OEG Baartman",2023-01-16,"MI Cape Town","Sunrisers Eastern Cape",1,"4.0",0,45,3,11.25,9,"SA20","2022/23",1343949,"St George's Park, Gqeberha","Gqeberha","MI Cape Town","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","AK Markram","Sunrisers Eastern Cape","4",NA
"LB Williams",2024-02-03,"Durban's Super Giants","Joburg Super Kings",1,"4.0",0,47,3,11.75,9,"SA20","2023/24",1392680,"The Wanderers Stadium, Johannesburg","Johannesburg","Durban's Super Giants","Joburg Super Kings","Joburg Super Kings","field","F du Plessis","Joburg Super Kings","7",NA
"WD Parnell",2024-02-01,"MI Cape Town","Pretoria Capitals",1,"4.0",0,57,3,14.25,7,"SA20","2023/24",1392677,"SuperSport Park, Centurion","Centurion","MI Cape Town","Pretoria Capitals","MI Cape Town","bat","K Verreynne","MI Cape Town",NA,"34"
"AK Markram",2023-02-05,"Joburg Super Kings","Sunrisers Eastern Cape",1,"1.0",0,7,2,7,3,"SA20","2022/23",1343967,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Sunrisers Eastern Cape","Joburg Super Kings","bat","F du Plessis","Joburg Super Kings",NA,"24"
"WG Jacks",2023-01-22,"Paarl Royals","Pretoria Capitals",2,"1.0",0,7,2,7,2,"SA20","2022/23",1343958,"Boland Park, Paarl","Paarl","Pretoria Capitals","Paarl Royals","Pretoria Capitals","bat","DA Miller","Paarl Royals","6",NA
"AK Markram",2023-01-16,"MI Cape Town","Sunrisers Eastern Cape",1,"2.0",0,8,2,4,4,"SA20","2022/23",1343949,"St George's Park, Gqeberha","Gqeberha","MI Cape Town","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","AK Markram","Sunrisers Eastern Cape","4",NA
"E Bosch",2023-01-20,"Durban's Super Giants","Pretoria Capitals",1,"3.0",0,10,2,3.33333333333333,11,"SA20","2022/23",1343955,"Kingsmead, Durban","Durban","Durban's Super Giants","Pretoria Capitals","Durban's Super Giants","bat","S Muthusamy","Pretoria Capitals","8",NA
"OF Smith",2023-01-14,"Joburg Super Kings","MI Cape Town",1,"2.0",0,10,2,5,6,"SA20","2022/23",1343947,"Newlands, Cape Town","Cape Town","Joburg Super Kings","MI Cape Town","MI Cape Town","field","K Rabada","MI Cape Town","7",NA
"M Jansen",2024-01-22,"Pretoria Capitals","Sunrisers Eastern Cape",1,"3.0",0,11,2,3.66666666666667,13,"SA20","2023/24",1392666,"St George's Park, Gqeberha","Gqeberha","Pretoria Capitals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","OEG Baartman","Sunrisers Eastern Cape","9",NA
"RE van der Merwe",2023-01-24,"Paarl Royals","Sunrisers Eastern Cape",2,"4.0",0,11,2,2.75,13,"SA20","2022/23",1343961,"St George's Park, Gqeberha","Gqeberha","Sunrisers Eastern Cape","Paarl Royals","Sunrisers Eastern Cape","bat","DA Miller","Paarl Royals","5",NA
"T Shamsi",2024-01-21,"MI Cape Town","Paarl Royals",2,"4.0",1,11,2,2.75,13,"SA20","2023/24",1392665,"Boland Park, Paarl","Paarl","Paarl Royals","MI Cape Town","MI Cape Town","field","BC Fortuin","Paarl Royals",NA,"59"
"K Rabada",2023-01-14,"Joburg Super Kings","MI Cape Town",1,"4.0",0,12,2,3,12,"SA20","2022/23",1343947,"Newlands, Cape Town","Cape Town","Joburg Super Kings","MI Cape Town","MI Cape Town","field","K Rabada","MI Cape Town","7",NA
"WD Parnell",2023-01-20,"Durban's Super Giants","Pretoria Capitals",1,"3.0",0,12,2,4,13,"SA20","2022/23",1343955,"Kingsmead, Durban","Durban","Durban's Super Giants","Pretoria Capitals","Durban's Super Giants","bat","S Muthusamy","Pretoria Capitals","8",NA
"G Coetzee",2023-02-05,"Sunrisers Eastern Cape","Joburg Super Kings",2,"2.0",1,13,2,6.5,7,"SA20","2022/23",1343967,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Sunrisers Eastern Cape","Joburg Super Kings","bat","F du Plessis","Joburg Super Kings",NA,"24"
"Imran Tahir",2024-01-29,"MI Cape Town","Joburg Super Kings",1,"1.0",0,13,2,13,3,"SA20","2023/24",1392674,"Newlands, Cape Town","Cape Town","MI Cape Town","Joburg Super Kings","Joburg Super Kings","field","F du Plessis","Joburg Super Kings","10",NA
"M Jansen",2024-01-31,"Joburg Super Kings","Sunrisers Eastern Cape",1,"3.2",1,13,2,3.9,14,"SA20","2023/24",1392676,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","DJ Worrall","Sunrisers Eastern Cape","9",NA
"FD Adams",2023-01-13,"Joburg Super Kings","Paarl Royals",1,"3.0",0,14,2,4.66666666666667,12,"SA20","2022/23",1343944,"Boland Park, Paarl","Paarl","Joburg Super Kings","Paarl Royals","Joburg Super Kings","bat","BC Fortuin","Paarl Royals","7",NA
"A Nortje",2023-01-20,"Durban's Super Giants","Pretoria Capitals",1,"3.1",0,15,2,4.73684210526316,12,"SA20","2022/23",1343955,"Kingsmead, Durban","Durban","Durban's Super Giants","Pretoria Capitals","Durban's Super Giants","bat","S Muthusamy","Pretoria Capitals","8",NA
"AU Rashid",2023-02-08,"Paarl Royals","Pretoria Capitals",2,"3.0",0,15,2,5,10,"SA20","2022/23",1343971,"The Wanderers Stadium, Johannesburg","Johannesburg","Pretoria Capitals","Paarl Royals","Paarl Royals","field","RR Rossouw","Pretoria Capitals",NA,"29"
"DJ Worrall",2024-02-10,"Durban's Super Giants","Sunrisers Eastern Cape",2,"4.0",0,15,2,3.75,14,"SA20","2023/24",1392685,"Newlands, Cape Town","Cape Town","Sunrisers Eastern Cape","Durban's Super Giants","Sunrisers Eastern Cape","bat","TB Abell","Sunrisers Eastern Cape",NA,"89"
"E Bosch",2024-01-27,"Joburg Super Kings","Pretoria Capitals",1,"2.4",0,15,2,5.625,10,"SA20","2023/24",1392672,"SuperSport Park, Centurion","Centurion","Joburg Super Kings","Pretoria Capitals","Pretoria Capitals","field",NA,NA,NA,NA
"GF Linde",2024-01-23,"Durban's Super Giants","MI Cape Town",1,"4.0",0,15,2,3.75,12,"SA20","2023/24",1392667,"Newlands, Cape Town","Cape Town","Durban's Super Giants","MI Cape Town","MI Cape Town","field","GF Linde","Durban's Super Giants",NA,"36"
"M Theekshana",2023-02-06,"MI Cape Town","Joburg Super Kings",2,"4.0",0,16,2,4,10,"SA20","2022/23",1343969,"The Wanderers Stadium, Johannesburg","Johannesburg","Joburg Super Kings","MI Cape Town","MI Cape Town","field","JL du Plooy","Joburg Super Kings",NA,"76"
"Noor Ahmad",2024-02-03,"Joburg Super Kings","Durban's Super Giants",2,"4.0",0,16,2,4,12,"SA20","2023/24",1392680,"The Wanderers Stadium, Johannesburg","Johannesburg","Durban's Super Giants","Joburg Super Kings","Joburg Super Kings","field","F du Plessis","Joburg Super Kings","7",NA
"RE van der Merwe",2023-01-21,"Joburg Super Kings","Sunrisers Eastern Cape",2,"4.0",0,16,2,4,10,"SA20","2022/23",1343957,"St George's Park, Gqeberha","Gqeberha","Sunrisers Eastern Cape","Joburg Super Kings","Joburg Super Kings","field","AM Phangiso","Joburg Super Kings","5",NA
"AK Markram",2023-01-12,"Pretoria Capitals","Sunrisers Eastern Cape",1,"2.0",0,17,2,8.5,6,"SA20","2022/23",1343943,"St George's Park, Gqeberha","Gqeberha","Pretoria Capitals","Sunrisers Eastern Cape","Sunrisers Eastern Cape","field","PD Salt","Pretoria Capitals",NA,"23"
