"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","outcome","method"
1355627,5,"Birmingham Phoenix","Southern Brave","male","2023",2023-08-16,"The Hundred Men's Competition","22","The Rose Bowl, Southampton","Southampton","Birmingham Phoenix","bat","TS Mills","NJ Llong","Tom Lungley","JC Tredwell","DJ Millns","Phil Whitticase","Southern Brave",NA,4,NA,NA
1355628,5,"Manchester Originals","Trent Rockets","male","2023",2023-08-17,"The Hundred Men's Competition","23","Trent Bridge, Nottingham","Nottingham","Trent Rockets","field","PD Salt","DJ Millns","MJ Saggers","N Pratt","AG Wharf","JJ Whitaker","Manchester Originals",10,NA,NA,NA
1355629,5,"London Spirit","Northern Superchargers","male","2023",2023-08-18,"The Hundred Men's Competition","24","Lord's, London","London","Northern Superchargers","field","RS Bopara","N Pratt","NJ Llong","AC Harris","M Burns","SJ Davis","London Spirit",13,NA,NA,NA
1355630,5,"Trent Rockets","Birmingham Phoenix","male","2023",2023-08-19,"The Hundred Men's Competition","25","Trent Bridge, Nottingham","Nottingham","Birmingham Phoenix","field","M Carter","Rob White","SJ O'Shaughnessy","Naeem Ashraf","DJ Millns","Phil Whitticase","Trent Rockets",46,NA,NA,NA
1355631,5,"Oval Invincibles","Southern Brave","male","2023",2023-08-19,"The Hundred Men's Competition","26","The Rose Bowl, Southampton","Southampton","Oval Invincibles","bat","TK Curran","MJ Saggers","NL Bainton","AC Harris","M Burns","DA Cosker","Oval Invincibles",8,NA,NA,NA
1355632,5,"Manchester Originals","Northern Superchargers","male","2023",2023-08-20,"The Hundred Men's Competition","27","Old Trafford, Manchester","Manchester","Manchester Originals","bat","CG Harrison","Hassan Adnan","James Middlebrook","RA Kettleborough","GD Lloyd","Phil Whitticase","Manchester Originals",81,NA,NA,NA
1355633,5,"London Spirit","Welsh Fire","male","2023",2023-08-20,"The Hundred Men's Competition","28","Sophia Gardens, Cardiff","Cardiff","London Spirit","bat","TB Abell","AG Wharf","RJ Bailey","Surendiran Shanmugam","PK Baldwin","SG Hinks","Welsh Fire",NA,6,NA,NA
1355634,5,"Trent Rockets","Oval Invincibles","male","2023",2023-08-21,"The Hundred Men's Competition","29","Kennington Oval, London","London","Trent Rockets","bat","SW Billings","PR Pollard","Rob White","AC Harris","NJ Llong","DA Cosker","Oval Invincibles",NA,5,NA,NA
1355635,5,"Northern Superchargers","Welsh Fire","male","2023",2023-08-22,"The Hundred Men's Competition","30","Headingley, Leeds","Leeds","Northern Superchargers","bat","HC Brook","MA Gough","M Burns","N Pratt","MJ Saggers","PM Such","Welsh Fire",NA,8,NA,NA
1355636,5,"Manchester Originals","Southern Brave","male","2023",2023-08-23,"The Hundred Men's Competition","31","Old Trafford, Manchester","Manchester","Southern Brave","field","DP Conway","AG Wharf","BJ Debenham","Hassan Adnan","DJ Millns","Wayne Noon","Southern Brave",NA,6,NA,NA
1355637,5,"Birmingham Phoenix","London Spirit","male","2023",2023-08-24,"The Hundred Men's Competition","32","Edgbaston, Birmingham","Birmingham","London Spirit","field","AF Milne","MA Gough","PK Baldwin","AC Harris","MJ Saggers","WR Smith","Birmingham Phoenix",77,NA,NA,NA
1355638,5,"Southern Brave","Manchester Originals","male","2023",2023-08-26,"The Hundred Men's Competition",NA,"Kennington Oval, London","London","Manchester Originals","field","JC Buttler","MJ Saggers","RJ Warren","Mark Newell","NJ Llong","PM Such","Manchester Originals",NA,7,NA,NA
1355639,5,"Oval Invincibles","Manchester Originals","male","2023",2023-08-27,"The Hundred Men's Competition",NA,"Lord's, London","London","Manchester Originals","field","TK Curran","AG Wharf","M Burns","BJ Debenham","PK Baldwin","Phil Whitticase","Oval Invincibles",14,NA,NA,NA
