"striker","innings","Runs","BallsFaced","StrikeRate","Average","Fours","Sixes","NotOuts","Hundreds","Fifties","HighScore"
"ACF Wyatt",5,59,84,70.2380952380952,11.8,9,0,0,0,0,32
"ACI Lovell",8,116,225,51.5555555555556,14.5,18,0,0,0,0,45
"AD Day",8,79,157,50.3184713375796,11.2857142857143,8,2,1,0,0,36
"AD Hales",47,2247,3350,67.0746268656716,48.8478260869565,346,13,1,6,8,236
"AD Ridley",4,52,118,44.0677966101695,17.3333333333333,9,0,1,0,0,43
"AD Thomason",29,603,1609,37.4766935985084,22.3333333333333,78,4,2,0,4,90
"AEN Riley",38,293,972,30.1440329218107,14.65,37,0,18,0,0,34
"AF Buurman",2,55,81,67.9012345679012,55,6,1,1,0,0,29
"AF Gleadall",2,29,61,47.5409836065574,29,1,0,1,0,0,27
"AF Milne",25,469,840,55.8333333333333,23.45,56,4,5,0,3,61
"AG Milton",19,267,599,44.5742904841402,15.7058823529412,39,1,2,1,0,104
"AG Prince",39,1667,2790,59.7491039426523,45.0540540540541,189,7,2,4,6,257
"AG Salter",98,1985,4648,42.7065404475043,24.8125,268,19,18,0,8,90
"AG Wakely",103,3074,6146,50.0162707452001,33.0537634408602,397,21,10,6,14,123
"AGH Orr",59,2113,4155,50.8543922984356,37.0701754385965,274,30,2,5,8,198
"AHT Donald",93,2651,3640,72.8296703296703,30.125,350,35,5,1,17,234
"AI Ross",2,14,31,45.1612903225806,7,2,0,0,0,0,10
"AJ Ball",20,448,916,48.9082969432314,24.8888888888889,67,1,2,0,2,66
"AJ Blake",19,424,752,56.3829787234043,26.5,54,6,3,0,2,89
"AJ Doolan",35,1282,2671,47.997004867091,38.8484848484849,154,10,2,2,7,247
"AJ Finch",29,1102,1579,69.7910069664345,39.3571428571429,116,24,1,2,7,110
"AJ Hall",28,662,1356,48.8200589970501,26.48,84,2,3,0,4,75
"AJ Hickey",6,64,156,41.025641025641,21.3333333333333,6,2,3,0,0,36
"AJ Hodd",53,1160,2155,53.8283062645012,24.6808510638298,153,2,6,0,9,96
"AJ Hose",56,1334,2582,51.6653756777692,24.7037037037037,189,6,2,1,6,111
"AJ Ireland",9,93,189,49.2063492063492,13.2857142857143,8,4,2,0,1,52
"AJ Leonard",6,66,188,35.1063829787234,11,8,0,0,0,0,30
"AJ McKay",7,63,151,41.7218543046358,15.75,8,0,3,0,0,18
"AJ Mellor",14,223,561,39.7504456327986,17.1538461538462,31,0,1,0,0,44
"AJ Miles",3,20,115,17.3913043478261,6.66666666666667,0,0,0,0,0,15
"AJ Nair",1,0,10,0,0,0,0,0,0,0,0
"AJ Redmond",18,395,668,59.1317365269461,23.2352941176471,61,3,1,0,2,71
"AJ Robson",98,2723,5406,50.3699593044765,28.6631578947368,392,3,3,2,24,120
"AJ Turner",19,625,1071,58.3566760037348,34.7222222222222,65,7,1,1,4,128
"AJA Wheater",130,3567,6275,56.8446215139442,30.75,455,10,14,4,19,204
"AK Kitchen",92,2694,4557,59.117840684661,30.6136363636364,321,38,4,4,14,207
"AK Markram",8,239,385,62.0779220779221,29.875,36,0,0,0,2,94
"AK Russell",5,11,57,19.2982456140351,11,0,0,4,0,0,8
"AL Davies",167,5725,9942,57.5839871253269,35.3395061728395,826,32,5,9,34,256
"AL Fekete",5,36,89,40.4494382022472,36,5,1,4,0,0,25
"AL Hughes",106,2835,6149,46.1050577329647,29.8421052631579,365,10,11,5,10,142
"AL Kandappah",2,87,113,76.9911504424779,43.5,9,3,0,0,1,87
"AL Olliver",3,31,17,182.352941176471,15.5,1,3,1,0,0,27
"AM Ali",24,593,1531,38.7328543435663,25.7826086956522,72,6,1,0,3,80
"AM Ellis",59,1979,3547,55.7936284183817,35.9818181818182,265,28,4,5,9,171
"AM Fernando",2,14,33,42.4242424242424,14,2,1,1,0,0,14
"AM Hardie",41,1287,2343,54.9295774647887,37.8529411764706,179,7,7,2,4,174
"AM Lilley",17,342,389,87.9177377892031,24.4285714285714,44,8,3,0,1,59
"AM Rahane",11,300,562,53.3807829181495,27.2727272727273,39,0,0,1,1,119
"AM Rossington",154,4600,7234,63.5886093447609,32.6241134751773,584,64,13,7,30,138
"AM Samad",2,87,170,51.1764705882353,43.5,17,0,0,0,1,87
"AN Cook",144,5961,11930,49.9664710813076,45.1590909090909,806,2,12,17,26,193
"AN Kervezee",41,1255,2201,57.0195365742844,32.1794871794872,161,10,2,2,7,110
"AN Petersen",55,2172,3682,58.9896795219989,41.7692307692308,248,17,3,5,11,191
"AO Morgan",29,565,1457,38.7783115991764,22.6,77,2,4,1,1,103
"AO Suji",2,18,71,25.3521126760563,18,1,0,1,0,0,13
"AP Agathangelou",22,389,762,51.0498687664042,19.45,59,1,2,0,1,54
"AP Barton",2,18,58,31.0344827586207,18,3,0,1,0,0,13
"AP Chandrasinghe",16,325,1302,24.9615975422427,23.2142857142857,35,0,2,1,1,119
"AP Devcich",50,1691,2151,78.6145978614598,35.2291666666667,214,32,2,4,10,132
"AP Palladino",97,1161,2409,48.1942714819427,15.0779220779221,143,8,20,0,2,60
"AP Rouse",36,738,1459,50.5825908156271,21.0857142857143,109,4,1,0,3,68
"APR Gidman",42,1343,2358,56.9550466497031,34.4358974358974,182,4,3,3,6,146
"AR Adams",15,119,130,91.5384615384615,8.5,8,6,1,0,0,31
"AR Cusack",1,38,56,67.8571428571429,38,8,0,0,0,0,38
"AR McBrine",5,116,201,57.7114427860697,29,15,1,1,0,0,40
"AR Patel",7,147,183,80.327868852459,24.5,18,2,1,0,1,95
"AR Pitcher",2,25,84,29.7619047619048,12.5,2,0,0,0,0,19
"AR Schaw",1,114,199,57.286432160804,114,11,1,0,1,0,114
"AR Sylvester",2,11,28,39.2857142857143,Inf,2,0,2,0,0,11
"AR White",2,90,157,57.3248407643312,90,14,0,1,0,1,62
"ARI Umeed",37,903,2194,41.1577028258888,26.5588235294118,106,5,3,2,2,113
"ARJ Ogborne",1,2,11,18.1818181818182,2,0,0,0,0,0,2
"AS Dale",31,218,442,49.3212669683258,10.9,24,2,11,0,1,52
"AS Hansra",2,17,29,58.6206896551724,8.5,2,0,0,0,0,17
"AS Joseph",8,148,242,61.1570247933884,18.5,20,3,0,0,1,61
"AS Luseno",2,11,16,68.75,5.5,2,0,0,0,0,11
"ASS Nijjar",11,161,367,43.8692098092643,26.8333333333333,19,2,5,0,1,53
"AT Carey",38,1536,2250,68.2666666666667,43.8857142857143,180,14,3,3,10,139
"AT Fletcher",16,220,555,39.6396396396396,14.6666666666667,29,0,1,0,1,50
"AT Thomson",51,843,1768,47.6809954751131,18.3260869565217,105,9,5,0,2,54
"ATE Hazeldine",29,421,702,59.97150997151,16.84,58,10,4,0,0,41
"AU Rashid",48,1144,2189,52.2613065326633,26.6046511627907,168,0,5,2,5,127
