"striker","innings","Runs","BallsFaced","StrikeRate","Average","Fours","Sixes","NotOuts","Hundreds","Fifties","HighScore"
"R Hackney",22,430,1084,39.6678966789668,20.4761904761905,51,1,1,1,1,102
"R Hadley",1,15,32,46.875,Inf,1,0,1,0,0,15
"RJ Quiney",2,49,93,52.6881720430108,24.5,6,0,0,0,0,48
"RP Kellepotha",1,5,15,33.3333333333333,Inf,0,0,1,0,0,5
"RP Meredith",30,153,385,39.7402597402597,17,19,3,21,0,0,44
"RR Ayre",1,1,9,11.1111111111111,Inf,0,0,1,0,0,1
"S Fanning",10,151,527,28.6527514231499,15.1,19,0,0,0,1,61
"S Konstas",6,155,375,41.3333333333333,25.8333333333333,21,0,0,0,1,57
"S Milenko",11,319,460,69.3478260869565,29,37,7,0,1,2,100
"SA Abbott",36,1047,1639,63.8804148871263,32.71875,94,28,4,1,7,102
"SB Harper",56,1416,2644,53.5552193645991,29.5,152,22,8,3,4,151
"SD Heazlett",23,460,1070,42.9906542056075,20.9090909090909,54,7,1,0,2,68
"SE Gotch",20,650,1622,40.0739827373613,46.4285714285714,68,6,6,2,4,102
"SE Marsh",36,1552,3060,50.718954248366,48.5,201,12,4,5,7,214
"SH Johnson",6,25,61,40.9836065573771,6.25,5,0,2,0,0,17
"SJ Truloff",15,178,448,39.7321428571429,11.8666666666667,24,0,0,0,0,37
"SL Kerber",3,99,193,51.2953367875648,33,14,0,0,0,1,55
"SL Rainbird",20,221,445,49.6629213483146,13,28,2,3,0,2,59
"SM Boland",34,146,558,26.1648745519713,7.3,21,0,14,0,0,24
"SM Elliott",4,140,309,45.3074433656958,46.6666666666667,15,0,1,0,1,80
"SM Whiteman",71,2753,6015,45.7689110556941,39.8985507246377,367,4,2,8,11,193
"SNJ O'Keefe",8,78,179,43.5754189944134,9.75,7,1,0,0,0,31
"SP Mackin",6,17,85,20,8.5,3,0,4,0,0,15
"SPD Smith",10,214,459,46.6230936819172,21.4,26,0,0,1,0,106
"SW Willis",2,29,67,43.2835820895522,14.5,6,0,0,0,0,24
"T Kelly",13,320,609,52.5451559934319,24.6153846153846,41,2,0,0,2,69
"T Murphy",21,231,461,50.1084598698482,14.4375,27,1,5,0,0,40
"T Sangha",8,8,78,10.2564102564103,1.6,0,0,3,0,0,2
"T Wyllie",30,658,1491,44.131455399061,23.5,90,4,2,1,2,104
"TA Copeland",43,520,843,61.6844602609727,15.7575757575758,60,5,10,0,2,58
"TD Andrews",15,453,757,59.8414795244386,30.2,65,7,0,1,2,101
"TD Paine",40,882,1711,51.5488018702513,26.7272727272727,106,4,7,1,3,111
"TJ Dean",57,1487,3543,41.9700818515382,27.537037037037,186,0,3,2,8,146
"TLW Cooper",29,841,1404,59.9002849002849,30.0357142857143,107,14,1,1,4,271
"TM Head",55,2530,4241,59.6557415703843,48.6538461538462,311,16,3,7,15,171
"TP Ward",44,1165,2691,43.2924563359346,28.4146341463415,146,6,3,1,7,144
