"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","winner","winner_wickets","winner_runs","method","tv_umpire","outcome","reserve_umpire","match_referee"
693009,6,"Nottinghamshire","Lancashire","male","2014",2014-05-16,"NatWest T20 Blast","Trent Bridge","Nottingham","Lancashire","field","SR Patel","JH Evans","P Willey","Nottinghamshire",NA,33,NA,"RJ Evans",NA,NA,NA
693013,6,"Yorkshire","Northamptonshire","male","2014",2014-05-16,"NatWest T20 Blast","Headingley","Leeds","Yorkshire","bat","IG Butler","NA Mallender","DJ Millns","Northamptonshire",3,NA,NA,NA,NA,NA,NA
693015,6,"Leicestershire","Derbyshire","male","2014",2014-05-16,"NatWest T20 Blast","Grace Road","Leicester","Derbyshire","field","MJ North","RJ Bailey","PK Baldwin","Leicestershire",NA,27,NA,NA,NA,NA,NA
693017,6,"Durham","Worcestershire","male","2014",2014-05-16,"NatWest T20 Blast","Riverside Ground","Chester-le-Street","Worcestershire","field","PD Collingwood","SA Garratt","MA Gough","Durham",NA,29,NA,NA,NA,NA,NA
693021,6,"Glamorgan","Hampshire","male","2014",2014-05-16,"NatWest T20 Blast","The Rose Bowl","Southampton","Hampshire","field","J Allenby","PJ Hartley","MJ Saggers","Glamorgan",NA,10,NA,NA,NA,NA,NA
693023,6,"Middlesex","Essex","male","2014",2014-05-17,"NatWest T20 Blast","Lord's","London","Essex","field","ML Pettini","RA Kettleborough","RK Illingworth","Essex",8,NA,NA,"JW Lloyds",NA,NA,NA
693025,6,"Sussex","Middlesex","male","2014",2014-05-17,"NatWest T20 Blast","Lord's","London","Middlesex","field","SA Piolet","RK Illingworth","JW Lloyds","Sussex",NA,13,NA,"RA Kettleborough",NA,NA,NA
693027,6,"Lancashire","Worcestershire","male","2014",2014-05-17,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","PJ Horton","NGC Cowley","NL Bainton","Lancashire",NA,12,NA,NA,NA,NA,NA
693029,6,"Surrey","Somerset","male","2014",2014-05-18,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Somerset","field","JJ Roy","PJ Hartley","NGB Cook","Surrey",NA,14,NA,"GD Lloyd",NA,NA,NA
693031,6,"Worcestershire","Nottinghamshire","male","2014",2014-05-23,"NatWest T20 Blast","Trent Bridge","Nottingham","Nottinghamshire","field","AN Kervezee","G Sharp","SA Garratt","Worcestershire",NA,24,NA,NA,NA,NA,NA
693033,6,"Kent","Somerset","male","2014",2014-05-23,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Somerset","field","DJ Bell-Drummond","NA Mallender","M Burns","Kent",NA,42,NA,NA,NA,NA,NA
693035,6,"Leicestershire","Northamptonshire","male","2014",2014-05-23,"NatWest T20 Blast","County Ground","Northampton","Northamptonshire","field","DJ Willey","MR Benson","MJ Saggers","Northamptonshire",2,NA,NA,NA,NA,NA,NA
693037,6,"Hampshire","Sussex","male","2014",2014-05-23,"NatWest T20 Blast","County Ground","Hove","Hampshire","bat","JM Vince","MJD Bodenham","SJ O'Shaughnessy","Hampshire",NA,18,NA,NA,NA,NA,NA
693041,6,"Lancashire","Derbyshire","male","2014",2014-05-23,"NatWest T20 Blast","County Ground","Derby","Derbyshire","field","SJ Croft","RK Illingworth","AG Wharf","Lancashire",NA,20,NA,NA,NA,NA,NA
693043,6,"Glamorgan","Essex","male","2014",2014-05-23,"NatWest T20 Blast","County Ground","Chelmsford","Essex","field","T Westley","JH Evans","DJ Millns","Essex",4,NA,NA,NA,NA,NA,NA
693045,6,"Middlesex","Gloucestershire","male","2014",2014-05-23,"NatWest T20 Blast","County Ground","Bristol","Gloucestershire","field","JK Fuller","GD Lloyd","NGC Cowley","Gloucestershire",5,NA,NA,NA,NA,NA,NA
693047,6,"Hampshire","Middlesex","male","2014",2014-05-25,"NatWest T20 Blast","Merchant Taylors' School Ground","Northwood","Middlesex","field","JM Vince","SA Garratt","DJ Millns","Hampshire",NA,47,NA,NA,NA,NA,NA
693049,6,"Lancashire","Durham","male","2014",2014-05-29,"NatWest T20 Blast","Riverside Ground","Chester-le-Street","Lancashire","bat","KR Brown","GD Lloyd","NGB Cook","Lancashire",NA,1,NA,NA,NA,NA,NA
693053,6,"Kent","Gloucestershire","male","2014",2014-05-30,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Kent","bat","AEN Riley","MJD Bodenham","G Sharp","Kent",NA,21,NA,NA,NA,NA,NA
693055,6,"Durham","Nottinghamshire","male","2014",2014-05-30,"NatWest T20 Blast","Trent Bridge","Nottingham","Nottinghamshire","field","SJ Mullaney","SA Garratt","P Willey","Durham",NA,3,NA,NA,NA,NA,NA
693057,6,"Sussex","Glamorgan","male","2014",2014-05-30,"NatWest T20 Blast","Sophia Gardens","Cardiff","Glamorgan","field","CB Cooke","RT Robinson","JW Lloyds","Glamorgan",5,NA,NA,NA,NA,NA,NA
693059,6,"Northamptonshire","Worcestershire","male","2014",2014-05-30,"NatWest T20 Blast","County Ground, New Road","Worcester","Northamptonshire","bat","RK Oliver","NGC Cowley","JH Evans","Worcestershire",5,NA,NA,NA,NA,NA,NA
693061,6,"Middlesex","Surrey","male","2014",2014-05-30,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","TK Curran","MJ Saggers","SJ O'Shaughnessy","Surrey",6,NA,NA,"M Burns",NA,NA,NA
693063,6,"Derbyshire","Yorkshire","male","2014",2014-05-30,"NatWest T20 Blast","Headingley","Leeds","Derbyshire","bat","AZ Lees","SC Gale","NA Mallender","Yorkshire",8,NA,NA,NA,NA,NA,NA
693065,6,"Lancashire","Warwickshire","male","2014",2014-05-30,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","Junaid Khan","MA Gough","NL Bainton","Lancashire",NA,15,NA,NA,NA,NA,NA
693067,6,"Essex","Hampshire","male","2014",2014-05-30,"NatWest T20 Blast","The Rose Bowl","Southampton","Hampshire","field","JM Vince","DJ Millns","AG Wharf","Hampshire",8,NA,NA,NA,NA,NA,NA
693069,6,"Warwickshire","Leicestershire","male","2014",2014-06-01,"NatWest T20 Blast","Grace Road","Leicester","Leicestershire","field","WTS Porterfield","MJ Saggers","DJ Millns","Warwickshire",NA,25,NA,"PK Baldwin",NA,NA,NA
693071,6,"Hampshire","Kent","male","2014",2014-06-05,"NatWest T20 Blast","The Rose Bowl","Southampton","Hampshire","bat","MA Carberry","GD Lloyd","P Willey","Hampshire",NA,22,NA,"NGC Cowley",NA,NA,NA
693073,6,"Glamorgan","Somerset","male","2014",2014-06-06,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Glamorgan","bat","J Allenby","NL Bainton","RJ Bailey","Glamorgan",NA,7,NA,NA,NA,NA,NA
693075,6,"Surrey","Essex","male","2014",2014-06-06,"NatWest T20 Blast","Kennington Oval","London","Essex","field","T Westley","G Sharp","PJ Hartley","Essex",5,NA,NA,NA,NA,NA,NA
693077,6,"Gloucestershire","Sussex","male","2014",2014-06-06,"NatWest T20 Blast","County Ground","Hove","Sussex","field","GJ McCarter","RJ Evans","MA Gough","Gloucestershire",NA,4,NA,NA,NA,NA,NA
693079,6,"Leicestershire","Worcestershire","male","2014",2014-06-06,"NatWest T20 Blast","Grace Road","Leicester","Leicestershire","bat","DKH Mitchell","JW Lloyds","AG Wharf","Worcestershire",5,NA,NA,NA,NA,NA,NA
693081,6,"Lancashire","Yorkshire","male","2014",2014-06-06,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","AJ Finch","JH Evans","DJ Millns","Yorkshire",5,NA,NA,"BJ Debenham",NA,NA,NA
693085,6,"Derbyshire","Nottinghamshire","male","2014",2014-06-06,"NatWest T20 Blast","County Ground","Derby","Derbyshire","bat","AD Hales","RA Kettleborough","MJ Saggers","Nottinghamshire",5,NA,NA,NA,NA,NA,NA
693087,6,"Kent","Middlesex","male","2014",2014-06-06,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Kent","bat","DT Christian","NJ Llong","NGB Cook","Kent",NA,16,NA,NA,NA,NA,NA
693089,6,"Durham","Worcestershire","male","2014",2014-06-07,"NatWest T20 Blast","County Ground, New Road","Worcester","Worcestershire","field","RA Whiteley","MJD Bodenham","MR Benson","Worcestershire",5,NA,NA,"NA Mallender",NA,NA,NA
693091,6,"Gloucestershire","Glamorgan","male","2014",2014-06-08,"NatWest T20 Blast","County Ground","Bristol","Gloucestershire","bat",NA,"RT Robinson","MA Gough",NA,NA,NA,NA,"BV Taylor","no result",NA,NA
693093,6,"Kent","Essex","male","2014",2014-06-11,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Kent","bat","RS Bopara","SA Garratt","RJ Bailey","Essex",6,NA,NA,"SJ O'Shaughnessy",NA,NA,NA
693095,6,"Warwickshire","Nottinghamshire","male","2014",2014-06-13,"NatWest T20 Blast","Trent Bridge","Nottingham","Warwickshire","bat","LJ Evans","PJ Hartley","NA Mallender","Warwickshire",NA,18,NA,NA,NA,NA,NA
693097,6,"Somerset","Hampshire","male","2014",2014-06-13,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Hampshire","field","PD Trego","RJ Evans","JW Lloyds","Somerset",NA,1,NA,NA,NA,NA,NA
693099,6,"Glamorgan","Kent","male","2014",2014-06-13,"NatWest T20 Blast","Sophia Gardens","Cardiff","Kent","field","DI Stevens","GD Lloyd","DJ Millns",NA,NA,NA,NA,NA,"tie",NA,NA
693101,6,"Yorkshire","Northamptonshire","male","2014",2014-06-13,"NatWest T20 Blast","County Ground","Northampton","Yorkshire","bat","Azeem Rafiq","SC Gale","NJ Llong","Yorkshire",NA,16,NA,NA,NA,NA,NA
693103,6,"Sussex","Surrey","male","2014",2014-06-13,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","JJ Roy","MR Benson","SA Garratt","Surrey",10,NA,NA,NA,NA,NA,NA
693105,6,"Lancashire","Leicestershire","male","2014",2014-06-13,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","RA Jones","MJD Bodenham","P Willey","Lancashire",NA,9,NA,NA,NA,NA,NA
693107,6,"Worcestershire","Derbyshire","male","2014",2014-06-13,"NatWest T20 Blast","County Ground","Derby","Derbyshire","field","C Munro","G Sharp","SJ O'Shaughnessy","Worcestershire",NA,8,NA,NA,NA,NA,NA
693109,6,"Gloucestershire","Essex","male","2014",2014-06-13,"NatWest T20 Blast","County Ground","Chelmsford","Essex","field","RS Bopara","NL Bainton","NGB Cook","Essex",8,NA,NA,NA,NA,NA,NA
693111,6,"Somerset","Sussex","male","2014",2014-06-15,"NatWest T20 Blast","Arundel Castle Cricket Club Ground",NA,"Sussex","field","C Kieswetter","RA Kettleborough","NL Bainton","Somerset",NA,34,NA,NA,NA,NA,NA
693113,6,"Somerset","Middlesex","male","2014",2014-06-18,"NatWest T20 Blast","Kennington Oval","London","Somerset","bat","JL Denly","SC Gale","SJ O'Shaughnessy","Middlesex",8,NA,NA,NA,NA,NA,NA
693115,6,"Nottinghamshire","Leicestershire","male","2014",2014-06-19,"NatWest T20 Blast","Grace Road","Leicester","Leicestershire","field","GP Smith","SA Garratt","NJ Llong","Nottinghamshire",NA,24,NA,NA,NA,NA,NA
693117,6,"Northamptonshire","Warwickshire","male","2014",2014-06-19,"NatWest T20 Blast","Edgbaston","Birmingham","Warwickshire","field","CJC Wright","AG Wharf","NGB Cook","Warwickshire",8,NA,NA,"DJ Millns",NA,NA,NA
693119,6,"Nottinghamshire","Derbyshire","male","2014",2014-06-20,"NatWest T20 Blast","Trent Bridge","Nottingham","Derbyshire","field","MH Wessels","MR Benson","SC Gale","Nottinghamshire",NA,27,NA,NA,NA,NA,NA
693121,6,"Surrey","Glamorgan","male","2014",2014-06-20,"NatWest T20 Blast","Sophia Gardens","Cardiff","Glamorgan","field","HM Amla","MJD Bodenham","P Willey","Surrey",NA,17,NA,NA,NA,NA,NA
693123,6,"Warwickshire","Worcestershire","male","2014",2014-06-20,"NatWest T20 Blast","County Ground, New Road","Worcester","Worcestershire","field","DKH Mitchell","NGC Cowley","JW Lloyds","Worcestershire",8,NA,NA,NA,NA,NA,NA
693125,6,"Lancashire","Northamptonshire","male","2014",2014-06-20,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","JC Buttler","GD Lloyd","G Sharp","Lancashire",NA,53,NA,NA,NA,NA,NA
693127,6,"Durham","Leicestershire","male","2014",2014-06-20,"NatWest T20 Blast","Riverside Ground","Chester-le-Street","Leicestershire","field","EJH Eckersley","PJ Hartley","M Burns","Leicestershire",4,NA,NA,NA,NA,NA,NA
693129,6,"Middlesex","Essex","male","2014",2014-06-20,"NatWest T20 Blast","County Ground","Chelmsford","Essex","field","TJ Phillips","NL Bainton","SJ O'Shaughnessy","Essex",2,NA,NA,"RJ Evans",NA,NA,NA
693131,6,"Sussex","Kent","male","2014",2014-06-20,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Sussex","bat","LJ Wright","NA Mallender","JH Evans","Sussex",NA,35,NA,NA,NA,NA,NA
693133,6,"Hampshire","Gloucestershire","male","2014",2014-06-20,"NatWest T20 Blast","The Rose Bowl","Southampton","Hampshire","bat","JHK Adams","MJ Saggers","RJ Bailey","Hampshire",NA,2,NA,NA,NA,NA,NA
693135,6,"Hampshire","Glamorgan","male","2014",2014-06-25,"NatWest T20 Blast","Sophia Gardens","Cardiff","Glamorgan","field","JHK Adams","SA Garratt","SJ O'Shaughnessy","Hampshire",NA,6,NA,"PJ Hartley",NA,NA,NA
693137,6,"Gloucestershire","Middlesex","male","2014",2014-06-26,"NatWest T20 Blast","Lord's","London","Gloucestershire","bat",NA,"NA Mallender","AG Wharf",NA,NA,NA,NA,"MJD Bodenham","no result",NA,NA
693139,6,"Somerset","Essex","male","2014",2014-06-27,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Essex","field","ML Pettini","G Sharp","SA Garratt","Essex",8,NA,"D/L",NA,NA,NA,NA
693141,6,"Durham","Northamptonshire","male","2014",2014-06-27,"NatWest T20 Blast","County Ground","Northampton","Durham","bat",NA,"SJ O'Shaughnessy","RJ Bailey",NA,NA,NA,NA,NA,"no result",NA,NA
693145,6,"Hampshire","Surrey","male","2014",2014-06-27,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","JJ Roy","RA Kettleborough","SC Gale","Surrey",8,NA,NA,NA,NA,NA,NA
693147,6,"Middlesex","Sussex","male","2014",2014-06-27,"NatWest T20 Blast","County Ground","Hove","Sussex","field","CD Nash","P Willey","NJ Llong","Sussex",6,NA,NA,NA,NA,NA,NA
693151,6,"Warwickshire","Derbyshire","male","2014",2014-06-27,"NatWest T20 Blast","County Ground","Derby","Derbyshire","field","WJ Durston","RT Robinson","NL Bainton","Derbyshire",3,NA,NA,NA,NA,NA,NA
693153,6,"Kent","Gloucestershire","male","2014",2014-06-27,"NatWest T20 Blast","County Ground","Bristol","Gloucestershire","field","AP Rouse","PJ Hartley","JH Evans","Gloucestershire",3,NA,NA,NA,NA,NA,NA
693155,6,"Nottinghamshire","Yorkshire","male","2014",2014-06-28,"NatWest T20 Blast","Trent Bridge","Nottingham","Nottinghamshire","bat","JWA Taylor","MJ Saggers","AG Wharf","Nottinghamshire",NA,22,NA,"RJ Evans",NA,NA,NA
693157,6,"Derbyshire","Durham","male","2014",2014-06-29,"NatWest T20 Blast","Riverside Ground","Chester-le-Street","Durham","field","JW Hastings","RT Robinson","NL Bainton","Durham",8,NA,NA,"P Willey",NA,NA,NA
693159,6,"Yorkshire","Leicestershire","male","2014",2014-07-01,"NatWest T20 Blast","Headingley","Leeds","Leicestershire","field","AJ Finch","P Willey","SJ O'Shaughnessy","Yorkshire",NA,14,NA,"NGC Cowley",NA,NA,NA
693161,6,"Kent","Surrey","male","2014",2014-07-02,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","JJ Roy","RT Robinson","AG Wharf","Surrey",8,NA,NA,"NL Bainton",NA,NA,NA
693163,6,"Durham","Yorkshire","male","2014",2014-07-02,"NatWest T20 Blast","Headingley","Leeds","Durham","bat","P Mustard","NGC Cowley","P Willey","Durham",NA,28,NA,NA,NA,NA,NA
693165,6,"Middlesex","Glamorgan","male","2014",2014-07-03,"NatWest T20 Blast","Old Deer Park","Richmond","Middlesex","bat","J Allenby","AG Wharf","NGB Cook","Glamorgan",6,NA,NA,NA,NA,NA,NA
693167,6,"Northamptonshire","Warwickshire","male","2014",2014-07-03,"NatWest T20 Blast","County Ground","Northampton","Warwickshire","field","GG White","MA Gough","SC Gale","Northamptonshire",NA,15,NA,"SJ O'Shaughnessy",NA,NA,NA
693173,6,"Northamptonshire","Leicestershire","male","2014",2014-07-04,"NatWest T20 Blast","Grace Road","Leicester","Leicestershire","field",NA,"SA Garratt","RJ Bailey",NA,NA,NA,NA,NA,"no result",NA,NA
693179,6,"Surrey","Essex","male","2014",2014-07-04,"NatWest T20 Blast","County Ground","Chelmsford","Essex","field","RN ten Doeschate","MJD Bodenham","P Willey","Essex",5,NA,NA,NA,NA,NA,NA
693181,6,"Hampshire","Kent","male","2014",2014-07-04,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Kent","field","WR Smith","RT Robinson","NL Bainton","Hampshire",NA,47,NA,NA,NA,NA,NA
693183,6,"Gloucestershire","Sussex","male","2014",2014-07-04,"NatWest T20 Blast","County Ground","Bristol","Sussex","field","IA Cockbain","PJ Hartley","MJ Saggers","Gloucestershire",NA,13,NA,"AG Wharf",NA,NA,NA
693185,6,"Somerset","Hampshire","male","2014",2014-07-06,"NatWest T20 Blast","The Rose Bowl","Southampton","Somerset","bat","C Kieswetter","AG Wharf","NGB Cook","Somerset",NA,39,NA,"JW Lloyds",NA,NA,NA
693187,6,"Lancashire","Worcestershire","male","2014",2014-07-06,"NatWest T20 Blast","County Ground, New Road","Worcester","Worcestershire","field","JC Buttler","SC Gale","RK Illingworth","Lancashire",NA,50,NA,NA,NA,NA,NA
693189,6,"Derbyshire","Leicestershire","male","2014",2014-07-06,"NatWest T20 Blast","Queen's Park","Chesterfield","Leicestershire","field","AJ Ireland","GD Lloyd","SJ O'Shaughnessy","Leicestershire",5,NA,NA,NA,NA,NA,NA
693191,6,"Nottinghamshire","Warwickshire","male","2014",2014-07-08,"NatWest T20 Blast","Edgbaston","Birmingham","Warwickshire","field","SJ Mullaney","NGC Cowley","RT Robinson","Nottinghamshire",NA,6,NA,"MJ Saggers",NA,NA,NA
693193,6,"Somerset","Gloucestershire","male","2014",2014-07-11,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Gloucestershire","field","AC Thomas","NGC Cowley","MJ Saggers","Somerset",NA,7,NA,NA,NA,NA,NA
693195,6,"Derbyshire","Northamptonshire","male","2014",2014-07-11,"NatWest T20 Blast","County Ground","Northampton","Northamptonshire","field","RE Levi","RK Illingworth","JH Evans","Northamptonshire",4,NA,NA,NA,NA,NA,NA
693197,6,"Glamorgan","Surrey","male","2014",2014-07-11,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","JA Rudolph","NL Bainton","NGB Cook","Glamorgan",NA,4,NA,NA,NA,NA,NA
693199,6,"Kent","Sussex","male","2014",2014-07-11,"NatWest T20 Blast","County Ground","Hove","Sussex","field","AJ Blake","DJ Millns","JW Lloyds","Kent",NA,3,NA,"PK Baldwin",NA,NA,NA
693201,6,"Lancashire","Leicestershire","male","2014",2014-07-11,"NatWest T20 Blast","Grace Road","Leicester","Lancashire","bat","SJ Croft","SC Gale","AG Wharf","Lancashire",NA,18,NA,NA,NA,NA,NA
693203,6,"Yorkshire","Durham","male","2014",2014-07-11,"NatWest T20 Blast","Riverside Ground","Chester-le-Street","Durham","field","JM Bairstow","SA Garratt","MA Gough","Yorkshire",NA,49,NA,NA,NA,NA,NA
693205,6,"Worcestershire","Warwickshire","male","2014",2014-07-11,"NatWest T20 Blast","Edgbaston","Birmingham","Warwickshire","field","V Chopra","GD Lloyd","P Willey","Warwickshire",5,NA,NA,NA,NA,NA,NA
693207,6,"Middlesex","Hampshire","male","2014",2014-07-11,"NatWest T20 Blast","The Rose Bowl","Southampton","Hampshire","field","PR Stirling","G Sharp","MR Benson","Middlesex",NA,50,NA,NA,NA,NA,NA
693209,6,"Essex","Kent","male","2014",2014-07-12,"NatWest T20 Blast","Castle Park Cricket Ground","Colchester","Kent","field","T Westley","RT Robinson","NA Mallender","Essex",NA,63,NA,NA,NA,NA,NA
693211,6,"Yorkshire","Derbyshire","male","2014",2014-07-13,"NatWest T20 Blast","Queen's Park","Chesterfield","Derbyshire","field","AZ Lees","MJD Bodenham","JW Lloyds","Yorkshire",NA,59,NA,NA,NA,NA,NA
693213,6,"Glamorgan","Sussex","male","2014",2014-07-15,"NatWest T20 Blast","County Ground","Hove","Glamorgan","bat","WAT Beer","IJ Gould","RJ Bailey","Sussex",5,NA,NA,"DJ Millns",NA,NA,NA
693215,6,"Somerset","Surrey","male","2014",2014-07-16,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","MP Dunn","MJD Bodenham","NGC Cowley","Surrey",3,NA,NA,"SA Garratt",NA,NA,NA
693217,6,"Glamorgan","Essex","male","2014",2014-07-18,"NatWest T20 Blast","Sophia Gardens","Cardiff","Essex","field","JD Ryder","JW Lloyds","AG Wharf","Essex",7,NA,NA,NA,NA,NA,NA
693219,6,"Worcestershire","Northamptonshire","male","2014",2014-07-18,"NatWest T20 Blast","County Ground","Northampton","Worcestershire","bat","C Munro","MJD Bodenham","RT Robinson","Worcestershire",NA,31,NA,NA,NA,NA,NA
693221,6,"Yorkshire","Warwickshire","male","2014",2014-07-18,"NatWest T20 Blast","Headingley","Leeds","Yorkshire","bat","LJ Evans","NA Mallender","MJ Saggers","Warwickshire",5,NA,NA,NA,NA,NA,NA
693223,6,"Durham","Leicestershire","male","2014",2014-07-18,"NatWest T20 Blast","Grace Road","Leicester","Leicestershire","field","MAG Boyce","SC Gale","JH Evans","Leicestershire",3,NA,NA,NA,NA,NA,NA
693225,6,"Lancashire","Derbyshire","male","2014",2014-07-18,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","AG Prince","PJ Hartley","MA Gough","Lancashire",NA,35,NA,NA,NA,NA,NA
693227,6,"Surrey","Gloucestershire","male","2014",2014-07-18,"NatWest T20 Blast","College Ground","Cheltenham","Gloucestershire","field","ZS Ansari","MR Benson","NL Bainton","Surrey",NA,5,NA,NA,NA,NA,NA
693229,6,"Kent","Somerset","male","2014",2014-07-18,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Kent","bat","SA Northeast","P Willey","SJ O'Shaughnessy","Kent",NA,40,"D/L","NGB Cook",NA,NA,NA
693231,6,"Hampshire","Sussex","male","2014",2014-07-18,"NatWest T20 Blast","The Rose Bowl","Southampton","Hampshire","bat","LJ Wright","NGC Cowley","RJ Bailey","Hampshire",NA,6,NA,NA,NA,NA,NA
693233,6,"Nottinghamshire","Leicestershire","male","2014",2014-07-20,"NatWest T20 Blast","Trent Bridge","Nottingham","Nottinghamshire","bat","SR Patel","GD Lloyd","MA Gough","Nottinghamshire",NA,31,NA,NA,NA,NA,NA
693235,6,"Essex","Gloucestershire","male","2014",2014-07-20,"NatWest T20 Blast","College Ground","Cheltenham","Gloucestershire","field","CDJ Dent","G Sharp","SC Gale","Gloucestershire",6,NA,NA,NA,NA,NA,NA
693237,6,"Essex","Hampshire","male","2014",2014-07-22,"NatWest T20 Blast","County Ground","Chelmsford","Hampshire","field","MT Coles","MA Gough","JH Evans","Hampshire",5,NA,NA,"NL Bainton",NA,NA,NA
693239,6,"Nottinghamshire","Northamptonshire","male","2014",2014-07-23,"NatWest T20 Blast","County Ground","Northampton","Nottinghamshire","bat","MH Wessels","MJD Bodenham","DJ Millns","Nottinghamshire",NA,22,NA,"MR Benson",NA,NA,NA
693241,6,"Middlesex","Surrey","male","2014",2014-07-24,"NatWest T20 Blast","Lord's","London","Middlesex","bat","SC Meaker","MA Gough","MJ Saggers","Surrey",2,NA,NA,"RJ Evans",NA,NA,NA
693243,6,"Lancashire","Durham","male","2014",2014-07-24,"NatWest T20 Blast","Old Trafford","Manchester","Lancashire","bat","UT Khawaja","NL Bainton","PK Baldwin","Lancashire",NA,27,NA,NA,NA,NA,NA
693245,6,"Somerset","Middlesex","male","2014",2014-07-25,"NatWest T20 Blast","The Cooper Associates County Ground","Taunton","Somerset","bat","DP Nannes","G Sharp","MR Benson","Somerset",NA,22,NA,NA,NA,NA,NA
693247,6,"Gloucestershire","Glamorgan","male","2014",2014-07-25,"NatWest T20 Blast","Sophia Gardens","Cardiff","Glamorgan","field","JA Rudolph","NGC Cowley","SA Garratt","Glamorgan",8,NA,NA,NA,NA,NA,NA
693249,6,"Worcestershire","Derbyshire","male","2014",2014-07-25,"NatWest T20 Blast","County Ground, New Road","Worcester","Derbyshire","field","RA Whiteley","SC Gale","RJ Bailey","Worcestershire",NA,28,NA,NA,NA,NA,NA
693251,6,"Yorkshire","Nottinghamshire","male","2014",2014-07-25,"NatWest T20 Blast","Headingley","Leeds","Yorkshire","bat","AD Hales","RK Illingworth","NL Bainton","Nottinghamshire",6,NA,NA,"DJ Millns",NA,NA,NA
693253,6,"Northamptonshire","Durham","male","2014",2014-07-25,"NatWest T20 Blast","Riverside Ground","Chester-le-Street","Northamptonshire","bat","JW Hastings","GD Lloyd","NA Mallender","Durham",5,NA,NA,NA,NA,NA,NA
693255,6,"Warwickshire","Leicestershire","male","2014",2014-07-25,"NatWest T20 Blast","Edgbaston","Birmingham","Leicestershire","field","V Chopra","MJD Bodenham","NGB Cook","Warwickshire",NA,52,NA,NA,NA,NA,NA
693257,6,"Essex","Sussex","male","2014",2014-07-25,"NatWest T20 Blast","County Ground","Chelmsford","Sussex","field","LJ Wright","PJ Hartley","AG Wharf","Sussex",7,NA,NA,NA,NA,NA,NA
693259,6,"Kent","Surrey","male","2014",2014-07-25,"NatWest T20 Blast","St Lawrence Ground","Canterbury","Kent","bat","DI Stevens","RT Robinson","JH Evans","Kent",NA,21,NA,NA,NA,NA,NA
693261,6,"Lancashire","Glamorgan","male","2014",2014-08-01,"NatWest T20 Blast","Old Trafford","Manchester","Glamorgan","field","J Clark","PJ Hartley","JH Evans","Lancashire",NA,1,NA,NA,NA,NA,NA
693263,6,"Worcestershire","Surrey","male","2014",2014-08-02,"NatWest T20 Blast","Kennington Oval","London","Surrey","field","JJ Roy","NGB Cook","RJ Bailey","Surrey",3,NA,NA,"NGC Cowley",NA,NA,NA
693265,6,"Warwickshire","Essex","male","2014",2014-08-02,"NatWest T20 Blast","County Ground","Chelmsford","Essex","field","R Clarke","RT Robinson","DJ Millns","Warwickshire",NA,19,NA,"SJ O'Shaughnessy",NA,NA,NA
693267,6,"Nottinghamshire","Hampshire","male","2014",2014-08-03,"NatWest T20 Blast","Trent Bridge","Nottingham","Nottinghamshire","bat","JM Vince","MA Gough","NA Mallender","Hampshire",5,NA,NA,"MJD Bodenham",NA,NA,NA
693269,6,"Warwickshire","Surrey","male","2014",2014-08-23,"NatWest T20 Blast","Edgbaston","Birmingham","Surrey","field","WTS Porterfield","RT Robinson","MA Gough","Warwickshire",NA,16,NA,"NA Mallender",NA,"RJ Bailey",NA
693271,6,"Lancashire","Hampshire","male","2014",2014-08-23,"NatWest T20 Blast","Edgbaston","Birmingham","Hampshire","field","AG Prince","RT Robinson","NA Mallender","Lancashire",NA,41,"D/L","RJ Bailey",NA,"MA Gough",NA
693273,6,"Warwickshire","Lancashire","male","2014",2014-08-23,"NatWest T20 Blast","Edgbaston","Birmingham","Warwickshire","bat","LJ Evans","MA Gough","RJ Bailey","Warwickshire",NA,4,NA,"RT Robinson",NA,"NA Mallender",NA
