"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","winner","winner_runs","winner_wickets","outcome","eliminator","player_of_match","umpire1","umpire2","method","match_referee","tv_umpire"
1157115,6,"Mumbai","Punjab","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Punjab","field","Mumbai",35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157116,6,"Sikkim","Goa","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Sikkim","bat","Goa",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157117,6,"Assam","Mizoram","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Mizoram","field","Assam",131,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157119,6,"Haryana","Odisha","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Odisha","field","Haryana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157120,6,"Bengal","Karnataka","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Bengal","bat","Karnataka",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1157121,6,"Baroda","Uttarakhand","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Baroda","bat","Uttarakhand",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157122,6,"Hyderabad (India)","Uttar Pradesh","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Hyderabad (India)","bat","Uttar Pradesh",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1157123,6,"Puducherry","Maharashtra","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Puducherry","bat","Maharashtra",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157124,6,"Tripura","Services","male","2018/19",2019-02-22,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Services","field","Services",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157125,6,"Jammu & Kashmir","Delhi","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",NA,"Delhi","field","Delhi",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1157126,6,"Jharkhand","Manipur","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Manipur","field","Jharkhand",121,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157127,6,"Kerala","Andhra","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Kerala","bat","Kerala",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157128,6,"Gujarat","Himachal","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Himachal","field","Gujarat",70,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157129,6,"Rajasthan","Meghalaya","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Rajasthan","bat","Rajasthan",72,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157130,6,"Bihar","Tamil Nadu","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","C B Patel Ground",NA,"Bihar","bat","Tamil Nadu",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1157131,6,"Madhya Pradesh","Mumbai","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Madhya Pradesh","bat","Mumbai",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157132,6,"Punjab","Saurashtra","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Saurashtra","field","Saurashtra",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157133,6,"Goa","Railways","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Railways","field","Railways",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157134,6,"Chhattisgarh","Assam","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Assam","field","Assam",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157135,6,"Haryana","Bengal","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Bengal","field","Bengal",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1157136,6,"Mizoram","Odisha","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Mizoram","bat","Odisha",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1157137,6,"Karnataka","Arunachal Pradesh","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Karnataka","bat","Karnataka",146,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157138,6,"Hyderabad (India)","Baroda","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Baroda","field","Baroda",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1157139,6,"Maharashtra","Services","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Services","field","Services",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1157140,6,"Uttarakhand","Puducherry","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Uttarakhand","bat","Uttarakhand",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157141,6,"Uttar Pradesh","Tripura","male","2018/19",2019-02-24,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Uttar Pradesh","bat","Uttar Pradesh",58,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157142,6,"Kerala","Delhi","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Kerala","bat","Delhi",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157143,6,"Andhra","Jammu & Kashmir","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Jammu & Kashmir","field","Jammu & Kashmir",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157144,6,"Nagaland","Manipur","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",NA,"Nagaland","bat","Manipur",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1157145,6,"Tamil Nadu","Gujarat","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Gujarat","field","Tamil Nadu",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157146,6,"Bihar","Himachal","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Bihar","bat","Himachal",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1157147,6,"Vidarbha","Rajasthan","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","C B Patel Ground",NA,"Vidarbha","bat","Vidarbha",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157148,6,"Madhya Pradesh","Railways","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Railways","field","Railways",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157149,6,"Goa","Mumbai","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Goa","bat","Mumbai",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1157150,6,"Sikkim","Saurashtra","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Sikkim","bat","Saurashtra",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157151,6,"Assam","Bengal","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Bengal","field","Assam",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157152,6,"Haryana","Chhattisgarh","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Haryana","bat","Chhattisgarh",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157153,6,"Arunachal Pradesh","Odisha","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Arunachal Pradesh","bat","Odisha",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157154,6,"Karnataka","Mizoram","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Karnataka","bat","Karnataka",137,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157155,6,"Baroda","Services","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Services","field","Services",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157156,6,"Hyderabad (India)","Maharashtra","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Hyderabad (India)","bat","Maharashtra",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157157,6,"Uttar Pradesh","Puducherry","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Uttar Pradesh","bat","Uttar Pradesh",77,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157158,6,"Uttarakhand","Tripura","male","2018/19",2019-02-25,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Tripura","field","Uttarakhand",37,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157159,6,"Delhi","Andhra","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Delhi","bat","Delhi",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157160,6,"Jharkhand","Nagaland","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",NA,"Jharkhand","bat","Jharkhand",54,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157161,6,"Kerala","Jammu & Kashmir","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Jammu & Kashmir","field","Kerala",94,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157162,6,"Gujarat","Bihar","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Gujarat","bat","Gujarat",83,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157163,6,"Vidarbha","Meghalaya","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Meghalaya","field","Vidarbha",32,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157164,6,"Tamil Nadu","Himachal","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","C B Patel Ground",NA,"Tamil Nadu","bat","Himachal",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157165,6,"Goa","Madhya Pradesh","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Goa","bat","Madhya Pradesh",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1157166,6,"Sikkim","Punjab","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Sikkim","bat","Punjab",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1157167,6,"Railways","Mumbai","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Mumbai","field","Railways",57,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157168,6,"Assam","Odisha","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Odisha","field","Odisha",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157169,6,"Chhattisgarh","Karnataka","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Chhattisgarh","bat","Karnataka",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1157170,6,"Haryana","Mizoram","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Haryana","bat","Haryana",39,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157171,6,"Bengal","Arunachal Pradesh","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Bengal","bat","Bengal",107,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157172,6,"Puducherry","Baroda","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Puducherry","bat","Baroda",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1157174,6,"Uttarakhand","Maharashtra","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Maharashtra","field","Maharashtra",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1157175,6,"Uttar Pradesh","Services","male","2018/19",2019-02-27,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Uttar Pradesh","bat","Uttar Pradesh",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157176,6,"Andhra","Jharkhand","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Andhra","bat","Andhra",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157177,6,"Nagaland","Kerala","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Kerala","field","Kerala",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1157178,6,"Manipur","Jammu & Kashmir","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",NA,"Jammu & Kashmir","field","Jammu & Kashmir",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157179,6,"Meghalaya","Bihar","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","C B Patel Ground",NA,"Meghalaya","bat","Bihar",NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1157180,6,"Vidarbha","Tamil Nadu","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Tamil Nadu","field","Tamil Nadu",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1157181,6,"Himachal","Rajasthan","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Himachal","bat","Himachal",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157182,6,"Punjab","Goa","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Punjab","bat","Punjab",79,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157183,6,"Sikkim","Railways","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Railways","field","Railways",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1157185,6,"Assam","Haryana","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Haryana","field","Haryana",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157186,6,"Bengal","Chhattisgarh","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Chhattisgarh","field","Bengal",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157187,6,"Karnataka","Odisha","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Odisha","field","Karnataka",51,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157188,6,"Mizoram","Arunachal Pradesh","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Mizoram","bat","Arunachal Pradesh",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157189,6,"Baroda","Maharashtra","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Baroda","bat","Maharashtra",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157190,6,"Hyderabad (India)","Services","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Services","field","Services",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1157191,6,"Puducherry","Tripura","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Tripura","field","Tripura",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157192,6,"Uttar Pradesh","Uttarakhand","male","2018/19",2019-02-28,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Uttarakhand","field","Uttar Pradesh",118,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157193,6,"Nagaland","Delhi","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",NA,"Nagaland","bat","Delhi",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1157194,6,"Kerala","Jharkhand","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Kerala","bat","Jharkhand",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157195,6,"Andhra","Manipur","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",NA,"Andhra","bat","Andhra",91,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157196,6,"Gujarat","Vidarbha","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","C B Patel Ground",NA,"Gujarat","bat","Vidarbha",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157197,6,"Tamil Nadu","Meghalaya","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Lalbhai Contractor Stadium",NA,"Tamil Nadu","bat","Tamil Nadu",92,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157199,6,"Madhya Pradesh","Sikkim","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Madhya Pradesh","bat","Madhya Pradesh",50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157200,6,"Railways","Punjab","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Railways","bat","Punjab",NA,3,NA,NA,NA,NA,NA,NA,NA,NA
1157201,6,"Goa","Saurashtra","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Goa","bat","Saurashtra",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1157202,6,"Arunachal Pradesh","Assam","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Arunachal Pradesh","bat","Assam",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1157203,6,"Chhattisgarh","Mizoram","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Mizoram","field","Chhattisgarh",116,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157204,6,"Karnataka","Haryana","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","DRIEMS Ground",NA,"Haryana","field","Karnataka",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157205,6,"Odisha","Bengal","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Barabati Stadium",NA,"Odisha","bat","Bengal",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1157206,6,"Baroda","Uttar Pradesh","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Baroda","bat",NA,NA,NA,"no result",NA,NA,NA,NA,NA,NA,NA
1157207,6,"Hyderabad (India)","Uttarakhand","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam",NA,"Uttarakhand","field",NA,NA,NA,"no result",NA,NA,NA,NA,NA,NA,NA
1157208,6,"Maharashtra","Tripura","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Tripura","field",NA,NA,NA,"no result",NA,NA,NA,NA,NA,NA,NA
1157209,6,"Services","Puducherry","male","2018/19",2019-03-02,"Syed Mushtaq Ali Trophy","Airforce Complex ground, Palam II",NA,"Puducherry","field",NA,NA,NA,"no result",NA,NA,NA,NA,NA,NA,NA
1175025,6,"Jharkhand","Gujarat","male","2018/19",2019-03-08,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Gujarat","field","Jharkhand",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175026,6,"Delhi","Vidarbha","male","2018/19",2019-03-08,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Vidarbha","field","Vidarbha",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1175027,6,"Railways","Bengal","male","2018/19",2019-03-08,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Railways","bat","Bengal",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1175028,6,"Mumbai","Karnataka","male","2018/19",2019-03-08,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Mumbai","bat","Karnataka",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1175029,6,"Bengal","Maharashtra","male","2018/19",2019-03-09,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Maharashtra","field","Maharashtra",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1175030,6,"Delhi","Mumbai","male","2018/19",2019-03-09,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Mumbai","field","Mumbai",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1175031,6,"Railways","Jharkhand","male","2018/19",2019-03-09,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Jharkhand","field","Jharkhand",NA,5,NA,NA,NA,NA,NA,NA,NA,NA
1175032,6,"Karnataka","Uttar Pradesh","male","2018/19",2019-03-09,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Uttar Pradesh","field","Karnataka",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175033,6,"Delhi","Karnataka","male","2018/19",2019-03-10,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Karnataka","field","Karnataka",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1175034,6,"Vidarbha","Uttar Pradesh","male","2018/19",2019-03-10,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Uttar Pradesh","field","Vidarbha",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175035,6,"Jharkhand","Bengal","male","2018/19",2019-03-10,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Bengal","field","Bengal",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1175036,6,"Gujarat","Maharashtra","male","2018/19",2019-03-10,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Gujarat","bat","Maharashtra",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1175037,6,"Railways","Gujarat","male","2018/19",2019-03-11,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Railways","bat","Gujarat",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1175038,6,"Vidarbha","Mumbai","male","2018/19",2019-03-11,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Mumbai","field","Mumbai",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1175040,6,"Uttar Pradesh","Delhi","male","2018/19",2019-03-11,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Uttar Pradesh","bat","Delhi",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1175042,6,"Mumbai","Uttar Pradesh","male","2018/19",2019-03-12,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Uttar Pradesh","field","Mumbai",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175043,6,"Gujarat","Bengal","male","2018/19",2019-03-12,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Gujarat","bat","Bengal",NA,7,NA,NA,NA,NA,NA,NA,NA,NA
1175044,6,"Vidarbha","Karnataka","male","2018/19",2019-03-12,"Syed Mushtaq Ali Trophy","Emerald Heights International School Ground",NA,"Karnataka","field","Karnataka",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
1175045,6,"Maharashtra","Karnataka","male","2018/19",2019-03-14,"Syed Mushtaq Ali Trophy","Holkar Stadium",NA,"Karnataka","field","Karnataka",NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1205714,6,"Uttarakhand","Karnataka","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium",NA,"Uttarakhand","bat","Karnataka",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1205715,6,"Bihar","Andhra","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Dr P.V.G. Raju ACA Sports Complex",NA,"Andhra","field","Andhra",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1205716,6,"Tamil Nadu","Kerala","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","St'Xavier's KCA Cricket Ground",NA,"Kerala","field","Tamil Nadu",37,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205717,6,"Tripura","Vidarbha","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Greenfield Stadium",NA,"Vidarbha","field","Vidarbha",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1205718,6,"Arunachal Pradesh","Chhattisgarh","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Cricket Stadium, Sector-16",NA,"Chhattisgarh","field","Chhattisgarh",NA,9,NA,NA,NA,NA,NA,NA,NA,NA
1205719,6,"Hyderabad (India)","Punjab","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","GSSS, Sector 26",NA,"Punjab","field","Hyderabad (India)",2,NA,NA,NA,NA,NA,NA,"VJD",NA,NA
1205721,6,"Mizoram","Mumbai","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Wankhede Stadium",NA,"Mumbai","field","Mumbai",NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1205724,6,"Baroda","Goa","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Dr. Y.S. Rajasekhara Reddy ACA VDCA Cricket Stadium",NA,"Baroda","bat","Goa",NA,4,NA,NA,NA,NA,NA,NA,NA,NA
1205725,6,"Rajasthan","Manipur","male","2019/20",2019-11-08,"Syed Mushtaq Ali Trophy","Greenfield Stadium",NA,"Rajasthan","bat","Rajasthan",97,NA,NA,NA,NA,NA,NA,NA,NA,NA
