"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"TA Boult",2023-07-14,"San Francisco Unicorns","MI New York",1,"4.0",0,38,2,9.5,8,"Major League Cricket",2023,1381362,"Grand Prairie Stadium","Dallas","San Francisco Unicorns","MI New York","San Francisco Unicorns","bat","CJ Anderson","San Francisco Unicorns",NA,"22"
"C le Roux",2023-07-14,"MI New York","San Francisco Unicorns",2,"4.0",0,39,2,9.75,10,"Major League Cricket",2023,1381362,"Grand Prairie Stadium","Dallas","San Francisco Unicorns","MI New York","San Francisco Unicorns","bat","CJ Anderson","San Francisco Unicorns",NA,"22"
"Ali Khan",2023-07-13,"Texas Super Kings","Los Angeles Knight Riders",1,"4.0",0,40,2,10,10,"Major League Cricket",2023,1381361,"Grand Prairie Stadium","Grand Prairie","Texas Super Kings","Los Angeles Knight Riders","Los Angeles Knight Riders","field","DA Miller","Texas Super Kings",NA,"69"
"CJ Gannon",2024-07-05,"MI New York","Seattle Orcas",2,"3.0",0,40,2,13.3333333333333,7,"Major League Cricket",2024,1432726,"Church Street Park, Morrisville","Morrisville","Seattle Orcas","MI New York","MI New York","field","N Pooran","MI New York","6",NA
"WD Parnell",2023-07-14,"Washington Freedom","Seattle Orcas",1,"4.0",0,40,2,10,11,"Major League Cricket",2023,1381363,"Grand Prairie Stadium","Dallas","Washington Freedom","Seattle Orcas","Seattle Orcas","field","Imad Wasim","Seattle Orcas","5",NA
"Rashid Khan",2023-07-25,"Seattle Orcas","MI New York",2,"4.0",1,41,2,10.25,10,"Major League Cricket",2023,1381375,"Church Street Park, Morrisville","Morrisville","MI New York","Seattle Orcas","Seattle Orcas","field","H Klaasen","Seattle Orcas","2",NA
"Shadab Khan",2023-07-24,"Texas Super Kings","San Francisco Unicorns",2,"4.0",0,45,2,11.25,5,"Major League Cricket",2023,1381374,"Church Street Park, Morrisville","Morrisville","San Francisco Unicorns","Texas Super Kings","San Francisco Unicorns","bat","DR Sams","Texas Super Kings","3",NA
"DR Sams",2023-07-24,"San Francisco Unicorns","Texas Super Kings",1,"4.0",0,47,2,11.75,9,"Major League Cricket",2023,1381374,"Church Street Park, Morrisville","Morrisville","San Francisco Unicorns","Texas Super Kings","San Francisco Unicorns","bat","DR Sams","Texas Super Kings","3",NA
"AJ Tye",2023-07-23,"Los Angeles Knight Riders","Seattle Orcas",2,"4.0",0,48,2,12,7,"Major League Cricket",2023,1381372,"Church Street Park, Morrisville","Morrisville","Seattle Orcas","Los Angeles Knight Riders","Los Angeles Knight Riders","field","RR Rossouw","Los Angeles Knight Riders","2",NA
"Chaitanya Bishnoi",2023-07-18,"Los Angeles Knight Riders","San Francisco Unicorns",2,"1.0",0,4,1,4,2,"Major League Cricket",2023,1381368,"Grand Prairie Stadium","Dallas","San Francisco Unicorns","Los Angeles Knight Riders","San Francisco Unicorns","bat","MS Wade","San Francisco Unicorns",NA,"21"
