"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","outcome","method","eliminator"
635215,6,"Barbados Tridents","St Lucia Zouks","male","2013",2013-07-30,"Caribbean Premier League",1,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","bat","Shoaib Malik","BF Bowden","GO Brathwaite","KA Sisnett","LS Reifer","MJ Procter","Barbados Tridents",17,NA,NA,NA,NA
635216,6,"Guyana Amazon Warriors","Trinidad & Tobago Red Steel","male","2013",2013-07-31,"Caribbean Premier League",2,"Providence Stadium","Guyana","Trinidad & Tobago Red Steel","field","K Santokie","JS Wilson","PJ Nero","Guyanand Sukdeo","C Alfred","HPL Bruce","Guyana Amazon Warriors",19,NA,NA,NA,NA
635217,6,"Barbados Tridents","Antigua Hawksbills","male","2013",2013-08-01,"Caribbean Premier League",3,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","bat","Shakib Al Hasan","LS Reifer","BF Bowden","KA Sisnett","GO Brathwaite","MJ Procter","Barbados Tridents",12,NA,NA,NA,NA
635218,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2013",2013-08-02,"Caribbean Premier League",4,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","LMP Simmons","JS Wilson","PJ Nero","Guyanand Sukdeo","C Alfred","HPL Bruce","Guyana Amazon Warriors",NA,8,NA,NA,NA
635219,6,"Trinidad & Tobago Red Steel","Barbados Tridents","male","2013",2013-08-03,"Caribbean Premier League",5,"Kensington Oval, Bridgetown","Barbados","Trinidad & Tobago Red Steel","bat","Shakib Al Hasan","BF Bowden","GO Brathwaite","S Leacock","LS Reifer","MJ Procter","Barbados Tridents",NA,4,NA,NA,NA
635220,6,"Antigua Hawksbills","Jamaica Tallawahs","male","2013",2013-08-04,"Caribbean Premier League",6,"Providence Stadium","Guyana","Antigua Hawksbills","bat","VD Philander","N Duguid","C Alfred","Guyanand Sukdeo","PJ Nero","HPL Bruce","Jamaica Tallawahs",NA,7,NA,NA,NA
635221,6,"Guyana Amazon Warriors","St Lucia Zouks","male","2013",2013-08-04,"Caribbean Premier League",7,"Providence Stadium","Guyana","St Lucia Zouks","field","Misbah-ul-Haq","JS Wilson","PJ Nero","Guyanand Sukdeo","N Duguid","HPL Bruce","St Lucia Zouks",NA,5,NA,NA,NA
635222,6,"Antigua Hawksbills","St Lucia Zouks","male","2013",2013-08-06,"Caribbean Premier League",8,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Zouks","field","MN Samuels","N Duguid","GO Brathwaite","FX Maurice","BF Bowden","MJ Procter","Antigua Hawksbills",33,NA,NA,NA,NA
635223,6,"Jamaica Tallawahs","Trinidad & Tobago Red Steel","male","2013",2013-08-07,"Caribbean Premier League",9,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","field","DP Hyatt","PA Gustard","PJ Nero","A Sanawar","JS Wilson","HPL Bruce","Jamaica Tallawahs",5,NA,NA,NA,NA
635225,6,"Trinidad & Tobago Red Steel","Guyana Amazon Warriors","male","2013",2013-08-09,"Caribbean Premier League",11,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","KJ O'Brien","JS Wilson","PJ Nero","A Sanawar","PA Gustard","HPL Bruce","Trinidad & Tobago Red Steel",3,NA,NA,NA,NA
635226,6,"St Lucia Zouks","Jamaica Tallawahs","male","2013",2013-08-10,"Caribbean Premier League",12,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Zouks","bat","AD Russell","N Duguid","GO Brathwaite","FX Maurice","BF Bowden","MJ Procter","Jamaica Tallawahs",NA,6,NA,NA,NA
635227,6,"Guyana Amazon Warriors","Barbados Tridents","male","2013",2013-08-11,"Caribbean Premier League",13,"Queen's Park Oval, Port of Spain","Trinidad","Guyana Amazon Warriors","bat","MJ Guptill","JS Wilson","Danesh Ramdhanie","PA Gustard","PJ Nero","HPL Bruce","Guyana Amazon Warriors",27,NA,NA,NA,NA
635228,6,"Trinidad & Tobago Red Steel","Antigua Hawksbills","male","2013",2013-08-11,"Caribbean Premier League",14,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","DJ Bravo","PA Gustard","PJ Nero","A Sanawar","JS Wilson","HPL Bruce","Trinidad & Tobago Red Steel",1,NA,NA,"D/L",NA
635229,6,"Barbados Tridents","Antigua Hawksbills","male","2013",2013-08-13,"Caribbean Premier League",15,"Sir Vivian Richards Stadium, North Sound","Antigua","Barbados Tridents","bat","SS Cottrell","BF Bowden","JS Wilson","F Auguiste","CM Tuckett","MJ Procter","Antigua Hawksbills",NA,5,NA,NA,NA
635230,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2013",2013-08-15,"Caribbean Premier League",16,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","SP Narine","PA Gustard","PJ Nero","Christopher Taylor","Verdayne Smith","HPL Bruce","Guyana Amazon Warriors",5,NA,NA,NA,NA
635231,6,"St Lucia Zouks","Antigua Hawksbills","male","2013",2013-08-15,"Caribbean Premier League",17,"Sir Vivian Richards Stadium, North Sound","Antigua","St Lucia Zouks","bat","ADS Fletcher","BF Bowden","CM Tuckett","F Auguiste","JS Wilson","MJ Procter","St Lucia Zouks",17,NA,NA,"D/L",NA
635232,6,"Barbados Tridents","Jamaica Tallawahs","male","2013",2013-08-17,"Caribbean Premier League",19,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","M Muralitharan","Christopher Taylor","GO Brathwaite","CO Wright","PA Gustard","HPL Bruce","Jamaica Tallawahs",NA,6,NA,NA,NA
635233,6,"Antigua Hawksbills","Guyana Amazon Warriors","male","2013",2013-08-17,"Caribbean Premier League",20,"Sir Vivian Richards Stadium, North Sound","Antigua","Antigua Hawksbills","bat","Mohammad Hafeez","JS Wilson","CM Tuckett","F Auguiste","BF Bowden","MJ Procter","Guyana Amazon Warriors",NA,5,NA,NA,NA
635234,6,"St Lucia Zouks","Trinidad & Tobago Red Steel","male","2013",2013-08-17,"Caribbean Premier League",18,"Sabina Park, Kingston","Jamaica","Trinidad & Tobago Red Steel","field","S Badree","PA Gustard","Verdayne Smith","CO Wright","GO Brathwaite","HPL Bruce","Trinidad & Tobago Red Steel",NA,6,NA,NA,NA
635235,6,"Trinidad & Tobago Red Steel","Jamaica Tallawahs","male","2013",2013-08-18,"Caribbean Premier League",21,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","CH Gayle","PA Gustard","GO Brathwaite","Christopher Taylor","Verdayne Smith","HPL Bruce","Jamaica Tallawahs",NA,3,NA,NA,NA
635236,6,"Trinidad & Tobago Red Steel","Guyana Amazon Warriors","male","2013",2013-08-22,"Caribbean Premier League",NA,"Queen's Park Oval, Port of Spain","Trinidad","Guyana Amazon Warriors","field","TM Dilshan","BF Bowden","JS Wilson","Danesh Ramdhanie","N Duguid","MJ Procter","Guyana Amazon Warriors",NA,7,NA,NA,NA
635237,6,"Barbados Tridents","Jamaica Tallawahs","male","2013",2013-08-23,"Caribbean Premier League",NA,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","KC Sangakkara","N Duguid","JS Wilson","Danesh Ramdhanie","BF Bowden","MJ Procter","Jamaica Tallawahs",NA,7,NA,NA,NA
635238,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2013",2013-08-24,"Caribbean Premier League",NA,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","CH Gayle","N Duguid","BF Bowden","Danesh Ramdhanie","JS Wilson","MJ Procter","Jamaica Tallawahs",NA,7,NA,NA,NA
743137,6,"Antigua Hawksbills","Guyana Amazon Warriors","male","2014",2014-07-11,"Caribbean Premier League",1,"National Cricket Stadium, St George's","Grenada","Guyana Amazon Warriors","field","D Ramdin","N Duguid","PJ Nero","DK Butler","PA Gustard","HPL Bruce","Guyana Amazon Warriors",NA,2,NA,NA,NA
743139,6,"Barbados Tridents","Trinidad & Tobago Red Steel","male","2014",2014-07-12,"Caribbean Premier League",2,"National Cricket Stadium, St George's","Grenada","Trinidad & Tobago Red Steel","field","LRPL Taylor","PA Gustard","PJ Nero","DK Butler","N Duguid","HPL Bruce","Trinidad & Tobago Red Steel",NA,7,NA,NA,NA
743143,6,"Antigua Hawksbills","Jamaica Tallawahs","male","2014",2014-07-17,"Caribbean Premier League",4,"Sir Vivian Richards Stadium, North Sound","Antigua","Antigua Hawksbills","bat","DL Vettori","JS Wilson","GO Brathwaite","BCN Joseph","LS Reifer","Denavon Hayles","Jamaica Tallawahs",NA,8,NA,NA,NA
743147,6,"Antigua Hawksbills","Barbados Tridents","male","2014",2014-07-19,"Caribbean Premier League",6,"Sir Vivian Richards Stadium, North Sound","Antigua","Barbados Tridents","field","Shoaib Malik","LS Reifer","JS Wilson","BCN Joseph","GO Brathwaite","Denavon Hayles","Barbados Tridents",NA,5,NA,NA,NA
743149,6,"St Lucia Zouks","Guyana Amazon Warriors","male","2014",2014-07-19,"Caribbean Premier League",7,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","K Santokie","PA Gustard","PJ Nero","C Alfred","N Duguid","HPL Bruce","Guyana Amazon Warriors",NA,9,NA,NA,NA
743151,6,"Antigua Hawksbills","Trinidad & Tobago Red Steel","male","2014",2014-07-20,"Caribbean Premier League",8,"Sir Vivian Richards Stadium, North Sound","Antigua","Trinidad & Tobago Red Steel","field","KJ O'Brien","LS Reifer","GO Brathwaite","BCN Joseph","JS Wilson","Denavon Hayles","Trinidad & Tobago Red Steel",NA,9,NA,NA,NA
743153,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2014",2014-07-20,"Caribbean Premier League",9,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","CAK Walton","PA Gustard","PJ Nero","C Alfred","N Duguid","HPL Bruce","Jamaica Tallawahs",4,NA,NA,NA,NA
743155,6,"Barbados Tridents","St Lucia Zouks","male","2014",2014-07-23,"Caribbean Premier League",10,"Kensington Oval, Bridgetown","Barbados","St Lucia Zouks","field","DR Smith","JS Wilson","GO Brathwaite","Jonathan Blades","LS Reifer","Denavon Hayles","Barbados Tridents",29,NA,NA,NA,NA
743157,6,"Guyana Amazon Warriors","Trinidad & Tobago Red Steel","male","2014",2014-07-24,"Caribbean Premier League",11,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","field","DM Bravo","N Duguid","PJ Nero","K Kowlessar","PA Gustard","HPL Bruce","Trinidad & Tobago Red Steel",NA,4,NA,NA,NA
743161,6,"Trinidad & Tobago Red Steel","Jamaica Tallawahs","male","2014",2014-07-26,"Caribbean Premier League",13,"Queen's Park Oval, Port of Spain","Trinidad","Jamaica Tallawahs","field","KJ O'Brien","PA Gustard","PJ Nero","K Kowlessar","N Duguid","HPL Bruce","Trinidad & Tobago Red Steel",13,NA,NA,NA,NA
743163,6,"Guyana Amazon Warriors","Barbados Tridents","male","2014",2014-07-26,"Caribbean Premier League",14,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","field","DR Smith","LS Reifer","GO Brathwaite","Jonathan Blades","JS Wilson","Denavon Hayles","Guyana Amazon Warriors",7,NA,NA,NA,NA
743165,6,"St Lucia Zouks","Trinidad & Tobago Red Steel","male","2014",2014-07-27,"Caribbean Premier League",15,"Queen's Park Oval, Port of Spain","Trinidad","St Lucia Zouks","bat","E Lewis","N Duguid","PA Gustard","K Kowlessar","PJ Nero","HPL Bruce","Trinidad & Tobago Red Steel",NA,9,NA,NA,NA
743167,6,"Antigua Hawksbills","Jamaica Tallawahs","male","2014",2014-07-31,"Caribbean Premier League",16,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","JE Taylor","N Duguid","PJ Nero","CO Wright","PA Gustard","HPL Bruce","Jamaica Tallawahs",NA,7,NA,"D/L",NA
743169,6,"St Lucia Zouks","Barbados Tridents","male","2014",2014-07-31,"Caribbean Premier League",17,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Zouks","bat","JO Holder","JS Wilson","GO Brathwaite","FX Maurice","LS Reifer","Denavon Hayles","Barbados Tridents",NA,3,NA,NA,NA
743171,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2014",2014-08-02,"Caribbean Premier League",18,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","AD Russell","PA Gustard","PJ Nero","CO Wright","N Duguid","HPL Bruce","Jamaica Tallawahs",NA,6,NA,NA,NA
743173,6,"St Lucia Zouks","Trinidad & Tobago Red Steel","male","2014",2014-08-02,"Caribbean Premier League",19,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Trinidad & Tobago Red Steel","field","ST Gabriel","JS Wilson","GO Brathwaite","FX Maurice","LS Reifer","Denavon Hayles","Trinidad & Tobago Red Steel",NA,8,NA,NA,NA
743175,6,"Jamaica Tallawahs","Barbados Tridents","male","2014",2014-08-03,"Caribbean Premier League",20,"Sabina Park, Kingston","Jamaica","Barbados Tridents","field","JE Taylor","N Duguid","PA Gustard","CO Wright","PJ Nero","HPL Bruce","Jamaica Tallawahs",19,NA,NA,NA,NA
743177,6,"Antigua Hawksbills","St Lucia Zouks","male","2014",2014-08-03,"Caribbean Premier League",21,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Lucia Zouks","field","Sohail Tanvir","LS Reifer","GO Brathwaite","FX Maurice","JS Wilson","Denavon Hayles","St Lucia Zouks",NA,5,NA,"D/L",NA
743179,6,"Guyana Amazon Warriors","Antigua Hawksbills","male","2014",2014-08-07,"Caribbean Premier League",22,"Warner Park, Basseterre","St Kitts","Antigua Hawksbills","field","MJ Guptill","N Duguid","PJ Nero","CM Tuckett","PA Gustard","HPL Bruce","Guyana Amazon Warriors",19,NA,NA,NA,NA
743181,6,"Barbados Tridents","Trinidad & Tobago Red Steel","male","2014",2014-08-07,"Caribbean Premier League",23,"Warner Park, Basseterre","St Kitts","Trinidad & Tobago Red Steel","field","JO Holder","JS Wilson","GO Brathwaite","WL Mitchum","LS Reifer","Denavon Hayles","Barbados Tridents",69,NA,NA,NA,NA
743183,6,"Jamaica Tallawahs","St Lucia Zouks","male","2014",2014-08-09,"Caribbean Premier League",24,"Warner Park, Basseterre","St Kitts","St Lucia Zouks","field","M Matthew","PA Gustard","PJ Nero","CM Tuckett","N Duguid","HPL Bruce","St Lucia Zouks",NA,7,NA,NA,NA
743185,6,"Trinidad & Tobago Red Steel","Antigua Hawksbills","male","2014",2014-08-09,"Caribbean Premier League",25,"Warner Park, Basseterre","St Kitts","Antigua Hawksbills","field","B Laughlin","LS Reifer","JS Wilson","WL Mitchum","GO Brathwaite","Denavon Hayles","Antigua Hawksbills",NA,5,NA,NA,NA
743187,6,"St Lucia Zouks","Guyana Amazon Warriors","male","2014",2014-08-10,"Caribbean Premier League",26,"Warner Park, Basseterre","St Kitts","Guyana Amazon Warriors","field","LMP Simmons","N Duguid","PA Gustard","CM Tuckett","PJ Nero","HPL Bruce","Guyana Amazon Warriors",NA,8,NA,NA,NA
743189,6,"Barbados Tridents","Jamaica Tallawahs","male","2014",2014-08-10,"Caribbean Premier League",27,"Warner Park, Basseterre","St Kitts","Barbados Tridents","bat","KA Pollard","LS Reifer","GO Brathwaite","WL Mitchum","JS Wilson","Denavon Hayles","Barbados Tridents",88,NA,NA,NA,NA
743191,6,"Trinidad & Tobago Red Steel","Jamaica Tallawahs","male","2014",2014-08-13,"Caribbean Premier League",NA,"Warner Park, Basseterre","St Kitts","Jamaica Tallawahs","field","AD Russell","JS Wilson","GO Brathwaite","CM Tuckett","LS Reifer","Denavon Hayles","Jamaica Tallawahs",NA,4,NA,NA,NA
743193,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2014",2014-08-14,"Caribbean Premier League",NA,"Warner Park, Basseterre","St Kitts","Guyana Amazon Warriors","field","LMP Simmons","LS Reifer","JS Wilson","WL Mitchum","GO Brathwaite","Denavon Hayles","Guyana Amazon Warriors",NA,10,NA,NA,NA
743195,6,"Barbados Tridents","Guyana Amazon Warriors","male","2014",2014-08-16,"Caribbean Premier League",NA,"Warner Park, Basseterre","St Kitts","Guyana Amazon Warriors","field","Shoaib Malik","JS Wilson","GO Brathwaite","CM Tuckett","LS Reifer","Denavon Hayles","Barbados Tridents",8,NA,NA,"D/L",NA
857703,6,"Barbados Tridents","Guyana Amazon Warriors","male","2015",2015-06-20,"Caribbean Premier League",1,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","bat","KA Pollard","N Duguid","PJ Nero","Jonathan Blades","MD Martell","D Govindjee","Barbados Tridents",49,NA,NA,NA,NA
857705,6,"St Lucia Zouks","Trinidad & Tobago Red Steel","male","2015",2015-06-21,"Caribbean Premier League",2,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Trinidad & Tobago Red Steel","field",NA,"PA Gustard","JS Wilson","FX Maurice","JD Ward","HPL Bruce",NA,NA,NA,"no result",NA,NA
857707,6,"Barbados Tridents","Jamaica Tallawahs","male","2015",2015-06-23,"Caribbean Premier League",3,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","bat","RJ Peterson","N Duguid","MD Martell","Jonathan Blades","PJ Nero","D Govindjee","Barbados Tridents",16,NA,NA,NA,NA
857709,6,"St Kitts and Nevis Patriots","St Lucia Zouks","male","2015",2015-06-24,"Caribbean Premier League",4,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","St Kitts and Nevis Patriots","bat","ST Gabriel","PA Gustard","JD Ward","FX Maurice","JS Wilson","HPL Bruce","St Lucia Zouks",NA,7,NA,NA,NA
857711,6,"Trinidad & Tobago Red Steel","Barbados Tridents","male","2015",2015-06-25,"Caribbean Premier League",5,"Kensington Oval, Bridgetown","Barbados","Trinidad & Tobago Red Steel","bat","JO Holder","PJ Nero","MD Martell","Jonathan Blades","N Duguid","D Govindjee","Barbados Tridents",NA,8,NA,NA,NA
857713,6,"St Lucia Zouks","Guyana Amazon Warriors","male","2015",2015-06-26,"Caribbean Premier League",6,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Guyana Amazon Warriors","field","J Charles","JD Ward","JS Wilson","FX Maurice","PA Gustard","HPL Bruce","St Lucia Zouks",2,NA,NA,"D/L",NA
857715,6,"St Kitts and Nevis Patriots","Barbados Tridents","male","2015",2015-06-27,"Caribbean Premier League",7,"Kensington Oval, Bridgetown","Barbados","Barbados Tridents","field","KA Pollard","N Duguid","PJ Nero","Jonathan Blades","MD Martell","D Govindjee","St Kitts and Nevis Patriots",1,NA,NA,NA,NA
857717,6,"St Lucia Zouks","Jamaica Tallawahs","male","2015",2015-06-28,"Caribbean Premier League",8,"Daren Sammy National Cricket Stadium, Gros Islet","St Lucia","Jamaica Tallawahs","field","CH Gayle","PA Gustard","JS Wilson","FX Maurice","JD Ward","HPL Bruce","Jamaica Tallawahs",NA,10,NA,NA,NA
857719,6,"St Kitts and Nevis Patriots","Jamaica Tallawahs","male","2015",2015-06-30,"Caribbean Premier League",9,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","bat","CH Gayle","N Duguid","MD Martell","WL Mitchum","PJ Nero","D Govindjee","Jamaica Tallawahs",NA,7,NA,NA,NA
857721,6,"Barbados Tridents","St Lucia Zouks","male","2015",2015-07-01,"Caribbean Premier League",10,"Warner Park, Basseterre","St Kitts","Barbados Tridents","bat","Shoaib Malik","PA Gustard","JD Ward","WL Mitchum","JS Wilson","HPL Bruce","Barbados Tridents",15,NA,NA,NA,NA
857723,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2015",2015-07-03,"Caribbean Premier League",11,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","bat","D Ramdin","JD Ward","JS Wilson","WL Mitchum","PA Gustard","HPL Bruce","Guyana Amazon Warriors",NA,7,NA,NA,NA
857725,6,"St Lucia Zouks","Barbados Tridents","male","2015",2015-07-03,"Caribbean Premier League",12,"Warner Park, Basseterre","St Kitts","St Lucia Zouks","bat","ADS Fletcher","PJ Nero","MD Martell","WL Mitchum","N Duguid","D Govindjee","St Lucia Zouks",30,NA,NA,NA,NA
857727,6,"St Kitts and Nevis Patriots","Jamaica Tallawahs","male","2015",2015-07-04,"Caribbean Premier League",13,"Warner Park, Basseterre","St Kitts","Jamaica Tallawahs","field","E Lewis","PA Gustard","JS Wilson","WL Mitchum","JD Ward","HPL Bruce","St Kitts and Nevis Patriots",119,NA,NA,NA,NA
857729,6,"Guyana Amazon Warriors","Trinidad & Tobago Red Steel","male","2015",2015-07-04,"Caribbean Premier League",14,"Warner Park, Basseterre","St Kitts","Guyana Amazon Warriors","bat","DJ Bravo","N Duguid","PJ Nero","WL Mitchum","MD Martell","D Govindjee","Trinidad & Tobago Red Steel",NA,3,NA,NA,NA
857731,6,"Barbados Tridents","St Kitts and Nevis Patriots","male","2015",2015-07-06,"Caribbean Premier League",15,"Warner Park, Basseterre","St Kitts","Barbados Tridents","bat","T Shamsi","N Duguid","MD Martell","WL Mitchum","PJ Nero","D Govindjee","St Kitts and Nevis Patriots",NA,8,NA,NA,NA
857733,6,"St Lucia Zouks","Jamaica Tallawahs","male","2015",2015-07-07,"Caribbean Premier League",16,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","CAK Walton","PA Gustard","JD Ward","CO Wright","JS Wilson","HPL Bruce","Jamaica Tallawahs",NA,9,NA,NA,NA
857735,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2015",2015-07-08,"Caribbean Premier League",17,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","bat","BJ Hodge","PJ Nero","MD Martell","WL Mitchum","N Duguid","D Govindjee","Guyana Amazon Warriors",23,NA,NA,"D/L",NA
857737,6,"Jamaica Tallawahs","Trinidad & Tobago Red Steel","male","2015",2015-07-09,"Caribbean Premier League",18,"Sabina Park, Kingston","Jamaica","Trinidad & Tobago Red Steel","field","CH Gayle","JD Ward","JS Wilson","CO Wright","PA Gustard","HPL Bruce","Jamaica Tallawahs",50,NA,NA,NA,NA
857739,6,"St Kitts and Nevis Patriots","St Lucia Zouks","male","2015",2015-07-10,"Caribbean Premier League",19,"Warner Park, Basseterre","St Kitts","St Lucia Zouks","field","SO Dowrich","N Duguid","PJ Nero","WL Mitchum","MD Martell","D Govindjee","St Kitts and Nevis Patriots",26,NA,NA,NA,NA
857741,6,"St Kitts and Nevis Patriots","Trinidad & Tobago Red Steel","male","2015",2015-07-11,"Caribbean Premier League",20,"Warner Park, Basseterre","St Kitts","St Kitts and Nevis Patriots","bat","DJ Bravo","N Duguid","MD Martell","WL Mitchum","PJ Nero","D Govindjee","Trinidad & Tobago Red Steel",NA,6,NA,NA,NA
857743,6,"Barbados Tridents","Jamaica Tallawahs","male","2015",2015-07-11,"Caribbean Premier League",21,"Sabina Park, Kingston","Jamaica","Barbados Tridents","bat","KA Pollard","PA Gustard","JS Wilson","CO Wright","JD Ward","HPL Bruce","Barbados Tridents",17,NA,NA,NA,NA
857745,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2015",2015-07-12,"Caribbean Premier League",22,"Sabina Park, Kingston","Jamaica","Jamaica Tallawahs","field","BJ Hodge","PA Gustard","JD Ward","CO Wright","JS Wilson","HPL Bruce","Guyana Amazon Warriors",84,NA,NA,NA,NA
857747,6,"Trinidad & Tobago Red Steel","St Lucia Zouks","male","2015",2015-07-14,"Caribbean Premier League",23,"Queen's Park Oval, Port of Spain","Trinidad","St Lucia Zouks","field","J Charles","PJ Nero","MD Martell","K Kowlessar","N Duguid","D Govindjee","St Lucia Zouks",NA,4,NA,NA,NA
857751,6,"Trinidad & Tobago Red Steel","Barbados Tridents","male","2015",2015-07-16,"Caribbean Premier League",25,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","DM Bravo","N Duguid","PJ Nero","K Kowlessar","MD Martell","D Govindjee","Trinidad & Tobago Red Steel",72,NA,NA,NA,NA
857753,6,"St Lucia Zouks","Guyana Amazon Warriors","male","2015",2015-07-17,"Caribbean Premier League",26,"Providence Stadium","Guyana","Guyana Amazon Warriors","field","SP Narine","PA Gustard","N Shivsankar","C Alfred","JD Ward","HPL Bruce","Guyana Amazon Warriors",NA,3,NA,NA,NA
857755,6,"Trinidad & Tobago Red Steel","St Kitts and Nevis Patriots","male","2015",2015-07-18,"Caribbean Premier League",27,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","DM Bravo","N Duguid","MD Martell","K Kowlessar","PJ Nero","D Govindjee","Trinidad & Tobago Red Steel",18,NA,NA,"D/L",NA
857757,6,"Barbados Tridents","Guyana Amazon Warriors","male","2015",2015-07-18,"Caribbean Premier League",28,"Providence Stadium","Guyana","Barbados Tridents","bat","RR Emrit","PA Gustard","JD Ward","C Alfred","N Shivsankar","HPL Bruce","Barbados Tridents",14,NA,NA,NA,NA
857759,6,"Trinidad & Tobago Red Steel","Jamaica Tallawahs","male","2015",2015-07-19,"Caribbean Premier League",29,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","DJ Bravo","PJ Nero","MD Martell","K Kowlessar","N Duguid","D Govindjee","Trinidad & Tobago Red Steel",7,NA,NA,NA,NA
857761,6,"Trinidad & Tobago Red Steel","Guyana Amazon Warriors","male","2015",2015-07-21,"Caribbean Premier League",30,"Providence Stadium","Guyana","Trinidad & Tobago Red Steel","bat","LMP Simmons","JD Ward","N Shivsankar","C Alfred","PA Gustard","HPL Bruce","Guyana Amazon Warriors",NA,7,NA,NA,NA
857763,6,"Trinidad & Tobago Red Steel","Jamaica Tallawahs","male","2015",2015-07-23,"Caribbean Premier League",NA,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","DM Bravo","JD Ward","MD Martell","K Kowlessar","PJ Nero","D Govindjee","Trinidad & Tobago Red Steel",27,NA,NA,NA,NA
857765,6,"Guyana Amazon Warriors","Trinidad & Tobago Red Steel","male","2015",2015-07-25,"Caribbean Premier League",NA,"Queen's Park Oval, Port of Spain","Trinidad","Guyana Amazon Warriors","bat","Kamran Akmal","PJ Nero","MD Martell","K Kowlessar","JD Ward","D Govindjee","Trinidad & Tobago Red Steel",NA,6,NA,NA,NA
857767,6,"Trinidad & Tobago Red Steel","Barbados Tridents","male","2015",2015-07-26,"Caribbean Premier League",NA,"Queen's Park Oval, Port of Spain","Trinidad","Trinidad & Tobago Red Steel","bat","Kamran Akmal","JD Ward","MD Martell","K Kowlessar","PJ Nero","D Govindjee","Trinidad & Tobago Red Steel",20,NA,NA,NA,NA
1025983,6,"Trinbago Knight Riders","St Lucia Zouks","male","2016",2016-06-29,"Caribbean Premier League",1,"Queen's Park Oval, Port of Spain","Trinidad","St Lucia Zouks","field","J Charles","PA Gustard","Zahid Bassarath","Danesh Ramdhanie","JD Cloete","Denavon Hayles","St Lucia Zouks",NA,6,NA,NA,NA
994669,6,"St Kitts and Nevis Patriots","Guyana Amazon Warriors","male","2016",2016-06-30,"Caribbean Premier League",2,"Warner Park, Basseterre","St Kitts","Guyana Amazon Warriors","field","DR Smith","LS Reifer","JD Ward","WL Mitchum","CM Tuckett","D Govindjee","Guyana Amazon Warriors",NA,4,NA,NA,NA
1025985,6,"Trinbago Knight Riders","Barbados Tridents","male","2016",2016-07-01,"Caribbean Premier League",3,"Queen's Park Oval, Port of Spain","Trinidad","Barbados Tridents","field","HM Amla","JD Cloete","Zahid Bassarath","K Kowlessar","PA Gustard","Denavon Hayles","Trinbago Knight Riders",11,NA,NA,NA,NA
