"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_runs","winner_wickets","outcome","method","eliminator"
1269724,6,"St Lucia Kings","Barbados Royals","male","2021",2021-09-11,"Caribbean Premier League",25,"Warner Park, Basseterre, St Kitts","Basseterre","Barbados Royals","field","D Wiese","LS Reifer","N Duguid","Christopher Taylor","DK Butler","M Ragoonath","St Lucia Kings",14,NA,NA,"D/L",NA
1269725,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2021",2021-09-11,"Caribbean Premier League",26,"Warner Park, Basseterre, St Kitts","Basseterre","Guyana Amazon Warriors","bat","N Pooran","GO Brathwaite","Zahid Bassarath","Verdayne Smith","CM Tuckett","Denavon Hayles","Guyana Amazon Warriors",46,NA,NA,NA,NA
1269726,6,"Trinbago Knight Riders","St Kitts and Nevis Patriots","male","2021",2021-09-11,"Caribbean Premier League",27,"Warner Park, Basseterre, St Kitts","Basseterre","St Kitts and Nevis Patriots","field","E Lewis","Christopher Taylor","DK Butler","N Duguid","LS Reifer","M Ragoonath","St Kitts and Nevis Patriots",NA,8,NA,NA,NA
1269727,6,"St Lucia Kings","Barbados Royals","male","2021",2021-09-12,"Caribbean Premier League",28,"Warner Park, Basseterre, St Kitts","Basseterre","Barbados Royals","field","KR Mayers","GO Brathwaite","Zahid Bassarath","Verdayne Smith","CM Tuckett","Denavon Hayles","Barbados Royals",NA,8,NA,NA,NA
1269728,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2021",2021-09-12,"Caribbean Premier League",29,"Warner Park, Basseterre, St Kitts","Basseterre","Guyana Amazon Warriors","bat","R Shepherd","LS Reifer","N Duguid","Christopher Taylor","DK Butler","M Ragoonath","Guyana Amazon Warriors",14,NA,NA,NA,NA
1269729,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2021",2021-09-12,"Caribbean Premier League",30,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","field","KA Pollard","CM Tuckett","Verdayne Smith","GO Brathwaite","Zahid Bassarath","Denavon Hayles","Trinbago Knight Riders",NA,4,NA,NA,NA
1269730,6,"St Lucia Kings","Trinbago Knight Riders","male","2021",2021-09-14,"Caribbean Premier League",NA,"Warner Park, Basseterre, St Kitts","Basseterre","St Lucia Kings","bat","D Wiese","DK Butler","LS Reifer","Christopher Taylor","Zahid Bassarath","M Ragoonath","St Lucia Kings",21,NA,NA,NA,NA
1269731,6,"Guyana Amazon Warriors","St Kitts and Nevis Patriots","male","2021",2021-09-14,"Caribbean Premier League",NA,"Warner Park, Basseterre, St Kitts","Basseterre","St Kitts and Nevis Patriots","field","E Lewis","GO Brathwaite","N Duguid","CM Tuckett","Verdayne Smith","Denavon Hayles","St Kitts and Nevis Patriots",NA,7,NA,NA,NA
1269732,6,"St Lucia Kings","St Kitts and Nevis Patriots","male","2021",2021-09-15,"Caribbean Premier League",NA,"Warner Park, Basseterre, St Kitts","Basseterre","St Lucia Kings","bat","DC Drakes","DK Butler","LS Reifer","Christopher Taylor","Zahid Bassarath","M Ragoonath","St Kitts and Nevis Patriots",NA,3,NA,NA,NA
1323144,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2022",2022-08-31,"Caribbean Premier League",1,"Warner Park, Basseterre, St Kitts","Basseterre","St Kitts and Nevis Patriots","field","BA King","GO Brathwaite","PA Gustard","Jonathan Blades","Zahid Bassarath","Denavon Hayles","Jamaica Tallawahs",47,NA,NA,NA,NA
1323145,6,"St Lucia Kings","Trinbago Knight Riders","male","2022",2022-09-01,"Caribbean Premier League",2,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","field","AJ Hosein","LS Reifer","N Duguid","Verdayne Smith","DK Butler","Reon King","Trinbago Knight Riders",NA,3,NA,NA,NA
1323146,6,"St Kitts and Nevis Patriots","Barbados Royals","male","2022",2022-09-01,"Caribbean Premier League",3,"Warner Park, Basseterre, St Kitts","Basseterre","Barbados Royals","field","C Bosch","Jonathan Blades","Zahid Bassarath","PA Gustard","GO Brathwaite","Denavon Hayles","Barbados Royals",NA,7,NA,NA,NA
1323147,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2022",2022-09-03,"Caribbean Premier League",4,"Warner Park, Basseterre, St Kitts","Basseterre","Jamaica Tallawahs","field","Mohammad Amir","DK Butler","Verdayne Smith","LS Reifer","N Duguid","Reon King","Jamaica Tallawahs",NA,4,NA,NA,NA
1323149,6,"Barbados Royals","St Lucia Kings","male","2022",2022-09-04,"Caribbean Premier League",6,"Warner Park, Basseterre, St Kitts","Basseterre","St Lucia Kings","field","KR Mayers","LS Reifer","Verdayne Smith","DK Butler","N Duguid","Reon King","Barbados Royals",11,NA,NA,"D/L",NA
1323151,6,"Barbados Royals","Trinbago Knight Riders","male","2022",2022-09-07,"Caribbean Premier League",8,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","Trinbago Knight Riders","field","DA Miller","DK Butler","N Duguid","LS Reifer","Verdayne Smith","Denavon Hayles","Barbados Royals",80,NA,NA,"D/L",NA
1323152,6,"Jamaica Tallawahs","St Lucia Kings","male","2022",2022-09-07,"Caribbean Premier League",9,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","St Lucia Kings","field","J Charles","GO Brathwaite","PA Gustard","Zahid Bassarath","Jonathan Blades","Reon King","St Lucia Kings",NA,2,NA,NA,NA
1323153,6,"Guyana Amazon Warriors","St Kitts and Nevis Patriots","male","2022",2022-09-08,"Caribbean Premier League",10,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","Guyana Amazon Warriors","bat","D Jansen","LS Reifer","N Duguid","DK Butler","Verdayne Smith","Denavon Hayles","St Kitts and Nevis Patriots",NA,4,NA,NA,NA
1323154,6,"St Lucia Kings","Barbados Royals","male","2022",2022-09-08,"Caribbean Premier League",11,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","Barbados Royals","field","C Bosch","Jonathan Blades","Zahid Bassarath","GO Brathwaite","PA Gustard","Reon King","Barbados Royals",NA,6,NA,NA,NA
1323155,6,"Jamaica Tallawahs","Trinbago Knight Riders","male","2022",2022-09-10,"Caribbean Premier League",12,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","Trinbago Knight Riders","field","Imad Wasim","DK Butler","Verdayne Smith","N Duguid","LS Reifer","Denavon Hayles","Jamaica Tallawahs",34,NA,NA,NA,NA
1323156,6,"St Lucia Kings","Guyana Amazon Warriors","male","2022",2022-09-10,"Caribbean Premier League",13,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","Guyana Amazon Warriors","field","H Klaasen","Jonathan Blades","PA Gustard","Zahid Bassarath","GO Brathwaite","Reon King","Guyana Amazon Warriors",NA,6,NA,NA,NA
1323157,6,"Jamaica Tallawahs","Barbados Royals","male","2022",2022-09-11,"Caribbean Premier League",14,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","Barbados Royals","field","OC McCoy","LS Reifer","Verdayne Smith","DK Butler","N Duguid","Denavon Hayles","Barbados Royals",NA,8,NA,NA,NA
1323158,6,"St Lucia Kings","St Kitts and Nevis Patriots","male","2022",2022-09-11,"Caribbean Premier League",15,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","St Kitts and Nevis Patriots","field","MW Forde","GO Brathwaite","Zahid Bassarath","PA Gustard","Jonathan Blades","Reon King","St Lucia Kings",61,NA,NA,NA,NA
1323159,6,"Trinbago Knight Riders","Barbados Royals","male","2022",2022-09-13,"Caribbean Premier League",16,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Barbados Royals","field","KR Mayers","DK Butler","N Duguid","LS Reifer","Verdayne Smith","Denavon Hayles","Barbados Royals",NA,8,NA,NA,NA
1323160,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2022",2022-09-14,"Caribbean Premier League",17,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","St Kitts and Nevis Patriots","field","Rashid Khan","GO Brathwaite","PA Gustard","Jonathan Blades","Zahid Bassarath","Denavon Hayles","St Kitts and Nevis Patriots",NA,8,NA,"D/L",NA
1323161,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2022",2022-09-14,"Caribbean Premier League",18,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Guyana Amazon Warriors","field","SP Narine","LS Reifer","N Duguid","Verdayne Smith","DK Butler","Reon King","Trinbago Knight Riders",26,NA,NA,NA,NA
1323162,6,"Barbados Royals","Jamaica Tallawahs","male","2022",2022-09-15,"Caribbean Premier League",19,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Jamaica Tallawahs","field","Imad Wasim","Jonathan Blades","Zahid Bassarath","GO Brathwaite","PA Gustard","Denavon Hayles","Jamaica Tallawahs",6,NA,NA,"D/L",NA
1323163,6,"St Lucia Kings","St Kitts and Nevis Patriots","male","2022",2022-09-17,"Caribbean Premier League",20,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","St Kitts and Nevis Patriots","field","D Wiese","Jonathan Blades","PA Gustard","Zahid Bassarath","GO Brathwaite","Denavon Hayles","St Lucia Kings",49,NA,NA,NA,NA
1323164,6,"Jamaica Tallawahs","Trinbago Knight Riders","male","2022",2022-09-17,"Caribbean Premier League",21,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Jamaica Tallawahs","bat","R Rampaul","DK Butler","Verdayne Smith","N Duguid","LS Reifer","Reon King","Trinbago Knight Riders",NA,4,NA,NA,NA
1323165,6,"Barbados Royals","Guyana Amazon Warriors","male","2022",2022-09-18,"Caribbean Premier League",22,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Guyana Amazon Warriors","field","JO Holder","GO Brathwaite","Zahid Bassarath","PA Gustard","Jonathan Blades","Denavon Hayles","Barbados Royals",29,NA,NA,"D/L",NA
1323166,6,"St Lucia Kings","Trinbago Knight Riders","male","2022",2022-09-18,"Caribbean Premier League",23,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Trinbago Knight Riders","field","RL Chase","LS Reifer","Verdayne Smith","DK Butler","N Duguid","Reon King","St Lucia Kings",1,NA,NA,NA,NA
1323167,6,"Barbados Royals","St Kitts and Nevis Patriots","male","2022",2022-09-21,"Caribbean Premier League",24,"Providence Stadium, Guyana","Providence","St Kitts and Nevis Patriots","field","Azam Khan","DK Butler","N Duguid","LS Reifer","Verdayne Smith","Reon King","Barbados Royals",36,NA,NA,NA,NA
1323168,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2022",2022-09-21,"Caribbean Premier League",25,"Providence Stadium, Guyana","Providence","Jamaica Tallawahs","field","OF Smith","GO Brathwaite","PA Gustard","Jonathan Blades","Zahid Bassarath","Reon King","Guyana Amazon Warriors",12,NA,NA,NA,NA
1323169,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2022",2022-09-22,"Caribbean Premier League",26,"Providence Stadium, Guyana","Providence","St Kitts and Nevis Patriots","bat","SE Rutherford","LS Reifer","N Duguid","Verdayne Smith","DK Butler","Reon King","St Kitts and Nevis Patriots",7,NA,NA,NA,NA
1323170,6,"St Lucia Kings","Guyana Amazon Warriors","male","2022",2022-09-22,"Caribbean Premier League",27,"Providence Stadium, Guyana","Providence","St Lucia Kings","bat","SD Hope","Jonathan Blades","Zahid Bassarath","GO Brathwaite","PA Gustard","Reon King","Guyana Amazon Warriors",NA,6,NA,NA,NA
1323171,6,"Guyana Amazon Warriors","Trinbago Knight Riders","male","2022",2022-09-24,"Caribbean Premier League",28,"Providence Stadium, Guyana","Providence","Trinbago Knight Riders","field","Shakib Al Hasan","DK Butler","Verdayne Smith","N Duguid","LS Reifer","Reon King","Guyana Amazon Warriors",37,NA,NA,NA,NA
1323173,6,"Barbados Royals","Guyana Amazon Warriors","male","2022",2022-09-25,"Caribbean Premier League",30,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","field","Shakib Al Hasan","LS Reifer","N Duguid","Verdayne Smith","DK Butler","Reon King","Guyana Amazon Warriors",NA,5,NA,NA,NA
1323174,6,"Barbados Royals","Guyana Amazon Warriors","male","2022",2022-09-27,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","field","RRS Cornwall","N Duguid","Zahid Bassarath","DK Butler","PA Gustard","Reon King","Barbados Royals",87,NA,NA,NA,NA
1323175,6,"Jamaica Tallawahs","St Lucia Kings","male","2022",2022-09-27,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","St Lucia Kings","field","Mohammad Nabi","Jonathan Blades","Verdayne Smith","GO Brathwaite","LS Reifer","Denavon Hayles","Jamaica Tallawahs",33,NA,NA,NA,NA
1323176,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2022",2022-09-28,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","field","SSJ Brooks","DK Butler","PA Gustard","Zahid Bassarath","N Duguid","Denavon Hayles","Jamaica Tallawahs",37,NA,NA,NA,NA
1323177,6,"Barbados Royals","Jamaica Tallawahs","male","2022",2022-09-30,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Barbados Royals","bat","FA Allen","DK Butler","Zahid Bassarath","PA Gustard","N Duguid","Reon King","Jamaica Tallawahs",NA,8,NA,NA,NA
1369558,6,"Jamaica Tallawahs","St Lucia Kings","male","2023",2023-08-16,"Caribbean Premier League",1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","St Lucia Kings","field","BA King","GO Brathwaite","PA Gustard","CM Tuckett","Zahid Bassarath","M Ragoonath","Jamaica Tallawahs",11,NA,NA,NA,NA
1369559,6,"St Lucia Kings","Barbados Royals","male","2023",2023-08-17,"Caribbean Premier League",2,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","St Lucia Kings","bat","MW Forde","LS Reifer","N Duguid","CO Wright","DK Butler","Reon King","St Lucia Kings",54,NA,NA,NA,NA
1369560,6,"Trinbago Knight Riders","St Kitts and Nevis Patriots","male","2023",2023-08-19,"Caribbean Premier League",3,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","St Kitts and Nevis Patriots","field",NA,"CM Tuckett","PA Gustard","Zahid Bassarath","GO Brathwaite","M Ragoonath",NA,NA,NA,"no result",NA,NA
1369561,6,"Guyana Amazon Warriors","St Lucia Kings","male","2023",2023-08-19,"Caribbean Premier League",4,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia","Gros Islet","St Lucia Kings","field",NA,"CO Wright","LS Reifer","DK Butler","N Duguid","Reon King",NA,NA,NA,"no result",NA,NA
1369564,6,"St Kitts and Nevis Patriots","Jamaica Tallawahs","male","2023",2023-08-23,"Caribbean Premier League",7,"Warner Park, Basseterre, St Kitts","Basseterre","Jamaica Tallawahs","field","Salman Irshad","CO Wright","DK Butler","N Duguid","LS Reifer","Reon King","Jamaica Tallawahs",NA,8,NA,NA,NA
1369565,6,"Guyana Amazon Warriors","St Kitts and Nevis Patriots","male","2023",2023-08-24,"Caribbean Premier League",8,"Warner Park, Basseterre, St Kitts","Basseterre","St Kitts and Nevis Patriots","field","G Motie","CM Tuckett","Zahid Bassarath","GO Brathwaite","PA Gustard","M Ragoonath","Guyana Amazon Warriors",65,NA,NA,NA,NA
1369566,6,"St Lucia Kings","Trinbago Knight Riders","male","2023",2023-08-26,"Caribbean Premier League",9,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","field","Sikandar Raza","CF Wright","LS Reifer","DK Butler","N Duguid","M Ragoonath","St Lucia Kings",54,NA,NA,NA,NA
1369567,6,"St Kitts and Nevis Patriots","Barbados Royals","male","2023",2023-08-26,"Caribbean Premier League",10,"Warner Park, Basseterre, St Kitts","Basseterre","Barbados Royals","field","Qais Ahmad","CM Tuckett","PA Gustard","Zahid Bassarath","GO Brathwaite","Reon King","Barbados Royals",NA,6,NA,NA,NA
1369568,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2023",2023-08-27,"Caribbean Premier League",11,"Warner Park, Basseterre, St Kitts","Basseterre","Jamaica Tallawahs","field","R Shepherd","DK Butler","N Duguid","LS Reifer","CF Wright","M Ragoonath","Guyana Amazon Warriors",34,NA,NA,NA,NA
1369569,6,"St Kitts and Nevis Patriots","Trinbago Knight Riders","male","2023",2023-08-27,"Caribbean Premier League",12,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","field","N Pooran","GO Brathwaite","Zahid Bassarath","PA Gustard","CM Tuckett","Reon King","Trinbago Knight Riders",NA,6,NA,NA,NA
1369570,6,"Trinbago Knight Riders","Barbados Royals","male","2023",2023-08-30,"Caribbean Premier League",13,"Kensington Oval, Bridgetown, Barbados","Bridgetown","Barbados Royals","field","MJ Guptill","PA Gustard","Zahid Bassarath","CM Tuckett","GO Brathwaite","M Ragoonath","Trinbago Knight Riders",133,NA,NA,NA,NA
1369571,6,"Jamaica Tallawahs","Barbados Royals","male","2023",2023-08-31,"Caribbean Premier League",14,"Kensington Oval, Bridgetown, Barbados","Bridgetown","Barbados Royals","field","A Athanaze","DK Butler","LS Reifer","CO Wright","N Duguid","Reon King","Barbados Royals",NA,6,NA,NA,NA
1369572,6,"Guyana Amazon Warriors","St Kitts and Nevis Patriots","male","2023",2023-09-02,"Caribbean Premier League",15,"Kensington Oval, Bridgetown, Barbados","Bridgetown","St Kitts and Nevis Patriots","field","D Pretorius","CM Tuckett","GO Brathwaite","Zahid Bassarath","PA Gustard","M Ragoonath","Guyana Amazon Warriors",98,NA,NA,NA,NA
1369573,6,"St Lucia Kings","Barbados Royals","male","2023",2023-09-02,"Caribbean Premier League",16,"Kensington Oval, Bridgetown, Barbados","Bridgetown","Barbados Royals","field","J Charles","CO Wright","N Duguid","DK Butler","LS Reifer","Reon King","St Lucia Kings",90,NA,NA,NA,NA
1369574,6,"Trinbago Knight Riders","Jamaica Tallawahs","male","2023",2023-09-03,"Caribbean Premier League",17,"Kensington Oval, Bridgetown, Barbados","Bridgetown","Jamaica Tallawahs","field","Waqar Salamkheil","PA Gustard","Zahid Bassarath","GO Brathwaite","CM Tuckett","M Ragoonath","Trinbago Knight Riders",2,NA,NA,NA,NA
1369575,6,"St Kitts and Nevis Patriots","Barbados Royals","male","2023",2023-09-03,"Caribbean Premier League",18,"Kensington Oval, Bridgetown, Barbados","Bridgetown","St Kitts and Nevis Patriots","bat","RRS Cornwall","CO Wright","DK Butler","GO Brathwaite","N Duguid","Reon King","Barbados Royals",NA,8,NA,NA,NA
1369576,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2023",2023-09-05,"Caribbean Premier League",19,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Guyana Amazon Warriors","field","Saim Ayub","CO Wright","N Duguid","LS Reifer","DK Butler","M Ragoonath","Guyana Amazon Warriors",NA,6,NA,NA,NA
1369577,6,"Trinbago Knight Riders","Barbados Royals","male","2023",2023-09-06,"Caribbean Premier League",20,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Barbados Royals","field","N Pooran","CM Tuckett","GO Brathwaite","PA Gustard","Zahid Bassarath","Reon King","Trinbago Knight Riders",42,NA,NA,NA,NA
1369578,6,"St Lucia Kings","St Kitts and Nevis Patriots","male","2023",2023-09-09,"Caribbean Premier League",21,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","St Kitts and Nevis Patriots","field","ADS Fletcher","DK Butler","N Duguid","CO Wright","LS Reifer","M Ragoonath","St Kitts and Nevis Patriots",NA,4,NA,NA,NA
1369579,6,"Jamaica Tallawahs","Trinbago Knight Riders","male","2023",2023-09-09,"Caribbean Premier League",22,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Trinbago Knight Riders","field","SP Narine","PA Gustard","Zahid Bassarath","CM Tuckett","GO Brathwaite","Reon King","Trinbago Knight Riders",NA,7,NA,NA,NA
1369580,6,"Guyana Amazon Warriors","Barbados Royals","male","2023",2023-09-10,"Caribbean Premier League",23,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Guyana Amazon Warriors","bat","Saim Ayub","CO Wright","LS Reifer","N Duguid","DK Butler","M Ragoonath","Guyana Amazon Warriors",3,NA,NA,NA,NA
1369581,6,"St Lucia Kings","Trinbago Knight Riders","male","2023",2023-09-10,"Caribbean Premier League",24,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Trinbago Knight Riders","field","M Deyal","CM Tuckett","GO Brathwaite","PA Gustard","Zahid Bassarath","Reon King","Trinbago Knight Riders",NA,7,NA,NA,NA
1369582,6,"Jamaica Tallawahs","Guyana Amazon Warriors","male","2023",2023-09-13,"Caribbean Premier League",25,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","field","Saim Ayub","PA Gustard","Zahid Bassarath","CM Tuckett","GO Brathwaite","M Ragoonath","Guyana Amazon Warriors",NA,7,NA,NA,NA
1369583,6,"Guyana Amazon Warriors","St Lucia Kings","male","2023",2023-09-14,"Caribbean Premier League",26,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","bat","PBB Rajapaksa","DK Butler","LS Reifer","CO Wright","N Duguid","Reon King","St Lucia Kings",NA,7,NA,NA,NA
1369584,6,"Jamaica Tallawahs","St Kitts and Nevis Patriots","male","2023",2023-09-16,"Caribbean Premier League",27,"Providence Stadium, Guyana","Providence","Jamaica Tallawahs","bat","SK Springer","GO Brathwaite","PA Gustard","Zahid Bassarath","CM Tuckett","M Ragoonath","Jamaica Tallawahs",59,NA,NA,NA,NA
1369585,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2023",2023-09-16,"Caribbean Premier League",28,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","field","Imran Tahir","LS Reifer","N Duguid","DK Butler","CO Wright","Reon King","Guyana Amazon Warriors",NA,6,NA,NA,NA
1369586,6,"Jamaica Tallawahs","St Lucia Kings","male","2023",2023-09-17,"Caribbean Premier League",29,"Providence Stadium, Guyana","Providence","St Lucia Kings","field","AD Hales","CM Tuckett","PA Gustard","GO Brathwaite","Zahid Bassarath","M Ragoonath","Jamaica Tallawahs",122,NA,NA,NA,NA
1369587,6,"Guyana Amazon Warriors","Barbados Royals","male","2023",2023-09-17,"Caribbean Premier League",30,"Providence Stadium, Guyana","Providence","Barbados Royals","field","SD Hope","CO Wright","N Duguid","LS Reifer","DK Butler","Reon King","Guyana Amazon Warriors",88,NA,NA,NA,NA
1369588,6,"St Lucia Kings","Jamaica Tallawahs","male","2023",2023-09-19,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Jamaica Tallawahs","field","FA Allen","GO Brathwaite","PA Gustard","CM Tuckett","Zahid Bassarath","Reon King","Jamaica Tallawahs",NA,5,NA,NA,NA
1369589,6,"Guyana Amazon Warriors","Trinbago Knight Riders","male","2023",2023-09-20,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Trinbago Knight Riders","field","CAK Walton","DK Butler","N Duguid","CO Wright","LS Reifer","M Ragoonath","Trinbago Knight Riders",NA,7,NA,NA,NA
1369590,6,"Guyana Amazon Warriors","Jamaica Tallawahs","male","2023",2023-09-22,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Jamaica Tallawahs","field","D Pretorius","CO Wright","GO Brathwaite","DK Butler","Zahid Bassarath","M Ragoonath","Guyana Amazon Warriors",81,NA,NA,NA,NA
1369591,6,"Trinbago Knight Riders","Guyana Amazon Warriors","male","2023",2023-09-24,"Caribbean Premier League",NA,"Providence Stadium, Guyana","Providence","Guyana Amazon Warriors","field","D Pretorius","DK Butler","PA Gustard","LS Reifer","GO Brathwaite","Reon King","Guyana Amazon Warriors",NA,9,NA,NA,NA
