"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","match_referee","winner","winner_wickets","winner_runs","method","tv_umpire","outcome"
660183,6,"Canada","Namibia","male","2013/14",2013-11-23,"ICC World Twenty20 Qualifier","46","Sheikh Zayed Stadium Nursery 1","Abu Dhabi","Namibia","field","NRP Scholtz","GO Brathwaite","IN Ramage","REJ Martinesz","D Govindjee","Namibia",7,NA,NA,NA,NA
660187,6,"United Arab Emirates","Italy","male","2013/14",2013-11-23,"ICC World Twenty20 Qualifier","48","Sheikh Zayed Stadium Nursery 2","Abu Dhabi","United Arab Emirates","field","DG Crowley","MA Gough","Shozab Raza","SJ Davis","D Govindjee","Italy",NA,67,NA,NA,NA
660189,6,"Bermuda","Nepal","male","2013/14",2013-11-23,"ICC World Twenty20 Qualifier","49","ICC Academy","Dubai","Bermuda","field","JK Mukhiya","AT Holdstock","S Ravi","Sarika Prasad","GF Labrooy","Nepal",NA,21,NA,NA,NA
660191,6,"Canada","Italy","male","2013/14",2013-11-24,"ICC World Twenty20 Qualifier","50","Sheikh Zayed Stadium","Abu Dhabi","Italy","bat","JOA Gordon","SJ Davis","C Shamshuddin","DJ Walker","D Govindjee","Canada",5,NA,NA,NA,NA
660195,6,"Denmark","Scotland","male","2013/14",2013-11-24,"ICC World Twenty20 Qualifier","52","ICC Academy Ground No 2","Dubai","Scotland","bat","MW Machan","AT Holdstock","S Ravi","Sharfuddoula","DT Jukes","Scotland",NA,75,NA,NA,NA
660197,6,"Hong Kong","Ireland","male","2013/14",2013-11-24,"ICC World Twenty20 Qualifier","53","Sheikh Zayed Stadium","Abu Dhabi","Ireland","bat","PR Stirling","GO Brathwaite","DJ Walker","C Shamshuddin","D Govindjee","Ireland",NA,85,NA,NA,NA
660199,6,"United Arab Emirates","United States of America","male","2013/14",2013-11-24,"ICC World Twenty20 Qualifier","54","Sheikh Zayed Stadium Nursery 1","Abu Dhabi","United Arab Emirates","bat","Khurram Khan","MA Gough","IN Ramage","REJ Martinesz","D Govindjee","United Arab Emirates",NA,14,NA,NA,NA
660201,6,"Bermuda","Papua New Guinea","male","2013/14",2013-11-24,"ICC World Twenty20 Qualifier","55","ICC Academy Ground No 2","Dubai","Papua New Guinea","bat","MD Dai","M Hawthorne","JS Wilson","AT Holdstock","DT Jukes","Papua New Guinea",NA,25,NA,NA,NA
660205,6,"Bermuda","Uganda","male","2013/14",2013-11-26,"ICC World Twenty20 Qualifier",NA,"ICC Academy Ground No 2","Dubai","Uganda","bat","HS Almuzahim","Sharfuddoula","Shozab Raza","BB Pradhan","GF Labrooy","Uganda",NA,11,NA,NA,NA
660207,6,"United States of America","Denmark","male","2013/14",2013-11-26,"ICC World Twenty20 Qualifier",NA,"Sharjah Cricket Stadium","Sharjah","Denmark","field","Danial Ahmed","DJ Walker","M Hawthorne","Sarika Prasad","DT Jukes","United States of America",NA,21,NA,NA,NA
660211,6,"Hong Kong","Nepal","male","2013/14",2013-11-27,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium","Abu Dhabi","Nepal","field","P Khadka","SJ Davis","JS Wilson","Sarika Prasad","D Govindjee","Nepal",5,NA,NA,"REJ Martinesz",NA
660215,6,"Italy","Scotland","male","2013/14",2013-11-27,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium Nursery 2","Abu Dhabi","Italy","bat","CS MacLeod","AT Holdstock","JD Ward","GO Brathwaite","GF Labrooy","Scotland",7,NA,NA,NA,NA
660217,6,"United Arab Emirates","Netherlands","male","2013/14",2013-11-27,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium","Abu Dhabi","United Arab Emirates","bat","EHSN Silva","MA Gough","REJ Martinesz","DJ Walker","D Govindjee","United Arab Emirates",NA,10,NA,"JS Wilson",NA
660219,6,"Hong Kong","Papua New Guinea","male","2013/14",2013-11-28,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium","Abu Dhabi","Hong Kong","bat","Babar Hayat","MA Gough","S Ravi","JD Ward","GF Labrooy","Hong Kong",NA,29,NA,"AT Holdstock",NA
660221,6,"Italy","Namibia","male","2013/14",2013-11-28,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium Nursery 2","Abu Dhabi","Italy","bat","CS Sandri","GO Brathwaite","C Shamshuddin","DJ Walker","D Govindjee","Italy",NA,25,NA,NA,NA
660225,6,"Papua New Guinea","Scotland","male","2013/14",2013-11-29,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium Nursery 1","Abu Dhabi","Papua New Guinea","bat","RD Berrington","GO Brathwaite","JD Ward","C Shamshuddin","DT Jukes","Scotland",5,NA,NA,NA,NA
660227,6,"Afghanistan","Nepal","male","2013/14",2013-11-29,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium","Abu Dhabi","Afghanistan","field","Samiullah Shenwari","S Ravi","JS Wilson","C Shamshuddin","GF Labrooy","Afghanistan",7,NA,NA,"SJ Davis",NA
660231,6,"United Arab Emirates","Ireland","male","2013/14",2013-11-29,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium","Abu Dhabi","Ireland","bat","MC Sorensen","MA Gough","REJ Martinesz","DJ Walker","DT Jukes","Ireland",NA,62,NA,"SJ Davis",NA
660233,6,"United Arab Emirates","Nepal","male","2013/14",2013-11-30,"ICC World Twenty20 Qualifier",NA,"Sheikh Zayed Stadium","Abu Dhabi","Nepal","field","B Regmi","REJ Martinesz","JS Wilson","GO Brathwaite","GF Labrooy","Nepal",5,NA,NA,"AT Holdstock",NA
778017,6,"South Korea","Malaysia","male","2014/15",2014-09-27,"Asian Games Men's Cricket Competition","1","Yeonhui Cricket Ground","Incheon","Malaysia","field",NA,"Riaz Chaudhry","L Jingmin","Sarika Prasad","Aminul Islam","Malaysia",8,NA,NA,NA,NA
778019,6,"Kuwait","Nepal","male","2014/15",2014-09-27,"Asian Games Men's Cricket Competition","2","Yeonhui Cricket Ground","Incheon","Kuwait","bat",NA,"Irfan Ghafoor","Sarika Prasad","B Ramani","SLV Raju","Nepal",9,NA,NA,NA,NA
778021,6,"China","Malaysia","male","2014/15",2014-09-28,"Asian Games Men's Cricket Competition","3","Yeonhui Cricket Ground","Incheon","China","bat",NA,"Riaz Chaudhry","M Kamruzzaman","Irfan Ghafoor","Iqbal Sikander","Malaysia",9,NA,NA,NA,NA
778023,6,"Maldives","Nepal","male","2014/15",2014-09-28,"Asian Games Men's Cricket Competition","4","Yeonhui Cricket Ground","Incheon","Maldives","bat",NA,"L Jingmin","B Ramani","M Kamruzzaman","RJ Ratnayake","Nepal",7,NA,NA,NA,NA
778027,6,"South Korea","China","male","2014/15",2014-09-29,"Asian Games Men's Cricket Competition","6","Yeonhui Cricket Ground","Incheon","China","field",NA,"B Ramani","M Kamruzzaman","Riaz Chaudhry","Aminul Islam","South Korea",NA,6,NA,NA,NA
778029,6,"Hong Kong","Malaysia","male","2014/15",2014-09-30,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","Malaysia","bat",NA,"BB Pradhan","Riaz Chaudhry","Sarika Prasad","Iqbal Sikander","Hong Kong",7,NA,NA,NA,NA
778031,6,"South Korea","Sri Lanka","male","2014/15",2014-09-30,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","South Korea","field",NA,"L Jingmin","M Kamruzzaman","B Ramani","SLV Raju","Sri Lanka",NA,117,NA,NA,NA
778033,6,"Afghanistan","Nepal","male","2014/15",2014-10-01,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","Nepal","field",NA,"B Ramani","Sarika Prasad","Riaz Chaudhry","Aminul Islam","Afghanistan",NA,8,NA,NA,NA
778037,6,"Afghanistan","Hong Kong","male","2014/15",2014-10-02,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","Afghanistan","field",NA,"BB Pradhan","M Kamruzzman","Irfan Ghafoor","Aminul Islam","Afghanistan",8,NA,"D/L",NA,NA
778039,6,"Bangladesh","Sri Lanka","male","2014/15",2014-10-02,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","Sri Lanka","field",NA,"Sarika Prasad","B Ramani","Riaz Chaudhry","SLV Raju",NA,NA,NA,NA,NA,"no result"
778041,6,"Bangladesh","Hong Kong","male","2014/15",2014-10-03,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","Bangladesh","bat",NA,"B Ramani","Riaz Chaudhry","L Jingmin","RJ Ratnayake","Bangladesh",NA,27,NA,NA,NA
778043,6,"Afghanistan","Sri Lanka","male","2014/15",2014-10-03,"Asian Games Men's Cricket Competition",NA,"Yeonhui Cricket Ground","Incheon","Sri Lanka","bat",NA,"Sarika Prasad","BB Pradhan","M Kamruzzman","Iqbal Sikander","Sri Lanka",NA,68,NA,NA,NA
811111,6,"Malaysia","Maldives","male","2014/15",2015-01-25,"ACC Twenty20 Cup","2","Al Dhaid Cricket Village",NA,"Malaysia","bat","Ahmed Faiz Mohammad Noor","Shabbir Ali","Imran Mustafa","Rabiul Hoque","Mansoor Pasha","Malaysia",NA,56,NA,NA,NA
811117,6,"Kuwait","Saudi Arabia","male","2014/15",2015-01-26,"ACC Twenty20 Cup","5","Al Dhaid Cricket Village",NA,"Saudi Arabia","field","Muhammad Kashif","Shabbir Ali","Iftikhar Ali","Naveed Ismael","Farukh Siddiqi","Kuwait",NA,3,NA,NA,NA
811119,6,"Malaysia","Oman","male","2014/15",2015-01-26,"ACC Twenty20 Cup","6","Sharjah Cricket Stadium",NA,"Oman","bat","Jatinder Singh","Imran Mustafa","VK Jha","Rabiul Hoque","SLV Raju","Oman",NA,46,NA,NA,NA
811121,6,"Kuwait","Maldives","male","2014/15",2015-01-27,"ACC Twenty20 Cup","7","Sharjah Cricket Stadium",NA,"Maldives","bat","Sibtain Raza","Iftikhar Ali","Ahmed Shah Pakteen","Rabiul Hoque","SLV Raju","Kuwait",9,NA,NA,NA,NA
811123,6,"Oman","Singapore","male","2014/15",2015-01-27,"ACC Twenty20 Cup","8","Al Dhaid Cricket Village",NA,"Singapore","bat","A Mutreja","VK Jha","Shabbir Ali","Akbar Ali","Mansoor Pasha","Singapore",NA,23,NA,NA,NA
811125,6,"Malaysia","Saudi Arabia","male","2014/15",2015-01-27,"ACC Twenty20 Cup","9","Sharjah Cricket Stadium",NA,"Saudi Arabia","bat","Shoaib Ali","Imran Mustafa","Rabiul Hoque","Iftikhar Ali","SLV Raju","Saudi Arabia",NA,43,NA,NA,NA
811127,6,"Maldives","Oman","male","2014/15",2015-01-29,"ACC Twenty20 Cup","10","Sharjah Cricket Stadium",NA,"Oman","field","Adnan Ilyas","Imran Mustafa","Iftikhar Ali","Shabbir Ali","Mansoor Pasha","Oman",7,NA,NA,NA,NA
811129,6,"Saudi Arabia","Singapore","male","2014/15",2015-01-29,"ACC Twenty20 Cup","11","Sharjah Cricket Stadium",NA,"Saudi Arabia","bat","Hammad Saeed","Ahmed Shah Pakteen","Rabiul Hoque","Akbar Ali","SLV Raju","Saudi Arabia",NA,8,NA,NA,NA
811135,6,"Kuwait","Oman","male","2014/15",2015-01-30,"ACC Twenty20 Cup","14","Sharjah Cricket Stadium",NA,"Oman","bat","Aamir Kaleem","Rabiul Hoque","Ahmed Shah Pakteen","Akbar Ali","SLV Raju","Oman",NA,11,NA,NA,NA
811137,6,"Malaysia","Singapore","male","2014/15",2015-01-30,"ACC Twenty20 Cup","15","Sharjah Cricket Stadium",NA,"Singapore","bat","Ahmed Faiz Mohammad Noor","Akbar Ali","Imran Mustafa","Ahmed Shah Pakteen","SLV Raju","Malaysia",6,NA,NA,NA,NA
877507,6,"Namibia","Hong Kong","male","2015",2015-05-18,"Hong Kong tour of Namibia","1","Wanderers Cricket Ground","Windhoek","Namibia","field","JJ Atkinson","AT Holdstock","A Louw","AW Louw","D Govindjee","Hong Kong",NA,59,NA,NA,NA
875461,6,"Ireland","Namibia","male","2015",2015-07-10,"ICC World Twenty20 Qualifier","3","Civil Service Cricket Club, Stormont","Belfast","Ireland","field","JF Mooney","AK Chaudhary","JS Wilson","RT Robinson","SR Bernard","Ireland",7,NA,NA,NA,NA
875463,6,"Canada","Kenya","male","2015",2015-07-10,"ICC World Twenty20 Qualifier","4","Myreside","Edinburgh","Kenya","field","IA Karim","GO Brathwaite","S George","Ahsan Raza","DT Jukes","Kenya",7,NA,NA,NA,NA
875465,6,"Nepal","United States of America","male","2015",2015-07-10,"ICC World Twenty20 Qualifier","5","Civil Service Cricket Club, Stormont","Belfast","United States of America","bat","SP Gauchan","M Hawthorne","RT Robinson","JS Wilson","SR Bernard","Nepal",6,NA,NA,NA,NA
875469,6,"Hong Kong","Jersey","male","2015",2015-07-11,"ICC World Twenty20 Qualifier","7","Bready Cricket Club, Magheramason","Londonderry","Jersey","field","PW Gough","M Hawthorne","JD Cloete","RSA Palliyaguruge","GF Labrooy","Jersey",9,NA,NA,NA,NA
875473,6,"Kenya","Oman","male","2015",2015-07-11,"ICC World Twenty20 Qualifier","9","Myreside","Edinburgh","Oman","field","CO Obuya","Ahsan Raza","IN Ramage","S George","DT Jukes","Kenya",NA,7,NA,NA,NA
875475,6,"Namibia","Nepal","male","2015",2015-07-11,"ICC World Twenty20 Qualifier","10","Civil Service Cricket Club, Stormont","Belfast","Nepal","field",NA,"RT Robinson","P Wilson","AK Chaudhary","SR Bernard",NA,NA,NA,NA,NA,"no result"
875477,6,"Ireland","United States of America","male","2015",2015-07-12,"ICC World Twenty20 Qualifier","11","Civil Service Cricket Club, Stormont","Belfast","United States of America","field","A Balbirnie","AK Chaudhary","RT Robinson","P Wilson","SR Bernard","Ireland",NA,46,NA,NA,NA
875479,6,"Papua New Guinea","Jersey","male","2015",2015-07-12,"ICC World Twenty20 Qualifier","12","Bready Cricket Club, Magheramason","Londonderry","Jersey","field","N Vanua","M Hawthorne","RSA Palliyaguruge","JD Cloete","GF Labrooy","Papua New Guinea",NA,24,NA,NA,NA
875495,6,"Netherlands","Oman","male","2015",2015-07-14,"ICC World Twenty20 Qualifier","20","Myreside","Edinburgh","Oman","field","Jatinder Singh","D Odhiambo","NJ Llong","EM Young","DT Jukes","Oman",6,NA,NA,NA,NA
875497,6,"Canada","United Arab Emirates","male","2015",2015-07-14,"ICC World Twenty20 Qualifier","21","New Williamfield No1 Oval","Stirling","United Arab Emirates","field","Mohammad Shahzad (2)","GO Brathwaite","IN Ramage","DA Haggo","DT Jukes","United Arab Emirates",5,NA,NA,NA,NA
875499,6,"Kenya","Scotland","male","2015",2015-07-14,"ICC World Twenty20 Qualifier","22","Grange Cricket Club Ground, Raeburn Place","Edinburgh","Kenya","bat","RD Berrington","S George","Ahsan Raza","VA Kulkarni","DT Jukes","Scotland",7,NA,NA,NA,NA
875503,6,"Jersey","United States of America","male","2015",2015-07-15,"ICC World Twenty20 Qualifier","24","Bready Cricket Club, Magheramason","Londonderry","United States of America","field","AL Dodson","P Wilson","M Hawthorne","RT Robinson","SR Bernard","United States of America",5,NA,NA,NA,NA
875505,6,"Oman","Afghanistan","male","2015",2015-07-15,"ICC World Twenty20 Qualifier","25","Goldenacre","Edinburgh","Afghanistan","field","Mehran Khan","VA Kulkarni","S George","IN Ramage","DT Jukes","Oman",NA,40,NA,NA,NA
875509,6,"Kenya","United Arab Emirates","male","2015",2015-07-15,"ICC World Twenty20 Qualifier","27","Goldenacre","Edinburgh","Kenya","bat","NK Patel","S George","VA Kulkarni","IN Ramage","SJA Taufel","Kenya",NA,42,NA,NA,NA
875511,6,"Scotland","Canada","male","2015",2015-07-16,"ICC World Twenty20 Qualifier","28","Goldenacre","Edinburgh","Scotland","field","KJ Coetzer","Ahsan Raza","D Odhiambo","GO Brathwaite","DT Jukes","Scotland",8,NA,NA,NA,NA
875515,6,"Jersey","Namibia","male","2015",2015-07-17,"ICC World Twenty20 Qualifier","30","Clontarf Cricket Club Ground","Dublin","Namibia","field","G Snyman","AK Chaudhary","NJ Llong","M Hawthorne","GF Labrooy","Namibia",9,NA,NA,NA,NA
875517,6,"Canada","Netherlands","male","2015",2015-07-17,"ICC World Twenty20 Qualifier","31","Goldenacre","Edinburgh","Netherlands","field","SJ Myburgh","GO Brathwaite","IN Ramage","VA Kulkarni","DT Jukes","Netherlands",6,NA,NA,NA,NA
875523,6,"Jersey","Nepal","male","2015",2015-07-18,"ICC World Twenty20 Qualifier","34","The Village, Malahide","Dublin","Jersey","field","NAT Watkins","NJ Llong","M Hawthorne","RSA Palliyaguruge","GF Labrooy","Jersey",7,NA,NA,"AK Chaudhary",NA
875525,6,"Scotland","Oman","male","2015",2015-07-18,"ICC World Twenty20 Qualifier","35","Goldenacre","Edinburgh","Oman","field","KJ Coetzer","S George","D Odhiambo","NN Davidson","DT Jukes","Scotland",NA,23,NA,NA,NA
875529,6,"Namibia","Papua New Guinea","male","2015",2015-07-18,"ICC World Twenty20 Qualifier","37","The Village, Malahide","Dublin","Papua New Guinea","field","BM Scholtz","AK Chaudhary","RSA Palliyaguruge","M Hawthorne","GF Labrooy","Namibia",NA,49,NA,"NJ Llong",NA
875531,6,"Hong Kong","United States of America","male","2015",2015-07-18,"ICC World Twenty20 Qualifier","38","Clontarf Cricket Club Ground","Dublin","United States of America","field","NI Standford","JD Cloete","P Wilson","RT Robinson","SR Bernard","United States of America",7,NA,NA,NA,NA
875533,6,"Kenya","Netherlands","male","2015",2015-07-18,"ICC World Twenty20 Qualifier","39","Myreside","Edinburgh","Netherlands","field","T van der Gugten","Ahsan Raza","VA Kulkarni","DA Haggo","DT Jukes","Netherlands",4,NA,NA,NA,NA
875535,6,"Ireland","Jersey","male","2015",2015-07-19,"ICC World Twenty20 Qualifier","40","The Village, Malahide","Dublin","Ireland","field","PR Stirling","JD Cloete","NJ Llong","RT Robinson","GF Labrooy","Ireland",7,NA,NA,"P Wilson",NA
875537,6,"Papua New Guinea","United States of America","male","2015",2015-07-19,"ICC World Twenty20 Qualifier","41","The Village, Malahide","Dublin","Papua New Guinea","field","NI Standford","RT Robinson","P Wilson","NJ Llong","GF Labrooy","United States of America",NA,18,NA,"JD Cloete",NA
875539,6,"Hong Kong","Namibia","male","2015",2015-07-19,"ICC World Twenty20 Qualifier","42","Clontarf Cricket Club Ground","Dublin","Namibia","field","Irfan Ahmed","M Hawthorne","RSA Palliyaguruge","AK Chaudhary","SR Bernard","Hong Kong",NA,83,NA,NA,NA
875543,6,"Namibia","Netherlands","male","2015",2015-07-21,"ICC World Twenty20 Qualifier",NA,"The Village, Malahide","Dublin","Namibia","bat","BM Scholtz","JD Cloete","VA Kulkarni","S George","SR Bernard","Netherlands",4,NA,NA,"NJ Llong",NA
875547,6,"Namibia","Oman","male","2015",2015-07-23,"ICC World Twenty20 Qualifier",NA,"The Village, Malahide","Dublin","Oman","field","Zeeshan Siddiqui","RSA Palliyaguruge","IN Ramage","AK Chaudhary","GF Labrooy","Oman",5,NA,NA,"GO Brathwaite",NA
973777,6,"Malaysia","Singapore","male","2015/16",2016-02-21,"Stan Nagaiah Trophy","3","Kinrara Academy Oval","Kuala Lumpur","Singapore","field",NA,"D Sevakumaran","B Ramani",NA,NA,"Malaysia",NA,83,NA,NA,NA
1046679,6,"Gibraltar","Israel","male","2016",2016-08-17,"ICC World Cricket League Europe Region Division Two Twenty20",NA,"Skarpnack 1","Stockholm","Israel","field",NA,"NN Davidson","HE Kearns",NA,"DT Jukes","Israel",5,NA,NA,NA,NA
1046681,6,"Germany","Isle of Man","male","2016",2016-08-17,"ICC World Cricket League Europe Region Division Two Twenty20",NA,"Skarpnack 2","Stockholm","Isle of Man","field",NA,"J Jensen","EM Young","DH Mclean","DT Jukes","Germany",NA,100,NA,NA,NA
1046685,6,"Gibraltar","Isle of Man","male","2016",2016-08-17,"ICC World Cricket League Europe Region Division Two Twenty20",NA,"Skarpnack 1","Stockholm","Isle of Man","field",NA,"AM Baird","HE Kearns","NN Davidson","DT Jukes","Isle of Man",9,NA,"D/L",NA,NA
1046687,6,"Israel","Spain","male","2016",2016-08-17,"ICC World Cricket League Europe Region Division Two Twenty20",NA,"Skarpnack 2","Stockholm","Spain","field",NA,"J Jensen","DH Mclean","EM Young","DT Jukes","Spain",7,NA,NA,NA,NA
1058152,6,"Kenya","Saudi Arabia","male","2016",2016-09-27,"Kenya T20 Quadrangular Series","3","Gymkhana Club Ground","Nairobi","Kenya","field",NA,"W Trenk","PM Musoke",NA,NA,"Saudi Arabia",NA,39,NA,NA,NA
1058153,6,"Qatar","Uganda","male","2016",2016-09-27,"Kenya T20 Quadrangular Series","4","Jaffery Sports Club Ground","Nairobi","Uganda","bat",NA,"Asgarali Kassam","M Okello",NA,NA,"Qatar",6,NA,NA,NA,NA
1058155,6,"Kenya","Uganda","male","2016",2016-09-28,"Kenya T20 Quadrangular Series","5","Gymkhana Club Ground","Nairobi","Kenya","field",NA,"IO Oyieko","PM Musoke",NA,NA,"Kenya",7,NA,NA,NA,NA
1058157,6,"Qatar","Saudi Arabia","male","2016",2016-09-28,"Kenya T20 Quadrangular Series","6","Jaffery Sports Club Ground","Nairobi","Qatar","field",NA,"H Ochieng","C Udoyi",NA,NA,"Saudi Arabia",NA,36,NA,NA,NA
1059539,6,"Kenya","Qatar","male","2016",2016-09-29,"Kenya T20 Quadrangular Series","7","Gymkhana Club Ground","Nairobi","Qatar","field",NA,"Asgarali Kassam","Nicholas Otieno",NA,NA,"Qatar",2,NA,NA,NA,NA
1063553,6,"Japan","China","male","2016/17",2016-11-03,"East Asia Cup","1","Sano International Cricket Ground",NA,"China","bat","Zhang Yu Fei","M Perera","A Curr","U Pradeep","D Bedingfield","Japan",5,NA,NA,NA,NA
1074960,6,"United Arab Emirates","Namibia","male","2016/17",2017-01-15,"Desert T20 Challenge","4","Sheikh Zayed Stadium","Abu Dhabi","Namibia","bat","Mohammad Naveed","Ahmed Shah Durrani","BB Pradhan","Tabarak Dar","GF Labrooy","United Arab Emirates",6,NA,NA,NA,NA
1074963,6,"Ireland","Namibia","male","2016/17",2017-01-17,"Desert T20 Challenge","7","Sheikh Zayed Stadium","Abu Dhabi","Namibia","bat","KJ O'Brien","Iftikhar Ali","BB Pradhan","Tabarak Dar","DT Jukes","Ireland",5,NA,NA,NA,NA
1074967,6,"Afghanistan","Namibia","male","2016/17",2017-01-19,"Desert T20 Challenge","11","Dubai International Cricket Stadium",NA,"Afghanistan","bat","Rashid Khan","AJT Dowdalls","Tabarak Dar","AJ Neill","DT Jukes","Afghanistan",NA,64,NA,NA,NA
1143115,6,"Nigeria","Sierra Leone","male","2018",2018-04-14,"ICC World Twenty20 Africa Region Qualifier A","1","Tafawa Balewa Square Cricket Oval","Lagos","Sierra Leone","field",NA,"VR Angara","A Louw","D Odhiambo","D Govindjee","Nigeria",NA,88,NA,NA,NA
1143118,6,"Ghana","Sierra Leone","male","2018",2018-04-15,"ICC World Twenty20 Africa Region Qualifier A","4","Tafawa Balewa Square Cricket Oval","Lagos","Ghana","bat",NA,"VR Angara","Kehinde Olanbiwonnu","A Louw","D Govindjee","Ghana",NA,31,NA,NA,NA
1143121,6,"Ghana","Gambia","male","2018",2018-04-18,"ICC World Twenty20 Africa Region Qualifier A","7","Tafawa Balewa Square Cricket Oval","Lagos","Ghana","bat",NA,"D Odhiambo","Kehinde Olanbiwonnu","A Louw","D Govindjee","Ghana",NA,109,NA,NA,NA
1143122,6,"Nigeria","Sierra Leone","male","2018",2018-04-18,"ICC World Twenty20 Africa Region Qualifier A","8","Tafawa Balewa Square Cricket Oval","Lagos","Nigeria","bat",NA,"VR Angara","A Louw","D Odhiambo","D Govindjee","Nigeria",NA,6,NA,NA,NA
1142208,6,"Kuwait","Maldives","male","2018",2018-04-20,"ICC World Twenty20 Asia Region Qualifier A","1","Sulabiya Ground","Kuwait City","Kuwait","bat","Imran Ali","Vinod Babu","Shivani Mishra","Iftikhar Ali","GF Labrooy","Kuwait",NA,102,NA,NA,NA
1142209,6,"Bahrain","Saudi Arabia","male","2018",2018-04-20,"ICC World Twenty20 Asia Region Qualifier A","3","Sulabiya Ground","Kuwait City","Bahrain","bat","Khawar Abbas","Iftikhar Ali","Vinod Babu","Shivani Mishra","GF Labrooy","Saudi Arabia",7,NA,NA,NA,NA
1142210,6,"Qatar","United Arab Emirates","male","2018",2018-04-20,"ICC World Twenty20 Asia Region Qualifier A","2","Tack-Tec Ground","Kuwait City","Qatar","bat","Rohan Mustafa","BB Pradhan","Rahat Ali Chaudhry","Imran Mustafa","GF Labrooy","United Arab Emirates",6,NA,NA,NA,NA
1142211,6,"Qatar","Kuwait","male","2018",2018-04-21,"ICC World Twenty20 Asia Region Qualifier A","4","Sulabiya Ground","Kuwait City","Qatar","bat","Inam-ul-Haq","Iftikhar Ali","BB Pradhan","Rahat Ali Chaudhry","GF Labrooy","Qatar",NA,26,NA,NA,NA
1142212,6,"Maldives","Bahrain","male","2018",2018-04-21,"ICC World Twenty20 Asia Region Qualifier A","5","Tack-Tec Ground","Kuwait City","Bahrain","field","Shahbaz Badar","Shivani Mishra","Imran Mustafa","Vinod Babu","GF Labrooy","Bahrain",6,NA,NA,NA,NA
1142213,6,"Saudi Arabia","United Arab Emirates","male","2018",2018-04-21,"ICC World Twenty20 Asia Region Qualifier A","6","Tack-Tec Ground","Kuwait City","Saudi Arabia","bat","Ashfaq Ahmed","Vinod Babu","Imran Mustafa","Shivani Mishra","GF Labrooy","United Arab Emirates",7,NA,NA,NA,NA
1143125,6,"Gambia","Sierra Leone","male","2018",2018-04-21,"ICC World Twenty20 Africa Region Qualifier A","11","Tafawa Balewa Square Cricket Oval","Lagos","Gambia","bat",NA,"Kehinde Olanbiwonnu","A Louw","VR Angara","D Govindjee","Sierra Leone",8,NA,NA,NA,NA
1142214,6,"Qatar","Maldives","male","2018",2018-04-23,"ICC World Twenty20 Asia Region Qualifier A","7","Tack-Tec Ground","Kuwait City","Qatar","bat","Muhammad Tanveer","Iftikhar Ali","BB Pradhan","Vinod Babu","GF Labrooy","Qatar",NA,44,NA,NA,NA
1142215,6,"Kuwait","Saudi Arabia","male","2018",2018-04-23,"ICC World Twenty20 Asia Region Qualifier A","9","Tack-Tec Ground","Kuwait City","Saudi Arabia","field","Usman Ali","Iftikhar Ali","Vinod Babu","BB Pradhan","GF Labrooy","Saudi Arabia",7,NA,NA,NA,NA
1142216,6,"United Arab Emirates","Bahrain","male","2018",2018-04-23,"ICC World Twenty20 Asia Region Qualifier A","8","Sulabiya Ground","Kuwait City","Bahrain","field","Qadeer Ahmed","Shivani Mishra","Rahat Ali Chaudhry","Imran Mustafa","GF Labrooy","United Arab Emirates",NA,51,NA,NA,NA
1142217,6,"United Arab Emirates","Maldives","male","2018",2018-04-24,"ICC World Twenty20 Asia Region Qualifier A","10","Sulabiya Ground","Kuwait City","United Arab Emirates","bat","Muhammad Usman","Vinod Babu","BB Pradhan","Imran Mustafa","GF Labrooy","United Arab Emirates",NA,43,NA,NA,NA
1142218,6,"Saudi Arabia","Qatar","male","2018",2018-04-24,"ICC World Twenty20 Asia Region Qualifier A","11","Sulabiya Ground","Kuwait City","Qatar","field","Tamoor Sajjad","BB Pradhan","Imran Mustafa","Vinod Babu","GF Labrooy","Qatar",4,NA,NA,NA,NA
1142219,6,"Kuwait","Bahrain","male","2018",2018-04-24,"ICC World Twenty20 Asia Region Qualifier A","12","Tack-Tec Ground","Kuwait City","Kuwait","bat","A Makesh","Iftikhar Ali","Rahat Ali Chaudhry","Shivani Mishra","GF Labrooy","Kuwait",NA,23,NA,NA,NA
