"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","method","winner_runs","outcome","eliminator"
1076003,6,"Karachi Kings","Lahore Qalandars","male","2016/17",2017-02-25,"Pakistan Super League","18","Dubai International Cricket Stadium",NA,"Karachi Kings","field","KA Pollard","REJ Martinesz","Shozab Raza","Ahsan Raza","Rashid Riaz","Mohammed Anees","Karachi Kings",5,NA,NA,NA,NA
1076004,6,"Peshawar Zalmi","Quetta Gladiators","male","2016/17",2017-02-25,"Pakistan Super League","19","Dubai International Cricket Stadium",NA,"Peshawar Zalmi","field","Mohammad Asghar","Ahmed Shahab","Ahsan Raza","Rashid Riaz","Aleem Dar","RS Mahanama","Peshawar Zalmi",2,NA,NA,NA,NA
1076005,6,"Islamabad United","Karachi Kings","male","2016/17",2017-02-26,"Pakistan Super League","20","Dubai International Cricket Stadium",NA,"Karachi Kings","field","CH Gayle","Aleem Dar","REJ Martinesz","Shozab Raza","Ahsan Raza","RS Mahanama","Karachi Kings",6,NA,NA,NA,NA
1076006,6,"Quetta Gladiators","Peshawar Zalmi","male","2016/17",2017-02-28,"Pakistan Super League",NA,"Sharjah Cricket Stadium","Sharjah","Peshawar Zalmi","field","Ahmed Shehzad","REJ Martinesz","Shozab Raza","Ahmed Shahab","Ahsan Raza","RS Mahanama","Quetta Gladiators",NA,NA,1,NA,NA
1076007,6,"Karachi Kings","Islamabad United","male","2016/17",2017-03-01,"Pakistan Super League",NA,"Sharjah Cricket Stadium","Sharjah","Islamabad United","field","Imad Wasim","REJ Martinesz","Shozab Raza","Ahmed Shahab","Ahsan Raza","RS Mahanama","Karachi Kings",NA,NA,44,NA,NA
1076008,6,"Peshawar Zalmi","Karachi Kings","male","2016/17",2017-03-03,"Pakistan Super League",NA,"Dubai International Cricket Stadium","Dubai","Karachi Kings","field","Kamran Akmal","Ahsan Raza","REJ Martinesz","Ahmed Shahab","Shozab Raza","RS Mahanama","Peshawar Zalmi",NA,NA,24,NA,NA
1076009,6,"Peshawar Zalmi","Quetta Gladiators","male","2016/17",2017-03-05,"Pakistan Super League",NA,"Gaddafi Stadium","Lahore","Quetta Gladiators","field","DJG Sammy","Ahsan Raza","REJ Martinesz",NA,"Shozab Raza","RS Mahanama","Peshawar Zalmi",NA,NA,58,NA,NA
1128818,6,"Peshawar Zalmi","Multan Sultans","male","2017/18",2018-02-22,"Pakistan Super League","1","Dubai International Cricket Stadium","Dubai","Multan Sultans","field","KC Sangakkara","Ahmed Shahab","RT Robinson","Rashid Riaz","REJ Martinesz","RS Mahanama","Multan Sultans",7,NA,NA,NA,NA
1128819,6,"Karachi Kings","Quetta Gladiators","male","2017/18",2018-02-23,"Pakistan Super League","2","Dubai International Cricket Stadium","Dubai","Karachi Kings","bat","CA Ingram","REJ Martinesz","Rashid Riaz","Khalid Mahmood","Ahmed Shahab","Mohammed Anees","Karachi Kings",NA,NA,19,NA,NA
1128820,6,"Multan Sultans","Lahore Qalandars","male","2017/18",2018-02-23,"Pakistan Super League","3","Dubai International Cricket Stadium","Dubai","Lahore Qalandars","field","Imran Tahir","Asif Yaqoob","RT Robinson","Khalid Mahmood","Shozab Raza","RS Mahanama","Multan Sultans",NA,NA,43,NA,NA
1128821,6,"Islamabad United","Peshawar Zalmi","male","2017/18",2018-02-24,"Pakistan Super League","4","Dubai International Cricket Stadium","Dubai","Islamabad United","field","Umaid Asif","REJ Martinesz","Rashid Riaz","Khalid Mahmood","Ahmed Shahab","Mohammed Anees","Peshawar Zalmi",NA,NA,34,NA,NA
1128822,6,"Quetta Gladiators","Lahore Qalandars","male","2017/18",2018-02-24,"Pakistan Super League","5","Dubai International Cricket Stadium","Dubai","Quetta Gladiators","field","Mohammad Nawaz (3)","Asif Yaqoob","RT Robinson","Khalid Mahmood","Shozab Raza","RS Mahanama","Quetta Gladiators",9,NA,NA,NA,NA
1128823,6,"Multan Sultans","Islamabad United","male","2017/18",2018-02-25,"Pakistan Super League","6","Dubai International Cricket Stadium","Dubai","Islamabad United","field","Hussain Talat","REJ Martinesz","Rashid Riaz","Khalid Mahmood",NA,NA,"Islamabad United",5,NA,NA,NA,NA
1128824,6,"Karachi Kings","Peshawar Zalmi","male","2017/18",2018-02-25,"Pakistan Super League","7","Dubai International Cricket Stadium","Dubai","Peshawar Zalmi","bat","DR Smith","REJ Martinesz","RT Robinson","Khalid Mahmood","Shozab Raza","RS Mahanama","Karachi Kings",5,NA,NA,NA,NA
1128825,6,"Karachi Kings","Lahore Qalandars","male","2017/18",2018-02-26,"Pakistan Super League","8","Dubai International Cricket Stadium","Dubai","Karachi Kings","bat","Shahid Afridi","REJ Martinesz","RT Robinson","Khalid Mahmood","Shozab Raza","RS Mahanama","Karachi Kings",NA,NA,27,NA,NA
1128826,6,"Islamabad United","Quetta Gladiators","male","2017/18",2018-02-28,"Pakistan Super League","9","Sharjah Cricket Stadium","Sharjah","Quetta Gladiators","field","KP Pietersen","REJ Martinesz","RT Robinson","Asif Yaqoob","Shozab Raza","RS Mahanama","Quetta Gladiators",6,NA,NA,NA,NA
1128827,6,"Quetta Gladiators","Peshawar Zalmi","male","2017/18",2018-03-01,"Pakistan Super League","10","Sharjah Cricket Stadium","Sharjah","Peshawar Zalmi","field","DJG Sammy","RT Robinson","Aleem Dar","Rashid Riaz","Ahmed Shahab",NA,"Peshawar Zalmi",5,NA,NA,NA,NA
1128829,6,"Lahore Qalandars","Islamabad United","male","2017/18",2018-03-02,"Pakistan Super League","12","Sharjah Cricket Stadium","Sharjah","Lahore Qalandars","field","Mohammad Sami","REJ Martinesz","Khalid Mahmood","Rashid Riaz","Ahmed Shahab","Mohammed Anees",NA,NA,NA,NA,"tie","Islamabad United"
1128830,6,"Multan Sultans","Quetta Gladiators","male","2017/18",2018-03-03,"Pakistan Super League","13","Sharjah Cricket Stadium","Sharjah","Multan Sultans","field","Sohail Tanvir","Ahmed Shahab","Aleem Dar","Asif Yaqoob","Shozab Raza","RS Mahanama","Multan Sultans",9,NA,NA,NA,NA
1128831,6,"Peshawar Zalmi","Lahore Qalandars","male","2017/18",2018-03-03,"Pakistan Super League","14","Sharjah Cricket Stadium","Sharjah","Lahore Qalandars","bat","LA Dawson","REJ Martinesz","RT Robinson","Asif Yaqoob","Khalid Mahmood","Mohammed Anees","Peshawar Zalmi",10,NA,NA,NA,NA
1128832,6,"Islamabad United","Karachi Kings","male","2017/18",2018-03-04,"Pakistan Super League","15","Sharjah Cricket Stadium","Sharjah","Islamabad United","field","L Ronchi","RT Robinson","Aleem Dar","Rashid Riaz","Ahmed Shahab","RS Mahanama","Islamabad United",8,NA,NA,NA,NA
1128833,6,"Peshawar Zalmi","Multan Sultans","male","2017/18",2018-03-06,"Pakistan Super League","16","Dubai International Cricket Stadium","Dubai","Peshawar Zalmi","field","Sohaib Maqsood","Asif Yaqoob","Aleem Dar","Khalid Mahmood","Shozab Raza","Mohammed Anees","Multan Sultans",NA,NA,19,NA,NA
1128834,6,"Multan Sultans","Quetta Gladiators","male","2017/18",2018-03-07,"Pakistan Super League","17","Dubai International Cricket Stadium","Dubai","Quetta Gladiators","field","Umar Gul","RT Robinson","Aleem Dar","Khalid Mahmood","Ahmed Shahab","Mohammed Anees","Quetta Gladiators",2,NA,NA,NA,NA
1128835,6,"Islamabad United","Lahore Qalandars","male","2017/18",2018-03-08,"Pakistan Super League","18","Dubai International Cricket Stadium","Dubai","Islamabad United","field","L Ronchi","RT Robinson","Aleem Dar","Khalid Mahmood","Rashid Riaz","Mohammed Anees","Islamabad United",6,NA,NA,NA,NA
1128836,6,"Karachi Kings","Quetta Gladiators","male","2017/18",2018-03-08,"Pakistan Super League","19","Dubai International Cricket Stadium","Dubai","Karachi Kings","field","SR Watson","Asif Yaqoob","Shozab Raza","Khalid Mahmood","Ahmed Shahab","RS Mahanama","Quetta Gladiators",NA,NA,67,NA,NA
1128837,6,"Multan Sultans","Lahore Qalandars","male","2017/18",2018-03-09,"Pakistan Super League","20","Dubai International Cricket Stadium","Dubai","Multan Sultans","bat","Shaheen Shah Afridi","Asif Yaqoob","RT Robinson","Khalid Mahmood","Shozab Raza","Mohammed Anees","Lahore Qalandars",6,NA,NA,NA,NA
1128838,6,"Peshawar Zalmi","Islamabad United","male","2017/18",2018-03-09,"Pakistan Super League","21","Dubai International Cricket Stadium","Dubai","Peshawar Zalmi","field","JP Duminy","Ahmed Shahab","Aleem Dar","Khalid Mahmood","Rashid Riaz","RS Mahanama","Islamabad United",NA,NA,26,NA,NA
1128839,6,"Multan Sultans","Karachi Kings","male","2017/18",2018-03-10,"Pakistan Super League","22","Dubai International Cricket Stadium","Dubai","Multan Sultans","field","Shahid Afridi","Asif Yaqoob","Aleem Dar","Khalid Mahmood","Shozab Raza","Mohammed Anees","Karachi Kings",NA,NA,63,NA,NA
1128840,6,"Peshawar Zalmi","Quetta Gladiators","male","2017/18",2018-03-10,"Pakistan Super League","23","Dubai International Cricket Stadium","Dubai","Quetta Gladiators","field","Sarfraz Ahmed","Ahmed Shahab","RT Robinson","Khalid Mahmood","Rashid Riaz","RS Mahanama","Quetta Gladiators",6,NA,NA,NA,NA
1128841,6,"Karachi Kings","Lahore Qalandars","male","2017/18",2018-03-11,"Pakistan Super League","24","Dubai International Cricket Stadium","Dubai","Lahore Qalandars","field","Agha Salman","RT Robinson","Aleem Dar","Asif Yaqoob",NA,"RS Mahanama",NA,NA,NA,NA,"tie","Lahore Qalandars"
1128842,6,"Multan Sultans","Islamabad United","male","2017/18",2018-03-13,"Pakistan Super League","25","Sharjah Cricket Stadium","Sharjah","Multan Sultans","field","L Ronchi","Aleem Dar","Rashid Riaz","Khalid Mahmood","Ahmed Shahab","Mohammed Anees","Islamabad United",NA,NA,33,NA,NA
1128843,6,"Quetta Gladiators","Lahore Qalandars","male","2017/18",2018-03-14,"Pakistan Super League","26","Sharjah Cricket Stadium","Sharjah","Quetta Gladiators","field","Fakhar Zaman","RT Robinson","Rashid Riaz","Asif Yaqoob","Shozab Raza","RS Mahanama","Lahore Qalandars",NA,NA,17,NA,NA
1128844,6,"Peshawar Zalmi","Karachi Kings","male","2017/18",2018-03-15,"Pakistan Super League","27","Sharjah Cricket Stadium","Sharjah","Peshawar Zalmi","bat","Kamran Akmal","Ahmed Shahab","Shozab Raza","Khalid Mahmood","Asif Yaqoob","Mohammed Anees","Peshawar Zalmi",NA,NA,44,NA,NA
1128845,6,"Quetta Gladiators","Islamabad United","male","2017/18",2018-03-15,"Pakistan Super League","28","Sharjah Cricket Stadium","Sharjah","Quetta Gladiators","bat","JP Duminy","Aleem Dar","Khalid Mahmood","Asif Yaqoob","Rashid Riaz","RS Mahanama","Islamabad United",6,NA,NA,NA,NA
1128846,6,"Peshawar Zalmi","Lahore Qalandars","male","2017/18",2018-03-16,"Pakistan Super League","29","Sharjah Cricket Stadium","Sharjah","Lahore Qalandars","bat","Kamran Akmal","Shozab Raza","Rashid Riaz","Khalid Mahmood","Asif Yaqoob","Mohammed Anees","Peshawar Zalmi",7,NA,NA,NA,NA
1128847,6,"Islamabad United","Karachi Kings","male","2017/18",2018-03-16,"Pakistan Super League","30","Sharjah Cricket Stadium","Sharjah","Karachi Kings","field","Usman Shinwari","Aleem Dar","Khalid Mahmood","Rashid Riaz","Ahmed Shahab","RS Mahanama","Karachi Kings",7,NA,NA,NA,NA
1128848,6,"Islamabad United","Karachi Kings","male","2017/18",2018-03-18,"Pakistan Super League",NA,"Dubai International Cricket Stadium","Dubai","Karachi Kings","bat","L Ronchi","Aleem Dar","Rashid Riaz",NA,"Shozab Raza",NA,"Islamabad United",8,NA,NA,NA,NA
1128849,6,"Peshawar Zalmi","Quetta Gladiators","male","2017/18",2018-03-20,"Pakistan Super League",NA,"Gaddafi Stadium","Lahore","Quetta Gladiators","field","Hasan Ali","Aleem Dar","Rashid Riaz","Asif Yaqoob","Ahmed Shahab","Mohammed Anees","Peshawar Zalmi",NA,NA,1,NA,NA
1128850,6,"Karachi Kings","Peshawar Zalmi","male","2017/18",2018-03-21,"Pakistan Super League",NA,"Gaddafi Stadium","Lahore","Karachi Kings","field","Kamran Akmal","Shozab Raza","Aleem Dar","Ahmed Shahab","Asif Yaqoob","Mohammed Anees","Peshawar Zalmi",NA,NA,13,NA,NA
1128851,6,"Islamabad United","Peshawar Zalmi","male","2017/18",2018-03-25,"Pakistan Super League",NA,"National Stadium","Karachi","Peshawar Zalmi","bat","L Ronchi","Shozab Raza","Aleem Dar","Rashid Riaz",NA,"RS Mahanama","Islamabad United",3,NA,NA,NA,NA
1168820,6,"Islamabad United","Lahore Qalandars","male","2018/19",2019-02-14,"Pakistan Super League","1","Dubai International Cricket Stadium","Dubai","Islamabad United","field","Faheem Ashraf","RK Illingworth","Rashid Riaz",NA,"Shozab Raza","RS Mahanama","Islamabad United",5,NA,NA,NA,NA
1168821,6,"Karachi Kings","Multan Sultans","male","2018/19",2019-02-15,"Pakistan Super League","2","Dubai International Cricket Stadium","Dubai","Karachi Kings","bat","LS Livingstone","REJ Martinesz","MA Gough",NA,"Asif Yaqoob",NA,"Karachi Kings",NA,NA,7,NA,NA
1168822,6,"Peshawar Zalmi","Quetta Gladiators","male","2018/19",2019-02-15,"Pakistan Super League","3","Dubai International Cricket Stadium","Dubai","Quetta Gladiators","field","Umar Akmal","Shozab Raza","RK Illingworth",NA,"Rashid Riaz","RS Mahanama","Quetta Gladiators",6,NA,NA,NA,NA
1168823,6,"Islamabad United","Multan Sultans","male","2018/19",2019-02-16,"Pakistan Super League","4","Dubai International Cricket Stadium","Dubai","Multan Sultans","field","Ali Shafiq","REJ Martinesz","Asif Yaqoob",NA,"MA Gough",NA,"Multan Sultans",5,NA,NA,NA,NA
1168824,6,"Karachi Kings","Lahore Qalandars","male","2018/19",2019-02-16,"Pakistan Super League","5","Dubai International Cricket Stadium","Dubai","Karachi Kings","field","Haris Rauf","Shozab Raza","RK Illingworth",NA,"Rashid Riaz","RS Mahanama","Lahore Qalandars",NA,NA,22,NA,NA
1168825,6,"Islamabad United","Quetta Gladiators","male","2018/19",2019-02-17,"Pakistan Super League","6","Dubai International Cricket Stadium","Dubai","Quetta Gladiators","field","SR Watson","REJ Martinesz","Asif Yaqoob",NA,"MA Gough","Mohammed Anees","Quetta Gladiators",7,NA,NA,NA,NA
1168826,6,"Lahore Qalandars","Peshawar Zalmi","male","2018/19",2019-02-17,"Pakistan Super League","7","Dubai International Cricket Stadium","Dubai","Peshawar Zalmi","field","Hasan Ali","RK Illingworth","Rashid Riaz",NA,"Shozab Raza","RS Mahanama","Peshawar Zalmi",7,NA,NA,NA,NA
1168827,6,"Multan Sultans","Quetta Gladiators","male","2018/19",2019-02-20,"Pakistan Super League","8","Sharjah Cricket Stadium","Sharjah","Quetta Gladiators","field","SR Watson","Asif Yaqoob","Shozab Raza",NA,"Rashid Riaz","Mohammed Anees","Quetta Gladiators",8,NA,NA,NA,NA
1168828,6,"Karachi Kings","Peshawar Zalmi","male","2018/19",2019-02-21,"Pakistan Super League","9","Sharjah Cricket Stadium","Sharjah","Karachi Kings","field","Imam-ul-Haq","RK Illingworth","Rashid Riaz",NA,"Asif Yaqoob","Mohammed Anees","Peshawar Zalmi",NA,NA,44,NA,NA
1168829,6,"Lahore Qalandars","Multan Sultans","male","2018/19",2019-02-22,"Pakistan Super League","10","Sharjah Cricket Stadium","Sharjah","Lahore Qalandars","field","AB de Villiers","REJ Martinesz","Shozab Raza",NA,"Rashid Riaz","RS Mahanama","Lahore Qalandars",6,NA,NA,NA,NA
1168830,6,"Islamabad United","Peshawar Zalmi","male","2018/19",2019-02-22,"Pakistan Super League","11","Sharjah Cricket Stadium","Sharjah","Peshawar Zalmi","field","Mohammad Sami","MA Gough","RK Illingworth",NA,"Asif Yaqoob","Mohammed Anees","Islamabad United",NA,NA,12,NA,NA
1168831,6,"Lahore Qalandars","Quetta Gladiators","male","2018/19",2019-02-23,"Pakistan Super League","12","Sharjah Cricket Stadium","Sharjah","Quetta Gladiators","field","Sarfraz Ahmed","REJ Martinesz","Shozab Raza",NA,"Rashid Riaz","RS Mahanama","Quetta Gladiators",3,NA,NA,NA,NA
1168832,6,"Islamabad United","Karachi Kings","male","2018/19",2019-02-23,"Pakistan Super League","13","Sharjah Cricket Stadium","Sharjah","Islamabad United","field","L Ronchi","Asif Yaqoob","RK Illingworth",NA,"MA Gough","Mohammed Anees","Islamabad United",7,NA,NA,NA,NA
1168833,6,"Multan Sultans","Peshawar Zalmi","male","2018/19",2019-02-24,"Pakistan Super League","14","Sharjah Cricket Stadium","Sharjah","Peshawar Zalmi","field","Hasan Ali","REJ Martinesz","Shozab Raza",NA,"Rashid Riaz","RS Mahanama","Peshawar Zalmi",5,NA,NA,NA,NA
1168834,6,"Karachi Kings","Quetta Gladiators","male","2018/19",2019-02-24,"Pakistan Super League","15","Sharjah Cricket Stadium","Sharjah","Karachi Kings","field","CA Ingram","RK Illingworth","Ahsan Raza",NA,"Asif Yaqoob","Mohammed Anees","Karachi Kings",6,NA,NA,NA,NA
1168835,6,"Islamabad United","Multan Sultans","male","2018/19",2019-02-26,"Pakistan Super League","16","Dubai International Cricket Stadium","Dubai","Multan Sultans","field","DT Christian","RK Illingworth","Ahsan Raza",NA,"Asif Yaqoob","RS Mahanama","Multan Sultans",6,NA,NA,NA,NA
1168836,6,"Lahore Qalandars","Quetta Gladiators","male","2018/19",2019-02-27,"Pakistan Super League","17","Dubai International Cricket Stadium","Dubai","Lahore Qalandars","field",NA,"REJ Martinesz","Shozab Raza",NA,"Asif Yaqoob","Mohammed Anees","Lahore Qalandars",8,NA,NA,NA,NA
1168837,6,"Islamabad United","Karachi Kings","male","2018/19",2019-02-27,"Pakistan Super League","18","Dubai International Cricket Stadium","Dubai","Islamabad United","field","Asif Ali","RK Illingworth","Ahsan Raza",NA,"Rashid Riaz","RS Mahanama","Islamabad United",5,NA,NA,NA,NA
1168838,6,"Multan Sultans","Peshawar Zalmi","male","2018/19",2019-02-28,"Pakistan Super League","19","Dubai International Cricket Stadium","Dubai","Peshawar Zalmi","field","KA Pollard","REJ Martinesz","Asif Yaqoob",NA,"Shozab Raza","Mohammed Anees","Peshawar Zalmi",7,NA,NA,NA,NA
1168839,6,"Karachi Kings","Lahore Qalandars","male","2018/19",2019-02-28,"Pakistan Super League","20","Dubai International Cricket Stadium","Dubai","Karachi Kings","field","Iftikhar Ahmed","RK Illingworth","Rashid Riaz",NA,"Ahsan Raza","RS Mahanama","Karachi Kings",5,NA,NA,NA,NA
1168840,6,"Islamabad United","Peshawar Zalmi","male","2018/19",2019-03-01,"Pakistan Super League","21","Dubai International Cricket Stadium","Dubai","Peshawar Zalmi","field","LA Dawson","REJ Martinesz","Shozab Raza",NA,"Asif Yaqoob","Mohammed Anees","Peshawar Zalmi",4,NA,NA,NA,NA
1168841,6,"Multan Sultans","Quetta Gladiators","male","2018/19",2019-03-01,"Pakistan Super League","22","Dubai International Cricket Stadium","Dubai","Quetta Gladiators","field","DJ Bravo","RK Illingworth","Ahsan Raza",NA,"Rashid Riaz","RS Mahanama","Quetta Gladiators",6,NA,NA,NA,NA
1168842,6,"Peshawar Zalmi","Quetta Gladiators","male","2018/19",2019-03-04,"Pakistan Super League","23","Sheikh Zayed Stadium","Abu Dhabi","Quetta Gladiators","field","SR Watson","REJ Martinesz","Asif Yaqoob","Faisal Afridi","Ahsan Raza","Mohammed Anees","Quetta Gladiators",8,NA,NA,NA,NA
1168843,6,"Karachi Kings","Multan Sultans","male","2018/19",2019-03-04,"Pakistan Super League","24","Sheikh Zayed Stadium","Abu Dhabi","Karachi Kings","field","Usman Shinwari","Shozab Raza","RK Illingworth","Faisal Afridi","Rashid Riaz","Muhammad Javed","Karachi Kings",5,NA,NA,NA,NA
1168844,6,"Lahore Qalandars","Peshawar Zalmi","male","2018/19",2019-03-05,"Pakistan Super League","25","Sheikh Zayed Stadium","Abu Dhabi","Peshawar Zalmi","field","Misbah-ul-Haq","Asif Yaqoob","Ahsan Raza","Faisal Afridi","REJ Martinesz","Mohammed Anees","Peshawar Zalmi",4,NA,NA,NA,NA
1168845,6,"Islamabad United","Quetta Gladiators","male","2018/19",2019-03-05,"Pakistan Super League","26","Sheikh Zayed Stadium","Abu Dhabi","Islamabad United","field","Ahmed Shehzad","RK Illingworth","Rashid Riaz","Faisal Afridi","Shozab Raza","Muhammad Javed","Quetta Gladiators",NA,NA,43,NA,NA
1168847,6,"Lahore Qalandars","Islamabad United","male","2018/19",2019-03-09,"Pakistan Super League","27","National Stadium","Karachi","Lahore Qalandars","field","CS Delport","MA Gough","Shozab Raza","Tariq Rasheed","Rashid Riaz","Muhammad Javed","Islamabad United",NA,NA,49,NA,NA
1168848,6,"Karachi Kings","Quetta Gladiators","male","2018/19",2019-03-10,"Pakistan Super League","28","National Stadium","Karachi","Quetta Gladiators","field","Usman Shinwari","REJ Martinesz","Asif Yaqoob","Faisal Afridi","Ahsan Raza","Mohammed Anees","Karachi Kings",NA,NA,1,NA,NA
1168846,6,"Karachi Kings","Peshawar Zalmi","male","2018/19",2019-03-11,"Pakistan Super League","30","National Stadium","Karachi","Karachi Kings","field","Kamran Akmal","REJ Martinesz","Ahsan Raza","Faisal Afridi","Asif Yaqoob","Mohammed Anees","Peshawar Zalmi",NA,NA,61,NA,NA
1168849,6,"Lahore Qalandars","Multan Sultans","male","2018/19",2019-03-11,"Pakistan Super League","29","National Stadium","Karachi","Multan Sultans","field","Mohammad Abbas","MA Gough","Rashid Riaz","Tariq Rasheed","Shozab Raza","Muhammad Javed","Multan Sultans",7,NA,NA,NA,NA
1168851,6,"Peshawar Zalmi","Quetta Gladiators","male","2018/19",2019-03-13,"Pakistan Super League",NA,"National Stadium","Karachi","Peshawar Zalmi","field","SR Watson","REJ Martinesz","Ahsan Raza","Rashid Riaz","Asif Yaqoob","RS Mahanama","Quetta Gladiators",NA,NA,10,NA,NA
1168850,6,"Islamabad United","Karachi Kings","male","2018/19",2019-03-14,"Pakistan Super League",NA,"National Stadium","Karachi","Karachi Kings","bat","AD Hales","Shozab Raza","MA Gough","Asif Yaqoob","Rashid Riaz","Mohammed Anees","Islamabad United",4,NA,NA,NA,NA
1168852,6,"Islamabad United","Peshawar Zalmi","male","2018/19",2019-03-15,"Pakistan Super League",NA,"National Stadium","Karachi","Islamabad United","field","Kamran Akmal","REJ Martinesz","Ahsan Raza","Rashid Riaz","Asif Yaqoob","RS Mahanama","Peshawar Zalmi",NA,NA,48,NA,NA
1168853,6,"Quetta Gladiators","Peshawar Zalmi","male","2018/19",2019-03-17,"Pakistan Super League",NA,"National Stadium","Karachi","Quetta Gladiators","field","Mohammad Hasnain","REJ Martinesz","Ahsan Raza","Rashid Riaz","Shozab Raza","RS Mahanama","Quetta Gladiators",8,NA,NA,NA,NA
1211642,6,"Islamabad United","Quetta Gladiators","male","2019/20",2020-02-20,"Pakistan Super League","1","National Stadium","Karachi","Quetta Gladiators","field","Mohammad Hasnain","RK Illingworth","Faisal Afridi","Asif Yaqoob","Imtiaz Iqbal","RS Mahanama","Quetta Gladiators",3,NA,NA,NA,NA
1211643,6,"Karachi Kings","Peshawar Zalmi","male","2019/20",2020-02-21,"Pakistan Super League","2","National Stadium","Karachi","Peshawar Zalmi","field","Babar Azam","RK Illingworth","Faisal Afridi","Imtiaz Iqbal","Asif Yaqoob","RS Mahanama","Karachi Kings",NA,NA,10,NA,NA
1211644,6,"Lahore Qalandars","Multan Sultans","male","2019/20",2020-02-21,"Pakistan Super League","3","Gaddafi Stadium","Lahore","Multan Sultans","field","Imran Tahir","REJ Martinesz","Rashid Riaz","Nasir Hussain","Shozab Raza","Mohammed Anees","Multan Sultans",5,NA,NA,NA,NA
1211645,6,"Peshawar Zalmi","Quetta Gladiators","male","2019/20",2020-02-22,"Pakistan Super League","4","National Stadium","Karachi","Peshawar Zalmi","field","Kamran Akmal","RK Illingworth","Faisal Afridi","Imtiaz Iqbal","Asif Yaqoob","RS Mahanama","Peshawar Zalmi",6,NA,NA,NA,NA
1211646,6,"Islamabad United","Multan Sultans","male","2019/20",2020-02-22,"Pakistan Super League","5","Gaddafi Stadium","Lahore","Islamabad United","field","L Ronchi","REJ Martinesz","Shozab Raza","Nasir Hussain","Rashid Riaz","Mohammed Anees","Islamabad United",8,NA,NA,NA,NA
1211647,6,"Karachi Kings","Quetta Gladiators","male","2019/20",2020-02-23,"Pakistan Super League","6","National Stadium","Karachi","Karachi Kings","bat","Azam Khan","RK Illingworth","Faisal Afridi","Imtiaz Iqbal","Asif Yaqoob","RS Mahanama","Quetta Gladiators",5,NA,NA,NA,NA
1211648,6,"Lahore Qalandars","Islamabad United","male","2019/20",2020-02-23,"Pakistan Super League","7","Gaddafi Stadium","Lahore","Islamabad United","field","Shadab Khan","REJ Martinesz","Rashid Riaz","Nasir Hussain","Shozab Raza","Mohammed Anees","Islamabad United",1,NA,NA,NA,NA
1211649,6,"Multan Sultans","Peshawar Zalmi","male","2019/20",2020-02-26,"Pakistan Super League","8","Multan Cricket Stadium","Multan","Multan Sultans","field","Sohail Tanvir","Asif Yaqoob","Faisal Afridi","Aslam Bareach","Shozab Raza","Javed Malik","Multan Sultans",6,NA,NA,NA,NA
1211650,6,"Islamabad United","Quetta Gladiators","male","2019/20",2020-02-27,"Pakistan Super League","9","Rawalpindi Cricket Stadium","Rawalpindi","Quetta Gladiators","field","BCJ Cutting","REJ Martinesz","Tariq Rasheed","Majid Hussain","Rashid Riaz","RS Mahanama","Quetta Gladiators",5,NA,NA,NA,NA
1211651,6,"Multan Sultans","Karachi Kings","male","2019/20",2020-02-28,"Pakistan Super League","10","Multan Cricket Stadium","Multan","Karachi Kings","field","MM Ali","Shozab Raza","Faisal Afridi","Aslam Bareach","Asif Yaqoob","Javed Malik","Multan Sultans",NA,NA,52,NA,NA
1211652,6,"Lahore Qalandars","Peshawar Zalmi","male","2019/20",2020-02-28,"Pakistan Super League","11","Rawalpindi Cricket Stadium","Rawalpindi","Lahore Qalandars","field","L Gregory","REJ Martinesz","Tariq Rasheed","Majid Hussain","Rashid Riaz",NA,"Peshawar Zalmi",NA,NA,16,NA,NA
1211653,6,"Multan Sultans","Quetta Gladiators","male","2019/20",2020-02-29,"Pakistan Super League","12","Multan Cricket Stadium","Multan","Multan Sultans","bat","RR Rossouw","Asif Yaqoob","Faisal Afridi","Aslam Bareach","Shozab Raza","Javed Malik","Multan Sultans",NA,NA,30,NA,NA
1211655,6,"Islamabad United","Karachi Kings","male","2019/20",2020-03-01,"Pakistan Super League","14","Rawalpindi Cricket Stadium","Rawalpindi","Karachi Kings","field","AD Hales","REJ Martinesz","Tariq Rasheed","Majid Hussain","Rashid Riaz","Mohammed Anees","Karachi Kings",5,NA,NA,NA,NA
1211656,6,"Karachi Kings","Peshawar Zalmi","male","2019/20",2020-03-02,"Pakistan Super League","15","Rawalpindi Cricket Stadium","Rawalpindi","Karachi Kings","field","Mohammad Amir","REJ Martinesz","Tariq Rasheed","Saqib Khan","Rashid Riaz","RS Mahanama","Karachi Kings",6,NA,NA,NA,NA
1211657,6,"Lahore Qalandars","Quetta Gladiators","male","2019/20",2020-03-03,"Pakistan Super League","16","Gaddafi Stadium","Lahore","Quetta Gladiators","field","BR Dunk","Shozab Raza","Faisal Afridi","Nasir Hussain","Asif Yaqoob","Mohammed Anees","Lahore Qalandars",NA,NA,37,NA,NA
1211658,6,"Lahore Qalandars","Islamabad United","male","2019/20",2020-03-04,"Pakistan Super League","17","Gaddafi Stadium","Lahore","Lahore Qalandars","field","C Munro","Asif Yaqoob","Shozab Raza","Nasir Hussain","Faisal Afridi","Aziz-ur-Rehman","Islamabad United",NA,NA,71,NA,NA
