"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"D Olivier",2018-11-24,"Cape Town Blitz","Jozi Stars",1,"4.0",0,40,3,10,8,"Mzansi Super League","2018/19",1162649,"New Wanderers Stadium, Johannesburg","Johannesburg","Cape Town Blitz","Jozi Stars","Jozi Stars","field","Q de Kock","Cape Town Blitz",NA,"62"
"L Ngidi",2019-11-21,"Durban Heat","Tshwane Spartans",2,"1.0",0,2,2,2,4,"Mzansi Super League","2019/20",1201981,"SuperSport Park, Centurion","Centurion","Tshwane Spartans","Durban Heat","Durban Heat","field",NA,NA,NA,NA
"BC Fortuin",2018-11-28,"Durban Heat","Paarl Rocks",2,"1.0",0,6,2,6,3,"Mzansi Super League","2018/19",1162654,"Kingsmead, Durban","Durban","Paarl Rocks","Durban Heat","Durban Heat","field","H Davids","Paarl Rocks",NA,"32"
"Hussain Talat",2018-11-21,"Nelson Mandela Bay Giants","Cape Town Blitz",2,"1.0",0,7,2,7,3,"Mzansi Super League","2018/19",1162647,"Newlands, Cape Town","Cape Town","Cape Town Blitz","Nelson Mandela Bay Giants","Cape Town Blitz","bat","JN Malan","Cape Town Blitz",NA,"12"
"CH Morris",2019-11-13,"Tshwane Spartans","Nelson Mandela Bay Giants",1,"2.0",0,8,2,4,8,"Mzansi Super League","2019/20",1201974,"SuperSport Park, Centurion","Centurion","Tshwane Spartans","Nelson Mandela Bay Giants","Nelson Mandela Bay Giants","field",NA,NA,NA,NA
"K Rabada",2018-12-02,"Nelson Mandela Bay Giants","Jozi Stars",2,"4.0",0,8,2,2,17,"Mzansi Super League","2018/19",1162659,"St George's Park, Port Elizabeth","Port Elizabeth","Jozi Stars","Nelson Mandela Bay Giants","Jozi Stars","bat","RR Hendricks","Jozi Stars",NA,"81"
"GC Viljoen",2019-11-10,"Cape Town Blitz","Paarl Rocks",2,"2.0",0,9,2,4.5,9,"Mzansi Super League","2019/20",1201972,"Boland Park, Paarl","Paarl","Paarl Rocks","Cape Town Blitz","Paarl Rocks","bat","GC Viljoen","Paarl Rocks",NA,"86"
"RE van der Merwe",2019-11-24,"Jozi Stars","Tshwane Spartans",2,"3.0",0,11,2,3.66666666666667,12,"Mzansi Super League","2019/20",1201985,"New Wanderers Stadium, Johannesburg","Johannesburg","Tshwane Spartans","Jozi Stars","Tshwane Spartans","bat","AB de Villiers","Tshwane Spartans",NA,"20"
"AL Phehlukwayo",2018-11-24,"Jozi Stars","Cape Town Blitz",2,"3.0",0,12,2,4,11,"Mzansi Super League","2018/19",1162649,"New Wanderers Stadium, Johannesburg","Johannesburg","Cape Town Blitz","Jozi Stars","Jozi Stars","field","Q de Kock","Cape Town Blitz",NA,"62"
"BC Fortuin",2019-11-10,"Cape Town Blitz","Paarl Rocks",2,"3.0",0,13,2,4.33333333333333,11,"Mzansi Super League","2019/20",1201972,"Boland Park, Paarl","Paarl","Paarl Rocks","Cape Town Blitz","Paarl Rocks","bat","GC Viljoen","Paarl Rocks",NA,"86"
