"striker","season","event","batting_team","innings","Runs","BallsFaced","StrikeRate","Average","Fours","Sixes","NotOuts","Hundreds","Fifties","HighScore"
"TB de Bruyn","2019/20","Mzansi Super League","Tshwane Spartans",6,98,88,111.363636363636,16.3333333333333,12,0,0,0,0,42
"TK Curran","2019/20","Mzansi Super League","Tshwane Spartans",3,9,5,180,4.5,2,0,1,0,0,5
"TL Moreki","2018/19","Mzansi Super League","Paarl Rocks",4,11,30,36.6666666666667,3.66666666666667,0,0,1,0,0,5
"VB van Jaarsveld","2018/19","Mzansi Super League","Paarl Rocks",7,120,111,108.108108108108,20,10,0,1,0,0,32
"VB van Jaarsveld","2019/20","Mzansi Super League","Tshwane Spartans",1,1,8,12.5,1,0,0,0,0,0,1
"VD Philander","2018/19","Mzansi Super League","Durban Heat",6,109,82,132.926829268293,36.3333333333333,9,4,3,0,0,30
"VD Philander","2019/20","Mzansi Super League","Cape Town Blitz",5,91,67,135.820895522388,45.5,4,3,3,0,0,33
"WB Marshall","2019/20","Mzansi Super League","Durban Heat",5,57,45,126.666666666667,11.4,5,3,0,0,0,29
"WJ Lubbe","2018/19","Mzansi Super League","Nelson Mandela Bay Giants",1,2,3,66.6666666666667,2,0,0,0,0,0,2
"WJ Lubbe","2019/20","Mzansi Super League","Durban Heat",6,175,95,184.210526315789,29.1666666666667,19,9,0,0,1,83
"Wahab Riaz","2019/20","Mzansi Super League","Cape Town Blitz",7,50,31,161.290322580645,12.5,5,1,3,0,0,29
"Z Pongolo","2018/19","Mzansi Super League","Jozi Stars",2,18,13,138.461538461538,18,0,2,1,0,0,14
