"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire1","umpire2","reserve_umpire","tv_umpire","match_referee","winner","winner_wickets","winner_runs","outcome","method","eliminator"
803797,6,"United Arab Emirates","Afghanistan","male","2014/15",2014-11-30,"United Arab Emirates v Afghanistan ODI Series","2","ICC Academy","Dubai","United Arab Emirates","field","Khurram Khan","JD Cloete","RA Kettleborough","Sarika Prasad",NA,"DT Jukes","United Arab Emirates",6,NA,NA,NA,NA
760795,6,"Bangladesh","Zimbabwe","male","2014/15",2014-12-01,"Zimbabwe in Bangladesh ODI Series","5","Shere Bangla National Stadium","Mirpur","Zimbabwe","bat","Taijul Islam","CB Gaffaney","Sharfuddoula","Gazi Sohel","Anisur Rahman","RS Madugalle","Bangladesh",5,NA,NA,NA,NA
750667,6,"Sri Lanka","England","male","2014/15",2014-12-03,"England in Sri Lanka ODI Series","3","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","Hambantota","Sri Lanka","bat","JC Buttler","SD Fry","RSA Palliyaguruge","RR Wimalasiri","SJ Davis","DC Boon","England",5,NA,NA,"D/L",NA
750669,6,"Sri Lanka","England","male","2014/15",2014-12-07,"England in Sri Lanka ODI Series","4","R Premadasa Stadium","Colombo","England","bat","KC Sangakkara","SJ Davis","REJ Martinesz","RR Wimalasiri","SD Fry","DC Boon","Sri Lanka",6,NA,NA,NA,NA
742619,6,"New Zealand","Pakistan","male","2014/15",2014-12-08,"Pakistan v New Zealand ODI Series","1","Dubai International Cricket Stadium",NA,"Pakistan","field","Haris Sohail","Aleem Dar","JS Wilson","Ahsan Raza","RK Illingworth","RS Mahanama","Pakistan",3,NA,NA,NA,NA
750671,6,"Sri Lanka","England","male","2014/15",2014-12-10,"England in Sri Lanka ODI Series","5","Pallekele International Cricket Stadium",NA,"England","field","JE Root","RSA Palliyaguruge","RJ Tucker","REJ Martinesz","BNJ Oxenford","DC Boon","England",5,NA,NA,NA,NA
742621,6,"New Zealand","Pakistan","male","2014/15",2014-12-12,"Pakistan v New Zealand ODI Series","2","Sharjah Cricket Stadium",NA,"Pakistan","bat","KS Williamson","Ahsan Raza","RK Illingworth","Shozab Raza","JS Wilson","RS Mahanama","New Zealand",4,NA,NA,NA,NA
750673,6,"Sri Lanka","England","male","2014/15",2014-12-13,"England in Sri Lanka ODI Series","6","Pallekele International Cricket Stadium",NA,"Sri Lanka","bat","KC Sangakkara","REJ Martinesz","BNJ Oxenford","RR Wimalasiri","RJ Tucker","DC Boon","Sri Lanka",NA,90,NA,NA,NA
742623,6,"New Zealand","Pakistan","male","2014/15",2014-12-14,"Pakistan v New Zealand ODI Series","3","Sharjah Cricket Stadium",NA,"Pakistan","bat","Ahmed Shehzad","Shozab Raza","JS Wilson","Ahsan Raza","RK Illingworth","RS Mahanama","Pakistan",NA,147,NA,NA,NA
750675,6,"Sri Lanka","England","male","2014/15",2014-12-16,"England in Sri Lanka ODI Series","7","R Premadasa Stadium","Colombo","Sri Lanka","bat","TM Dilshan","REJ Martinesz","RJ Tucker","RR Wimalasiri","BNJ Oxenford","DC Boon","Sri Lanka",NA,87,NA,NA,NA
742625,6,"New Zealand","Pakistan","male","2014/15",2014-12-17,"Pakistan v New Zealand ODI Series","4","Sheikh Zayed Stadium","Abu Dhabi","New Zealand","bat","KS Williamson","RK Illingworth","Shozab Raza","Ahsan Raza","JS Wilson","RS Mahanama","New Zealand",NA,7,NA,NA,NA
742627,6,"New Zealand","Pakistan","male","2014/15",2014-12-19,"Pakistan v New Zealand ODI Series","5","Sheikh Zayed Stadium","Abu Dhabi","New Zealand","bat","MJ Henry","Ahsan Raza","JS Wilson","Shozab Raza","RK Illingworth","RS Mahanama","New Zealand",NA,68,NA,NA,NA
812623,6,"Afghanistan","Scotland","male","2014/15",2015-01-08,"Dubai Triangular Series","1","ICC Academy","Dubai","Afghanistan","field","Javed Ahmadi","VA Kulkarni","Sharfuddoula","Ahmed Shahab",NA,"GF Labrooy","Afghanistan",8,NA,NA,NA,NA
749781,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-11,"Sri Lanka in New Zealand ODI Series","1","Hagley Oval","Christchurch","Sri Lanka","bat","CJ Anderson","CB Gaffaney","NJ Llong","BF Bowden","IJ Gould","J Srinath","New Zealand",3,NA,NA,NA,NA
810829,6,"Ireland","Scotland","male","2014/15",2015-01-12,"Dubai Triangular Series","3","Dubai International Cricket Stadium",NA,"Ireland","field","NJ O'Brien","Ahmed Shahab","Sharfuddoula","VA Kulkarni",NA,"GF Labrooy","Ireland",3,NA,NA,NA,NA
812645,6,"Afghanistan","Scotland","male","2014/15",2015-01-14,"Dubai Triangular Series","4","Sheikh Zayed Stadium","Abu Dhabi","Scotland","bat","JH Davey","VA Kulkarni","Sharfuddoula","Ahmed Shahab",NA,"GF Labrooy","Scotland",NA,150,NA,NA,NA
749783,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-15,"Sri Lanka in New Zealand ODI Series","2","Seddon Park","Hamilton","New Zealand","bat","TM Dilshan","CB Gaffaney","IJ Gould","BF Bowden","NJ Llong","J Srinath","Sri Lanka",6,NA,NA,NA,NA
722339,6,"South Africa","West Indies","male","2014/15",2015-01-16,"West Indies in South Africa ODI Series","1","Kingsmead","Durban","South Africa","bat","AB de Villiers","JD Cloete","S Ravi","AT Holdstock","SJ Davis","BC Broad","South Africa",NA,61,NA,"D/L",NA
754751,6,"Australia","England","male","2014/15",2015-01-16,"Carlton Mid One-Day International Tri-Series","1","Sydney Cricket Ground",NA,"England","bat","MA Starc","HDPK Dharmasena","SD Fry","MD Martell","JD Ward","AJ Pycroft","Australia",3,NA,NA,NA,NA
749785,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-17,"Sri Lanka in New Zealand ODI Series","3","Eden Park","Auckland","Sri Lanka","field",NA,"BF Bowden","NJ Llong","PD Jones","IJ Gould","J Srinath",NA,NA,NA,"no result",NA,NA
810833,6,"Afghanistan","Ireland","male","2014/15",2015-01-17,"Dubai Triangular Series","5","Dubai International Cricket Stadium",NA,"Ireland","field","Najibullah Zadran","Ahmed Shahab","VA Kulkarni","Sharfuddoula",NA,"GF Labrooy","Afghanistan",NA,71,NA,NA,NA
722341,6,"South Africa","West Indies","male","2014/15",2015-01-18,"West Indies in South Africa ODI Series","2","New Wanderers Stadium","Johannesburg","West Indies","field","AB de Villiers","SJ Davis","AT Holdstock","JD Cloete","S Ravi","BC Broad","South Africa",NA,148,NA,NA,NA
754749,6,"Australia","India","male","2014/15",2015-01-18,"Carlton Mid One-Day International Tri-Series","2","Melbourne Cricket Ground",NA,"India","bat","MA Starc","HDPK Dharmasena","JD Ward","SD Fry","MD Martell","AJ Pycroft","Australia",4,NA,NA,NA,NA
749787,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-20,"Sri Lanka in New Zealand ODI Series","4","Saxton Oval","Nelson","Sri Lanka","bat","KS Williamson","IJ Gould","DJ Walker","CB Gaffaney","NJ Llong","J Srinath","New Zealand",4,NA,NA,NA,NA
754753,6,"England","India","male","2014/15",2015-01-20,"Carlton Mid One-Day International Tri-Series","3","Brisbane Cricket Ground, Woolloongabba","Brisbane","India","bat","ST Finn","HDPK Dharmasena","MD Martell","JD Ward","SD Fry","AJ Pycroft","England",9,NA,NA,NA,NA
722343,6,"South Africa","West Indies","male","2014/15",2015-01-21,"West Indies in South Africa ODI Series","3","Buffalo Park","East London","West Indies","bat","VD Philander","JD Cloete","S Ravi","AT Holdstock","SJ Davis","BC Broad","South Africa",9,NA,NA,NA,NA
749789,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-23,"Sri Lanka in New Zealand ODI Series","5","University Oval","Dunedin","Sri Lanka","field","GD Elliott","CB Gaffaney","NJ Llong","DJ Walker","IJ Gould","J Srinath","New Zealand",NA,108,NA,NA,NA
754755,6,"Australia","England","male","2014/15",2015-01-23,"Carlton Mid One-Day International Tri-Series","4","Bellerive Oval","Hobart","Australia","field","SPD Smith","M Erasmus","SD Fry",NA,"JD Ward","AJ Pycroft","Australia",3,NA,NA,NA,NA
722345,6,"South Africa","West Indies","male","2014/15",2015-01-25,"West Indies in South Africa ODI Series","4","St George's Park","Port Elizabeth","West Indies","field","AD Russell","SJ Davis","S George","JD Cloete","S Ravi","BC Broad","West Indies",1,NA,NA,NA,NA
749791,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-25,"Sri Lanka in New Zealand ODI Series","6","University Oval","Dunedin","New Zealand","bat","CJ Anderson","MA Gough","DJ Walker","CB Gaffaney","RJ Tucker","J Srinath","New Zealand",NA,120,NA,NA,NA
754757,6,"Australia","India","male","2014/15",2015-01-26,"Carlton Mid One-Day International Tri-Series","5","Sydney Cricket Ground",NA,"Australia","field",NA,"M Erasmus","P Wilson","GA Abood","MD Martell","AJ Pycroft",NA,NA,NA,"no result",NA,NA
722347,6,"South Africa","West Indies","male","2014/15",2015-01-28,"West Indies in South Africa ODI Series","5","SuperSport Park","Centurion","West Indies","field","RR Rossouw","JD Cloete","S Ravi","S George","SJ Davis","BC Broad","South Africa",NA,131,NA,NA,NA
749793,6,"New Zealand","Sri Lanka","male","2014/15",2015-01-29,"Sri Lanka in New Zealand ODI Series","7","Westpac Stadium","Wellington","Sri Lanka","bat","KC Sangakkara","CB Gaffaney","RJ Tucker","DJ Walker","MA Gough","J Srinath","Sri Lanka",NA,34,NA,NA,NA
754759,6,"England","India","male","2014/15",2015-01-30,"Carlton Mid One-Day International Tri-Series","6","Western Australia Cricket Association Ground","Perth","England","field","JWA Taylor","M Erasmus","JD Ward","GC Joshua","SD Fry","AJ Pycroft","England",3,NA,NA,NA,NA
749795,6,"New Zealand","Pakistan","male","2014/15",2015-01-31,"Pakistan in New Zealand ODI Series","1","Westpac Stadium","Wellington","New Zealand","field","GD Elliott","CB Gaffaney","MA Gough","DJ Walker","RJ Tucker","J Srinath","New Zealand",7,NA,NA,NA,NA
754761,6,"Australia","England","male","2014/15",2015-02-01,"Carlton Mid One-Day International Tri-Series",NA,"Western Australia Cricket Association Ground","Perth","England","field","GJ Maxwell","M Erasmus","SD Fry","MD Martell","JD Ward","AJ Pycroft","Australia",NA,112,NA,NA,NA
749797,6,"New Zealand","Pakistan","male","2014/15",2015-02-03,"Pakistan in New Zealand ODI Series","2","McLean Park","Napier","New Zealand","bat","KS Williamson","RJ Tucker","DJ Walker","PD Jones","MA Gough","J Srinath","New Zealand",NA,119,NA,NA,NA
656399,6,"New Zealand","Sri Lanka","male","2014/15",2015-02-14,"ICC Cricket World Cup","1","Hagley Oval","Christchurch","Sri Lanka","field","CJ Anderson","M Erasmus","NJ Llong","SD Fry","S Ravi","DC Boon","New Zealand",NA,98,NA,NA,NA
656401,6,"Australia","England","male","2014/15",2015-02-14,"ICC Cricket World Cup","2","Melbourne Cricket Ground",NA,"England","field","AJ Finch","Aleem Dar","HDPK Dharmasena","JS Wilson","BF Bowden","JJ Crowe","Australia",NA,111,NA,NA,NA
656403,6,"South Africa","Zimbabwe","male","2014/15",2015-02-15,"ICC Cricket World Cup","3","Seddon Park","Hamilton","Zimbabwe","field","DA Miller","REJ Martinesz","RJ Tucker","RSA Palliyaguruge","PR Reiffel","RS Mahanama","South Africa",NA,62,NA,NA,NA
656405,6,"India","Pakistan","male","2014/15",2015-02-15,"ICC Cricket World Cup","4","Adelaide Oval",NA,"India","bat","V Kohli","IJ Gould","RA Kettleborough","MA Gough","SJ Davis","RS Madugalle","India",NA,76,NA,NA,NA
656407,6,"Ireland","West Indies","male","2014/15",2015-02-16,"ICC Cricket World Cup","5","Saxton Oval","Nelson","Ireland","field","PR Stirling","RK Illingworth","BNJ Oxenford","JD Cloete","CB Gaffaney","BC Broad","Ireland",4,NA,NA,NA,NA
656409,6,"New Zealand","Scotland","male","2014/15",2015-02-17,"ICC Cricket World Cup","6","University Oval","Dunedin","New Zealand","field","TA Boult","SD Fry","NJ Llong","S Ravi","M Erasmus","DC Boon","New Zealand",3,NA,NA,NA,NA
656411,6,"Afghanistan","Bangladesh","male","2014/15",2015-02-18,"ICC Cricket World Cup","7","Manuka Oval","Canberra","Bangladesh","bat","Mushfiqur Rahim","SJ Davis","JS Wilson","RA Kettleborough","Aleem Dar","JJ Crowe","Bangladesh",NA,105,NA,NA,NA
656413,6,"United Arab Emirates","Zimbabwe","male","2014/15",2015-02-19,"ICC Cricket World Cup","8","Saxton Oval","Nelson","Zimbabwe","field","SC Williams","JD Cloete","CB Gaffaney","REJ Martinesz","RK Illingworth","BC Broad","Zimbabwe",4,NA,NA,NA,NA
656415,6,"New Zealand","England","male","2014/15",2015-02-20,"ICC Cricket World Cup","9","Westpac Stadium","Wellington","England","bat","TG Southee","PR Reiffel","RJ Tucker","RSA Palliyaguruge","BNJ Oxenford","RS Mahanama","New Zealand",8,NA,NA,NA,NA
656417,6,"Pakistan","West Indies","male","2014/15",2015-02-21,"ICC Cricket World Cup","10","Hagley Oval","Christchurch","Pakistan","field","AD Russell","M Erasmus","NJ Llong","SD Fry","S Ravi","DC Boon","West Indies",NA,150,NA,NA,NA
656421,6,"Afghanistan","Sri Lanka","male","2014/15",2015-02-22,"ICC Cricket World Cup","12","University Oval","Dunedin","Sri Lanka","field","DPMD Jayawardene","CB Gaffaney","RK Illingworth","BNJ Oxenford","JD Cloete","BC Broad","Sri Lanka",4,NA,NA,NA,NA
656423,6,"India","South Africa","male","2014/15",2015-02-22,"ICC Cricket World Cup","13","Melbourne Cricket Ground",NA,"India","bat","S Dhawan","Aleem Dar","RA Kettleborough","JS Wilson","SJ Davis","JJ Crowe","India",NA,130,NA,NA,NA
656425,6,"England","Scotland","male","2014/15",2015-02-23,"ICC Cricket World Cup","14","Hagley Oval","Christchurch","Scotland","field","MM Ali","S Ravi","RJ Tucker","PR Reiffel","M Erasmus","DC Boon","England",NA,119,NA,NA,NA
656427,6,"West Indies","Zimbabwe","male","2014/15",2015-02-24,"ICC Cricket World Cup","15","Manuka Oval","Canberra","West Indies","bat","CH Gayle","SJ Davis","IJ Gould","RA Kettleborough","REJ Martinesz","RS Mahanama","West Indies",NA,73,NA,"D/L",NA
656429,6,"Ireland","United Arab Emirates","male","2014/15",2015-02-25,"ICC Cricket World Cup","16","Brisbane Cricket Ground, Woolloongabba","Brisbane","Ireland","field","GC Wilson","MA Gough","NJ Llong","BF Bowden","HDPK Dharmasena","RS Madugalle","Ireland",2,NA,NA,NA,NA
656431,6,"Afghanistan","Scotland","male","2014/15",2015-02-26,"ICC Cricket World Cup","17","University Oval","Dunedin","Afghanistan","field","Samiullah Shenwari","SD Fry","RSA Palliyaguruge","CB Gaffaney","RJ Tucker","DC Boon","Afghanistan",1,NA,NA,NA,NA
656433,6,"Bangladesh","Sri Lanka","male","2014/15",2015-02-26,"ICC Cricket World Cup","18","Melbourne Cricket Ground",NA,"Sri Lanka","bat","TM Dilshan","Aleem Dar","PR Reiffel","JS Wilson","RA Kettleborough","JJ Crowe","Sri Lanka",NA,92,NA,NA,NA
656435,6,"South Africa","West Indies","male","2014/15",2015-02-27,"ICC Cricket World Cup","19","Sydney Cricket Ground",NA,"South Africa","bat","AB de Villiers","SJ Davis","IJ Gould","Aleem Dar","REJ Martinesz","RS Mahanama","South Africa",NA,257,NA,NA,NA
656437,6,"New Zealand","Australia","male","2014/15",2015-02-28,"ICC Cricket World Cup","20","Eden Park","Auckland","Australia","bat","TA Boult","M Erasmus","RK Illingworth","JD Cloete","S Ravi","BC Broad","New Zealand",1,NA,NA,NA,NA
656439,6,"India","United Arab Emirates","male","2014/15",2015-02-28,"ICC Cricket World Cup","21","Western Australia Cricket Association Ground","Perth","United Arab Emirates","bat","R Ashwin","BF Bowden","MA Gough","HDPK Dharmasena","NJ Llong","RS Madugalle","India",9,NA,NA,NA,NA
656441,6,"England","Sri Lanka","male","2014/15",2015-03-01,"ICC Cricket World Cup","22","Westpac Stadium","Wellington","England","bat","KC Sangakkara","BNJ Oxenford","RJ Tucker","SD Fry","CB Gaffaney","DC Boon","Sri Lanka",9,NA,NA,NA,NA
656443,6,"Pakistan","Zimbabwe","male","2014/15",2015-03-01,"ICC Cricket World Cup","23","Brisbane Cricket Ground, Woolloongabba","Brisbane","Pakistan","bat","Wahab Riaz","RA Kettleborough","JS Wilson","RSA Palliyaguruge","PR Reiffel","JJ Crowe","Pakistan",NA,20,NA,NA,NA
656445,6,"Ireland","South Africa","male","2014/15",2015-03-03,"ICC Cricket World Cup","24","Manuka Oval","Canberra","South Africa","bat","HM Amla","SJ Davis","REJ Martinesz","Aleem Dar","IJ Gould","RS Mahanama","South Africa",NA,201,NA,NA,NA
656447,6,"Pakistan","United Arab Emirates","male","2014/15",2015-03-04,"ICC Cricket World Cup","25","McLean Park","Napier","United Arab Emirates","field","Ahmed Shehzad","JD Cloete","S Ravi","M Erasmus","RK Illingworth","BC Broad","Pakistan",NA,129,NA,NA,NA
656449,6,"Australia","Afghanistan","male","2014/15",2015-03-04,"ICC Cricket World Cup","26","Western Australia Cricket Association Ground","Perth","Afghanistan","field","DA Warner","HDPK Dharmasena","MA Gough","NJ Llong","BF Bowden","RS Madugalle","Australia",NA,275,NA,NA,NA
656451,6,"Bangladesh","Scotland","male","2014/15",2015-03-05,"ICC Cricket World Cup","27","Saxton Oval","Nelson","Bangladesh","field","KJ Coetzer","SD Fry","BNJ Oxenford","CB Gaffaney","RJ Tucker","DC Boon","Bangladesh",6,NA,NA,NA,NA
656453,6,"India","West Indies","male","2014/15",2015-03-06,"ICC Cricket World Cup","28","Western Australia Cricket Association Ground","Perth","West Indies","bat","Mohammed Shami","HDPK Dharmasena","NJ Llong","MA Gough","BF Bowden","RS Madugalle","India",4,NA,NA,NA,NA
656455,6,"Pakistan","South Africa","male","2014/15",2015-03-07,"ICC Cricket World Cup","29","Eden Park","Auckland","South Africa","field","Sarfraz Ahmed","RA Kettleborough","BNJ Oxenford","S Ravi","CB Gaffaney","BC Broad","Pakistan",NA,29,NA,"D/L",NA
656457,6,"Ireland","Zimbabwe","male","2014/15",2015-03-07,"ICC Cricket World Cup","30","Bellerive Oval","Hobart","Zimbabwe","field","EC Joyce","RSA Palliyaguruge","PR Reiffel","REJ Martinesz","JS Wilson","RS Mahanama","Ireland",NA,5,NA,NA,NA
656459,6,"New Zealand","Afghanistan","male","2014/15",2015-03-08,"ICC Cricket World Cup","31","McLean Park","Napier","Afghanistan","bat","DL Vettori","JD Cloete","M Erasmus","RJ Tucker","SJ Davis","DC Boon","New Zealand",6,NA,NA,NA,NA
656461,6,"Australia","Sri Lanka","male","2014/15",2015-03-08,"ICC Cricket World Cup","32","Sydney Cricket Ground",NA,"Australia","bat","GJ Maxwell","Aleem Dar","IJ Gould","MA Gough","RK Illingworth","JJ Crowe","Australia",NA,64,NA,NA,NA
656463,6,"Bangladesh","England","male","2014/15",2015-03-09,"ICC Cricket World Cup","33","Adelaide Oval",NA,"England","field","Mahmudullah","BF Bowden","PR Reiffel","REJ Martinesz","SD Fry","RS Madugalle","Bangladesh",NA,15,NA,NA,NA
656465,6,"India","Ireland","male","2014/15",2015-03-10,"ICC Cricket World Cup","34","Seddon Park","Hamilton","Ireland","bat","S Dhawan","HDPK Dharmasena","RA Kettleborough","NJ Llong","JD Cloete","BC Broad","India",8,NA,NA,NA,NA
656467,6,"Scotland","Sri Lanka","male","2014/15",2015-03-11,"ICC Cricket World Cup","35","Bellerive Oval","Hobart","Sri Lanka","bat","KC Sangakkara","RK Illingworth","JS Wilson","IJ Gould","MA Gough","JJ Crowe","Sri Lanka",NA,148,NA,NA,NA
656469,6,"South Africa","United Arab Emirates","male","2014/15",2015-03-12,"ICC Cricket World Cup","36","Westpac Stadium","Wellington","United Arab Emirates","field","AB de Villiers","SJ Davis","RJ Tucker","Aleem Dar","BNJ Oxenford","RS Mahanama","South Africa",NA,146,NA,NA,NA
656471,6,"New Zealand","Bangladesh","male","2014/15",2015-03-13,"ICC Cricket World Cup","37","Seddon Park","Hamilton","New Zealand","field","MJ Guptill","HDPK Dharmasena","RA Kettleborough","JD Cloete","NJ Llong","BC Broad","New Zealand",3,NA,NA,NA,NA
656473,6,"Afghanistan","England","male","2014/15",2015-03-13,"ICC Cricket World Cup","38","Sydney Cricket Ground",NA,"England","field","CJ Jordan","BF Bowden","S Ravi","RSA Palliyaguruge","M Erasmus","DC Boon","England",9,NA,NA,"D/L",NA
656475,6,"India","Zimbabwe","male","2014/15",2015-03-14,"ICC Cricket World Cup","39","Eden Park","Auckland","India","field","SK Raina","CB Gaffaney","BNJ Oxenford","SJ Davis","RJ Tucker","RS Mahanama","India",6,NA,NA,NA,NA
656477,6,"Australia","Scotland","male","2014/15",2015-03-14,"ICC Cricket World Cup","40","Bellerive Oval","Hobart","Australia","field","MA Starc","IJ Gould","RK Illingworth","MA Gough","JS Wilson","JJ Crowe","Australia",7,NA,NA,NA,NA
656479,6,"United Arab Emirates","West Indies","male","2014/15",2015-03-15,"ICC Cricket World Cup","41","McLean Park","Napier","West Indies","field","JO Holder","Aleem Dar","REJ Martinesz","HDPK Dharmasena","RA Kettleborough","BC Broad","West Indies",6,NA,NA,NA,NA
656481,6,"Ireland","Pakistan","male","2014/15",2015-03-15,"ICC Cricket World Cup","42","Adelaide Oval",NA,"Ireland","bat","Sarfraz Ahmed","M Erasmus","RSA Palliyaguruge","PR Reiffel","SD Fry","RS Madugalle","Pakistan",7,NA,NA,NA,NA
656483,6,"South Africa","Sri Lanka","male","2014/15",2015-03-18,"ICC Cricket World Cup",NA,"Sydney Cricket Ground",NA,"Sri Lanka","bat","Imran Tahir","NJ Llong","RJ Tucker","BNJ Oxenford","RA Kettleborough","DC Boon","South Africa",9,NA,NA,NA,NA
656485,6,"Bangladesh","India","male","2014/15",2015-03-19,"ICC Cricket World Cup",NA,"Melbourne Cricket Ground",NA,"India","bat","RG Sharma","Aleem Dar","IJ Gould","PR Reiffel","SJ Davis","RS Mahanama","India",NA,109,NA,NA,NA
656487,6,"Australia","Pakistan","male","2014/15",2015-03-20,"ICC Cricket World Cup",NA,"Adelaide Oval",NA,"Pakistan","bat","JR Hazlewood","HDPK Dharmasena","M Erasmus","BF Bowden","RK Illingworth","RS Madugalle","Australia",6,NA,NA,NA,NA
656489,6,"New Zealand","West Indies","male","2014/15",2015-03-21,"ICC Cricket World Cup",NA,"Westpac Stadium","Wellington","New Zealand","bat","MJ Guptill","RA Kettleborough","BNJ Oxenford","NJ Llong","RJ Tucker","BC Broad","New Zealand",NA,143,NA,NA,NA
656491,6,"New Zealand","South Africa","male","2014/15",2015-03-24,"ICC Cricket World Cup",NA,"Eden Park","Auckland","South Africa","bat","GD Elliott","IJ Gould","RJ Tucker","BNJ Oxenford","NJ Llong","DC Boon","New Zealand",4,NA,NA,"D/L",NA
656493,6,"Australia","India","male","2014/15",2015-03-26,"ICC Cricket World Cup",NA,"Sydney Cricket Ground",NA,"Australia","bat","SPD Smith","HDPK Dharmasena","RA Kettleborough","RK Illingworth","M Erasmus","RS Madugalle","Australia",NA,95,NA,NA,NA
656495,6,"Australia","New Zealand","male","2014/15",2015-03-29,"ICC Cricket World Cup",NA,"Melbourne Cricket Ground",NA,"New Zealand","bat","JP Faulkner","HDPK Dharmasena","RA Kettleborough","IJ Gould","M Erasmus","RS Madugalle","Australia",7,NA,NA,NA,NA
858485,6,"Bangladesh","Pakistan","male","2015",2015-04-17,"Pakistan in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Mushfiqur Rahim","RSA Palliyaguruge","Sharfuddoula","Enamul Haque","NJ Llong","JJ Crowe","Bangladesh",NA,79,NA,NA,NA
858487,6,"Bangladesh","Pakistan","male","2015",2015-04-19,"Pakistan in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Pakistan","bat","Tamim Iqbal","Enamul Haque","NJ Llong","Sharfuddoula","RSA Palliyaguruge","JJ Crowe","Bangladesh",7,NA,NA,NA,NA
858489,6,"Bangladesh","Pakistan","male","2015",2015-04-22,"Pakistan in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Pakistan","bat","Soumya Sarkar","RSA Palliyaguruge","Sharfuddoula","Anisur Rahman","NJ Llong","JJ Crowe","Bangladesh",8,NA,NA,NA,NA
760889,6,"Ireland","England","male","2015",2015-05-08,NA,NA,"The Village, Malahide","Dublin","England","field",NA,"M Hawthorne","IN Ramage","R Black",NA,"DT Jukes",NA,NA,NA,"no result",NA,NA
868727,6,"Pakistan","Zimbabwe","male","2015",2015-05-26,"Zimbabwe in Pakistan ODI Series","1","Gaddafi Stadium","Lahore","Pakistan","bat","Shoaib Malik","Aleem Dar","RB Tiffin","Shozab Raza","Ahmed Shahab","Azhar Khan","Pakistan",NA,41,NA,NA,NA
868729,6,"Pakistan","Zimbabwe","male","2015",2015-05-29,"Zimbabwe in Pakistan ODI Series","2","Gaddafi Stadium","Lahore","Pakistan","field","Azhar Ali","Shozab Raza","RB Tiffin","Ahsan Raza","Ahmed Shahab","Azhar Khan","Pakistan",6,NA,NA,NA,NA
868731,6,"Pakistan","Zimbabwe","male","2015",2015-05-31,"Zimbabwe in Pakistan ODI Series","3","Gaddafi Stadium","Lahore","Pakistan","bat",NA,"Ahsan Raza","RB Tiffin","Shozab Raza","Ahmed Shahab","Azhar Khan",NA,NA,NA,"no result",NA,NA
743943,6,"England","New Zealand","male","2015",2015-06-09,"New Zealand in England ODI Series","1","Edgbaston","Birmingham","New Zealand","field","JC Buttler","MA Gough","BNJ Oxenford","RT Robinson","SJ Davis","J Srinath","England",NA,210,NA,NA,NA
743945,6,"England","New Zealand","male","2015",2015-06-12,"New Zealand in England ODI Series","2","Kennington Oval","London","New Zealand","bat","LRPL Taylor","SJ Davis","RT Robinson","MA Gough","BNJ Oxenford","J Srinath","New Zealand",NA,13,NA,"D/L",NA
743947,6,"England","New Zealand","male","2015",2015-06-14,"New Zealand in England ODI Series","3","The Rose Bowl","Southampton","England","bat","KS Williamson","BNJ Oxenford","RT Robinson","RJ Bailey","SJ Davis","J Srinath","New Zealand",3,NA,NA,NA,NA
743949,6,"England","New Zealand","male","2015",2015-06-17,"New Zealand in England ODI Series","4","Trent Bridge","Nottingham","New Zealand","bat","EJG Morgan","RJ Bailey","SJ Davis","MA Gough","BNJ Oxenford","J Srinath","England",7,NA,NA,NA,NA
870731,6,"Bangladesh","India","male","2015",2015-06-18,"India in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Mustafizur Rahman","Enamul Haque","RJ Tucker","Masudur Rahman","Anisur Rahman","AJ Pycroft","Bangladesh",NA,79,NA,NA,NA
743951,6,"England","New Zealand","male","2015",2015-06-20,"New Zealand in England ODI Series","5","Riverside Ground","Chester-le-Street","England","field","JM Bairstow","MA Gough","BNJ Oxenford","RT Robinson","SJ Davis","J Srinath","England",3,NA,NA,"D/L",NA
870733,6,"Bangladesh","India","male","2015",2015-06-21,"India in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","India","bat","Mustafizur Rahman","Sharfuddoula","RJ Tucker","Gazi Sohel","Anisur Rahman","AJ Pycroft","Bangladesh",6,NA,NA,"D/L",NA
870735,6,"Bangladesh","India","male","2015",2015-06-24,"India in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Bangladesh","field","SK Raina","Enamul Haque","RJ Tucker","Tanvir Ahmed","Sharfuddoula","AJ Pycroft","India",NA,77,NA,NA,NA
817207,6,"Bangladesh","South Africa","male","2015",2015-07-10,"South Africa in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","K Rabada","MA Gough","Sharfuddoula","Enamul Haque","RK Illingworth","DC Boon","South Africa",8,NA,NA,NA,NA
