"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"SS Grimmond",2023-09-05,"Trinbago Knight Riders","Guyana Amazon Warriors",2,"2.0",0,11,1,5.5,7,"Women's Caribbean Premier League",2023,1380592,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Guyana Amazon Warriors","Trinbago Knight Riders","Guyana Amazon Warriors","bat","SFM Devine","Guyana Amazon Warriors",NA,"21"
"ASS Fletcher",2022-08-31,"Trinbago Knight Riders","Barbados Royals",1,"3.0",0,12,1,4,10,"Women's Caribbean Premier League",2022,1323178,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","Barbados Royals","Trinbago Knight Riders","bat","LAGL Kirby","Trinbago Knight Riders",NA,"1"
"DJS Dottin",2023-09-09,"Guyana Amazon Warriors","Trinbago Knight Riders",2,"1.0",0,12,1,12,1,"Women's Caribbean Premier League",2023,1380594,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Trinbago Knight Riders","Guyana Amazon Warriors","Trinbago Knight Riders","bat","K Ramharack","Guyana Amazon Warriors","9",NA
"M Kelly",2023-09-02,"Barbados Royals","Trinbago Knight Riders",2,"2.0",0,12,1,6,6,"Women's Caribbean Premier League",2023,1380590,"Kensington Oval, Bridgetown, Barbados","Bridgetown","Trinbago Knight Riders","Barbados Royals","Trinbago Knight Riders","bat","EA Burns","Barbados Royals","6",NA
"A Khaka",2022-09-01,"Trinbago Knight Riders","Guyana Amazon Warriors",1,"4.0",0,13,1,3.25,17,"Women's Caribbean Premier League",2022,1323179,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","Guyana Amazon Warriors","Guyana Amazon Warriors","field",NA,NA,NA,NA
"AC Jayangani",2024-08-26,"Guyana Amazon Warriors","Barbados Royals",2,"4.0",1,13,1,3.25,15,"Women's Caribbean Premier League",2024,1443203,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Barbados Royals","Guyana Amazon Warriors","Guyana Amazon Warriors","field","Q Joseph","Barbados Royals",NA,"17"
"CA Henry",2024-08-29,"Trinbago Knight Riders","Barbados Royals",1,"3.0",0,13,1,4.33333333333333,13,"Women's Caribbean Premier League",2024,1443205,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Trinbago Knight Riders","Barbados Royals","Barbados Royals","field","AA Alleyne","Barbados Royals","4",NA
"G Kodali",2022-08-31,"Barbados Royals","Trinbago Knight Riders",2,"4.0",0,13,1,3.25,15,"Women's Caribbean Premier League",2022,1323178,"Warner Park, Basseterre, St Kitts","Basseterre","Trinbago Knight Riders","Barbados Royals","Trinbago Knight Riders","bat","LAGL Kirby","Trinbago Knight Riders",NA,"1"
"JL Jonassen",2024-08-23,"Guyana Amazon Warriors","Trinbago Knight Riders",2,"3.0",0,13,1,4.33333333333333,10,"Women's Caribbean Premier League",2024,1443201,"Brian Lara Stadium, Tarouba, Trinidad","Tarouba","Trinbago Knight Riders","Guyana Amazon Warriors","Guyana Amazon Warriors","field","EA Burns","Guyana Amazon Warriors","8",NA
"S Ramnath",2023-09-06,"Barbados Royals","Trinbago Knight Riders",2,"2.0",0,13,1,6.5,5,"Women's Caribbean Premier League",2023,1380593,"Queen's Park Oval, Port of Spain, Trinidad","Port of Spain","Trinbago Knight Riders","Barbados Royals","Trinbago Knight Riders","bat","M du Preez","Trinbago Knight Riders",NA,"13"
