"striker","start_date","batting_team","bowling_team","innings","RunsScored","BallsFaced","Fours","Sixes","StrikeRate","NotOut","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"NR Sciver-Brunt",2023-03-26,"Mumbai Indians","Delhi Capitals",2,60,55,7,0,109.090909090909,TRUE,"Women's Premier League","2022/23",1358950,"Brabourne Stadium, Mumbai","Mumbai","Delhi Capitals","Mumbai Indians","Delhi Capitals","bat","NR Sciver-Brunt","Mumbai Indians","7",NA
"MM Lanning",2024-03-08,"Delhi Capitals","UP Warriorz",2,60,46,12,0,130.434782608696,FALSE,"Women's Premier League","2023/24",1417730,"Arun Jaitley Stadium, Delhi","Delhi","UP Warriorz","Delhi Capitals","UP Warriorz","bat","DB Sharma","UP Warriorz",NA,"1"
"A Gardner",2023-03-20,"Gujarat Giants","UP Warriorz",1,60,39,6,3,153.846153846154,FALSE,"Women's Premier League","2022/23",1358945,"Brabourne Stadium, Mumbai","Mumbai","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","GM Harris","UP Warriorz","3",NA
"GM Harris",2024-03-01,"UP Warriorz","Gujarat Giants",2,60,33,9,2,181.818181818182,TRUE,"Women's Premier League","2023/24",1417723,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Gujarat Giants","UP Warriorz","UP Warriorz","field","GM Harris","UP Warriorz","6",NA
"DB Sharma",2024-03-08,"UP Warriorz","Delhi Capitals",1,59,48,6,1,122.916666666667,FALSE,"Women's Premier League","2023/24",1417730,"Arun Jaitley Stadium, Delhi","Delhi","UP Warriorz","Delhi Capitals","UP Warriorz","bat","DB Sharma","UP Warriorz",NA,"1"
"GM Harris",2023-03-05,"UP Warriorz","Gujarat Giants",2,59,26,7,3,226.923076923077,TRUE,"Women's Premier League","2022/23",1358931,"Dr DY Patil Sports Academy, Mumbai","Navi Mumbai","Gujarat Giants","UP Warriorz","Gujarat Giants","bat","GM Harris","UP Warriorz","3",NA
"AJ Healy",2023-03-12,"UP Warriorz","Mumbai Indians",1,58,46,7,1,126.086956521739,FALSE,"Women's Premier League","2022/23",1358938,"Brabourne Stadium, Mumbai","Mumbai","UP Warriorz","Mumbai Indians","UP Warriorz","bat","H Kaur","Mumbai Indians","8",NA
"EA Perry",2024-03-04,"Royal Challengers Bangalore","UP Warriorz",1,58,37,4,4,156.756756756757,FALSE,"Women's Premier League","2023/24",1417726,"M Chinnaswamy Stadium, Bengaluru","Bengaluru","Royal Challengers Bangalore","UP Warriorz","UP Warriorz","field","S Mandhana","Royal Challengers Bangalore",NA,"23"
"JI Rodrigues",2024-03-10,"Delhi Capitals","Royal Challengers Bangalore",1,58,36,8,1,161.111111111111,FALSE,"Women's Premier League","2023/24",1417732,"Arun Jaitley Stadium, Delhi","Delhi","Delhi Capitals","Royal Challengers Bangalore","Delhi Capitals","bat","JI Rodrigues","Delhi Capitals",NA,"1"
"TM McGrath",2023-03-21,"UP Warriorz","Delhi Capitals",1,58,32,8,2,181.25,TRUE,"Women's Premier League","2022/23",1358948,"Brabourne Stadium, Mumbai","Mumbai","UP Warriorz","Delhi Capitals","Delhi Capitals","field","A Capsey","Delhi Capitals","5",NA
