"bowler","start_date","batting_team","bowling_team","innings","Overs","Maidens","Runs","Wickets","Economy","DotBalls","event","season","match_id","venue","city","team1","team2","toss_winner","toss_decision","player_of_match","winner","winner_wickets","winner_runs"
"T Graves",2022-09-17,"South East Stars","Lightning",1,"7.0",0,36,0,5.14285714285714,23,"Rachael Heyhoe Flint Trophy","2022","1297954","Grace Road, Leicester","Leicester","South East Stars","Lightning","South East Stars","bat",NA,"South East Stars",NA,"112"
"T Ruma",2017-02-10,"Pakistan","Papua New Guinea",1,"4.0",1,36,0,9,14,"ICC Women's World Cup Qualifier","2016/17","1073409","Nondescripts Cricket Club Ground","Colombo","Papua New Guinea","Pakistan","Pakistan","bat","Ayesha Zafar","Pakistan",NA,"236"
"A Wellington",2024-07-07,"Northern Diamonds","Western Storm",2,"5.0",0,37,0,7.4,14,"Rachael Heyhoe Flint Trophy","2024","1427835","College Ground, Cheltenham","Cheltenham","Western Storm","Northern Diamonds","Northern Diamonds","field",NA,"Northern Diamonds","6",NA
"C Nicholas",2022-07-16,"Sunrisers","Western Storm",1,"7.0",0,37,0,5.28571428571429,21,"Rachael Heyhoe Flint Trophy","2022","1297937","County Ground, Chelmsford","Chelmsford","Sunrisers","Western Storm","Sunrisers","bat",NA,"Western Storm","3",NA
"D Gregory",2022-07-23,"Western Storm","South East Stars",2,"7.0",0,37,0,5.28571428571429,19,"Rachael Heyhoe Flint Trophy","2022","1297940","College Ground, Cheltenham","Cheltenham","South East Stars","Western Storm","South East Stars","bat",NA,"South East Stars",NA,"36"
"EA Russell",2022-07-23,"Thunder","Central Sparks",1,"5.0",0,37,0,7.4,10,"Rachael Heyhoe Flint Trophy","2022","1297941","Old Trafford, Manchester","Manchester","Thunder","Central Sparks","Central Sparks","field",NA,"Thunder",NA,"28"
"EI MacGregor",2024-04-24,"Thunder","Sunrisers",1,"6.0",0,37,0,6.16666666666667,8,"Rachael Heyhoe Flint Trophy","2024","1427812","Old Trafford, Manchester","Manchester","Thunder","Sunrisers","Sunrisers","field",NA,"Thunder",NA,"142"
"EK Marlow",2022-09-11,"Western Storm","Northern Diamonds",2,"7.0",1,37,0,5.28571428571429,25,"Rachael Heyhoe Flint Trophy","2022","1297950","The Cooper Associates County Ground, Taunton","Taunton","Northern Diamonds","Western Storm","Northern Diamonds","bat",NA,"Northern Diamonds",NA,"104"
"GJ Gibbs",2021-09-10,"Lightning","South East Stars",2,"5.0",0,37,0,7.4,12,"Rachael Heyhoe Flint Trophy","2021","1252281","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","Lightning","South East Stars","bat",NA,"South East Stars",NA,"28"
"HJ Armitage",2023-07-07,"The Blaze","Northern Diamonds",2,"4.5",0,37,0,7.6551724137931,12,"Rachael Heyhoe Flint Trophy","2023","1347427","Queen's Park, Chesterfield","Chesterfield","Northern Diamonds","The Blaze","Northern Diamonds","bat",NA,"The Blaze","9",NA
"HL Baker",2024-05-01,"Sunrisers","Central Sparks",2,"6.0",0,37,0,6.16666666666667,17,"Rachael Heyhoe Flint Trophy","2024","1427819","Chester Road North Ground, Kidderminster","Kidderminster","Central Sparks","Sunrisers","Sunrisers","field",NA,"Sunrisers","5",NA
"IECM Wong",2024-06-30,"Southern Vipers","Western Storm",2,"7.0",0,37,0,5.28571428571429,25,"Rachael Heyhoe Flint Trophy","2024","1427833","New County Ground, Hove, Brighton","Brighton","Western Storm","Southern Vipers","Southern Vipers","field",NA,"Southern Vipers","7",NA
"J Nkomo",2017-05-15,"South Africa","Zimbabwe",2,"5.0",0,37,0,7.4,20,"Women's Quadrangular Series (in South Africa)","2017","1089526","North-West University No1 Ground","Potchefstroom","South Africa","Zimbabwe","Zimbabwe","bat","S Ismail","South Africa","7",NA
"JN Morgan",2022-06-25,"Barbados","Jamaica",2,"5.0",0,37,0,7.4,11,"CG United Women's Super50","2022","wi_212064","Guyana National Stadium, Providence",NA,"Barbados","Jamaica","Jamaica","bat",NA,"Barbados","8",NA
