"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","umpire1","umpire2","reserve_umpire","winner","winner_wickets","player_of_match","winner_runs","tv_umpire","match_referee","method","outcome"
1427840,6,"Western Storm","The Blaze","female","2024",2024-07-10,"Rachael Heyhoe Flint Trophy","35","College Ground, Cheltenham","Cheltenham","The Blaze","field","BJ Peverall","J Jarvis",NA,"The Blaze",5,NA,NA,NA,"SG Hinks",NA,NA
1427841,6,"South East Stars","Southern Vipers","female","2024",2024-07-10,"Rachael Heyhoe Flint Trophy","36","Enborne Lodge, Newbury","Newbury","Southern Vipers","field","G Brown","JC Tredwell",NA,"Southern Vipers",7,NA,NA,NA,"AJ Swann",NA,NA
1427842,6,"Western Storm","Central Sparks","female","2024",2024-07-12,"Rachael Heyhoe Flint Trophy","37","County Ground, New Road, Worcester","Worcester","Central Sparks","field","J Ibbotson","S Widdup",NA,"Western Storm",NA,NA,182,NA,"Wayne Noon",NA,NA
1427843,6,"Northern Diamonds","The Blaze","female","2024",2024-07-14,"Rachael Heyhoe Flint Trophy","38","Lindum Sports Club Ground, Lincoln","Lincoln","The Blaze","field","Naeem Ashraf","S McLelland",NA,NA,NA,NA,NA,NA,"AM Smith",NA,"no result"
1427844,6,"South East Stars","Sunrisers","female","2024",2024-07-14,"Rachael Heyhoe Flint Trophy","39","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","BJ Peverall","WRP Fernando",NA,"South East Stars",NA,NA,44,NA,"SG Hinks",NA,NA
1427846,6,"Thunder","South East Stars","female","2024",2024-08-26,"Rachael Heyhoe Flint Trophy","41","Kent County Cricket Ground, Beckenham","Beckenham","Thunder","bat","J Jarvis","NL Bainton",NA,"Thunder",NA,NA,120,NA,"Wayne Noon",NA,NA
1427847,6,"Central Sparks","Western Storm","female","2024",2024-08-26,"Rachael Heyhoe Flint Trophy","42","The Cooper Associates County Ground, Taunton","Taunton","Western Storm","field","G Brown","S Redfern",NA,"Central Sparks",NA,NA,145,NA,"Phil Whitticase",NA,NA
1427848,6,"Northern Diamonds","Sunrisers","female","2024",2024-08-26,"Rachael Heyhoe Flint Trophy","43","County Ground, Chelmsford","Chelmsford","Northern Diamonds","bat","Chris Watts","J Naeem",NA,"Sunrisers",3,NA,NA,NA,"AJ Swann",NA,NA
1427849,6,"The Blaze","Southern Vipers","female","2024",2024-08-26,"Rachael Heyhoe Flint Trophy","44","Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","field","AC Harris","WRP Fernando",NA,"The Blaze",NA,NA,20,NA,"SM Bartlett",NA,NA
1427850,6,"Southern Vipers","Central Sparks","female","2024",2024-08-30,"Rachael Heyhoe Flint Trophy","45","County Ground, New Road, Worcester","Worcester","Central Sparks","field","BJ Peverall","G Bambury",NA,"Central Sparks",7,NA,NA,NA,"SM Bartlett",NA,NA
1427851,6,"Sunrisers","The Blaze","female","2024",2024-08-31,"Rachael Heyhoe Flint Trophy","46","Racecourse Ground, Derby","Derby","Sunrisers","bat","J Ibbotson","Surendiran Shanmugam",NA,"The Blaze",6,NA,NA,NA,"IL Herbert",NA,NA
1427852,6,"Western Storm","South East Stars","female","2024",2024-08-31,"Rachael Heyhoe Flint Trophy","47","Kent County Cricket Ground, Beckenham","Beckenham","Western Storm","bat","AC Harris","J Jarvis",NA,"South East Stars",5,NA,NA,NA,"AJ Swann",NA,NA
1427853,6,"Northern Diamonds","Thunder","female","2024",2024-09-01,"Rachael Heyhoe Flint Trophy","48","Trafalgar Road Ground, Southport","Southport","Thunder","field","J Naeem","Naeem Ashraf",NA,"Northern Diamonds",NA,NA,86,NA,"SM Bartlett",NA,NA
1427854,6,"Southern Vipers","Northern Diamonds","female","2024",2024-09-04,"Rachael Heyhoe Flint Trophy","49","Headingley, Leeds","Leeds","Southern Vipers","bat","J Naeem","S Redfern",NA,"Northern Diamonds",1,NA,NA,NA,"Wayne Noon",NA,NA
1427855,6,"Western Storm","Sunrisers","female","2024",2024-09-04,"Rachael Heyhoe Flint Trophy","50","Radlett Cricket Club, Radlett","Radlett","Sunrisers","field","NJ Llong","WRP Fernando",NA,"Western Storm",NA,NA,30,NA,"SJ Davis",NA,NA
1427856,6,"South East Stars","Central Sparks","female","2024",2024-09-04,"Rachael Heyhoe Flint Trophy","51","Old Edwardians Cricket Club Ground, Solihull","Solihull","Central Sparks","field","G Brown","Mark Newell",NA,"South East Stars",NA,NA,20,NA,"H Pack",NA,NA
1427857,6,"The Blaze","Thunder","female","2024",2024-09-04,"Rachael Heyhoe Flint Trophy","52","Rookwood, Sale","Sale","Thunder","field","AC Harris","Naeem Ashraf",NA,"The Blaze",NA,NA,24,NA,"IL Herbert",NA,NA
1427858,6,"The Blaze","Central Sparks","female","2024",2024-09-06,"Rachael Heyhoe Flint Trophy","53","Queen's Park, Chesterfield","Chesterfield","Central Sparks","field","Naeem Ashraf","WRP Fernando",NA,"Central Sparks",5,NA,NA,NA,"Phil Whitticase",NA,NA
1427859,6,"South East Stars","Northern Diamonds","female","2024",2024-09-07,"Rachael Heyhoe Flint Trophy","54","Riverside Ground, Chester-le-Street","Chester-le-Street","Northern Diamonds","field","J Ibbotson","Tom Lungley",NA,"South East Stars",NA,NA,156,NA,"IL Herbert",NA,NA
1427860,6,"Thunder","Western Storm","female","2024",2024-09-07,"Rachael Heyhoe Flint Trophy","55","The Cooper Associates County Ground, Taunton","Taunton","Thunder","bat","F Richards","Mark Newell",NA,"Thunder",NA,NA,2,NA,"AJ Swann","D/L",NA
1427861,6,"Sunrisers","Southern Vipers","female","2024",2024-09-07,"Rachael Heyhoe Flint Trophy","56","The Rose Bowl, Southampton","Southampton","Southern Vipers","field","G Brown","ID Blackwell",NA,"Sunrisers",NA,NA,5,NA,"SM Bartlett","D/L",NA
1427862,6,"Northern Diamonds","Sunrisers","female","2024",2024-09-14,"Rachael Heyhoe Flint Trophy",NA,"Headingley, Leeds","Leeds","Northern Diamonds","bat","Chris Watts","WRP Fernando",NA,"Sunrisers",7,NA,NA,NA,"Phil Whitticase",NA,NA
1427863,6,"Southern Vipers","South East Stars","female","2024",2024-09-14,"Rachael Heyhoe Flint Trophy",NA,"Kent County Cricket Ground, Beckenham","Beckenham","Southern Vipers","bat","NL Bainton","S Redfern",NA,"South East Stars",3,NA,NA,NA,"SJ Davis",NA,NA
1427864,6,"South East Stars","Sunrisers","female","2024",2024-09-21,"Rachael Heyhoe Flint Trophy",NA,"Grace Road, Leicester","Leicester","Sunrisers","field","JD Shantry","JC Tredwell",NA,"Sunrisers",NA,"KL Coppack",27,NA,"SM Bartlett","D/L",NA
