"match_id","balls_per_over","team1","team2","gender","season","date","event","match_number","venue","city","toss_winner","toss_decision","umpire1","umpire2","reserve_umpire","winner","winner_wickets","player_of_match","winner_runs","tv_umpire","match_referee","method","outcome"
1297935,6,"Central Sparks","Northern Diamonds","female","2022",2022-07-16,"Rachael Heyhoe Flint Trophy",NA,"County Ground, New Road, Worcester","Worcester","Central Sparks","bat","AC Harris","SM Bartlett",NA,"Northern Diamonds",5,NA,NA,NA,"SG Hinks",NA,NA
1297936,6,"South East Stars","Thunder","female","2022",2022-07-16,"Rachael Heyhoe Flint Trophy",NA,"Trafalgar Road Ground, Southport","Southport","South East Stars","bat","G Bambury","Naeem Ashraf",NA,"South East Stars",NA,NA,52,NA,"WR Smith",NA,NA
1297937,6,"Sunrisers","Western Storm","female","2022",2022-07-16,"Rachael Heyhoe Flint Trophy",NA,"County Ground, Chelmsford","Chelmsford","Sunrisers","bat","RA White","S McLelland",NA,"Western Storm",3,NA,NA,NA,"H Pack",NA,NA
1297938,6,"Southern Vipers","Lightning","female","2022",2022-07-16,"Rachael Heyhoe Flint Trophy",NA,"County Ground, Derby","Derby","Southern Vipers","bat","J Naeem","Surendiran Shanmugam",NA,"Southern Vipers",NA,NA,66,NA,"DE Malcolm",NA,NA
1297939,6,"Southern Vipers","Sunrisers","female","2022",2022-07-23,"Rachael Heyhoe Flint Trophy",NA,"The Rose Bowl, Southampton","Southampton","Southern Vipers","bat","BV Taylor","G Bambury",NA,"Southern Vipers",NA,NA,11,NA,NA,NA,NA
1297940,6,"South East Stars","Western Storm","female","2022",2022-07-23,"Rachael Heyhoe Flint Trophy",NA,"College Ground, Cheltenham","Cheltenham","South East Stars","bat","AC Harris","J Naeem",NA,"South East Stars",NA,NA,36,NA,"SG Hinks",NA,NA
1297941,6,"Thunder","Central Sparks","female","2022",2022-07-23,"Rachael Heyhoe Flint Trophy",NA,"Old Trafford, Manchester","Manchester","Central Sparks","field","JD Shantry","S McLelland",NA,"Thunder",NA,NA,28,NA,"AJ Swann","D/L",NA
1297942,6,"Lightning","Northern Diamonds","female","2022",2022-07-23,"Rachael Heyhoe Flint Trophy",NA,"Riverside Ground, Chester-le-Street","Chester-le-Street","Lightning","bat","Naeem Ashraf","Surendiran Shanmugam",NA,"Northern Diamonds",1,NA,NA,NA,"PM Such",NA,NA
1297947,6,"Thunder","Southern Vipers","female","2022",2022-09-11,"Rachael Heyhoe Flint Trophy",NA,"The Rose Bowl, Southampton","Southampton","Thunder","bat","AG Wharf","F Richards",NA,"Southern Vipers",4,NA,NA,NA,"AM Smith (2)",NA,NA
1297948,6,"South East Stars","Central Sparks","female","2022",2022-09-11,"Rachael Heyhoe Flint Trophy",NA,"Kent County Cricket Ground, Beckenham","Beckenham","Central Sparks","field","J Ibbotson","RJ Warren",NA,"South East Stars",NA,NA,59,NA,"H Pack",NA,NA
1297949,6,"Lightning","Sunrisers","female","2022",2022-09-11,"Rachael Heyhoe Flint Trophy",NA,"County Ground, Chelmsford","Chelmsford","Sunrisers","field","NL Bainton","WRP Fernando",NA,"Lightning",NA,NA,70,NA,"JJ Swift",NA,NA
1297950,6,"Northern Diamonds","Western Storm","female","2022",2022-09-11,"Rachael Heyhoe Flint Trophy",NA,"The Cooper Associates County Ground, Taunton","Taunton","Northern Diamonds","bat","BJ Peverall","PK Baldwin",NA,"Northern Diamonds",NA,NA,104,NA,"AJ Swann",NA,NA
1297952,6,"Southern Vipers","Northern Diamonds","female","2022",2022-09-17,"Rachael Heyhoe Flint Trophy",NA,"Headingley, Leeds","Leeds","Southern Vipers","bat","AC Harris","SM Bartlett",NA,"Northern Diamonds",4,NA,NA,NA,"JJ Whitaker",NA,NA
1297953,6,"Central Sparks","Sunrisers","female","2022",2022-09-17,"Rachael Heyhoe Flint Trophy",NA,"County Ground, New Road, Worcester","Worcester","Sunrisers","field","JD Shantry","J Ibbotson",NA,"Central Sparks",NA,NA,139,NA,"JJ Swift",NA,NA
1297954,6,"South East Stars","Lightning","female","2022",2022-09-17,"Rachael Heyhoe Flint Trophy",NA,"Grace Road, Leicester","Leicester","South East Stars","bat","Hassan Adnan","WRP Fernando",NA,"South East Stars",NA,NA,112,NA,"H Pack",NA,NA
1297951,6,"Thunder","Western Storm","female","2022",2022-09-18,"Rachael Heyhoe Flint Trophy",NA,"Old Trafford, Manchester","Manchester","Western Storm","field","G Bambury","Naeem Ashraf",NA,"Western Storm",2,NA,NA,NA,"AJ Swann","D/L",NA
1297955,6,"South East Stars","Southern Vipers","female","2022",2022-09-21,"Rachael Heyhoe Flint Trophy",NA,"Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","JD Shantry","J Naeem",NA,"Southern Vipers",6,NA,NA,NA,"H Pack",NA,NA
1297956,6,"Northern Diamonds","Southern Vipers","female","2022",2022-09-25,"Rachael Heyhoe Flint Trophy",NA,"Lord's, London","London","Southern Vipers","field","Rob White","SM Bartlett",NA,"Northern Diamonds",NA,"L Winfield-Hill",2,NA,"H Pack",NA,NA
1347403,6,"Sunrisers","Southern Vipers","female","2023",2023-04-22,"Rachael Heyhoe Flint Trophy","1","The Rose Bowl, Southampton","Southampton","Sunrisers","bat","BV Taylor","S McLelland",NA,"Sunrisers",NA,NA,126,NA,"H Pack",NA,NA
1347404,6,"South East Stars","Thunder","female","2023",2023-04-22,"Rachael Heyhoe Flint Trophy","2","Old Trafford, Manchester","Manchester","South East Stars","bat","AY Harris","Hassan Adnan",NA,"South East Stars",NA,NA,131,NA,"JJ Whitaker",NA,NA
1347405,6,"Northern Diamonds","Western Storm","female","2023",2023-04-22,"Rachael Heyhoe Flint Trophy","3","Headingley, Leeds","Leeds","Western Storm","field","PR Pollard","WRP Fernando",NA,"Northern Diamonds",NA,NA,105,NA,"Wayne Noon",NA,NA
1347406,6,"The Blaze","Central Sparks","female","2023",2023-04-22,"Rachael Heyhoe Flint Trophy","4","Trent Bridge, Nottingham","Nottingham","The Blaze","bat","SM Bartlett","S Redfern",NA,"The Blaze",NA,NA,59,NA,"Phil Whitticase",NA,NA
1347407,6,"Northern Diamonds","Central Sparks","female","2023",2023-04-29,"Rachael Heyhoe Flint Trophy","5","County Ground, New Road, Worcester","Worcester","Central Sparks","field","J Naeem","Naeem Ashraf",NA,"Central Sparks",7,NA,NA,NA,"PM Such",NA,NA
1347408,6,"Thunder","Western Storm","female","2023",2023-04-29,"Rachael Heyhoe Flint Trophy","6","Sophia Gardens, Cardiff","Cardiff","Thunder","bat","AY Harris","PK Baldwin",NA,"Western Storm",6,NA,NA,NA,"H Pack",NA,NA
1347409,6,"Sunrisers","The Blaze","female","2023",2023-04-29,"Rachael Heyhoe Flint Trophy","7","County Ground, Chelmsford","Chelmsford","Sunrisers","bat","AC Harris","SM Bartlett",NA,"The Blaze",3,NA,NA,NA,"SJ Davis",NA,NA
1347410,6,"Southern Vipers","South East Stars","female","2023",2023-04-29,"Rachael Heyhoe Flint Trophy","8","Kent County Cricket Ground, Beckenham","Beckenham","Southern Vipers","bat","WRP Fernando","S Redfern",NA,"Southern Vipers",NA,NA,158,NA,"JJ Swift",NA,NA
1347412,6,"Central Sparks","Southern Vipers","female","2023",2023-05-01,"Rachael Heyhoe Flint Trophy","10","Sir Paul Getty's Ground, Wormsley","Wormsley","Southern Vipers","field","AY Harris","Tom Lungley",NA,"Southern Vipers",3,NA,NA,NA,"H Pack",NA,NA
1347413,6,"Sunrisers","Northern Diamonds","female","2023",2023-05-01,"Rachael Heyhoe Flint Trophy","11","County Ground, Chelmsford","Chelmsford","Sunrisers","bat","J Ibbotson","Rob White",NA,"Northern Diamonds",5,NA,NA,NA,"SG Hinks",NA,NA
1347414,6,"South East Stars","Western Storm","female","2023",2023-05-01,"Rachael Heyhoe Flint Trophy","12","County Ground, Bristol","Bristol","South East Stars","bat","AC Harris","S McLelland",NA,"South East Stars",NA,NA,207,NA,"PM Such",NA,NA
1347415,6,"South East Stars","Sunrisers","female","2023",2023-05-05,"Rachael Heyhoe Flint Trophy","13","Radlett Cricket Club, Radlett","Radlett","Sunrisers","field","S McLelland","Tom Lungley",NA,"South East Stars",NA,NA,91,NA,"DE Malcolm","D/L",NA
1347416,6,"Thunder","Central Sparks","female","2023",2023-05-06,"Rachael Heyhoe Flint Trophy","14","Old Trafford, Manchester","Manchester","Central Sparks","field","AC Harris","J Ibbotson",NA,NA,NA,NA,NA,NA,"H Pack","D/L","tie"
1347417,6,"Northern Diamonds","The Blaze","female","2023",2023-05-06,"Rachael Heyhoe Flint Trophy","15","Riverside Ground, Chester-le-Street","Chester-le-Street","The Blaze","field","J Naeem","N Pratt",NA,"The Blaze",4,NA,NA,NA,"AJ Swann",NA,NA
1347419,6,"Thunder","Sunrisers","female","2023",2023-05-10,"Rachael Heyhoe Flint Trophy","17","Rookwood, Sale","Sale","Sunrisers","field","G Bambury","SJ O'Shaughnessy",NA,NA,NA,NA,NA,NA,"H Pack",NA,"no result"
1347420,6,"South East Stars","Northern Diamonds","female","2023",2023-05-10,"Rachael Heyhoe Flint Trophy","18","North Marine Road Ground, Scarborough","Scarborough","Northern Diamonds","field","J Naeem","P Mustard",NA,"Northern Diamonds",3,NA,NA,NA,"Phil Whitticase","D/L",NA
1347421,6,"Southern Vipers","Central Sparks","female","2023",2023-05-10,"Rachael Heyhoe Flint Trophy","19","County Ground, Hove","Brighton","Central Sparks","field","Chris Watts","PD Nicholls",NA,"Central Sparks",6,NA,NA,NA,"WR Smith",NA,NA
1347422,6,"The Blaze","Western Storm","female","2023",2023-05-10,"Rachael Heyhoe Flint Trophy","20","Grace Road, Leicester","Leicester","Western Storm","field","AY Harris","BV Taylor",NA,NA,NA,NA,NA,NA,"JJ Whitaker",NA,"no result"
1347423,6,"The Blaze","Western Storm","female","2023",2023-07-02,"Rachael Heyhoe Flint Trophy","21","County Ground, Bristol","Bristol","Western Storm","field","Hassan Adnan","WRP Fernando",NA,"The Blaze",NA,NA,6,NA,"H Pack",NA,NA
1347424,6,"Central Sparks","Thunder","female","2023",2023-07-02,"Rachael Heyhoe Flint Trophy","22","County Ground, New Road, Worcester","Worcester","Thunder","field","James Middlebrook","SD Hollingshead",NA,"Central Sparks",NA,NA,29,NA,"DE Malcolm",NA,NA
1347425,6,"Sunrisers","Southern Vipers","female","2023",2023-07-02,"Rachael Heyhoe Flint Trophy","23","County Ground, Chelmsford","Chelmsford","Sunrisers","bat","A Clark","NL Bainton",NA,"Sunrisers",NA,NA,28,NA,"AJ Swann",NA,NA
1347426,6,"South East Stars","Northern Diamonds","female","2023",2023-07-02,"Rachael Heyhoe Flint Trophy","24","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","F Richards","NJ Llong",NA,"Northern Diamonds",7,NA,NA,NA,"SM Bartlett",NA,NA
1347427,6,"Northern Diamonds","The Blaze","female","2023",2023-07-07,"Rachael Heyhoe Flint Trophy","25","Queen's Park, Chesterfield","Chesterfield","Northern Diamonds","bat","F Richards","James Middlebrook",NA,"The Blaze",9,NA,NA,NA,"IL Herbert",NA,NA
1347428,6,"Central Sparks","South East Stars","female","2023",2023-07-07,"Rachael Heyhoe Flint Trophy","26","Woodbridge Road, Guildford","Guildford","Central Sparks","bat","J Jarvis","Mark Newell",NA,"Central Sparks",NA,NA,21,NA,"SM Bartlett",NA,NA
1347429,6,"Southern Vipers","Thunder","female","2023",2023-07-07,"Rachael Heyhoe Flint Trophy","27","Trafalgar Road Ground, Southport","Southport","Southern Vipers","bat","G Bambury","Hassan Adnan",NA,NA,NA,NA,NA,NA,"H Pack",NA,"tie"
1347431,6,"South East Stars","Sunrisers","female","2023",2023-07-11,"Rachael Heyhoe Flint Trophy","29","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","F Richards","S Widdup",NA,"South East Stars",NA,NA,19,NA,"SM Bartlett","D/L",NA
1347432,6,"Southern Vipers","The Blaze","female","2023",2023-07-11,"Rachael Heyhoe Flint Trophy","30","New Close County Cricket Ground, Newport, Isle-of-Wight","Newport","The Blaze","field","J Jarvis","WRP Fernando",NA,"The Blaze",4,NA,NA,NA,"H Pack",NA,NA
1347433,6,"Northern Diamonds","Thunder","female","2023",2023-07-11,"Rachael Heyhoe Flint Trophy","31","Roseworth Terrace, Gosforth","Gosforth","Thunder","field","A Clark","AC Harris",NA,"Thunder",6,NA,NA,NA,"IL Herbert",NA,NA
1347434,6,"Northern Diamonds","Central Sparks","female","2023",2023-07-15,"Rachael Heyhoe Flint Trophy","32","Headingley, Leeds","Leeds","Central Sparks","field","G Bambury","S Widdup",NA,"Central Sparks",5,NA,NA,NA,"IL Herbert","D/L",NA
1347435,6,"Western Storm","Southern Vipers","female","2023",2023-07-15,"Rachael Heyhoe Flint Trophy","33","Millfield School, Street","Street","Southern Vipers","field","BJ Peverall","S McLelland",NA,"Southern Vipers",4,NA,NA,NA,"SM Bartlett","D/L",NA
1347437,6,"The Blaze","South East Stars","female","2023",2023-07-17,"Rachael Heyhoe Flint Trophy","35","The John Fretwell Sporting Complex, Nettleworth","Nettleworth","The Blaze","bat","Chris Watts","G Bambury",NA,"South East Stars",2,NA,NA,NA,"H Pack","D/L",NA
1347438,6,"Northern Diamonds","Southern Vipers","female","2023",2023-07-22,"Rachael Heyhoe Flint Trophy","36","Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","field","AC Harris","BJ Peverall",NA,NA,NA,NA,NA,NA,"SM Bartlett",NA,"no result"
1347441,6,"Western Storm","South East Stars","female","2023",2023-07-22,"Rachael Heyhoe Flint Trophy","39","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","field","JC Tredwell","J Jarvis",NA,NA,NA,NA,NA,NA,NA,NA,"no result"
1347442,6,"Western Storm","Sunrisers","female","2023",2023-07-24,"Rachael Heyhoe Flint Trophy","40","College Ground, Cheltenham","Cheltenham","Sunrisers","field","AC Harris","J Ibbotson",NA,"Western Storm",NA,NA,6,NA,"SG Hinks",NA,NA
1347443,6,"South East Stars","Thunder","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","41","Woodbridge Road, Guildford","Guildford","South East Stars","bat","F Richards","W Mohammed",NA,"Thunder",6,NA,NA,NA,"SJ Davis",NA,NA
1347444,6,"Central Sparks","The Blaze","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","42","Edgbaston Foundation Community Sports Ground, Birmingham","Birmingham","Central Sparks","bat","PK Baldwin","WRP Fernando",NA,"The Blaze",3,NA,NA,NA,"SM Bartlett",NA,NA
1347445,6,"Western Storm","Sunrisers","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","43","Radlett Cricket Club, Radlett","Radlett","Western Storm","bat","G Brown","NJ Llong",NA,"Sunrisers",4,NA,NA,NA,"H Pack",NA,NA
1347446,6,"Southern Vipers","Northern Diamonds","female","2023",2023-09-05,"Rachael Heyhoe Flint Trophy","44","Roseworth Terrace, Gosforth","Gosforth","Southern Vipers","bat","A Clark","James Middlebrook",NA,"Southern Vipers",NA,NA,3,NA,"DE Malcolm",NA,NA
1347448,6,"Southern Vipers","Thunder","female","2023",2023-09-09,"Rachael Heyhoe Flint Trophy","46","Arundel Castle Cricket Club Ground","Arundel","Southern Vipers","bat","AC Harris","Hassan Adnan",NA,"Southern Vipers",NA,NA,64,NA,"AJ Swann",NA,NA
1347447,6,"South East Stars","The Blaze","female","2023",2023-09-10,"Rachael Heyhoe Flint Trophy","45","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","G Bambury","Surendiran Shanmugam",NA,"South East Stars",NA,NA,107,NA,"SM Bartlett",NA,NA
1347449,6,"Central Sparks","Sunrisers","female","2023",2023-09-10,"Rachael Heyhoe Flint Trophy","47","County Ground, Chelmsford","Chelmsford","Central Sparks","bat","AC Harris","JC Tredwell",NA,"Sunrisers",4,NA,NA,NA,"H Pack",NA,NA
1347450,6,"Northern Diamonds","Western Storm","female","2023",2023-09-10,"Rachael Heyhoe Flint Trophy","48","The Cooper Associates County Ground, Taunton","Taunton","Western Storm","field","WRP Fernando","S Widdup",NA,"Northern Diamonds",NA,NA,31,NA,"SJ Davis",NA,NA
1347451,6,"Southern Vipers","South East Stars","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","49","The Rose Bowl, Southampton","Southampton","Southern Vipers","bat","BJ Peverall","WRP Fernando",NA,"Southern Vipers",NA,NA,58,NA,"SM Bartlett",NA,NA
1347452,6,"Northern Diamonds","Thunder","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","50","Rookwood, Sale","Sale","Thunder","field","J Ibbotson","Naeem Ashraf",NA,"Northern Diamonds",NA,NA,48,NA,"IL Herbert",NA,NA
1347453,6,"Sunrisers","The Blaze","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","51","Haslegrave Ground, Loughborough","Loughborough","The Blaze","field","AC Harris","Hassan Adnan",NA,"Sunrisers",NA,NA,30,NA,"WR Smith",NA,NA
1347454,6,"Western Storm","Central Sparks","female","2023",2023-09-13,"Rachael Heyhoe Flint Trophy","52","The Cooper Associates County Ground, Taunton","Taunton","Central Sparks","field","G Brown","ID Blackwell",NA,"Central Sparks",7,NA,NA,NA,"H Pack",NA,NA
1347455,6,"South East Stars","Central Sparks","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","53","Edgbaston, Birmingham","Birmingham","Central Sparks","field","J Ibbotson","Naeem Ashraf",NA,"South East Stars",NA,NA,152,NA,"H Pack",NA,NA
1347456,6,"Western Storm","Thunder","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","54","Old Trafford, Manchester","Manchester","Western Storm","bat","BJ Peverall","G Bambury",NA,"Thunder",5,NA,NA,NA,"SM Bartlett",NA,NA
1347457,6,"Southern Vipers","The Blaze","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","55","Haslegrave Ground, Loughborough","Loughborough","The Blaze","field","AC Harris","J Naeem",NA,"Southern Vipers",NA,NA,126,NA,"JJ Swift",NA,NA
1347458,6,"Northern Diamonds","Sunrisers","female","2023",2023-09-16,"Rachael Heyhoe Flint Trophy","56","Riverside Ground, Chester-le-Street","Chester-le-Street","Sunrisers","field","G Brown","Hassan Adnan",NA,"Sunrisers",6,NA,NA,NA,"SG Hinks","D/L",NA
1347459,6,"South East Stars","The Blaze","female","2023",2023-09-21,"Rachael Heyhoe Flint Trophy",NA,"Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","G Bambury","JC Tredwell",NA,"The Blaze",8,NA,NA,NA,"SM Bartlett","D/L",NA
1347460,6,"The Blaze","Southern Vipers","female","2023",2023-09-24,"Rachael Heyhoe Flint Trophy",NA,"County Ground, Northampton","Northampton","Southern Vipers","field","BJ Peverall","WRP Fernando",NA,"Southern Vipers",5,NA,NA,NA,"H Pack",NA,NA
1427806,6,"Thunder","Northern Diamonds","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","1","Riverside Ground, Chester-le-Street","Chester-le-Street","Northern Diamonds","field","J Naeem","S Widdup",NA,"Northern Diamonds",9,NA,NA,NA,"WR Smith",NA,NA
1427807,6,"Central Sparks","The Blaze","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","2","Edgbaston, Birmingham","Birmingham","Central Sparks","bat","G Bambury","Rob White",NA,"Central Sparks",NA,NA,78,NA,"AJ Swann",NA,NA
1427808,6,"Southern Vipers","South East Stars","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","3","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","field","JC Tredwell","S McLelland",NA,"South East Stars",4,NA,NA,NA,"H Pack",NA,NA
1427809,6,"Western Storm","Sunrisers","female","2024",2024-04-20,"Rachael Heyhoe Flint Trophy","4","Sophia Gardens, Cardiff","Cardiff","Sunrisers","field","AY Harris","ID Blackwell",NA,"Sunrisers",8,NA,NA,NA,"AW Smith",NA,NA
1427810,6,"The Blaze","South East Stars","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","5","Grace Road, Leicester","Leicester","The Blaze","bat","J Naeem","PK Baldwin",NA,"South East Stars",8,NA,NA,NA,"Phil Whitticase",NA,NA
1427811,6,"Northern Diamonds","Western Storm","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","6","Headingley, Leeds","Leeds","Western Storm","field","Chris Watts","G Brown",NA,"Northern Diamonds",NA,NA,10,NA,"H Pack",NA,NA
1427812,6,"Thunder","Sunrisers","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","7","Old Trafford, Manchester","Manchester","Sunrisers","field","A Clark","S Widdup",NA,"Thunder",NA,NA,142,NA,"Wayne Noon",NA,NA
1427813,6,"Central Sparks","Southern Vipers","female","2024",2024-04-24,"Rachael Heyhoe Flint Trophy","8","Sir Paul Getty's Ground, Wormsley","Wormsley","Southern Vipers","field","ID Blackwell","WRP Fernando",NA,"Southern Vipers",7,NA,NA,NA,"SJ Davis",NA,NA
1427814,6,"South East Stars","Central Sparks","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","9","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","bat","JC Tredwell","S McLelland",NA,"South East Stars",NA,NA,71,NA,"JJ Swift","D/L",NA
1427815,6,"The Blaze","Sunrisers","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","10","County Ground, Chelmsford","Chelmsford","Sunrisers","field","F Richards","S Widdup",NA,"Sunrisers",7,NA,NA,NA,"PM Such",NA,NA
1427816,6,"Western Storm","Thunder","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","11","Old Trafford, Manchester","Manchester","Thunder","field","G Bambury","PK Baldwin",NA,"Western Storm",NA,NA,66,NA,"IL Herbert",NA,NA
1427817,6,"Southern Vipers","Northern Diamonds","female","2024",2024-04-27,"Rachael Heyhoe Flint Trophy","12","The Rose Bowl, Southampton","Southampton","Northern Diamonds","field","BJ Peverall","WRP Fernando",NA,"Southern Vipers",NA,NA,70,NA,"H Pack","D/L",NA
1427818,6,"Northern Diamonds","The Blaze","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","13","North Marine Road Ground, Scarborough","Scarborough","Northern Diamonds","bat","A Clark","S Redfern",NA,"The Blaze",2,NA,NA,NA,"IL Herbert",NA,NA
1427819,6,"Central Sparks","Sunrisers","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","14","Chester Road North Ground, Kidderminster","Kidderminster","Sunrisers","field","J Ibbotson","Naeem Ashraf",NA,"Sunrisers",5,NA,NA,NA,"Wayne Noon",NA,NA
1427820,6,"South East Stars","Western Storm","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","15","The Cooper Associates County Ground, Taunton","Taunton","Western Storm","field","AC Harris","G Brown",NA,"Western Storm",NA,NA,8,NA,"Phil Whitticase","D/L",NA
1427821,6,"Thunder","Southern Vipers","female","2024",2024-05-01,"Rachael Heyhoe Flint Trophy","16","Sir Paul Getty's Ground, Wormsley","Wormsley","Southern Vipers","field","BJ Peverall","J Jarvis",NA,"Southern Vipers",3,NA,NA,NA,"SJ Davis",NA,NA
1427822,6,"Northern Diamonds","Central Sparks","female","2024",2024-05-04,"Rachael Heyhoe Flint Trophy","17","Edgbaston, Birmingham","Birmingham","Northern Diamonds","bat","AC Harris","G Bambury",NA,"Northern Diamonds",NA,NA,1,NA,"IL Herbert",NA,NA
1427823,6,"Southern Vipers","Western Storm","female","2024",2024-05-04,"Rachael Heyhoe Flint Trophy","18","County Ground, Bristol","Bristol","Western Storm","field","F Richards","S Redfern",NA,"Southern Vipers",NA,NA,4,NA,"JJ Swift",NA,NA
1427824,6,"Sunrisers","South East Stars","female","2024",2024-05-04,"Rachael Heyhoe Flint Trophy","19","County Ground, Northampton","Northampton","Sunrisers","bat","J Ibbotson","NL Bainton",NA,"South East Stars",5,NA,NA,NA,"H Pack",NA,NA
1427825,6,"The Blaze","Thunder","female","2024",2024-05-06,"Rachael Heyhoe Flint Trophy","20","Trent Bridge, Nottingham","Nottingham","Thunder","field","Chris Watts","WRP Fernando",NA,"Thunder",1,NA,NA,NA,"JJ Whitaker",NA,NA
1427826,6,"Northern Diamonds","South East Stars","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","21","Kent County Cricket Ground, Beckenham","Beckenham","Northern Diamonds","bat","J Jarvis","Surendiran Shanmugam",NA,"Northern Diamonds",NA,NA,3,NA,"PM Such",NA,NA
1427827,6,"Southern Vipers","Sunrisers","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","22","Radlett Cricket Club, Radlett","Radlett","Sunrisers","field","G Brown","JD Shantry",NA,"Sunrisers",3,NA,NA,NA,"AM Smith",NA,NA
1427828,6,"Thunder","Central Sparks","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","23","Old Trafford, Manchester","Manchester","Thunder","bat","A Clark","Naeem Ashraf",NA,"Central Sparks",3,NA,NA,NA,"SG Hinks",NA,NA
1427829,6,"Western Storm","The Blaze","female","2024",2024-05-08,"Rachael Heyhoe Flint Trophy","24","Trent Bridge, Nottingham","Nottingham","The Blaze","field","AC Harris","J Naeem",NA,"The Blaze",4,NA,NA,NA,"WR Smith",NA,NA
1427830,6,"Central Sparks","Northern Diamonds","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","25","North Marine Road Ground, Scarborough","Scarborough","Central Sparks","bat","G Brown","James Middlebrook",NA,"Northern Diamonds",4,NA,NA,NA,"AW Smith",NA,NA
1427831,6,"The Blaze","South East Stars","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","26","Kent County Cricket Ground, Beckenham","Beckenham","South East Stars","field","JD Shantry","S McLelland",NA,"The Blaze",NA,NA,133,NA,"PM Such","D/L",NA
1427832,6,"Sunrisers","Thunder","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","27","County Ground, Chelmsford","Chelmsford","Sunrisers","bat","J Jarvis","S Widdup",NA,"Sunrisers",NA,NA,30,NA,"SM Bartlett","D/L",NA
1427833,6,"Western Storm","Southern Vipers","female","2024",2024-06-30,"Rachael Heyhoe Flint Trophy","28","New County Ground, Hove, Brighton","Brighton","Southern Vipers","field","JC Tredwell","WRP Fernando",NA,"Southern Vipers",7,NA,NA,NA,"H Pack",NA,NA
1427834,6,"The Blaze","Southern Vipers","female","2024",2024-07-05,"Rachael Heyhoe Flint Trophy","29","Queen's Park, Chesterfield","Chesterfield","The Blaze","bat","A Clark","PR Pollard",NA,"Southern Vipers",4,NA,NA,NA,"Wayne Noon",NA,NA
1427835,6,"Western Storm","Northern Diamonds","female","2024",2024-07-07,"Rachael Heyhoe Flint Trophy","30","College Ground, Cheltenham","Cheltenham","Northern Diamonds","field","PR Pollard","S McLelland",NA,"Northern Diamonds",6,NA,NA,NA,"JJ Swift","D/L",NA
1427836,6,"Central Sparks","Sunrisers","female","2024",2024-07-07,"Rachael Heyhoe Flint Trophy","31","Radlett Cricket Club, Radlett","Radlett","Sunrisers","field","AC Harris","F Richards",NA,NA,NA,NA,NA,NA,"Phil Whitticase",NA,"no result"
1427837,6,"South East Stars","Thunder","female","2024",2024-07-07,"Rachael Heyhoe Flint Trophy","32","Whitegate Park, Blackpool","Blackpool","South East Stars","bat","Hassan Adnan","J Ibbotson",NA,"South East Stars",NA,NA,82,NA,"JJ Whitaker",NA,NA
1427838,6,"Sunrisers","Northern Diamonds","female","2024",2024-07-10,"Rachael Heyhoe Flint Trophy","33","Clifton Park Ground, York","York","Northern Diamonds","field","J Naeem","PJ Hartley",NA,"Northern Diamonds",4,NA,NA,NA,"SJ Davis",NA,NA
1427839,6,"Central Sparks","Thunder","female","2024",2024-07-10,"Rachael Heyhoe Flint Trophy","34","County Ground, New Road, Worcester","Worcester","Thunder","field","G Bambury","S Widdup",NA,"Thunder",8,NA,NA,NA,"DA Cosker",NA,NA
